ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G65970"	NA	chr5	-	26389335	26389424	26389497	26389558	26389157	26389232	26389630	26389747	0	54,80,78,46,79,79	83,92,75,65,97,107	38,48,32,78,74,20	51,44,34,42,55,26	160	188	1	1.0	0.433,0.505,0.55,0.454,0.489,0.465	0.467,0.562,0.525,0.686,0.613,0.475	-0.072
1	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235	1	404,521,472,396,546,532	228,332,285,224,344,281	461,309,392,500,558,215	266,203,224,311,363,122	180	168	1	1.0	0.623,0.594,0.607,0.623,0.597,0.639	0.618,0.587,0.62,0.6,0.589,0.622	0.008
2	"AT5G66180"	NA	chr5	+	26450357	26450425	26450523	26450585	26450136	26450271	26450761	26451152	2	97,162,143,106,214,157	129,253,163,180,200,185	133,98,143,138,162,57	171,137,167,138,224,68	167	161	1	1.0	0.42,0.382,0.458,0.362,0.508,0.45	0.429,0.408,0.452,0.491,0.411,0.447	-0.01
3	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	3	114,177,128,126,173,135	98,100,93,95,101,117	134,117,128,186,190,65	131,83,87,98,126,41	167	146	1	1.0	0.504,0.607,0.546,0.537,0.6,0.502	0.472,0.552,0.563,0.624,0.569,0.581	-0.011
4	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	4	1,1,0,0,2,0	122,183,123,152,217,143	0,0,0,0,0,0	120,106,112,149,183,51	198	198	1	1.0	0.008,0.005,0.0,0.0,0.009,0.0	0.0,0.0,0.0,0.0,0.0,0.0	0.004
5	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	5	95,101,106,127,143,134	22,29,20,37,40,16	108,71,100,117,135,34	17,6,10,14,23,7	198	169	1	1.0	0.787,0.748,0.819,0.746,0.753,0.877	0.844,0.91,0.895,0.877,0.834,0.806	-0.073
6	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196	6	67,74,65,87,100,91	119,181,121,141,207,134	63,48,62,83,85,20	115,106,107,137,181,50	198	198	1	1.0	0.36,0.29,0.349,0.382,0.326,0.404	0.354,0.312,0.367,0.377,0.32,0.286	0.016
7	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	7	67,74,65,87,100,91	122,183,123,152,217,143	63,48,62,83,85,20	120,106,112,149,183,51	198	198	1	1.0	0.354,0.288,0.346,0.364,0.315,0.389	0.344,0.312,0.356,0.358,0.317,0.282	0.015
8	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	8	35,50,39,47,60,74	69,84,71,63,80,49	51,27,39,62,60,12	49,44,77,113,102,41	139	144	1	1.0	0.344,0.381,0.363,0.436,0.437,0.61	0.519,0.389,0.344,0.362,0.379,0.233	0.058
9	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	9	5,30,14,10,19,19	74,151,143,92,190,92	17,10,18,27,17,10	92,73,74,135,148,36	180	180	1	1.0	0.063,0.166,0.089,0.098,0.091,0.171	0.156,0.12,0.196,0.167,0.103,0.217	-0.047
