ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	3,6,1,1,7,3	3,11,7,11,20,11	3,0,1,0,2,0	9,5,13,8,6,1	175	99	1	1.0	0.361,0.236,0.075,0.049,0.165,0.134	0.159,0.0,0.042,0.0,0.159,0.0	0.11
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	139,180,159,93,162,147	282,411,357,239,354,378	70,78,74,179,151,55	343,330,272,463,457,184	198	99	1	1.0	0.198,0.18,0.182,0.163,0.186,0.163	0.093,0.106,0.12,0.162,0.142,0.13	0.053
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	35,77,83,59,78,56	266,440,377,245,445,436	63,42,67,73,109,27	326,273,258,348,461,176	198	99	1	1.0	0.062,0.08,0.099,0.107,0.081,0.06	0.088,0.071,0.115,0.095,0.106,0.071	-0.009
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	12,9,16,15,8,14	32,47,28,38,27,20	17,12,19,18,7,4	29,14,16,50,39,7	177	99	1	1.0	0.173,0.097,0.242,0.181,0.142,0.281	0.247,0.324,0.399,0.168,0.091,0.242	-0.059
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	45,78,48,47,62,51	165,204,165,160,202,168	32,37,26,59,40,11	145,119,132,174,216,76	198	99	1	1.0	0.12,0.16,0.127,0.128,0.133,0.132	0.099,0.135,0.09,0.145,0.085,0.067	0.03
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	36,25,19,11,20,26	126,230,142,151,184,183	15,10,18,24,29,17	112,115,100,157,149,58	196	99	1	1.0	0.126,0.052,0.063,0.035,0.052,0.067	0.063,0.042,0.083,0.072,0.09,0.129	-0.014
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	20,20,43,35,31,46	17,10,16,13,11,22	35,24,42,68,31,15	12,9,12,20,18,9	198	99	1	1.0	0.37,0.5,0.573,0.574,0.585,0.511	0.593,0.571,0.636,0.63,0.463,0.455	-0.039
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	39,54,39,51,39,45	9,4,12,5,10,8	38,26,31,36,49,20	2,2,2,12,10,5	191	99	1	1.0	0.692,0.875,0.627,0.841,0.669,0.745	0.908,0.871,0.889,0.609,0.717,0.675	-0.037
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	659,965,762,649,941,614	133,190,174,140,182,162	605,442,486,595,661,201	128,127,106,132,185,75	188	99	1	1.0	0.723,0.728,0.698,0.709,0.731,0.666	0.713,0.647,0.707,0.704,0.653,0.585	0.041
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	9,26,22,10,16,3	0,0,0,0,0,1	20,22,10,18,24,4	0,2,0,2,0,2	192	99	1	1.0	1.0,1.0,1.0,1.0,1.0,0.607	1.0,0.85,1.0,0.823,1.0,0.508	0.071
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	184,260,195,160,293,286	520,726,710,566,816,725	167,114,119,205,217,120	638,521,556,757,822,339	178	99	1	1.0	0.164,0.166,0.133,0.136,0.166,0.18	0.127,0.108,0.106,0.131,0.128,0.164	0.03
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	208,322,236,246,353,287	3222,5409,4344,3963,6046,4792	348,275,237,273,443,161	5731,4030,4158,3656,6664,2524	162	99	1	1.0	0.038,0.035,0.032,0.037,0.034,0.035	0.036,0.04,0.034,0.044,0.039,0.038	-0.003
