ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
3	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234	3	121,140,171,93,143,156	0,0,0,2,0,0	109,100,99,166,128,61	0,0,0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.959,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.007
4	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	4	6,2,1,0,4,1	150,263,184,187,249,234	0,0,5,1,0,0	114,120,150,214,188,66	180	99	1	1.0	0.022,0.004,0.003,0.0,0.009,0.002	0.0,0.0,0.018,0.003,0.0,0.0	0.003
5	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	5	1,16,2,5,6,6	4,1,1,2,9,2	7,8,6,9,13,3	0,0,4,8,8,2	158	99	0.920961796369	1.0	0.135,0.909,0.556,0.61,0.295,0.653	1.0,1.0,0.485,0.413,0.505,0.485	-0.122
6	"AT5G64990"	NA	chr5	-	25964350	25964442	25964371	25964442	25964177	25964266	6	0,0,1,0,0,0	7,14,7,12,17,16	1,0,0,0,0,0	2,4,4,6,14,1	120	99	1	1.0	0.0,0.0,0.105,0.0,0.0,0.0	0.292,0.0,0.0,0.0,0.0,0.0	-0.031
7	"AT5G64630"	NA	chr5	+	25833650	25833772	25833650	25833762	25833856	25833883	7	1,2,0,3,0,0	12,21,21,21,17,17	1,0,0,0,0,0	10,11,10,46,15,0	109	99	1	1.0	0.07,0.08,0.0,0.115,0.0,0.0	0.083,0.0,0.0,0.0,0.0,NA	0.028
8	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	8	0,0,0,0,1,0	16,31,23,27,26,24	1,0,1,1,0,0	18,17,11,37,23,20	150	99	1	1.0	0.0,0.0,0.0,0.0,0.025,0.0	0.035,0.0,0.057,0.018,0.0,0.0	-0.014
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	9	82,165,128,85,188,81	7,19,13,13,17,10	126,95,119,164,169,63	16,11,14,20,18,7	134	99	1	1.0	0.896,0.865,0.879,0.828,0.891,0.857	0.853,0.865,0.863,0.858,0.874,0.869	0.006
10	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515877	25516074	10	75,152,118,75,177,76	0,1,0,0,0,0	115,89,109,155,144,61	0,0,1,0,0,0	134	99	1	1.0	1.0,0.991,1.0,1.0,1.0,1.0	1.0,1.0,0.988,1.0,1.0,1.0	0.001
11	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	11	2,2,3,1,2,0	221,385,339,302,372,424	2,4,9,22,14,4	274,152,187,327,277,117	198	99	1	1.0	0.005,0.003,0.004,0.002,0.003,0.0	0.004,0.013,0.023,0.033,0.025,0.017	-0.016
12	"AT5G63620"	NA	chr5	-	25466686	25466864	25466693	25466864	25466127	25466571	12	2,5,2,0,3,0	573,1036,746,621,1103,854	1,1,1,0,1,0	818,598,676,796,1071,357	106	99	1	1.0	0.003,0.004,0.002,0.0,0.003,0.0	0.001,0.002,0.001,0.0,0.001,0.0	0.001
15	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	15	241,389,268,217,351,360	0,5,1,0,4,0	259,157,251,247,381,91	0,0,1,1,2,2	198	99	1	1.0	1.0,0.975,0.993,1.0,0.978,1.0	1.0,1.0,0.992,0.992,0.99,0.958	0.002
16	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	16	15,47,19,10,23,12	3,6,0,0,1,0	1,5,0,3,5,1	0,1,0,0,0,0	198	99	1	1.0	0.714,0.797,1.0,1.0,0.92,1.0	1.0,0.714,NA,1.0,1.0,1.0	-0.038
17	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	17	7,5,9,15,8,8	7,3,10,8,9,12	3,3,5,14,13,2	8,9,10,14,12,1	192	99	0.943945491287	1.0	0.34,0.462,0.317,0.492,0.314,0.256	0.162,0.147,0.205,0.34,0.358,0.508	0.077
18	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	18	0,6,4,3,6,4	15,14,14,15,15,12	1,4,3,7,6,0	11,7,16,26,21,5	198	99	1	1.0	0.0,0.176,0.125,0.091,0.167,0.143	0.043,0.222,0.086,0.119,0.125,0.0	0.018
19	"AT5G61960"	NA	chr5	-	24883691	24884174	24883872	24884174	24883550	24883573	19	0,3,3,2,7,5	3,0,0,0,0,0	1,4,6,2,10,0	0,0,0,0,0,0	198	99	1	1.0	0.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA	-0.167
20	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	20	3,3,2,1,2,0	15,14,14,15,15,12	0,4,2,5,1,0	11,7,16,26,21,5	134	99	1	1.0	0.129,0.137,0.095,0.047,0.09,0.0	0.0,0.297,0.085,0.124,0.034,0.0	-0.007
21	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	21	25,53,52,45,54,47	0,0,2,0,0,0	53,24,30,34,57,12	2,0,0,1,1,0	105	99	1	1.0	1.0,1.0,0.961,1.0,1.0,1.0	0.962,1.0,1.0,0.97,0.982,1.0	0.008
22	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	22	6,12,6,3,11,1	61,95,124,63,92,92	9,3,4,2,8,0	66,48,51,114,116,33	198	99	1	1.0	0.047,0.059,0.024,0.023,0.056,0.005	0.064,0.03,0.038,0.009,0.033,0.0	0.007
24	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	24	222,311,263,275,335,351	27,49,31,30,24,38	271,184,226,399,285,112	42,45,37,88,71,14	120	99	1	1.0	0.872,0.84,0.875,0.883,0.92,0.884	0.842,0.771,0.834,0.789,0.768,0.868	0.067
25	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	25	35,62,44,64,63,44	27,49,31,30,24,38	39,40,47,77,69,20	42,45,37,88,71,14	186	99	0.802100467622	1.0	0.408,0.402,0.43,0.532,0.583,0.381	0.331,0.321,0.403,0.318,0.341,0.432	0.098
26	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	26	9,13,5,11,7,7	196,262,224,222,279,314	8,15,4,14,17,3	240,159,183,336,233,95	165	99	1	1.0	0.027,0.029,0.013,0.029,0.015,0.013	0.02,0.054,0.013,0.024,0.042,0.019	-0.008
27	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388	27	68,123,84,125,102,116	0,0,0,3,3,2	47,54,49,106,95,41	2,1,0,2,1,0	198	99	1	1.0	1.0,1.0,1.0,0.954,0.944,0.967	0.922,0.964,1.0,0.964,0.979,1.0	0.006
28	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578	28	5,19,9,4,12,10	0,0,1,1,4,3	13,11,7,11,16,7	1,1,1,8,1,1	103	99	1	1.0	1.0,1.0,0.896,0.794,0.742,0.762	0.926,0.914,0.871,0.569,0.939,0.871	0.017
29	"AT5G59480"	NA	chr5	-	23980392	23980480	23980395	23980480	23980020	23980299	29	67,65,83,87,77,73	3,0,5,0,0,0	45,35,55,96,89,26	0,2,0,0,0,0	102	99	1	1.0	0.956,1.0,0.942,1.0,1.0,1.0	1.0,0.944,1.0,1.0,1.0,1.0	-0.008
30	"AT5G59480"	NA	chr5	-	23981278	23981590	23981422	23981590	23981095	23981174	30	5,1,5,3,3,4	62,91,83,48,67,82	2,0,0,0,0,2	48,39,60,91,59,12	198	99	1	1.0	0.039,0.005,0.029,0.03,0.022,0.024	0.02,0.0,0.0,0.0,0.0,0.077	0.009
