ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
10	"AT5G65210"	NA	chr5	+	26058594	26059201	26059019	26059201	26057817	26058028
13	"AT5G65060"	NA	chr5	+	25990613	25991412	25990963	25991412	25990283	25990325
18	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466686	25466864
19	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
37	"AT5G60030"	NA	chr5	-	24171887	24172456	24171887	24172273	24172564	24172975
38	"AT5G66180"	NA	chr5	+	26450357	26450585	26450523	26450585	26450136	26450271
58	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907
60	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
62	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
68	"AT5G52070"	NA	chr5	+	21163578	21163968	21163726	21163968	21161131	21161353
80	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
85	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
88	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
95	"AT5G47080"	NA	chr5	-	19125515	19125625	19125515	19125610	19126159	19126694
100	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
109	"AT5G42520"	NA	chr5	+	17001494	17002607	17001558	17002607	17001191	17001331
113	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
114	"AT5G41700"	NA	chr5	+	16676781	16677509	16677079	16677509	16676491	16676619
115	"AT5G41220"	NA	chr5	-	16496445	16496634	16496445	16496499	16496749	16496823
118	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
124	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
138	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
143	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14142709	14142871	14143254
164	"AT5G25570"	NA	chr5	+	8902570	8902660	8902608	8902660	8901989	8902047
172	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
185	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
197	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014894
198	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014916
