ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G66040"	NA	chr5	+	26410731	26410805	26410868	26410993	26410343	26410645	26411064	26411355
1	"AT5G65970"	NA	chr5	-	26388740	26388781	26388864	26388914	26388353	26388669	26388993	26389082
2	"AT5G65970"	NA	chr5	-	26389335	26389424	26389497	26389558	26389157	26389232	26389630	26389747
3	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235
4	"AT5G62575"	NA	chr5	+	25117686	25117755	25118053	25118156	25117413	25117601	25118494	25118892
5	"AT5G62575"	NA	chr5	+	25117689	25117755	25118053	25118156	25117487	25117601	25118494	25118735
6	"AT5G66180"	NA	chr5	+	26450357	26450425	26450523	26450585	26450136	26450271	26450761	26451152
7	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427
8	"AT5G54750"	NA	chr5	+	22242063	22242136	22242403	22242501	22241477	22241585	22242750	22242850
9	"AT5G54750"	NA	chr5	+	22242063	22242136	22242403	22242540	22241480	22241585	22242750	22242850
10	"AT5G53900"	NA	chr5	-	21882328	21882434	21882590	21882734	21882190	21882232	21882856	21882907
11	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196
12	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968
13	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196
14	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196
15	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493
16	"AT5G47760"	NA	chr5	-	19344439	19344511	19344591	19344687	19344281	19344353	19344756	19344824
17	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632
18	"AT5G42740"	NA	chr5	+	17138033	17138082	17138359	17138432	17137768	17137853	17138508	17138569
19	"AT5G41960"	NA	chr5	+	16790288	16790368	16790492	16790545	16789972	16790194	16790637	16790748
20	"AT5G41220"	NA	chr5	-	16496445	16496499	16496573	16496634	16496277	16496357	16496749	16496823
21	"AT5G41220"	NA	chr5	-	16496445	16496499	16496573	16496823	16496277	16496357	16496904	16497163
22	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815
23	"AT5G53170"	NA	chr5	-	21563281	21563335	21563430	21563520	21562717	21563172	21563720	21564002
24	"AT5G37780"	NA	chr5	-	15005346	15005424	15005884	15005929	15004526	15005142	15006041	15006205
25	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138
26	"AT5G27950"	NA	chr5	+	9986489	9986527	9986646	9986774	9986134	9986353	9986851	9988018
27	"AT5G23050"	NA	chr5	-	7732406	7732623	7732890	7732985	7732008	7732308	7733197	7733418
28	"AT5G22010"	NA	chr5	-	7282034	7282159	7282447	7282487	7281729	7281802	7282807	7282977
29	"AT5G21930"	NA	chr5	+	7246262	7246368	7246569	7246636	7245976	7246086	7247050	7247130
30	"AT5G21930"	NA	chr5	+	7246569	7246636	7247050	7247130	7246262	7246368	7247281	7247911
31	"AT5G17170"	NA	chr5	+	5650434	5650516	5650623	5650692	5649886	5650053	5650804	5651205
32	"AT5G17020"	NA	chr5	+	5597308	5597353	5597493	5597601	5597152	5597215	5597734	5597833
33	"AT5G18420"	NA	chr5	-	6107904	6107958	6108271	6108358	6107600	6107746	6108701	6108803
34	"AT5G14720"	NA	chr5	-	4748961	4749004	4749068	4749194	4748799	4748846	4749359	4749436
35	"AT5G14710"	NA	chr5	+	4746725	4746773	4746862	4746909	4746263	4746524	4747247	4747314
36	"AT5G14270"	NA	chr5	+	4606930	4606992	4607282	4607349	4606497	4606605	4607424	4607508
37	"AT5G11840"	NA	chr5	-	3813953	3814010	3814108	3814137	3813301	3813834	3814318	3814906
38	"AT5G11350"	NA	chr5	+	3624961	3625047	3625162	3625247	3624105	3624868	3625337	3625412
39	"AT5G10510"	NA	chr5	+	3318742	3318811	3318812	3318821	3317438	3317521	3318903	3318992
40	"AT5G10278"	NA	chr5	+	3227508	3227619	3228763	3228867	3226320	3226525	3229579	3229669
41	"AT5G63000"	NA	chr5	-	25280591	25280847	25281035	25281140	25280398	25280476	25281424	25281652
42	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210
43	"AT5G06690"	NA	chr5	-	2060871	2060889	2061135	2061210	2060442	2060749	2061582	2062081
44	"AT5G06690"	NA	chr5	-	2060871	2061047	2061135	2061210	2060442	2060749	2061582	2062081
45	"AT5G06690"	NA	chr5	-	2060980	2061047	2061135	2061210	2060871	2060889	2061582	2062081
46	"AT5G04360"	NA	chr5	+	1224509	1224605	1225035	1225086	1224233	1224327	1225234	1225305
47	"AT5G04090"	NA	chr5	-	1106878	1107381	1107581	1107660	1106164	1106593	1108213	1108282
48	"AT5G01010"	NA	chr5	-	1571	1646	1744	1780	1033	1459	1913	1961
49	"AT5G01010"	NA	chr5	-	1744	1780	1913	1961	1278	1646	2434	2509
50	"AT5G01010"	NA	chr5	-	1913	1961	2434	2509	1744	1780	2747	2799
51	"AT5G42620"	NA	chr5	+	17069472	17069572	17069811	17069881	17069262	17069389	17069965	17070118
52	"AT4G38510"	NA	chr4	-	18011754	18011802	18012259	18012342	18011623	18011677	18012740	18012891
53	"AT4G38120"	NA	chr4	-	17893768	17893849	17894099	17894151	17893582	17893670	17894232	17894312
54	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312
55	"AT4G37930"	NA	chr4	-	17832506	17832584	17832666	17832732	17832314	17832426	17832813	17832918
56	"AT4G37930"	NA	chr4	-	17832666	17832732	17832813	17832918	17832506	17832584	17833005	17833203
57	"AT5G13030"	NA	chr5	+	4133878	4133988	4134287	4134344	4133133	4133566	4134433	4134733
58	"AT4G32730"	NA	chr4	+	15792143	15792272	15792433	15794207	15791943	15792047	15794531	15794779
59	"AT4G32470"	NA	chr4	-	15670019	15670020	15670070	15670118	15669218	15669709	15670732	15670890
60	"AT4G32360"	NA	chr4	+	15622202	15622251	15622382	15622499	15621970	15622084	15622643	15622753
61	"AT4G32360"	NA	chr4	+	15622382	15622499	15622643	15622753	15622154	15622251	15622854	15622928
62	"AT5G20380"	NA	chr5	-	6888843	6888939	6889055	6889092	6888488	6888630	6889425	6889541
63	"AT5G20380"	NA	chr5	-	6889055	6889092	6889425	6889541	6888843	6888939	6889877	6889945
64	"AT4G30690"	NA	chr4	+	14961508	14961558	14961672	14961706	14961360	14961413	14961810	14961883
65	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648137	14648600	14649467	14649548
66	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648138	14648600	14649234	14649315
67	"AT4G29940"	NA	chr4	-	14648992	14649073	14649234	14649315	14648754	14648835	14649467	14649548
68	"AT5G20165"	NA	chr5	-	6806216	6806251	6806531	6806638	6805549	6805870	6806727	6806780
69	"AT4G29100"	NA	chr4	+	14343064	14343130	14343289	14343355	14342352	14342433	14343623	14343683
70	"AT4G29010"	NA	chr4	-	14300117	14300204	14300401	14300704	14299850	14300025	14300812	14300868
71	"AT4G26190"	NA	chr4	-	13263299	13263363	13263488	13263570	13262863	13263049	13263656	13266322
72	"AT4G24770"	NA	chr4	-	12766994	12767096	12767412	12768142	12766385	12766667	12769403	12769419
73	"AT4G24740"	NA	chr4	-	12755931	12756046	12756144	12756193	12755690	12755782	12756302	12756456
74	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807612	13807033	13807109	13807742	13808003
75	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807573	13807033	13807109	13807742	13808031
76	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617
77	"AT4G24020"	NA	chr4	+	12480687	12481259	12481675	12481723	12479527	12480231	12481809	12482701
78	"AT4G24010"	NA	chr4	+	12467721	12467871	12468020	12468149	12466116	12466975	12468233	12468677
79	"AT4G23850"	NA	chr4	-	12405094	12405212	12405318	12405394	12404602	12404848	12405472	12405539
80	"AT4G23660"	NA	chr4	-	12330119	12330255	12330916	12331378	12329530	12329652	12331637	12331679
81	"AT4G21534"	NA	chr4	+	11456850	11456951	11457224	11457297	11456635	11456758	11457422	11457509
82	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268
83	"AT4G19410"	NA	chr4	-	10583012	10583066	10583160	10583221	10582835	10582913	10583390	10583515
84	"AT4G17140"	NA	chr4	-	9624895	9624980	9625060	9625350	9624504	9624819	9625477	9625581
85	"AT4G17040"	NA	chr4	-	9586928	9587042	9587373	9587451	9586702	9586811	9587618	9587745
86	"AT4G16860"	NA	chr4	-	9490478	9490811	9490994	9492072	9489967	9490378	9495230	9495837
87	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638
88	"AT4G16710"	NA	chr4	+	9398774	9398991	9399156	9399256	9398402	9398722	9399361	9399876
89	"AT4G16710"	NA	chr4	+	9398787	9398991	9399156	9399256	9398402	9398722	9399361	9399876
90	"AT4G16710"	NA	chr4	+	9398810	9398991	9399156	9399256	9398481	9398722	9399361	9399801
91	"AT4G14385"	NA	chr4	-	8287347	8287544	8288078	8288148	8286744	8287279	8288311	8288412
92	"AT4G14385"	NA	chr4	-	8287378	8287544	8288078	8288148	8286811	8287279	8288311	8288412
93	"AT4G14385"	NA	chr4	-	8287516	8287544	8288078	8288148	8287347	8287430	8288311	8288412
94	"AT4G14147"	NA	chr4	-	8155619	8155672	8156005	8156071	8155482	8155510	8156243	8156326
95	"AT4G11960"	NA	chr4	-	7176042	7176094	7176195	7176272	7175825	7175936	7176398	7176455
96	"AT4G10843"	NA	chr4	+	6663380	6663444	6663933	6664011	6663194	6663305	6664264	6664348
97	"AT4G10843"	NA	chr4	+	6663380	6663722	6663933	6664011	6663194	6663305	6664264	6664348
98	"AT4G10770"	NA	chr4	-	6631550	6631648	6631722	6631877	6630595	6630865	6632013	6632412
99	"AT4G25100"	NA	chr4	-	12884835	12884859	12884955	12884982	12884299	12884747	12885087	12885155
100	"AT4G10180"	NA	chr4	+	6347432	6347624	6347922	6347991	6346695	6347358	6348086	6348143
101	"AT4G10050"	NA	chr4	-	6285756	6285837	6285913	6285998	6285422	6285517	6286359	6286439
102	"AT4G10030"	NA	chr4	-	6271156	6271222	6271406	6271508	6270915	6271028	6271584	6271637
103	"AT4G09720"	NA	chr4	+	6133246	6133482	6133572	6133719	6132849	6133153	6134287	6134368
104	"AT4G05590"	NA	chr4	+	2907631	2907730	2907844	2907897	2907011	2907230	2908016	2908090
105	"AT4G05590"	NA	chr4	+	2907844	2907897	2908016	2908090	2907631	2907730	2908251	2908631
106	"AT4G03205"	NA	chr4	+	1413426	1413502	1413581	1413676	1412784	1413338	1413759	1413843
107	"AT4G02760"	NA	chr4	-	1226580	1226691	1226885	1226987	1226311	1226412	1227080	1227256
