ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
10	"AT5G65210"	NA	chr5	+	26058594	26059201	26059019	26059201	26057817	26058028
13	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665258	25665372
18	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466686	25466864
19	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
27	"AT5G61500"	NA	chr5	-	24734384	24734706	24734384	24734512	24735046	24735098
38	"AT5G60030"	NA	chr5	-	24171887	24172456	24171887	24172273	24172564	24172975
39	"AT5G66180"	NA	chr5	+	26450357	26450585	26450523	26450585	26450136	26450271
42	"AT5G59390"	NA	chr5	+	23954926	23955303	23954933	23955303	23954325	23954452
55	"AT5G55580"	NA	chr5	+	22515957	22516231	22516103	22516231	22515439	22515879
61	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907
63	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
65	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
71	"AT5G52070"	NA	chr5	+	21163578	21163968	21163726	21163968	21161131	21161353
80	"AT5G50915"	NA	chr5	-	20710102	20710838	20710102	20710590	20710956	20711067
84	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
86	"AT5G50130"	NA	chr5	+	20392587	20393255	20392843	20393255	20392386	20392474
90	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
93	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
100	"AT5G47080"	NA	chr5	-	19125515	19125625	19125515	19125610	19126159	19126694
105	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
106	"AT5G45510"	NA	chr5	+	18448937	18449446	18449020	18449446	18444606	18444846
109	"AT5G44510"	NA	chr5	-	17929941	17930005	17929941	17929964	17930508	17931936
111	"AT5G44010"	NA	chr5	-	17708477	17708950	17708477	17708761	17709031	17709326
117	"AT5G42520"	NA	chr5	+	17001494	17002607	17001558	17002607	17001191	17001331
121	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676135
122	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
123	"AT5G41700"	NA	chr5	+	16676781	16677509	16677079	16677509	16676491	16676619
124	"AT5G41220"	NA	chr5	-	16496445	16496634	16496445	16496499	16496749	16496823
127	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
133	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
135	"AT5G39790"	NA	chr5	-	15933291	15933581	15933291	15933380	15933808	15933865
148	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
153	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14142709	14142871	14143254
154	"AT5G36002"	NA	chr5	-	14141794	14142709	14141794	14141949	14143015	14143303
169	"AT5G47900"	NA	chr5	+	19392882	19392964	19392896	19392964	19392658	19392796
176	"AT5G25570"	NA	chr5	+	8902570	8902660	8902608	8902660	8901989	8902047
181	"AT5G24760"	NA	chr5	-	8496988	8497155	8496988	8497125	8497266	8497419
184	"AT5G24520"	NA	chr5	-	8370705	8371006	8370705	8371000	8371131	8371180
186	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
199	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
211	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014894
212	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014916
213	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
215	"AT5G20360"	NA	chr5	-	6882361	6884315	6882361	6884285	6884345	6884630
228	"AT5G28020"	NA	chr5	-	10028127	10028179	10028127	10028172	10028485	10028525
229	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028172	10028485	10028525
230	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028179	10028485	10028525
234	"AT5G17170"	NA	chr5	+	5650623	5650692	5650628	5650692	5650434	5650520
243	"AT5G15540"	NA	chr5	-	5055961	5056217	5055961	5056209	5056536	5056646
244	"AT5G15540"	NA	chr5	-	5055961	5056217	5055961	5056209	5056550	5056646
245	"AT5G62790"	NA	chr5	-	25216209	25216335	25216209	25216330	25216416	25216484
246	"AT5G14850"	NA	chr5	-	4801896	4802188	4801896	4802183	4802299	4802469
251	"AT5G14430"	NA	chr5	+	4653708	4653899	4653716	4653899	4653471	4653636
254	"AT5G14180"	NA	chr5	-	4571323	4571933	4571323	4571764	4572185	4572226
257	"AT5G13660"	NA	chr5	+	4406443	4406813	4406614	4406813	4405093	4406365
258	"AT5G13660"	NA	chr5	+	4406446	4406813	4406614	4406813	4405093	4406365
263	"AT5G13410"	NA	chr5	-	4300206	4300427	4300206	4300262	4300774	4300825
273	"AT5G12290"	NA	chr5	-	3976383	3976578	3976383	3976574	3976699	3976865
274	"AT5G12290"	NA	chr5	-	3976383	3976578	3976383	3976574	3976703	3976865
275	"AT5G11910"	NA	chr5	-	3836899	3837061	3836899	3836993	3837142	3837247
277	"AT5G11160"	NA	chr5	+	3551461	3551761	3551702	3551761	3550944	3551055
288	"AT5G10070"	NA	chr5	-	3148900	3149198	3148900	3149022	3149297	3149388
293	"AT5G18245"	NA	chr5	+	6029821	6030596	6030356	6030596	6029601	6029684
297	"AT5G08710"	NA	chr5	-	2835233	2835486	2835233	2835337	2835690	2835793
299	"AT5G08535"	NA	chr5	+	2762441	2762940	2762709	2762940	2762028	2762261
313	"AT5G07570"	NA	chr5	+	2394758	2396329	2395118	2396329	2393102	2394677
326	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2061135	2061210
327	"AT5G06690"	NA	chr5	-	2060871	2061047	2060871	2060889	2061135	2061210
328	"AT5G06690"	NA	chr5	-	2060442	2061047	2060442	2060749	2061582	2062081
