ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992
2	"AT5G67590"	NA	chr5	+	26958962	26958992	26958651	26958781	26959299	26959557
3	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
4	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989
5	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
6	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535
7	"AT5G66410"	NA	chr5	+	26521011	26521073	26520860	26520933	26521171	26521269
8	"AT5G66360"	NA	chr5	+	26510991	26511206	26510147	26510751	26511290	26511822
9	"AT5G66240"	NA	chr5	+	26467723	26467808	26467478	26467616	26467906	26467956
10	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103
11	"AT5G66060"	NA	chr5	+	26421044	26421130	26420734	26420922	26421309	26421449
12	"AT5G66040"	NA	chr5	+	26410731	26410805	26410343	26410645	26410868	26410993
13	"AT5G66040"	NA	chr5	+	26410868	26410993	26410731	26410805	26411064	26411355
14	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669
15	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669
16	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
17	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388993	26389082
18	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082
19	"AT5G65970"	NA	chr5	-	26388864	26388914	26388740	26388781	26388993	26389082
20	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
21	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747
22	"AT5G65970"	NA	chr5	-	26390078	26390136	26389823	26390008	26390206	26390676
23	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243
24	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936
25	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
26	"AT5G65940"	NA	chr5	-	26378717	26378781	26378562	26378642	26378975	26379056
27	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056
28	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
29	"AT5G65900"	NA	chr5	+	26359983	26360286	26359820	26359889	26360365	26360404
30	"AT5G65810"	NA	chr5	-	26338907	26338947	26338763	26338802	26339030	26339175
31	"AT5G65460"	NA	chr5	-	26167163	26167295	26166889	26167068	26167726	26167833
32	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833
33	"AT5G65290"	NA	chr5	+	26093174	26093256	26092965	26093096	26093362	26093576
34	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
35	"AT5G65110"	NA	chr5	-	26011770	26011886	26010802	26011683	26012027	26012519
36	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
37	"AT5G64650"	NA	chr5	-	25839926	25840004	25839243	25839692	25840097	25840189
38	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795
39	"AT5G64600"	NA	chr5	+	25826783	25826920	25826323	25826452	25827026	25827240
40	"AT5G64580"	NA	chr5	-	25819254	25819380	25819064	25819174	25819451	25819526
41	"AT5G64540"	NA	chr5	-	25800992	25801082	25800784	25800842	25801184	25801302
42	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
43	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753
44	"AT5G64350"	NA	chr5	-	25735226	25735288	25735060	25735113	25735469	25735503
45	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823
46	"AT5G64130"	NA	chr5	-	25664671	25664732	25664289	25664587	25664815	25664869
47	"AT5G64130"	NA	chr5	-	25665104	25665167	25664981	25665029	25665258	25665372
48	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339
49	"AT5G63940"	NA	chr5	+	25590743	25590893	25590463	25590611	25590995	25591482
50	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
51	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
52	"AT5G63800"	NA	chr5	+	25534924	25535032	25534730	25534840	25535116	25535230
53	"AT5G63640"	NA	chr5	+	25480099	25480175	25479856	25480017	25480294	25480380
54	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893
55	"AT5G63550"	NA	chr5	+	25447590	25447621	25447397	25447495	25447713	25448172
56	"AT5G63540"	NA	chr5	-	25443082	25443181	25442760	25442915	25443295	25443441
57	"AT5G63260"	NA	chr5	+	25362609	25362657	25361746	25362298	25362725	25362791
58	"AT5G63220"	NA	chr5	-	25355181	25355261	25354926	25355005	25355365	25355500
59	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
60	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700
61	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973
62	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310674	25311019
63	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310678	25310973
64	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436
65	"AT5G62820"	NA	chr5	-	25224107	25224243	25223726	25224022	25224335	25225052
66	"AT5G62730"	NA	chr5	+	25198037	25198255	25197613	25197820	25198683	25200286
67	"AT5G62640"	NA	chr5	-	25151916	25151991	25151759	25151853	25152270	25152541
68	"AT5G62610"	NA	chr5	-	25133480	25133549	25133331	25133409	25133630	25133696
69	"AT5G62600"	NA	chr5	-	25124828	25124903	25124685	25124740	25124983	25125063
70	"AT5G62575"	NA	chr5	+	25117686	25117755	25117413	25117601	25118053	25118156
71	"AT5G62575"	NA	chr5	+	25117689	25117755	25117487	25117601	25118053	25118156
72	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
73	"AT5G62540"	NA	chr5	+	25104877	25104903	25104658	25104803	25105001	25105091
74	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
75	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
76	"AT5G62410"	NA	chr5	+	25058792	25058855	25058611	25058671	25059178	25059270
77	"AT5G62165"	NA	chr5	+	24966361	24966443	24964645	24965256	24967327	24967427
78	"AT5G62165"	NA	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427
79	"AT5G62165"	NA	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882
80	"AT5G61960"	NA	chr5	-	24883691	24883955	24883550	24883573	24884059	24884174
81	"AT5G61960"	NA	chr5	-	24883907	24883955	24883550	24883573	24884059	24884174
82	"AT5G61910"	NA	chr5	-	24857563	24857625	24857378	24857472	24857734	24857869
83	"AT5G61580"	NA	chr5	+	24762825	24762866	24762621	24762751	24762952	24763177
84	"AT5G61500"	NA	chr5	-	24734640	24734706	24734384	24734512	24735046	24735098
85	"AT5G61500"	NA	chr5	-	24735819	24735936	24735575	24735739	24736022	24736093
86	"AT5G61410"	NA	chr5	-	24684044	24684134	24683605	24683858	24684227	24684297
87	"AT5G61410"	NA	chr5	-	24684739	24684818	24684540	24684650	24684905	24685019
88	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
89	"AT5G61240"	NA	chr5	+	24630547	24630582	24630384	24630456	24630668	24630740
90	"AT5G61240"	NA	chr5	+	24630668	24630740	24630384	24630456	24630837	24630981
91	"AT5G60990"	NA	chr5	-	24546844	24546933	24546328	24546744	24547013	24547125
92	"AT5G60930"	NA	chr5	-	24519783	24519867	24519507	24519706	24519949	24520063
93	"AT5G60910"	NA	chr5	-	24504186	24504286	24504005	24504047	24504706	24504771
94	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564
95	"AT5G60120"	NA	chr5	+	24208822	24208848	24207688	24208685	24208937	24208968
96	"AT5G66180"	NA	chr5	+	26449139	26449284	26448937	26449064	26449367	26449458
97	"AT5G66180"	NA	chr5	+	26449548	26449734	26449367	26449458	26449829	26450059
98	"AT5G66180"	NA	chr5	+	26450357	26450425	26450136	26450271	26450523	26450585
99	"AT5G66180"	NA	chr5	+	26450523	26450585	26450357	26450425	26450761	26451152
100	"AT5G59960"	NA	chr5	-	24142760	24142894	24141978	24142516	24142980	24143044
101	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
102	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
103	"AT5G59960"	NA	chr5	-	24144635	24144720	24144352	24144549	24145047	24145355
104	"AT5G59840"	NA	chr5	-	24107642	24107735	24107214	24107533	24107840	24107903
105	"AT5G59840"	NA	chr5	-	24108197	24108263	24108011	24108109	24108499	24108600
106	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178
107	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080373	24080427
108	"AT5G59770"	NA	chr5	-	24080110	24080178	24079796	24079894	24080373	24080427
109	"AT5G59770"	NA	chr5	-	24080110	24080178	24079962	24080009	24080373	24080427
110	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
111	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
112	"AT5G59660"	NA	chr5	+	24037748	24037817	24037607	24037679	24037915	24038079
113	"AT5G59660"	NA	chr5	+	24037757	24037817	24037607	24037679	24037915	24038079
114	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
115	"AT5G59610"	NA	chr5	+	24014317	24014346	24013770	24013936	24014483	24014578
116	"AT5G59610"	NA	chr5	+	24014317	24014350	24013770	24013936	24014483	24014578
117	"AT5G59480"	NA	chr5	-	23980571	23980609	23980392	23980480	23980700	23980798
118	"AT5G59460"	NA	chr5	-	23977792	23977890	23977574	23977656	23978249	23978399
119	"AT5G59300"	NA	chr5	-	23920031	23920109	23919867	23919945	23920272	23920373
120	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
