ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	42,32,45,22,69,30,15,57,33,8,7,19,22	0,1,0,0,2,1,0,0,0,0,0,0,0	65,72,48,33,19,28,25,49,14,17,4,5,24,4,17	1,2,0,0,0,0,0,0,0,0,0,0,0,0,0	202	149
2	362,527,527,649,959,734,601,986,813,258,324,295,291	0,0,0,0,0,0,0,0,0,0,0,0,0	504,472,391,615,531,567,669,851,344,242,249,269,369,379,457	2,1,0,0,0,0,0,0,0,0,0,0,0,0,0	235	149
3	8,28,17,187,230,236,152,224,250,57,55,26,16	0,0,0,0,0,0,4,0,0,2,0,0,0	29,14,13,166,141,136,260,219,90,81,71,75,116,20,14	0,0,0,0,0,0,0,2,0,1,0,0,2,0,0	291	149
4	0,0,1,9,7,1,1,4,2,0,0,0,0	70,86,109,217,384,262,251,358,344,46,47,41,51	0,1,0,0,2,9,6,1,4,0,0,0,0,2,2	114,111,98,149,171,193,290,263,88,31,38,40,52,64,65	230	149
5	15,16,15,1,20,2,7,6,6,2,4,0,2	4,4,4,4,1,2,2,10,2,0,0,0,0	23,11,14,8,8,6,11,16,3,4,0,1,4,0,2	2,7,2,0,0,4,8,9,2,1,0,2,0,0,0	208	149
6	0,0,0,0,0,1,1,0,0,0,0,0,0	7,9,2,11,27,20,15,21,31,9,17,6,0	0,0,0,2,0,0,0,0,0,0,0,0,0,0,0	1,5,13,13,8,9,14,22,4,10,14,14,25,4,8	170	149
8	1072,1734,1711,3650,6025,4896,4248,6509,5696,1670,1793,924,825	0,0,4,0,0,0,0,0,0,0,0,0,0	1780,1615,1608,4408,3014,3551,4830,6336,1974,1853,1691,1537,1937,1123,1254	0,0,0,0,0,0,0,0,0,0,0,0,0,0,0	303	149
9	0,1,0,0,0,6,0,6,3,0,0,0,0	18,20,20,23,44,38,48,46,32,18,11,4,4	0,0,0,0,0,0,2,0,0,0,2,0,0,0,0	16,29,18,23,32,15,50,34,25,13,11,22,22,12,14	200	149
10	10,14,9,81,150,101,85,171,89,5,13,11,2	0,0,0,15,26,24,19,24,24,2,0,0,0	15,16,11,105,99,120,155,168,72,13,17,13,19,11,38	0,0,0,26,15,17,25,35,12,4,0,1,1,6,0	184	149
11	10,16,9,73,117,90,60,133,72,5,11,11,2	0,0,0,0,1,2,0,0,1,0,0,0,0	14,16,11,88,86,95,134,114,55,13,18,14,19,11,34	0,0,0,0,0,1,0,0,2,0,0,0,0,0,0	184	149
