groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_y
AT1G01020	E011	67.0763469303648	0.0079714213353787	43.3935225592854	4.47667581074979e-11	1.92522139278548e-08	15.2439651965367	9.53437987350955	-1.36489009049426	1	8571	8593	23	-	67	100	126	52	20	33	"c(""AT1G01020.3"", ""AT1G01020.1"", ""AT1G01020.2"")"	AT1G01020:E011	AT1G01020	E011	215.535813351274	0.0032381649801592	101.833813532744	6.03806285241092e-24	4.21975803564745e-21	24.9644819872218	18.5861226589704	-0.884723629477177	1	8571	8593	23	-	234	477	337	243	418	314	159	115	138	159	188	59	"c(""AT1G01020.3"", ""AT1G01020.1"", ""AT1G01020.2"")"
AT1G02030+AT1G02020	E011	24.3403019378002	0.0075974714077129	12.5828732477996	0.0003892977769906	0.0270202928125565	6.37554320827539	9.09599278812311	1.02859279606	1	355125	357258	2134	-	10	16	18	42	42	26	AT1G02030.1	AT1G02030+AT1G02020:E011	AT1G02030+AT1G02020	E011	50.373263873098	0.0058294671404767	11.2634846755931	0.0007904668121154	0.0268722718872592	11.8171293092109	9.83987503191324	-0.533518995969515	1	355125	357258	2134	-	54	88	54	50	74	68	54	38	38	44	56	20	AT1G02030.1
AT1G02100	E013	50.870037528751	0.0037325097107062	28.7910747152424	8.06217920688803e-08	1.99321477235671e-05	9.45270333089354	13.4921094830747	1.03373478692093	1	392073	392076	4	+	33	52	42	64	64	57	AT1G02100.2	AT1G02100:E013	AT1G02100	E013	177.799215196368	0.0036124481026898	91.8924979610409	9.15152953073701e-22	5.36776427818572e-19	17.0715980967249	23.1348078158652	0.906298981265715	1	392073	392076	4	+	105	181	162	139	194	151	205	179	164	265	378	89	AT1G02100.2
AT1G02205	E005	242.759353572668	0.0047742083611284	51.695271391119	6.48186721994445e-13	3.37342737043414e-10	16.9251622314462	24.6916827089028	1.11439184197478	1	418878	418986	109	+	62	55	74	441	486	430	AT1G02205.4	AT1G02205:E005	AT1G02205	E005	22.2567530581493	0.0365678819382613	12.1190455236476	0.0004990944319384	0.0189766923792047	5.64378018380049	7.91261580876966	0.978713452918112	1	418878	418986	109	+	18	16	15	3	5	20	32	18	29	39	43	20	AT1G02205.4
AT1G02960	E003	81.6409922733766	0.0022813132002743	33.6123526549096	6.72642054348438e-09	2.05309611538997e-06	15.9331805590812	11.7208835439917	-0.894824595850239	1	667282	667372	91	-	81	125	126	52	59	42	"c(""AT1G02960.4"", ""AT1G02960.5"", ""AT1G02960.3"")"	AT1G02960:E003	AT1G02960	E003	131.279161231592	0.0041219073621081	67.4794808574832	2.12891242557439e-16	8.16905480086293e-14	19.437092304368	14.4298811909644	-0.879973866945115	1	667282	667372	91	-	183	231	189	154	308	208	63	71	63	114	113	36	"c(""AT1G02960.4"", ""AT1G02960.5"", ""AT1G02960.3"")"
AT1G02990	E005	18.3796771111245	0.022235629082522	20.6951329886121	5.3852709637678e-06	0.0008436741337421	4.66024748070544	8.57993362066597	1.76509952482546	1	681922	682092	171	-	5	5	15	37	25	30	AT1G02990.5	AT1G02990:E005	AT1G02990	E005	25.1643350099469	0.0333080721757193	24.3217223799822	8.15146128884301e-07	8.68178203884089e-05	5.74038999020016	9.27660103832534	1.39132961955176	1	681922	682092	171	-	9	25	24	7	14	18	28	16	33	74	47	17	AT1G02990.5
AT1G03130+AT1G03140	E001	92420.4539329061	0.0006208519851168	320.462334485449	1.1486692731248899e-71	1.1022199593929e-67	201.770267472681	192.211598514133	-0.353219712808603	1	753307	754260	954	-	86964	125303	131980	73819	71219	62441	AT1G03130.1	AT1G03130+AT1G03140:E001	AT1G03130+AT1G03140	E001	40176.3996354083	0.0030283803856487	108.842544714346	1.7570335935000902e-25	1.34214484245445e-22	138.688088043087	148.24804368299	0.447404166174536	1	753307	754260	954	-	31936	46508	34798	28580	35628	40446	46310	33795	46551	55051	70776	22215	AT1G03130.1
AT1G03130+AT1G03140	E003	578.49765433714	0.0011081148808913	149.739163367111	1.97684551846437e-34	4.2747196119695e-31	33.8127393565019	40.6765203090268	0.571914018606853	1	754263	754890	628	-	389	582	688	676	667	548	AT1G03140.1	AT1G03130+AT1G03140:E003	AT1G03130+AT1G03140	E003	3618.10014958737	0.0030033131452079	68.0075415834355	1.6287140200922001e-16	6.368737165423391e-14	76.0843472654814	72.1115047057887	-0.220319850479761	1	754263	754890	628	-	3307	5186	4256	3372	5113	4323	3746	2696	3120	4020	4792	1629	AT1G03140.1
AT1G03130+AT1G03140	E004	2118.13418037649	0.0008697853058004	218.855729707625	1.60687100496473e-49	6.66764609168205e-46	61.3297858326773	70.2344936575244	0.477169800679496	1	755381	756303	923	-	1586	2230	2409	2240	2450	1982	AT1G03140.1	AT1G03130+AT1G03140:E004	AT1G03130+AT1G03140	E004	8573.05516453744	0.0026151508090114	107.363748140461	3.7052250830858403e-25	2.7659842083879698e-22	100.20767043658	95.4969108361171	-0.236082925790992	1	755381	756303	923	-	8293	12729	9696	8632	11283	9960	9336	5923	7808	8939	11725	3657	AT1G03140.1
AT1G03310	E002	178.178287426714	0.001389164480344	41.5034015617582	1.17666011835894e-10	4.77917005215998e-08	18.7201125181111	23.3296078893022	0.649946661350992	1	813582	813604	23	+	107	145	162	244	254	191	AT1G03310.2	AT1G03310:E002	AT1G03310	E002	79.2800099012681	0.0145700992211751	18.6584156785706	1.56355599048535e-05	0.0011390847266179	12.0718953534721	14.5427133084184	0.545240776965289	1	813582	813604	23	+	64	63	75	69	73	53	101	67	96	164	74	49	AT1G03310.2
