IncLevel1	IncLevel2	IncLevelDifference
1.0,1.0,0.998,0.996,0.997,0.995	0.997,0.997,0.998,0.999,0.998,1.0	-0.0
1.0,1.0,1.0,1.0,1.0,1.0	0.997,1.0,1.0,1.0,1.0,1.0	0.001
1.0,1.0,1.0,1.0,1.0,0.908	0.966,1.0,1.0,0.933,1.0,1.0	0.002
0.99,1.0,0.983,0.973,0.978,1.0	0.987,0.99,0.992,0.993,0.987,1.0	-0.004
1.0,1.0,1.0,0.994,0.997,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.0
1.0,1.0,1.0,1.0,1.0,1.0	0.978,1.0,1.0,1.0,1.0,1.0	0.004
1.0,1.0,1.0,0.969,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.005
0.969,0.994,1.0,1.0,1.0,1.0	0.99,0.986,0.966,0.985,1.0,0.976	0.01
1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.943,1.0,1.0,1.0	0.01
1.0,0.991,1.0,0.986,1.0,0.984	0.986,0.966,1.0,1.0,1.0,1.0	0.002
1.0,1.0,1.0,1.0,1.0,1.0	0.987,1.0,1.0,1.0,1.0,1.0	0.002
0.989,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.998,1.0	0.0
1.0,1.0,0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
0.997,0.996,1.0,0.998,0.998,1.0	0.993,0.994,1.0,0.992,1.0,0.995	0.002
0.997,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.998,1.0,1.0	-0.0
1.0,0.995,1.0,1.0,0.998,1.0	1.0,1.0,1.0,1.0,1.0,0.996	-0.001
0.02,0.107,0.064,0.016,0.081,0.033	0.0,0.0,0.029,0.0,0.105,0.042	0.024
1.0,1.0,1.0,0.997,0.999,0.998	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
0.593,0.559,0.517,0.497,0.539,0.618	0.392,0.332,0.295,0.288,0.349,0.242	0.237
0.994,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
