5	25775115	25775045	AT5G64460	-	-0.32	-0.517	
5	19816805	19816741	AT5G48880	-	0.357	0.307	
3	9910792	9909318	AT3G26890	-	-0.496	-0.579	
1	22474669	22474630	AT1G61010	-	-0.2811986271	-0.2704104251	
5	4454360	4454310	AT5G13800	-	-0.1513607984	-0.2305679206	
5	17843493	17843433	AT5G44290	-	-0.2048853722	-0.1628847573	-0.2454512607
5	21863700	21863653	AT5G53850	-	0.1802042444	0.1200077237	
5	25414448	25414413	AT5G63460	-	0.2133715025	0.1962599506	
1	2535570	2535585	AT1G08110	+	0.0950315163	0.1103773962	
3	52645	52746	AT3G01150	+	-0.1719973633	-0.126678824	
3	8323099	8323170	AT3G23280	+	0.1220376502	0.0858432734	0.0912495569
4	13445449	13445563	AT4G26650	+	-0.1195836072	-0.1147657731	-0.1470969429
1	741148	741207	AT1G03090	+	-0.0298536788	-0.1555550759	
1	20874058	20874086	AT1G55840	+	0.085544137	0.1873108365	
