1	374922	375122	375125	AT1G02080	+	-0.0965401517	-0.3504792465		
1	1127256	1127434	1127437	AT1G04230	+	-0.2024766535	-0.1772871884		
1	3503370	3503049	3503004	AT1G10590	-	-0.576	-0.863		
1	4749747	4749835	4749838	AT1G13880	+	-0.232	-0.307		
1	4788654	4789461	4789492	AT1G13980	+	-0.1348029116	-0.14296835		
1	5253387	5253546	5253549	AT1G15280	+	-0.1921149217	-0.2117187769	-0.2298942641	-0.1517016687
1	5854461	5854865	5854886	AT1G17130	+	-0.0645296077	-0.1153353061	-0.0733617316	
1	6460808	6460896	6460899	AT1G18730	+	-0.0901391947	-0.1103356751		
1	10134777	10135051	10135058	AT1G29040_and_AT1G29041	+	-0.3150104097	-0.3709764101	-0.2727669858	
1	10448745	10448846	10448849	AT1G29850	+	-0.1371837377	-0.1440204224	-0.1325236708	
1	18949663	18950007	18950014	AT1G51160	+	-0.0685551798	-0.1242790346		
1	21265873	21265570	21265565	AT1G56720	-	-0.146628929	-0.0990245143		
1	22977114	22977029	22977008	AT1G62180	-	-0.026768001	-0.1014060829		
1	25235544	25235813	25235820	AT1G67350	+	-0.0438545538	-0.043109351		
1	25479446	25479378	25479375	AT1G67950	-	-0.137122631	-0.1300993682		
1	25911043	25910538	25910492	AT1G68910	-	-0.1361061311	-0.4060748273		
1	27347085	27346919	27346899	AT1G72640	-	-0.086553894	-0.1446008392	-0.0734202423	-0.1630060715
1	27634522	27634292	27634289	AT1G73490	-	-0.0806522351	-0.1602668839		
1	29759922	29759999	29760008	AT1G79110	+	-0.0791778152	-0.2078417272		
2	864248	864087	864020	AT2G02960	-	-0.235009163	-0.2848364461	-0.869644878	
2	2322382	2322847	2322850	AT2G05990	+	-0.043552966	-0.0570850395		
2	8511560	8511739	8511743	AT2G19730	+	-0.0569325909	-0.0454921719		
2	9139703	9139589	9139585	AT2G21370	-	-0.1636349783	-0.166417354		
2	9149797	9149885	9150092	AT2G21385_and_AT2G21390	+	-0.1217492304	-0.5034710435		
2	9554505	9554417	9554414	AT2G22490	-	-0.1267621988	-0.1242837415	-0.1342192724	
2	11700081	11699997	11699994	AT2G27350	-	-0.1861717412	-0.2257581469		
2	13867128	13867212	13867215	AT2G32700	+	-0.0950672278	-0.118941397		
2	15738899	15739250	15739253	AT2G37480	+	-0.1276520154	-0.1515770126	-0.1270842436	
2	15920771	15920848	15920856	AT2G38040	+	-0.1186994895	-0.1233343616	-0.0782901662	
2	19537529	19537860	19537863	AT2G47640	+	-0.22	-0.211		
3	1259461	1259567	1259570	AT3G04630	+	-0.1942741791	-0.2064178175	-0.1350814567	-0.1880608676
3	1462903	1462786	1462783	AT3G05165	-	-0.3470392965	-0.2099352179		
3	1563298	1563412	1563415	AT3G05420	+	-0.1615565942	-0.1546959933	-0.1449407938	
3	2947983	2948156	2948178	AT3G09600	+	-0.225	-0.248		
3	4636611	4637143	4637147	AT3G14010	+	-0.145812801	-0.2312020843	-0.1218199998	
3	4999321	4999232	4999229	AT3G14860	-	-0.144959696	-0.2373128546		
3	5340247	5340483	5340486	AT3G15770	+	-0.1042375934	-0.1407494937		
3	6867748	6867839	6867843	AT3G19770	+	-0.1810823182	-0.2615690811		
3	8706624	8706344	8706335	AT3G24120	-	-0.0724095302	-0.148175811		
3	10070372	10070619	10070646	AT3G27260	+	-0.1459636689	-0.2865197714		
3	16163884	16163976	16163979	AT3G44590	+	-0.0880444563	-0.085262389	-0.0675452099	
3	17748235	17748022	17748019	AT3G48060	-	-0.3304434528	-0.2305478769		
3	19349394	19349146	19349132	AT3G52170	-	-0.1570240591	-0.322028711	-0.2062469565	
3	19864363	19864153	19864114	AT3G53560_and_AT3G53570	-	-0.1187346132	-0.2561495126		
3	21493175	21493245	21493248	AT3G58050	+	-0.1983321575	-0.125619876	-0.2202499655	
3	21828386	21828308	21828302	AT3G59060	-	-0.0412739514	-0.0778861537		
3	21830182	21829913	21829902	AT3G59060	-	-0.0782921575	-0.0729194341		
3	23236488	23236114	23236111	AT3G62840	-	-0.1410276404	-0.1385058751	-0.1165708218	-0.0858580264
4	552656	552731	552734	AT4G01330	+	-0.1620822683	-0.1464553735	-0.1910171218	
4	1292905	1293227	1293230	AT4G02920	+	-0.0680786037	-0.0784579268		
4	1377508	1377410	1377407	AT4G03110	-	-0.226	-0.204		
4	5830966	5831044	5831047	AT4G09150	+	-0.1658737807	-0.1136187229		
4	9686444	9685710	9685454	AT4G17310	-	-0.358	-0.502		
4	9686444	9686024	9685454	AT4G17310	-	-0.277	-0.539		
4	10032335	10032595	10032598	AT4G18070	+	-0.1712407559	-0.2051868156		
4	10455115	10455020	10455011	AT4G19110	-	-0.0705600537	-0.0577992766		
4	11278538	11278631	11278644	AT4G21150	+	-0.0891985005	-0.173663129		
4	11793605	11793278	11793275	AT4G22320	-	-0.297701779	-0.2335054334	-0.1744162659	
4	13312648	13312270	13312266	AT4G26300	-	-0.1746351849	-0.1637112976		
4	15802970	15803159	15803162	AT4G32760	+	-0.07355538	-0.1184130978	-0.1452597818	
4	16333483	16333643	16333646	AT4G34100	+	-0.1122096463	-0.0930274024		
4	16884241	16884321	16884324	AT4G35560	+	-0.3568080697	-0.3006882632		
4	18219336	18218753	18218733	AT4G39100	-	-0.1266086026	-0.1343209969	-0.1332703849	-0.1342794122
5	402477	402556	402566	AT5G02040	+	-0.1587844732	-0.1561147475	-0.2090901109	
5	3069083	3069216	3069219	AT5G09860	+	-0.23082183	-0.1835737381		
5	3947558	3947671	3947674	AT5G12210	+	-0.0763593777	-0.181470672		
5	4535724	4536067	4536073	AT5G14060	+	-0.0675067449	-0.0894429926		
5	5238585	5238680	5238683	AT5G16030	+	-0.0849038176	-0.1299591831	-0.1066935918	
5	5238997	5239085	5239109	AT5G16030	+	-0.027461079	-0.0978506476		
5	5272653	5272895	5272899	AT5G16150	+	-0.112374177	-0.0984764828	-0.1474056702	
5	5326621	5326524	5326521	AT5G16280	-	-0.2090374839	-0.2161332299	-0.3103349398	
5	7111196	7110819	7110797	AT5G20950	-	-0.1824578125	-0.196676555	-0.1147198088	
5	14237809	14237724	14237721	AT5G36170	-	-0.1094697505	-0.1075934339		
5	19663794	19663927	19663930	AT5G48520	+	-0.2127980463	-0.1796938234	-0.2038617765	
5	23437729	23437920	23437925	AT5G57860	+	-0.253194622	-0.2851888239	-0.2262682517	
5	23582115	23582023	23582020	AT5G58330	-	-0.1023346944	-0.0931640403	-0.0826246494	
5	24348026	24348368	24348380	AT5G60570	+	-0.1465696533	-0.1691196072	-0.182976349	
