1	2137146	2137264	AT1G06960	+	-0.267	-0.283		
1	3643582	3643732	AT1G10910	+	-0.1193183699	-0.0793950986		
1	4348241	4347790	AT1G12750	-	-0.318	-0.262		
1	4613755	4613516	AT1G13450	-	-0.1634617446	-0.105715985	-0.2438712602	
1	5064972	5064811	AT1G14710	-	-0.0978440828	-0.1285546474	-0.1163593443	
1	5164537	5164347	AT1G14970	-	-0.439	-0.376	-0.738	
1	5668739	5668919	AT1G16560	+	-0.463	-0.497		
1	5676108	5676006	AT1G16610	-	-0.417	-0.623		
1	5725725	5725825	AT1G16720	+	-0.0483399951	-0.0903362583		
1	6421303	6421398	AT1G18660	+	-0.3	-0.321		
1	6799099	6798953	AT1G19650	-	-0.2111520047	-0.1873903149		
1	8296419	8296342	AT1G23360	-	-0.241	-0.352		
1	9675309	9675232	AT1G27770	-	-0.173	-0.159		
1	9716538	9716339	AT1G27900	-	-0.245	-0.332	-0.309	
1	10739689	10739823	AT1G30410	+	-0.2402585923	-0.1494374979		
1	11430452	11431136	AT1G31850	+	-0.409	-0.519		
1	18511962	18512090	AT1G49980	+	-0.457	-0.479		
1	20169029	20169100	AT1G54030	+	-0.183	-0.182		
1	20326956	20327360	AT1G54440	+	-0.34	-0.285	-0.481	-0.282
1	21215107	21214789	AT1G56612	-	-0.295	-0.356		
1	21539394	21539300	AT1G58180	-	-0.0986594342	-0.122028508		
1	22996058	22995919	AT1G62250	-	-0.113967474	-0.1465616673	-0.1512647617	
1	24902358	24902437	AT1G66760	+	-0.366	-0.333		
1	26405496	26405598	AT1G70100	+	-0.179	-0.162		
1	29302163	29302249	AT1G77930	+	-0.1208848867	-0.1199275562	-0.0872080107	
1	30358295	30358379	AT1G80780	+	-0.338	-0.388	-0.307	
2	428706	428223	AT2G01930	-	-0.1011202329	-0.1238114084		
2	864248	864020	AT2G02960	-	-0.1524791134	-0.2693550475		
2	950208	950309	AT2G03140	+	-0.663	-0.48	-0.543	
2	1646031	1646155	AT2G04690	+	-0.338	-0.262	-0.266	
2	1646066	1646155	AT2G04690	+	-0.3069972213	-0.1014139539	-0.2228665155	
2	1679909	1680015	AT2G04790	+	-0.4	-0.593		
2	2351548	2351672	AT2G06025	+	-0.2392210055	-0.143718511	-0.1647016077	
2	7082545	7082470	AT2G16370	-	-0.1135654793	-0.1126078714		
2	7819512	7819425	AT2G17970	-	-0.467	-0.548		
2	8264194	8264305	AT2G19080	+	-0.2110932433	-0.1710385803	-0.1324001505	
2	9083261	9083339	AT2G21195	+	-0.1842018596	-0.1806378603	-0.1936611219	
2	9149976	9150112	AT2G21385_and_AT2G21390	+	-0.2807941067	-0.3042020728		
2	9590081	9589982	AT2G22570	-	-0.4	-0.35	-0.34	
2	10202981	10202911	AT2G23980	-	-0.265	-0.219	-0.308	
2	10204388	10204040	AT2G23980_and_AT2G23987	-	-0.2257535639	-0.2224028765		
2	10930828	10930719	AT2G25670	-	-0.236	-0.17	-0.263	
2	10980344	10980621	AT2G25740	+	-0.42	-0.517	-0.507	
2	11697163	11697449	AT2G27340	+	-0.266	-0.393		
2	13696288	13696412	AT2G32250	+	-0.211	-0.269		
2	14208175	14208049	AT2G33540	-	-0.426	-0.393	-0.53	
2	15369449	15369361	AT2G36680	-	-0.4206063573	-0.3662212072	-0.2524451019	
2	15369449	15369366	AT2G36680	-	-0.36	-0.373	-0.459	
2	15743429	15743353	AT2G37510	-	-0.2411138154	-0.1945594672	-0.3301222665	
2	17403905	17403808	AT2G41720	-	-0.2278514462	-0.1137379416	-0.2896164066	
