ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2772,2417	0,4	1225,828	2,0	188	99	1	1.0	1.0,0.997	0.997,1.0	0.0
1	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	1	44,24	0,1	10,10	0,0	165	99	1	1.0	1.0,0.935	1.0,1.0	-0.032
2	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	2	139,106	1,0	63,35	1,0	140	99	1	1.0	0.99,1.0	0.978,1.0	0.006
3	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	3	145,157	1,1	64,48	1,0	188	99	1	1.0	0.987,0.988	0.971,1.0	0.002
4	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	4	689,587	2,0	400,217	0,1	179	99	1	1.0	0.995,1.0	1.0,0.992	0.002
5	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	5	776,625	3,0	402,285	0,0	180	99	1	1.0	0.993,1.0	1.0,1.0	-0.004
6	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	6	5,0	47,29	0,1	17,10	120	99	1	1.0	0.081,0.0	0.0,0.076	0.003
7	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	7	1357,1288	0,1	459,283	0,0	163	99	1	1.0	1.0,0.999	1.0,1.0	-0.0
8	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	8	176,158	81,64	52,22	66,39	157	99	0.000109719215098	0.05927296779655833	0.578,0.609	0.332,0.262	0.296
9	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795	9	113,75	4,0	51,28	0,0	193	99	1	1.0	0.935,1.0	1.0,1.0	-0.032
11	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	11	1087,749	5,0	494,236	4,0	219	99	1	1.0	0.99,1.0	0.982,1.0	0.004
12	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	12	25,7	7,0	8,4	6,9	229	99	0.0178162531695	1.0	0.607,1.0	0.366,0.161	0.54
13	"AT5G63940"	NA	chr5	+	25590743	25590893	25590463	25590611	25590995	25591482	13	249,221	1,0	123,75	0,0	249	99	1	1.0	0.99,1.0	1.0,1.0	-0.005
14	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	14	493,379	4,6	205,128	1,1	212	99	1	1.0	0.983,0.967	0.99,0.984	-0.012
15	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893	15	152,105	0,0	55,20	1,0	133	99	1	1.0	1.0,1.0	0.976,1.0	0.012
18	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700	18	212,174	0,0	169,76	1,0	238	99	1	1.0	1.0,1.0	0.986,1.0	0.007
19	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973	19	0,0	3,10	1,0	1,0	229	99	1	1.0	0.0,0.0	0.302,NA	-0.302
21	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436	21	228,192	5,1	121,85	1,0	169	99	1	1.0	0.964,0.991	0.986,1.0	-0.015
