ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
2	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
3	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
4	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
5	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
7	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
8	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
9	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795
11	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
13	"AT5G63940"	NA	chr5	+	25590743	25590893	25590463	25590611	25590995	25591482
14	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
15	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893
18	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700
23	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
24	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
25	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
30	"AT5G61580"	NA	chr5	+	24762825	24762866	24762621	24762751	24762952	24763177
31	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
32	"AT5G59960"	NA	chr5	-	24142760	24142894	24141978	24142516	24142980	24143044
33	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
34	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
35	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
36	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
39	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
40	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
41	"AT5G58470"	NA	chr5	-	23639687	23640321	23639397	23639548	23640443	23640537
42	"AT5G58110"	NA	chr5	+	23515839	23515909	23515674	23515755	23516115	23516204
43	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548
44	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
45	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
46	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
48	"AT5G56090"	NA	chr5	+	22716031	22716142	22715692	22715938	22716217	22716349
50	"AT5G54290"	NA	chr5	+	22051513	22051645	22051036	22051169	22051836	22051895
54	"AT5G53140"	NA	chr5	+	21551632	21551707	21551408	21551500	21551793	21552559
55	"AT5G53050"	NA	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744
56	"AT5G53045"	NA	chr5	-	21509007	21509080	21508849	21508905	21509482	21509609
58	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829
60	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410
61	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880
62	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648
63	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648
64	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
65	"AT5G52070"	NA	chr5	+	21163578	21163648	21161131	21161353	21163726	21163968
67	"AT5G53350"	NA	chr5	+	21646259	21646330	21645907	21645964	21646430	21646530
68	"AT5G51200"	NA	chr5	+	20814501	20814594	20813897	20814101	20814667	20814781
69	"AT5G50780"	NA	chr5	+	20652460	20652559	20652118	20652247	20652652	20652754
71	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976
72	"AT5G49390"	NA	chr5	+	20027353	20027415	20026901	20026988	20027587	20027665
74	"AT5G49030"	NA	chr5	-	19879726	19879871	19879315	19879547	19880180	19880288
75	"AT5G48640"	NA	chr5	-	19724984	19725029	19724671	19724790	19725196	19725236
76	"AT5G48640"	NA	chr5	-	19724984	19725029	19724671	19724790	19725386	19725493
77	"AT5G48640"	NA	chr5	-	19724984	19725236	19724671	19724790	19725386	19725493
78	"AT5G48640"	NA	chr5	-	19725196	19725236	19724671	19724790	19725386	19725493
79	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
80	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747
81	"AT5G47690"	NA	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896
83	"AT5G47540"	NA	chr5	-	19284478	19284553	19284280	19284374	19284658	19284777
84	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
89	"AT5G47080"	NA	chr5	-	19125769	19125979	19125515	19125625	19126159	19126611
90	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125625	19126159	19126569
93	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446
95	"AT5G45310"	NA	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820
96	"AT5G45000"	NA	chr5	+	18166038	18166145	18165335	18165908	18166244	18166746
97	"AT5G44750"	NA	chr5	+	18057537	18057606	18057124	18057197	18057747	18057846
98	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342
100	"AT5G44480"	NA	chr5	+	17921387	17921575	17920455	17920785	17921647	17921772
101	"AT5G44480"	NA	chr5	+	17921468	17921575	17920455	17920785	17921647	17921772
104	"AT5G43880"	NA	chr5	-	17642594	17642638	17640990	17642499	17642721	17642859
106	"AT5G66290"	NA	chr5	-	26478206	26478318	26478082	26478102	26478692	26478781
107	"AT5G66290"	NA	chr5	-	26479048	26479133	26478692	26478781	26479225	26479312
108	"AT5G49360"	NA	chr5	-	20015383	20015665	20013900	20014070	20016239	20016857
112	"AT5G42250"	NA	chr5	+	16895212	16895259	16894243	16894380	16895884	16896213
113	"AT5G41690"	NA	chr5	-	16674167	16674230	16674001	16674075	16674361	16674493
114	"AT5G41220"	NA	chr5	-	16496445	16496499	16496277	16496357	16496573	16496634
115	"AT5G41120"	NA	chr5	-	16458481	16458537	16458244	16458403	16458685	16458737
117	"AT5G40910"	NA	chr5	+	16395210	16395275	16394501	16394779	16396097	16397169
118	"AT5G40910"	NA	chr5	+	16395210	16395973	16394508	16394779	16396097	16397169
119	"AT5G40910"	NA	chr5	+	16395210	16396001	16394461	16394779	16396097	16397169
120	"AT5G40910"	NA	chr5	+	16395536	16396001	16394508	16394779	16396097	16397169
121	"AT5G40870"	NA	chr5	+	16376398	16376478	16376108	16376205	16376790	16376985
122	"AT5G40840"	NA	chr5	-	16362315	16362386	16361485	16362243	16362543	16362590
124	"AT5G40440"	NA	chr5	+	16183234	16183402	16182998	16183136	16183479	16183593
125	"AT5G40280"	NA	chr5	+	16102637	16102720	16102244	16102280	16102816	16102870
126	"AT5G40280"	NA	chr5	+	16103768	16103841	16103546	16103603	16103925	16104012
127	"AT5G40210"	NA	chr5	-	16074470	16074663	16074202	16074364	16075445	16075559
129	"AT5G38720"	NA	chr5	-	15509192	15509321	15508969	15509067	15509630	15509741
130	"AT5G38290"	NA	chr5	+	15303594	15303812	15303322	15303494	15303906	15303991
131	"AT5G38290"	NA	chr5	+	15303906	15303991	15303322	15303494	15304082	15304150
134	"AT5G37590"	NA	chr5	-	14929686	14929755	14929530	14929587	14930008	14930074
135	"AT5G37480"	NA	chr5	-	14885496	14885551	14885143	14885378	14885806	14885969
137	"AT5G37380"	NA	chr5	-	14819034	14819105	14816760	14818457	14819191	14819346
140	"AT5G36890"	NA	chr5	-	14542763	14542866	14542477	14542586	14542983	14543018
141	"AT5G36180"	NA	chr5	+	14239820	14239943	14239434	14239731	14240035	14240138
142	"AT5G36180"	NA	chr5	+	14241057	14241176	14240904	14240976	14241247	14241361
145	"AT5G35400"	NA	chr5	-	13601342	13601488	13601016	13601108	13601608	13601793
146	"AT5G35400"	NA	chr5	-	13601894	13602000	13601608	13601793	13602172	13602269
147	"AT5G54200"	NA	chr5	-	21995308	21995399	21994885	21995043	21995636	21997326
149	"AT5G43750"	NA	chr5	-	17580477	17580536	17579866	17580330	17580615	17580678
151	"AT5G65430"	NA	chr5	-	26149375	26149498	26148381	26148803	26149769	26150342
152	"AT5G28050"	NA	chr5	-	10045047	10045104	10044680	10044871	10045739	10046031
154	"AT5G27850"	NA	chr5	+	9873520	9873649	9873151	9873427	9873870	9874053
156	"AT5G27730"	NA	chr5	+	9821985	9822052	9821811	9821903	9822142	9822224
157	"AT5G27700"	NA	chr5	-	9807998	9808082	9807757	9807890	9808428	9808513
158	"AT5G27150"	NA	chr5	+	9555027	9555125	9554487	9554606	9555236	9555296
160	"AT5G54840"	NA	chr5	-	22277544	22277644	22276932	22277436	22277759	22277877
162	"AT5G26180"	NA	chr5	+	9149763	9149822	9149072	9149691	9149901	9149952
167	"AT5G25265"	NA	chr5	-	8755250	8755322	8754992	8755106	8755673	8755743
169	"AT5G24810"	NA	chr5	-	8522233	8522404	8521820	8522141	8522571	8522679
170	"AT5G24760"	NA	chr5	-	8495726	8495788	8495500	8495596	8495854	8495930
173	"AT5G24430"	NA	chr5	-	8342080	8342211	8341951	8341993	8342370	8343284
176	"AT5G24350"	NA	chr5	+	8304485	8304558	8303289	8304256	8304644	8305566
178	"AT5G24170"	NA	chr5	-	8190854	8190928	8189482	8190286	8191115	8191169
180	"AT5G23870"	NA	chr5	-	8047266	8047327	8047137	8047197	8047405	8047530
183	"AT5G23405"	NA	chr5	-	7883268	7883307	7882671	7883186	7883392	7883437
184	"AT5G23405"	NA	chr5	-	7883965	7884048	7883828	7883877	7884199	7884348
185	"AT5G23300"	NA	chr5	-	7849809	7849892	7849349	7849673	7850093	7850404
186	"AT5G23080"	NA	chr5	-	7746432	7746519	7746183	7746255	7746603	7746679
187	"AT5G23050"	NA	chr5	-	7732890	7732985	7732406	7732623	7733197	7733418
188	"AT5G23050"	NA	chr5	-	7733925	7733966	7733712	7733838	7734297	7734502
189	"AT5G22770"	NA	chr5	-	7580089	7580169	7579155	7579997	7580329	7580401
190	"AT5G22700"	NA	chr5	-	7548206	7548347	7547502	7548108	7548442	7548517
192	"AT5G22510"	NA	chr5	-	7476873	7477492	7476522	7476688	7477823	7478192
193	"AT5G22510"	NA	chr5	-	7476873	7477534	7476522	7476688	7477823	7478335
196	"AT5G21930"	NA	chr5	+	7244298	7244396	7243848	7243926	7244482	7244536
202	"AT5G20240"	NA	chr5	+	6830808	6830838	6830636	6830736	6830926	6830971
203	"AT5G20080"	NA	chr5	+	6784559	6784630	6784364	6784419	6785108	6785186
204	"AT5G20080"	NA	chr5	+	6784722	6784774	6784559	6784630	6785108	6785186
207	"AT5G19690"	NA	chr5	+	6657575	6657655	6657360	6657458	6657726	6657814
208	"AT5G48870"	NA	chr5	+	19813556	19813680	19813345	19813440	19814106	19814179
209	"AT5G19330"	NA	chr5	-	6508971	6509006	6508732	6508797	6509132	6509196
210	"AT5G19330"	NA	chr5	-	6508971	6509051	6508732	6508797	6509132	6509196
212	"AT5G19221"	NA	chr5	+	6465276	6465332	6464724	6464796	6465624	6466151
213	"AT5G19221"	NA	chr5	+	6465419	6465508	6465276	6465332	6465624	6466151
214	"AT5G56150"	NA	chr5	+	22729732	22729825	22729014	22729243	22729996	22730124
215	"AT5G56150"	NA	chr5	+	22729739	22729825	22729181	22729243	22729996	22730124
216	"AT5G18800"	NA	chr5	+	6267256	6267491	6267077	6267134	6268260	6268638
217	"AT5G18800"	NA	chr5	+	6267282	6267491	6266973	6267134	6268260	6268638
218	"AT5G18620"	NA	chr5	-	6198228	6198263	6198036	6198113	6198353	6198542
219	"AT5G18620"	NA	chr5	-	6199291	6199365	6198959	6199180	6199447	6199730
221	"AT5G17300"	NA	chr5	-	5691550	5691612	5691073	5691388	5691698	5691810
222	"AT5G17290"	NA	chr5	-	5688346	5688434	5687981	5688125	5688838	5688928
224	"AT5G58340"	NA	chr5	+	23584764	23584827	23584203	23584247	23584994	23585148
226	"AT5G19050"	NA	chr5	+	6369996	6370073	6369003	6369582	6370207	6370313
227	"AT5G17010"	NA	chr5	-	5591720	5591809	5591329	5591408	5592281	5592332
228	"AT5G17010"	NA	chr5	-	5591720	5591818	5591329	5591408	5592281	5592446
229	"AT5G16715"	NA	chr5	+	5486566	5486661	5486230	5486314	5486956	5487048
230	"AT5G16715"	NA	chr5	+	5487451	5487504	5487290	5487344	5487587	5487649
231	"AT5G16680"	NA	chr5	-	5472953	5473012	5471883	5472726	5473264	5473592
232	"AT5G16660"	NA	chr5	-	5466414	5466553	5466238	5466335	5466966	5467319
233	"AT5G16660"	NA	chr5	-	5466420	5466553	5466238	5466335	5466966	5467063
234	"AT5G16610"	NA	chr5	-	5445833	5445938	5445438	5445755	5446010	5446136
237	"AT5G15540"	NA	chr5	-	5056536	5056646	5055961	5056209	5057142	5057666
238	"AT5G15540"	NA	chr5	-	5056550	5056646	5055961	5056209	5057142	5057411
240	"AT5G14960"	NA	chr5	+	4844368	4844421	4844140	4844208	4844528	4844606
241	"AT5G14910"	NA	chr5	+	4824342	4824396	4823698	4824108	4824659	4824719
242	"AT5G14890"	NA	chr5	+	4819686	4819778	4819387	4819594	4819871	4820601
243	"AT5G14850"	NA	chr5	-	4804383	4804501	4803507	4804206	4804744	4804990
244	"AT5G14710"	NA	chr5	+	4746725	4746773	4746263	4746524	4747247	4747314
245	"AT5G14710"	NA	chr5	+	4746862	4746909	4746725	4746773	4747247	4747314
247	"AT5G27620"	NA	chr5	+	9773382	9773424	9773044	9773113	9773607	9773685
248	"AT5G14590"	NA	chr5	-	4704401	4704436	4704181	4704324	4704536	4704652
249	"AT5G48370"	NA	chr5	-	19599788	19599966	19599220	19599693	19600158	19600644
250	"AT5G14270"	NA	chr5	+	4606930	4606992	4606497	4606605	4607282	4607349
251	"AT5G14180"	NA	chr5	-	4572019	4572099	4571323	4571933	4572185	4572226
252	"AT5G14060"	NA	chr5	+	4537774	4537891	4537607	4537703	4537972	4538092
254	"AT5G13530"	NA	chr5	+	4348032	4348158	4347620	4347851	4348256	4348593
256	"AT5G13260"	NA	chr5	+	4244146	4244188	4243982	4244058	4244261	4244324
257	"AT5G13260"	NA	chr5	+	4244406	4244456	4244261	4244324	4244548	4244576
259	"AT5G25150"	NA	chr5	+	8678163	8678220	8677967	8678065	8678336	8678424
261	"AT5G12130"	NA	chr5	+	3920831	3920888	3920656	3920737	3920980	3921062
262	"AT5G11840"	NA	chr5	-	3814108	3814137	3813348	3814010	3814318	3814828
263	"AT5G11640"	NA	chr5	+	3742568	3742610	3742403	3742473	3742677	3742751
264	"AT5G11470"	NA	chr5	-	3666678	3667062	3666026	3666195	3667845	3667923
268	"AT5G10450"	NA	chr5	-	3285387	3285510	3283852	3284782	3285775	3286347
270	"AT5G10278"	NA	chr5	+	3227508	3227619	3226320	3226525	3228763	3228867
