ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	0	69,80	23,12	49,26	6,5	212	169	1	1.0	0.705,0.842	0.867,0.806	-0.063
1	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	1	34,48	49,33	19,9	28,27	139	144	0.410462660192	1.0	0.418,0.601	0.413,0.257	0.174
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	19,14	99,62	9,9	44,26	180	180	1	1.0	0.161,0.184	0.17,0.257	-0.041
5	"AT5G10278"	NA	chr5	+	3227508	3227619	3228763	3228867	3226320	3226525	3229579	3229669	5	7,5	10,9	2,3	7,6	210	203	0.695816481307	1.0	0.404,0.349	0.216,0.326	0.105
6	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	6	691,538	78,38	334,177	25,21	166	117	1	1.0	0.862,0.909	0.904,0.856	0.005
8	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	8	38,50	62,60	34,17	26,26	138	156	1	1.0	0.409,0.485	0.596,0.425	-0.064
9	"AT4G21534"	NA	chr4	+	11456850	11456951	11457224	11457297	11456635	11456758	11457422	11457509	9	304,204	146,134	149,79	72,54	200	172	1	1.0	0.642,0.567	0.64,0.557	0.006
10	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268	10	143,133	247,189	59,40	116,65	177	170	1	1.0	0.357,0.403	0.328,0.371	0.03
11	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638	11	33,52	121,119	31,22	84,66	151	221	1	1.0	0.285,0.39	0.351,0.328	-0.002
12	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	12	64,78	134,124	60,30	85,60	147	168	1	1.0	0.353,0.418	0.447,0.364	-0.02
13	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	13	32,21	109,57	12,4	94,50	119	152	0.108415879718	1.0	0.273,0.32	0.14,0.093	0.18
14	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	14	204,180	266,144	87,70	108,63	197	175	1	1.0	0.405,0.526	0.417,0.497	0.009
15	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	15	106,128	298,227	73,53	192,126	170	240	1	1.0	0.334,0.443	0.349,0.373	0.028
16	"AT3G56160"	NA	chr3	-	20839374	20839488	20839888	20839947	20839033	20839055	20840318	20840397	16	56,31	133,85	29,10	85,34	158	213	1	1.0	0.362,0.33	0.315,0.284	0.046
18	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	18	1071,1344	1635,1757	1407,834	2002,1388	525	525	1	1.0	0.396,0.433	0.413,0.375	0.02
19	"AT1G75670"	NA	chr1	-	28416069	28416221	28416395	28416519	28415847	28415957	28416744	28416867	19	127,112	121,128	76,37	72,64	223	251	1	1.0	0.542,0.496	0.543,0.394	0.05
20	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	20	36,39	100,78	15,12	42,22	143	216	1	1.0	0.352,0.43	0.35,0.452	-0.01
21	"AT2G04900"	NA	chr2	+	1722669	1722740	1722824	1722905	1722480	1722590	1722989	1723033	21	931,764	573,486	522,332	317,197	170	180	1	1.0	0.632,0.625	0.636,0.641	-0.01
22	"AT3G11220"	NA	chr3	-	3514773	3514852	3515112	3515260	3514447	3514607	3515378	3515442	22	112,117	59,50	80,47	39,30	247	178	1	1.0	0.578,0.628	0.596,0.53	0.04
23	"AT3G58490"	NA	chr3	+	21634032	21634136	21634434	21634550	21633717	21633848	21634643	21635106	23	461,398	424,450	377,234	384,238	203	215	1	1.0	0.535,0.484	0.51,0.51	-0.0
25	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	25	57,50	66,69	46,21	48,44	159	159	1	1.0	0.463,0.42	0.489,0.323	0.035
26	"AT2G41100"	NA	chr2	+	17138306	17138573	17138673	17138943	17138064	17138206	17139044	17139617	26	4412,4297	4963,4662	2270,1421	2856,1849	366	369	1	1.0	0.473,0.482	0.445,0.437	0.036
27	"AT5G02080"	NA	chr5	+	410161	410206	410563	410615	409945	410060	410720	410780	27	11,9	7,7	3,1	0,1	144	151	0.00754836138127	0.24909592558191	0.622,0.574	1.0,0.512	-0.158
28	"AT5G02080"	NA	chr5	+	410161	410413	410563	410615	409945	410060	410720	410780	28	12,13	7,7	6,2	0,1	351	151	0.00452425245512	0.24909592558191	0.424,0.444	1.0,0.462	-0.297
29	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055	29	522,353	10,17	385,230	12,13	304	249	1	1.0	0.977,0.944	0.963,0.935	0.011
30	"AT1G20060"	NA	chr1	-	6952478	6952571	6952652	6952745	6952308	6952398	6952826	6953012	30	4,5	6,9	4,4	1,6	192	192	0.559870695736	1.0	0.4,0.357	0.8,0.4	-0.222
31	"AT1G50500"	NA	chr1	-	18711195	18711273	18711707	18711767	18710801	18710909	18711849	18711954	31	155,107	168,150	76,61	88,59	159	177	1	1.0	0.507,0.443	0.49,0.535	-0.037
32	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275685	26275722	32	4,9	184,136	4,3	101,59	133	228	1	1.0	0.036,0.102	0.064,0.08	-0.003
33	"AT3G01150"	NA	chr3	+	52644	52746	52888	52951	52154	52364	53042	53212	33	26,27	218,198	28,14	98,76	201	162	1	1.0	0.088,0.099	0.187,0.129	-0.065
34	"AT1G10600"	NA	chr1	+	3504358	3504392	3504425	3504488	3504023	3504113	3504568	3504643	34	31,13	317,307	33,26	182,128	133	162	0.743046634651	1.0	0.106,0.049	0.181,0.198	-0.112
