ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
299	AT5G03830		chr5	+	1018640	1018795	1018654	1018795	1018337	1018440	299	0,0	1,2	3,1	0,0	113	99	5.93377103009e-09	3.15676618800788e-06	0.0,0.0	1.0,1.0	-1.0
428	AT4G26190		chr4	-	13263656	13266812	13263656	13266462	13266897	13267002	428	43,43	6,11	16,11	0,0	449	99	1.52316766977e-07	6.48260160254112e-05	0.612,0.463	1.0,1.0	-0.463
1183	AT1G10590		chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1183	10,7	51,56	13,7	0,1	144	99	8.6202156524e-12	9.171909454153601e-09	0.119,0.079	1.0,0.828	-0.815
1827	AT3G27260		chr3	+	10070618	10070726	10070645	10070726	10070299	10070372	1827	43,40	128,122	49,46	39,18	126	99	4.46325640661e-05	0.0158296827221101	0.209,0.205	0.497,0.668	-0.376
1936	AT5G14020		chr5	-	4525614	4525926	4525614	4525874	4526013	4526167	1936	1,3	6,10	2,1	0,0	151	99	2.7755575615599998e-15	5.906386490999681e-12	0.099,0.164	1.0,1.0	-0.869
2444	AT3G13560		chr3	-	4427217	4427324	4427217	4427313	4427864	4428199	2444	5,3	7,9	1,1	0,0	110	99	9.70652891397e-10	6.88516450964272e-07	0.391,0.231	1.0,1.0	-0.689
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
139	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	139	112,86	28,25	19,17	29,14	164	99	0.000669924908277	0.018087972523479	0.707,0.675	0.283,0.423	0.338
211	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	211	238,194	286,283	35,22	184,155	132	99	4.79437032297e-08	3.559819964805225e-06	0.384,0.34	0.125,0.096	0.252
227	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	227	61,36	175,119	56,35	50,20	107	99	7.96886044092e-05	0.0029584394386915	0.244,0.219	0.509,0.618	-0.332
253	AT5G64460		chr5	-	25775305	25775568	25775477	25775568	25775040	25775115	253	8,13	71,54	34,18	25,19	271	99	0.000800406651499	0.0208526996048423	0.04,0.081	0.332,0.257	-0.234
254	AT5G64460		chr5	-	25775305	25775568	25775482	25775568	25775044	25775106	254	3,4	5,2	11,1	0,0	276	99	4.71739411789e-06	0.0002335110088355	0.177,0.418	1.0,1.0	-0.703
349	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	349	7,1	105,95	31,20	40,12	110	99	5.05169706067e-09	5.001180090063301e-07	0.057,0.009	0.411,0.6	-0.472
390	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	390	85,96	101,149	96,44	22,14	103	99	1.01473508485e-08	8.371564450012501e-07	0.447,0.382	0.807,0.751	-0.365
