ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,5	7,14	1,0	11,5	175	99	1	1.0	0.075,0.168	0.049,0.0	0.097
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	112,103	233,242	52,102	178,290	202	99	1	1.0	0.191,0.173	0.125,0.147	0.046
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	54,56	232,311	39,71	170,298	201	99	1	1.0	0.103,0.081	0.102,0.105	-0.011
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	15,5	19,22	15,5	10,22	177	99	1	1.0	0.306,0.113	0.456,0.113	-0.075
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	33,53	116,133	20,25	86,154	223	99	1	1.0	0.112,0.15	0.094,0.067	0.051
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	13,11	98,125	14,19	72,106	196	99	1	1.0	0.063,0.043	0.089,0.083	-0.033
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	30,20	11,9	35,17	9,12	246	99	1	1.0	0.523,0.472	0.61,0.363	0.011
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	24,28	7,9	23,36	0,3	191	99	0.00852784747856	0.32399209684048497	0.64,0.617	1.0,0.861	-0.302
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	503,622	112,126	304,438	68,128	188	99	1	1.0	0.703,0.722	0.702,0.643	0.04
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	130,209	471,554	75,129	380,564	178	99	1	1.0	0.133,0.173	0.099,0.113	0.047
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	147,238	2896,3997	167,290	2743,4418	162	99	1	1.0	0.03,0.035	0.036,0.039	-0.005
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	49,46	68,78	19,38	44,64	205	99	1	1.0	0.258,0.222	0.173,0.223	0.042
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	86,90	369,411	56,104	326,509	175	99	1	1.0	0.116,0.11	0.089,0.104	0.017
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	2,6	25,32	3,3	26,43	182	99	1	1.0	0.042,0.093	0.059,0.037	0.02
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	23,24	53,63	16,38	27,52	196	99	1	1.0	0.18,0.161	0.23,0.27	-0.08
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	12,5	78,57	6,21	34,63	197	99	1	1.0	0.072,0.042	0.081,0.143	-0.055
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	153,196	12,28	96,138	8,15	222	99	1	1.0	0.85,0.757	0.843,0.804	-0.02
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	2,0	77,75	1,2	36,62	201	99	1	1.0	0.013,0.0	0.013,0.016	-0.008
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	50,62	109,100	30,49	51,90	182	99	1	1.0	0.2,0.252	0.242,0.228	-0.009
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	7,10	74,82	4,24	53,74	285	99	1	1.0	0.032,0.041	0.026,0.101	-0.027
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	0,4	25,19	0,1	12,19	175	99	1	1.0	0.0,0.106	0.0,0.029	0.038
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	37,23	164,170	31,21	101,168	407	99	1	1.0	0.052,0.032	0.069,0.03	-0.008
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	0,6	13,9	3,2	5,6	194	99	1	1.0	0.0,0.254	0.234,0.145	-0.062
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	3,9	13,10	5,9	3,11	165	99	0.676407610389	1.0	0.122,0.351	0.5,0.329	-0.178
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	77,107	65,94	72,134	62,76	237	99	1	1.0	0.331,0.322	0.327,0.424	-0.049
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	16,6	258,286	8,19	215,298	181	99	1	1.0	0.033,0.011	0.02,0.034	-0.005
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	55,85	1924,2618	22,59	1457,2533	174	99	1	1.0	0.016,0.018	0.009,0.013	0.006
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	20,46	2003,2737	19,31	1452,2525	190	99	1	1.0	0.005,0.009	0.007,0.006	0.0
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	4,11	158,230	10,17	144,179	187	99	1	1.0	0.013,0.025	0.035,0.048	-0.023
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	87,156	2,0	89,152	1,0	209	99	1	1.0	0.954,1.0	0.977,1.0	-0.011
