ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
16	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466686	25466864
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
35	"AT5G66180"	NA	chr5	+	26450357	26450585	26450523	26450585	26450136	26450271
55	"AT5G53900"	NA	chr5	-	21882328	21882734	21882328	21882434	21882856	21882907
57	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
59	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
76	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
81	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
84	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
95	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
107	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
110	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
116	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
130	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
135	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14142709	14142871	14143254
163	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
176	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
188	"AT5G20720"	NA	chr5	+	7015009	7015188	7015012	7015188	7014668	7014894
189	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
203	"AT5G28020"	NA	chr5	-	10028127	10028179	10028127	10028172	10028485	10028525
204	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028172	10028485	10028525
205	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028179	10028485	10028525
209	"AT5G17170"	NA	chr5	+	5650623	5650692	5650628	5650692	5650434	5650520
218	"AT5G15540"	NA	chr5	-	5055961	5056217	5055961	5056209	5056550	5056646
223	"AT5G14430"	NA	chr5	+	4653708	4653899	4653716	4653899	4653471	4653636
232	"AT5G13410"	NA	chr5	-	4300206	4300427	4300206	4300262	4300774	4300825
286	"AT5G06690"	NA	chr5	-	2060871	2061047	2060871	2060889	2061135	2061210
289	"AT5G06440"	NA	chr5	-	1965756	1965856	1965756	1965849	1965951	1966041
302	"AT5G03345"	NA	chr5	+	814369	814422	814373	814422	814003	814268
309	"AT5G28770"	NA	chr5	-	10796456	10797113	10796456	10796920	10797195	10797271
316	"AT5G01470"	NA	chr5	+	192295	192769	192301	192769	192128	192227
320	"AT5G01010"	NA	chr5	-	1278	1646	1278	1459	1744	1780
328	"AT4G39140"	NA	chr4	-	18230996	18231374	18230996	18231301	18231906	18232020
329	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231301	18231906	18232020
330	"AT4G39140"	NA	chr4	-	18230996	18231378	18230996	18231374	18231906	18232020
347	"AT4G36640"	NA	chr4	-	17278387	17278484	17278387	17278439	17278619	17279373
349	"AT5G14780"	NA	chr5	+	4777602	4777933	4777733	4777933	4776732	4777129
351	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777129
352	"AT5G14780"	NA	chr5	+	4777733	4777933	4777758	4777933	4776732	4777646
355	"AT4G35920"	NA	chr4	-	17014306	17014522	17014306	17014409	17014760	17015099
356	"AT4G35920"	NA	chr4	-	17014306	17014522	17014306	17014409	17015075	17015493
372	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328564	16328663
373	"AT4G34090"	NA	chr4	-	16328397	16328493	16328397	16328479	16328568	16328663
374	"AT5G48000"	NA	chr5	-	19446761	19447008	19446761	19447004	19447121	19447149
375	"AT5G48000"	NA	chr5	-	19446761	19447008	19446761	19447004	19447705	19447866
376	"AT4G33770"	NA	chr4	-	16194666	16195038	16194666	16194787	16195121	16195203
384	"AT4G32850"	NA	chr4	+	15853669	15854211	15854164	15854211	15852727	15853561
385	"AT4G32850"	NA	chr4	+	15854043	15854241	15854164	15854241	15853669	15853753
388	"AT4G32850"	NA	chr4	+	15854317	15855186	15854362	15855186	15854164	15854211
389	"AT4G32850"	NA	chr4	+	15854317	15855194	15854326	15855194	15854164	15854245
390	"AT4G32660"	NA	chr4	+	15756992	15757265	15757111	15757265	15756642	15756763
392	"AT4G32600"	NA	chr4	+	15723919	15724677	15723957	15724677	15723344	15723674
393	"AT4G32600"	NA	chr4	+	15723919	15724677	15723957	15724677	15723356	15723810
418	"AT5G64460"	NA	chr5	-	25775044	25775115	25775044	25775106	25775394	25775429
433	"AT4G26300"	NA	chr4	-	13312195	13312270	13312195	13312266	13313019	13313109
455	"AT4G30820"	NA	chr4	+	15006647	15007516	15007106	15007516	15006484	15006557
472	"AT4G22540"	NA	chr4	-	11863760	11864126	11863760	11864123	11865712	11866475
476	"AT4G21760"	NA	chr4	+	11563298	11563401	11563332	11563401	11562967	11563227
503	"AT4G20010"	NA	chr4	+	10843219	10843329	10843223	10843329	10842918	10843027
506	"AT4G19670"	NA	chr4	-	10700919	10701424	10700919	10701365	10701503	10702174
549	"AT4G14880"	NA	chr4	-	8520017	8520066	8520017	8520063	8520136	8520596
553	"AT4G14500"	NA	chr4	+	8335829	8335913	8335846	8335913	8335565	8335742
557	"AT4G14385"	NA	chr4	-	8287347	8287544	8287347	8287430	8288078	8288148
562	"AT4G13590"	NA	chr4	-	7903341	7903498	7903341	7903494	7903650	7904042
585	"AT4G11410"	NA	chr4	-	6945404	6945866	6945404	6945451	6945965	6946044
589	"AT4G10430"	NA	chr4	-	6454812	6455374	6454812	6455241	6455485	6455883
590	"AT4G10430"	NA	chr4	-	6454874	6455374	6454874	6455241	6455796	6455883
595	"AT4G09680"	NA	chr4	+	6121464	6122407	6122087	6122407	6121178	6121395
623	"AT4G04880"	NA	chr4	-	2466005	2466382	2466005	2466082	2466452	2466512
625	"AT5G26040"	NA	chr5	-	9100377	9100442	9100377	9100428	9100528	9100695
630	"AT4G03230"	NA	chr4	-	1420535	1420891	1420535	1420879	1420958	1421444
635	"AT4G02885"	NA	chr4	+	6666372	6666456	6666379	6666456	6665857	6666001
655	"AT5G16650"	NA	chr5	-	5463176	5463617	5463176	5463457	5463738	5463812
668	"AT3G63280"	NA	chr3	+	23378543	23378667	23378581	23378667	23378310	23378448
672	"AT3G62750"	NA	chr3	+	23215853	23216355	23216168	23216355	23215673	23215789
676	"AT4G22110"	NA	chr4	-	11711973	11712272	11711973	11712069	11712832	11712908
677	"AT3G61440"	NA	chr3	+	22737383	22737599	22737518	22737599	22737225	22737305
678	"AT3G61070"	NA	chr3	-	22605967	22606167	22605967	22606164	22606711	22606822
680	"AT3G60600"	NA	chr3	+	22401501	22401990	22401912	22401990	22401284	22401440
681	"AT3G60600"	NA	chr3	+	22401521	22401990	22401912	22401990	22401284	22401440
683	"AT3G60286"	NA	chr3	-	22281722	22281990	22281722	22281987	22282179	22282255
691	"AT3G59990"	NA	chr3	-	22158385	22158584	22158385	22158569	22158686	22158725
696	"AT3G59470"	NA	chr3	-	21979542	21980132	21979542	21980122	21980527	21980839
698	"AT3G59320"	NA	chr3	-	21925940	21926305	21925940	21926135	21926544	21926639
699	"AT3G59090"	NA	chr3	+	21839962	21840156	21840122	21840156	21839184	21839456
726	"AT3G56720"	NA	chr3	+	21012374	21012756	21012664	21012756	21011670	21012294
727	"AT3G56720"	NA	chr3	+	21012377	21012756	21012664	21012756	21011670	21012294
732	"AT3G56160"	NA	chr3	-	20839033	20839141	20839033	20839055	20840318	20840397
734	"AT3G55880"	NA	chr3	+	20738259	20738967	20738625	20738967	20737315	20737584
768	"AT3G51360"	NA	chr3	-	19064538	19064773	19064538	19064610	19064851	19064948
779	"AT4G05210"	NA	chr4	+	2683401	2683617	2683406	2683617	2682612	2683017
785	"AT5G64520"	NA	chr5	+	25789986	25790540	25790218	25790540	25789874	25789911
795	"AT3G47010"	NA	chr3	-	17317316	17317518	17317316	17317510	17317588	17317776
796	"AT3G47010"	NA	chr3	-	17317316	17317518	17317316	17317510	17317593	17317776
801	"AT3G46658"	NA	chr3	+	17189302	17191349	17190003	17191349	17188838	17189030
810	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978851	16978892
811	"AT3G46210"	NA	chr3	-	16978383	16978502	16978383	16978499	16978864	16978916
816	"AT1G53780"	NA	chr1	-	20077199	20077316	20077199	20077292	20077441	20077543
827	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026610
828	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026610
829	"AT2G05520"	NA	chr2	+	2026670	2027117	2026712	2027117	2026523	2026628
830	"AT2G05520"	NA	chr2	+	2026670	2027117	2026733	2027117	2026523	2026628
831	"AT2G05520"	NA	chr2	+	2026712	2027117	2026733	2027117	2026523	2026628
833	"AT4G24230"	NA	chr4	-	12566630	12567144	12566630	12567138	12567237	12567362
834	"AT5G35330"	NA	chr5	-	13524824	13525279	13524824	13525275	13525641	13525834
836	"AT3G14230"	NA	chr3	-	4737574	4738454	4737574	4738451	4738699	4739136
838	"AT4G17620"	NA	chr4	+	9824575	9824639	9824579	9824639	9824425	9824510
839	"AT4G17620"	NA	chr4	+	9824575	9824639	9824579	9824639	9824425	9824514
848	"AT2G02780"	NA	chr2	-	782272	782504	782272	782387	782570	782764
854	"AT2G01460"	NA	chr2	+	211064	211190	211092	211190	210916	210971
857	"AT5G45472"	NA	chr5	+	18426081	18429122	18427334	18429122	18425891	18426001
858	"AT5G45472"	NA	chr5	+	18426127	18429122	18427334	18429122	18425891	18426001
859	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358051	18358138
860	"AT4G39460"	NA	chr4	-	18357852	18357929	18357852	18357925	18358055	18358138
877	"AT1G80190"	NA	chr1	+	30159435	30159550	30159439	30159550	30158922	30159245
906	"AT5G55550"	NA	chr5	-	22503436	22503846	22503436	22503669	22503926	22504076
914	"AT3G21710"	NA	chr3	+	7648988	7649894	7649347	7649894	7648315	7648757
916	"AT3G11945"	NA	chr3	-	3782140	3782265	3782140	3782253	3782673	3782981
919	"AT1G73680"	NA	chr1	-	27706178	27706328	27706178	27706308	27706887	27707148
923	"AT1G73177"	NA	chr1	-	27516571	27516782	27516571	27516777	27516926	27517194
924	"AT1G72640"	NA	chr1	-	27346568	27346919	27346568	27346664	27347084	27347147
940	"AT1G69210"	NA	chr1	-	26018437	26019081	26018437	26018882	26019179	26019355
942	"AT1G68890"	NA	chr1	+	25899314	25899395	25899326	25899395	25899195	25899208
979	"AT2G46800"	NA	chr2	+	19237292	19238032	19237968	19238032	19235373	19235659
980	"AT1G64790"	NA	chr1	-	24072965	24073036	24072965	24073022	24073129	24073252
991	"AT1G63690"	NA	chr1	+	23621394	23621537	23621398	23621537	23621164	23621257
1006	"AT2G30740"	NA	chr2	+	13095848	13096492	13096351	13096492	13095355	13095484
1007	"AT2G30740"	NA	chr2	+	13095848	13096492	13096351	13096492	13095650	13095700
1008	"AT1G50260"	NA	chr1	-	18619551	18619757	18619551	18619653	18620330	18620572
1019	"AT1G56700"	NA	chr1	+	21256734	21257006	21256785	21257006	21256339	21256371
1024	"AT4G31570"	NA	chr4	+	15298134	15303824	15298145	15303824	15297330	15297997
1036	"AT1G59750"	NA	chr1	+	21983071	21983541	21983080	21983541	21982823	21982989
1042	"AT4G33050"	NA	chr4	-	15945246	15945661	15945246	15945477	15945749	15945838
1044	"AT1G09060"	NA	chr1	-	2924648	2925264	2924648	2925248	2925711	2925826
1060	"AT5G02080"	NA	chr5	+	410161	410615	410563	410615	409945	410060
1064	"AT1G55325"	NA	chr1	+	20639492	20639606	20639527	20639606	20639341	20639396
1068	"AT1G56340"	NA	chr1	-	21090162	21090282	21090162	21090272	21090490	21090538
1075	"AT1G73280"	NA	chr1	-	27553266	27553576	27553266	27553380	27553666	27553738
