IncLevel1	IncLevel2	IncLevelDifference
0.11,0.105,0.099,0.021,0.157,0.086	0.0,0.048,0.037,0.099,0.042,0.0	0.059
0.209,0.2,0.196,0.165,0.188,0.175	0.11,0.112,0.119,0.174,0.153,0.126	0.056
0.049,0.07,0.085,0.09,0.055,0.047	0.091,0.071,0.098,0.086,0.1,0.053	-0.017
0.125,0.08,0.199,0.129,0.101,0.237	0.243,0.295,0.396,0.171,0.082,0.134	-0.075
0.094,0.147,0.124,0.121,0.122,0.139	0.084,0.133,0.112,0.147,0.081,0.075	0.019
0.114,0.058,0.08,0.044,0.051,0.067	0.064,0.048,0.089,0.069,0.094,0.139	-0.015
0.271,0.529,0.549,0.54,0.483,0.468	0.502,0.619,0.644,0.585,0.361,0.537	-0.068
0.76,0.883,0.694,0.916,0.697,0.807	0.901,0.896,0.906,0.699,0.756,0.763	-0.027
0.754,0.76,0.725,0.738,0.765,0.701	0.746,0.703,0.746,0.739,0.689,0.63	0.032
1.0,1.0,1.0,1.0,1.0,0.552	0.925,0.787,0.86,0.876,0.876,0.552	0.113
0.178,0.175,0.147,0.16,0.187,0.193	0.149,0.125,0.127,0.144,0.139,0.198	0.026
0.04,0.037,0.034,0.037,0.04,0.036	0.041,0.042,0.036,0.045,0.037,0.045	-0.004
0.294,0.275,0.231,0.297,0.224,0.179	0.267,0.263,0.185,0.322,0.229,0.379	-0.024
0.156,0.16,0.136,0.14,0.142,0.124	0.127,0.122,0.111,0.141,0.132,0.119	0.018
0.008,0.08,0.018,0.065,0.079,0.041	0.055,0.084,0.112,0.054,0.078,0.06	-0.025
0.188,0.201,0.154,0.092,0.185,0.15	0.19,0.155,0.166,0.236,0.231,0.212	-0.037
0.116,0.021,0.073,0.074,0.067,0.089	0.047,0.068,0.067,0.099,0.055,0.079	0.004
0.662,0.82,0.712,0.683,0.74,0.734	0.691,0.656,0.712,0.67,0.725,0.737	0.027
0.012,0.004,0.008,0.0,0.0,0.007	0.0,0.0,0.008,0.046,0.009,0.01	-0.007
0.223,0.222,0.18,0.199,0.23,0.161	0.226,0.231,0.215,0.314,0.254,0.259	-0.047
0.09,0.027,0.05,0.039,0.051,0.071	0.057,0.024,0.038,0.045,0.097,0.07	-0.001
0.037,0.009,0.022,0.043,0.053,0.012	0.026,0.137,0.0,0.043,0.086,0.069	-0.031
0.048,0.039,0.048,0.05,0.045,0.055	0.051,0.029,0.049,0.07,0.048,0.057	-0.003
0.282,0.182,0.095,0.075,0.263,0.0	0.348,0.196,0.207,0.276,0.109,0.234	-0.079
0.302,0.163,0.101,0.297,0.433,0.327	0.099,0.222,0.316,0.237,0.27,0.09	0.065
0.355,0.35,0.354,0.395,0.364,0.307	0.335,0.419,0.313,0.352,0.436,0.414	-0.024
0.008,0.006,0.016,0.007,0.002,0.01	0.008,0.019,0.011,0.011,0.018,0.012	-0.005
1.0,1.0,1.0,1.0,1.0,1.0	0.756,1.0,1.0,1.0,0.879,0.922	0.074
0.013,0.012,0.014,0.009,0.013,0.011	0.008,0.013,0.009,0.008,0.011,0.014	0.001
0.02,0.018,0.019,0.02,0.018,0.02	0.017,0.016,0.016,0.015,0.023,0.019	0.002
0.04,0.018,0.038,0.039,0.032,0.038	0.052,0.018,0.032,0.033,0.049,0.062	-0.007
1.0,0.95,0.956,1.0,0.989,0.958	0.944,0.962,0.965,0.94,1.0,0.937	0.017
1.0,0.995,0.986,1.0,1.0,0.993	1.0,1.0,0.993,1.0,1.0,0.981	0.0
0.1,0.067,0.147,0.148,0.133,0.172	0.693,0.577,0.683,0.722,0.584,0.806	-0.55
0.071,0.078,0.068,0.102,0.078,0.073	0.104,0.108,0.098,0.121,0.107,0.138	-0.034
0.079,0.086,0.091,0.052,0.088,0.109	0.038,0.11,0.047,0.053,0.031,0.048	0.03
