ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G65970"	NA	chr5	-	26389335	26389424	26389497	26389558	26389157	26389232	26389630	26389747	0	45,79,65,47,80,79	79,99,70,67,88,105	39,54,35,78,67,20	59,39,31,48,52,26	210	238	1	1.0	0.392,0.475,0.513,0.443,0.507,0.46	0.428,0.611,0.561,0.648,0.594,0.466	-0.086
1	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235	1	133,208,186,157,193,225	313,451,386,356,486,426	186,88,167,190,219,92	341,291,324,442,509,145	230	218	1	1.0	0.287,0.304,0.314,0.295,0.273,0.334	0.341,0.223,0.328,0.289,0.29,0.376	-0.007
2	"AT5G66180"	NA	chr5	+	26450357	26450425	26450523	26450585	26450136	26450271	26450761	26451152	2	81,147,143,86,185,127	124,243,153,173,231,170	120,100,89,117,150,42	165,119,159,139,214,73	217	211	1	1.0	0.388,0.37,0.476,0.326,0.438,0.421	0.414,0.45,0.352,0.45,0.405,0.359	-0.002
3	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	3	119,171,130,133,166,158	77,110,108,85,95,128	154,126,143,188,165,62	90,81,123,91,163,46	217	196	1	1.0	0.583,0.584,0.521,0.586,0.612,0.527	0.607,0.584,0.512,0.651,0.478,0.549	0.005
4	"AT5G53900"	NA	chr5	-	21882328	21882434	21882590	21882734	21882190	21882232	21882856	21882907	4	211,205,253,180,223,170	102,199,216,147,221,164	278,203,214,265,297,88	221,190,190,326,321,103	293	255	1	1.0	0.643,0.473,0.505,0.516,0.468,0.474	0.523,0.482,0.495,0.414,0.446,0.426	0.049
5	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196	5	1,2,0,0,2,0	241,422,295,273,440,307	1,1,1,0,2,0	224,211,232,354,366,101	283	391	1	1.0	0.006,0.007,0.0,0.0,0.006,0.0	0.006,0.007,0.006,0.0,0.007,0.0	-0.001
6	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	6	96,93,114,118,137,122	22,28,22,28,37,16	100,68,103,108,133,37	16,3,7,11,13,2	262	219	0.497308814978	1.0	0.785,0.735,0.812,0.779,0.756,0.864	0.839,0.95,0.925,0.891,0.895,0.939	-0.118
7	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196	7	15,19,23,42,35,18	240,450,302,265,455,318	25,18,36,25,25,3	227,223,237,360,385,106	262	539	1	1.0	0.114,0.08,0.135,0.246,0.137,0.104	0.185,0.142,0.238,0.125,0.118,0.055	-0.008
8	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196	8	15,19,23,42,35,18	241,422,295,273,440,307	25,18,36,25,25,3	224,211,232,354,366,101	262	391	1	1.0	0.085,0.063,0.104,0.187,0.106,0.08	0.143,0.113,0.188,0.095,0.093,0.042	-0.008
9	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	9	39,58,58,54,69,100	54,72,76,51,77,70	55,28,56,58,54,19	45,36,85,82,118,31	189	194	1	1.0	0.426,0.453,0.439,0.521,0.479,0.595	0.556,0.444,0.403,0.421,0.32,0.386	0.064
