ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"AT5G66620"	NA	chr5	+	26591323	26591442	26591323	26591389	26591519	26591578	1	22,69,30,15,57,33	0,2,1,0,0,0	33,19,28,25,49,14	0,0,0,0,0,0	202	149	1	1.0	1.0,0.962,0.957,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.013
3	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234	3	187,230,236,152,224,250	0,0,0,4,0,0	166,141,136,258,219,90	0,0,0,0,2,0	291	149	1	1.0	1.0,1.0,1.0,0.951,1.0,1.0	1.0,1.0,1.0,1.0,0.982,1.0	-0.005
4	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	4	9,7,1,1,4,2	217,384,262,251,358,344	0,2,9,6,1,4	149,171,193,290,263,88	230	149	1	1.0	0.026,0.012,0.002,0.003,0.007,0.004	0.0,0.008,0.029,0.013,0.002,0.029	-0.004
5	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	5	1,20,2,7,6,6	4,1,2,2,10,2	8,8,6,11,16,3	0,0,4,8,9,2	208	149	0.872006888373	1.0	0.152,0.935,0.417,0.715,0.301,0.682	1.0,1.0,0.518,0.496,0.56,0.518	-0.148
6	"AT5G64990"	NA	chr5	-	25964350	25964442	25964371	25964442	25964177	25964266	6	0,0,1,1,0,0	11,27,20,15,21,31	2,0,0,0,0,0	13,8,9,14,22,4	170	149	1	1.0	0.0,0.0,0.042,0.055,0.0,0.0	0.119,0.0,0.0,0.0,0.0,0.0	-0.004
8	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	8	0,0,6,0,6,3	23,44,38,48,46,32	0,0,0,2,0,0	23,32,15,50,34,25	200	149	1	1.0	0.0,0.0,0.105,0.0,0.089,0.065	0.0,0.0,0.0,0.029,0.0,0.0	0.038
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081	9	80,150,101,85,171,89	15,26,24,19,24,24	105,99,120,155,167,72	26,15,17,25,35,12	184	149	1	1.0	0.812,0.824,0.773,0.784,0.852,0.75	0.766,0.842,0.851,0.834,0.794,0.829	-0.02
10	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515877	25516074	10	72,117,90,60,133,72	0,1,2,0,0,1	88,86,95,134,113,55	0,0,1,0,0,2	184	149	1	1.0	1.0,0.99,0.973,1.0,1.0,0.983	1.0,1.0,0.987,1.0,1.0,0.957	0.0
11	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	11	2,2,4,2,2,1	227,406,352,311,398,436	2,4,9,24,15,4	282,155,190,346,292,124	298	149	1	1.0	0.004,0.002,0.006,0.003,0.003,0.001	0.004,0.013,0.023,0.034,0.025,0.016	-0.016
12	"AT5G63620"	NA	chr5	-	25466686	25466864	25466693	25466864	25466127	25466571	12	2,6,8,2,6,6	849,1423,1059,887,1521,1128	3,2,1,2,2,0	1233,909,962,1125,1509,522	156	149	1	1.0	0.002,0.004,0.007,0.002,0.004,0.005	0.002,0.002,0.001,0.002,0.001,0.0	0.003
13	"AT5G63600"	NA	chr5	-	25461394	25461727	25461399	25461727	25460683	25461310	13	0,0,0,1,1,0	0,0,0,1,0,0	0,0,3,1,1,0	0,0,0,0,0,0	154	149	1	1.0	NA,NA,NA,0.492,1.0,NA	NA,NA,1.0,1.0,1.0,NA	-0.254
16	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170	16	355,589,355,308,520,536	0,9,1,0,5,1	366,219,372,345,541,146	0,0,1,1,7,2	283	149	1	1.0	1.0,0.972,0.995,1.0,0.982,0.996	1.0,1.0,0.995,0.995,0.976,0.975	0.001
17	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	17	14,57,21,12,27,20	5,6,2,0,1,0	0,6,0,3,7,1	0,1,0,0,1,0	298	149	1	1.0	0.583,0.826,0.84,1.0,0.931,1.0	NA,0.75,NA,1.0,0.778,1.0	-0.019
18	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	18	6,4,10,14,8,4	8,11,16,11,14,17	1,3,3,12,15,3	7,9,11,18,15,2	242	149	1	1.0	0.316,0.183,0.278,0.439,0.26,0.127	0.081,0.17,0.144,0.291,0.381,0.48	0.009
19	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	19	0,12,5,7,12,4	17,21,17,26,21,19	1,8,6,6,19,0	14,8,15,35,32,9	298	149	1	1.0	0.0,0.222,0.128,0.119,0.222,0.095	0.034,0.333,0.167,0.079,0.229,0.0	-0.009
20	"AT5G61960"	NA	chr5	-	24883691	24884174	24883872	24884174	24883550	24883573	20	1,12,4,3,10,4	3,0,2,0,0,0	1,7,10,2,11,0	0,0,0,0,0,0	298	149	1	1.0	0.143,1.0,0.5,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,NA	-0.226
21	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	21	3,0,3,4,3,0	17,21,17,26,21,19	0,3,1,4,8,0	14,8,15,35,32,9	184	149	1	1.0	0.125,0.0,0.125,0.111,0.104,0.0	0.0,0.233,0.051,0.085,0.168,0.0	-0.012
22	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	22	36,74,81,69,69,71	0,0,2,0,0,0	74,39,45,57,91,20	2,0,0,1,1,0	155	149	1	1.0	1.0,1.0,0.975,1.0,1.0,1.0	0.973,1.0,1.0,0.982,0.989,1.0	0.005
23	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	23	8,12,6,7,10,1	67,116,131,74,103,103	9,3,4,2,8,0	68,58,65,133,131,32	298	149	1	1.0	0.056,0.049,0.022,0.045,0.046,0.005	0.062,0.025,0.03,0.007,0.03,0.0	0.011
25	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	25	287,354,303,341,392,412	33,50,39,42,29,47	340,211,285,477,354,127	51,61,44,108,80,18	170	149	1	1.0	0.884,0.861,0.872,0.877,0.922,0.885	0.854,0.752,0.85,0.795,0.795,0.861	0.066
26	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	26	41,51,33,57,41,39	33,50,39,42,29,47	34,37,34,55,59,11	51,61,44,108,80,18	236	149	0.503998535741	1.0	0.44,0.392,0.348,0.461,0.472,0.344	0.296,0.277,0.328,0.243,0.318,0.278	0.119
27	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	27	13,11,7,12,1,5	259,314,277,296,352,378	3,12,7,12,15,3	309,186,258,434,310,119	215	149	1	1.0	0.034,0.024,0.017,0.027,0.002,0.009	0.007,0.043,0.018,0.019,0.032,0.017	-0.004
28	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388	28	110,156,124,157,138,149	1,0,3,10,8,3	77,82,76,135,133,57	3,1,0,5,2,0	298	149	1	1.0	0.982,1.0,0.954,0.887,0.896,0.961	0.928,0.976,1.0,0.931,0.971,1.0	-0.021
29	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578	29	5,22,11,4,18,15	0,0,2,1,6,3	13,16,8,14,23,10	5,1,1,11,1,1	153	149	1	1.0	1.0,1.0,0.843,0.796,0.745,0.83	0.717,0.94,0.886,0.553,0.957,0.907	0.042
30	"AT5G59480"	NA	chr5	-	23980392	23980480	23980395	23980480	23980020	23980299	30	102,118,162,128,127,132	0,0,0,0,0,0	78,61,92,167,141,47	0,0,0,0,1,0	152	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.993,1.0	0.001
