ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference		
10	AT5G65210	NA	chr5	+	26058594	26059201	26059019	26059201	26057817	26058028	10	71,119,83,53,119,113	25,45,30,22,31,29	90,53,78,115,102,40	4,7,6,8,15,2	574	149	0.0000039454661851	0.00111569016011994	0.424,0.407,0.418,0.385,0.499,0.503	0.854,0.663,0.771,0.789,0.638,0.838	-0.32		
671	AT4G02430	NA	chr4	+	1071273	1071674	1071284	1071674	1070656	1070886	671	42,113,70,68,103,62	33,74,51,60,51,39	36,57,39,60,60,36	83,79,57,110,112,58	160	149	0.0000259314606158	0.00439970448448073	0.542,0.587,0.561,0.513,0.653,0.597	0.288,0.402,0.389,0.337,0.333,0.366	0.223		
922	AT4G26140	NA	chr4	-	13244507	13244689	13244507	13244683	13244784	13244946	922	30,67,40,40,47,55	15,20,23,27,27,56	29,7,14,11,17,7	42,25,29,30,42,10	155	149	0.0000169146252138	0.00331136316685546	0.658,0.763,0.626,0.587,0.626,0.486	0.399,0.212,0.317,0.261,0.28,0.402	0.313		
963	AT1G72640	NA	chr1	-	27347584	27347661	27347584	27347658	27347769	27347856	963	1.16190138132167E+017	2.75511354311461E+017	136,95,115,126,155,56	900,715,830,1079,1271,385	152	149	8.69315876162E-06	0.00201128082257481	0.293,0.267,0.276,0.294,0.262,0.238	0.129,0.115,0.12,0.103,0.107,0.125	0.155		
1029	AT3G26890	NA	chr3	-	9908834	9909086	9908834	9909083	9909317	9910792	1029	3.23454350331438E+017	1.35176123114206E+017	3.20228268414361E+017	2.32191269323327E+017	152	149	0.0000223875520967	0.00406973714900725	0.701,0.717,0.736,0.74,0.676,0.708	0.575,0.539,0.494,0.557,0.52,0.529	0.177		
1171	AT4G17310	NA	chr4	-	9685185	9685710	9685185	9685454	9686443	9686616	1171	22,25,36,28,45,33	18,33,17,21,30,18	49,48,47,89,53,15	8,5,5,18,2,6	405	149	2.90252980639E-06	0.000923367294657819	0.31,0.218,0.438,0.329,0.356,0.403	0.693,0.779,0.776,0.645,0.907,0.479	-0.371		
1273	AT1G10590	NA	chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1273	5,16,10,6,19,8	46,44,62,37,74,60	10,7,4,16,12,7	4,1,6,3,7,0	194	149	5.00628304367E-08	2.54819806922803E-05	0.077,0.218,0.11,0.111,0.165,0.093	0.658,0.843,0.339,0.804,0.568,1.0	-0.573		
1277	AT5G19210	NA	chr5	+	6461991	6462105	6461995	6462105	6461804	6461898	1277	33,64,66,45,65,42	22,20,19,13,20,20	6,9,14,35,19,9	10,9,23,37,23,15	153	149	0.0000336624835333	0.00503947179954403	0.594,0.757,0.772,0.771,0.76,0.672	0.369,0.493,0.372,0.479,0.446,0.369	0.3		
1500	AT3G04630	NA	chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1500	108,141,99,109,145,112	85,153,141,89,128,130	187,114,116,204,210,67	72,46,40,106,73,34	152	149	0.0000308053412015	0.00489997458486359	0.555,0.475,0.408,0.546,0.526,0.458	0.718,0.708,0.74,0.654,0.738,0.659	-0.208		
1665	AT1G15280	NA	chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1665	3.00481324301322E+017	2.3336732425234E+017	4.03265279379515E+017	155,111,82,141,178,60	152	149	6.91009882647E-09	4.39655037834154E-06	0.558,0.562,0.495,0.539,0.481,0.459	0.718,0.701,0.769,0.725,0.739,0.712	-0.212		
1816	AT1G13880	NA	chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1816	28,33,22,16,33,19	91,133,98,104,157,146	67,65,59,62,77,28	105,65,71,93,116,42	152	149	4.61375382343E-09	3.91400116020978E-06	0.232,0.196,0.18,0.131,0.171,0.113	0.385,0.495,0.449,0.395,0.394,0.395	-0.248		
1850	AT4G03110	NA	chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1850	1.90300267226302E+017	9.61471351321701E+016	3.32227283388375E+017	55,42,39,64,69,29	152	149	4.45064651799E-10	1.13268953882846E-06	0.66,0.667,0.66,0.627,0.635,0.681	0.855,0.841,0.877,0.856,0.842,0.867	-0.201		
1909	AT1G58025	NA	chr1	-	21459370	21459431	21459370	21459428	21460033	21460268	1909	61,78,110,45,65,76	62,62,67,36,69,67	30,36,23,53,42,18	59,56,60,121,85,47	152	149	0.0000991712483278	0.0126195413497126	0.491,0.552,0.617,0.551,0.48,0.527	0.333,0.387,0.273,0.3,0.326,0.273	0.221		
2091	AT5G06265	NA	chr5	+	1906563	1906766	1906566	1906766	1905778	1906172	2091	1,8,1,1,5,0	4,3,9,0,5,3	2,4,2,6,3,1	0,1,1,1,2,0	152	149	0.0000134154298028	0.00284518907067717	0.197,0.723,0.098,1.0,0.495,0.0	1.0,0.797,0.662,0.855,0.595,1.0	-0.399		
2391	AT1G29357	NA	chr1	-	10273930	10275219	10273930	10275147	10275293	10275765	2391	1.12143140106153E+017	91,143,119,97,156,126	63,51,46,82,69,40	124,104,122,179,186,76	221	149	4.66743365812E-06	0.00118786186599154	0.453,0.403,0.442,0.424,0.398,0.449	0.255,0.248,0.203,0.236,0.2,0.262	0.194		
2409	AT2G32700	NA	chr2	+	13870116	13870261	13870122	13870261	13869710	13869938	2409	2.34340302242367E+017	2.60379316246332E+017	115,85,127,138,144,61	2.96203298341373E+017	155	149	8.94876234669E-07	0.000379576669538767	0.464,0.463,0.479,0.486,0.515,0.419	0.272,0.287,0.291,0.28,0.271,0.295	0.188		
2469	AT2G37480	NA	chr2	+	15739249	15739848	15739252	15739848	15738603	15738899	2469	810,1179,1070,942,1219,1212	2.98440395302549E+017	1181,712,871,1239,1450,470	178,81,125,188,159,60	152	149	1.44872529684E-06	0.000526715125779686	0.727,0.724,0.726,0.754,0.685,0.752	0.867,0.896,0.872,0.866,0.899,0.885	-0.153		
2546	AT2G45023	NA	chr2	-	18571094	18571179	18571094	18571165	18571329	18571398	2546	0,0,2,0,0,4	29,63,47,47,51,56	9,9,7,10,23,4	37,18,28,54,70,17	163	149	0.000313591141567	0.0380042597756198	0.0,0.0,0.037,0.0,0.0,0.061	0.182,0.314,0.186,0.145,0.231,0.177	-0.19		
