ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
0	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885825	26886353
1	"AT5G66620"	NA	chr5	+	26589195	26589279	26589195	26589223	26589385	26590167
2	"AT5G66620"	NA	chr5	+	26591323	26591442	26591323	26591389	26591519	26591578
3	"AT5G66060"	NA	chr5	+	26420734	26420922	26420734	26420836	26421044	26421130
4	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388014	26388075
5	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234
6	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315
7	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050
8	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26154252	26154373
9	"AT5G64990"	NA	chr5	-	25964350	25964442	25964371	25964442	25964177	25964266
10	"AT5G64630"	NA	chr5	+	25833650	25833772	25833650	25833762	25833856	25833883
11	"AT5G64130"	NA	chr5	-	25664981	25665167	25665104	25665167	25664815	25664869
12	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540
13	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081
14	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515877	25516074
15	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764
16	"AT5G63620"	NA	chr5	-	25466686	25466864	25466693	25466864	25466127	25466571
17	"AT5G63600"	NA	chr5	-	25461394	25461727	25461399	25461727	25460590	25461312
18	"AT5G63600"	NA	chr5	-	25461394	25461727	25461399	25461727	25460683	25461310
19	"AT5G63090"	NA	chr5	-	25309799	25309929	25309870	25309929	25308571	25309302
20	"AT5G62640"	NA	chr5	-	25151497	25151583	25151512	25151583	25151331	25151387
21	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170
22	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24966361	24966443
23	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882
24	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955
25	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573
26	"AT5G61960"	NA	chr5	-	24883691	24884174	24883872	24884174	24883550	24883573
27	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573
28	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276
29	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120
30	"AT5G61240"	NA	chr5	+	24630384	24630460	24630384	24630456	24630547	24630582
31	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409
32	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409
33	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409
34	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210095	24210761	24211094
35	"AT5G60100"	NA	chr5	-	24198482	24198778	24198747	24198778	24198345	24198413
36	"AT5G59780"	NA	chr5	-	24082988	24083528	24083197	24083528	24081867	24082881
37	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388
38	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578
