ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
0	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885825	26886353
4	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388014	26388075
5	"AT5G65970"	NA	chr5	-	26388353	26388669	26388495	26388669	26388166	26388234
8	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26154252	26154373
11	"AT5G64130"	NA	chr5	-	25664981	25665167	25665104	25665167	25664815	25664869
13	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081
14	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515877	25516074
16	"AT5G63620"	NA	chr5	-	25466686	25466864	25466693	25466864	25466127	25466571
17	"AT5G63600"	NA	chr5	-	25461394	25461727	25461399	25461727	25460590	25461312
18	"AT5G63600"	NA	chr5	-	25461394	25461727	25461399	25461727	25460683	25461310
21	"AT5G62480"	NA	chr5	-	25089239	25089626	25089373	25089626	25088526	25089170
22	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24966361	24966443
30	"AT5G61240"	NA	chr5	+	24630384	24630460	24630384	24630456	24630547	24630582
34	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210095	24210761	24211094
35	"AT5G60100"	NA	chr5	-	24198482	24198778	24198747	24198778	24198345	24198413
36	"AT5G59780"	NA	chr5	-	24082988	24083528	24083197	24083528	24081867	24082881
37	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388
42	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259
44	"AT5G57700"	NA	chr5	+	23374872	23375385	23374872	23374983	23375471	23375558
51	"AT5G55100"	NA	chr5	-	22362891	22364235	22364074	22364235	22361034	22362768
57	"AT5G53900"	NA	chr5	-	21882328	21882734	21882590	21882734	21882190	21882232
62	"AT5G53020"	NA	chr5	+	21498423	21499440	21498423	21498605	21499888	21500829
64	"AT5G52070"	NA	chr5	+	21162095	21163968	21162095	21162208	21164079	21164196
69	"AT5G48640"	NA	chr5	-	19724984	19725236	19725196	19725236	19724671	19724790
70	"AT5G48640"	NA	chr5	-	19724984	19725493	19725386	19725493	19724671	19724790
71	"AT5G48640"	NA	chr5	-	19725196	19725493	19725386	19725493	19724671	19724790
72	"AT5G48640"	NA	chr5	-	19725196	19725493	19725386	19725493	19724984	19725029
74	"AT5G48545"	NA	chr5	+	19676967	19677600	19676967	19677034	19677693	19677747
79	"AT5G47455"	NA	chr5	+	19251077	19251251	19251077	19251196	19251934	19252379
80	"AT5G47455"	NA	chr5	+	19251077	19251251	19251077	19251196	19252205	19252364
83	"AT5G46250"	NA	chr5	+	18757110	18757162	18757110	18757158	18757250	18757315
84	"AT5G46250"	NA	chr5	+	18757400	18757560	18757400	18757556	18757715	18757785
91	"AT5G42520"	NA	chr5	+	17001191	17001343	17001191	17001331	17001494	17002607
92	"AT5G41910"	NA	chr5	-	16778820	16779295	16779227	16779295	16778667	16778748
93	"AT5G41700"	NA	chr5	+	16676053	16676141	16676053	16676135	16676482	16676619
94	"AT5G41700"	NA	chr5	+	16676053	16676141	16676053	16676135	16676491	16676619
95	"AT5G41690"	NA	chr5	-	16674167	16674493	16674361	16674493	16674001	16674075
96	"AT5G41690"	NA	chr5	-	16674167	16675166	16674700	16675166	16674001	16674075
97	"AT5G41220"	NA	chr5	-	16496445	16496634	16496573	16496634	16496277	16496357
98	"AT5G41220"	NA	chr5	-	16496573	16496823	16496749	16496823	16496277	16496357
99	"AT5G41220"	NA	chr5	-	16496573	16496823	16496749	16496823	16496445	16496499
100	"AT5G40910"	NA	chr5	+	16395210	16395973	16395210	16395275	16396097	16397169
101	"AT5G40910"	NA	chr5	+	16395210	16396001	16395210	16395275	16396097	16397169
103	"AT5G40810"	NA	chr5	+	16340170	16340800	16340170	16340259	16340908	16341188
104	"AT5G40520"	NA	chr5	-	16233788	16233968	16233908	16233968	16231955	16233711
105	"AT5G39580"	NA	chr5	-	15848005	15848172	15848009	15848172	15847077	15847684
110	"AT5G37380"	NA	chr5	-	14819034	14819105	14819062	14819105	14816760	14818457
