ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992
2	"AT5G67590"	NA	chr5	+	26958962	26958992	26958651	26958781	26959299	26959557
3	"AT5G67385"	NA	chr5	+	26885084	26885699	26884202	26884982	26885825	26886353
4	"AT5G67385"	NA	chr5	+	26885825	26886353	26884202	26884982	26886537	26887302
5	"AT5G67340"	NA	chr5	+	26864929	26865001	26864394	26864625	26865097	26865379
6	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
7	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989
8	"AT5G67110"	NA	chr5	-	26785917	26785989	26785617	26785683	26786101	26786383
9	"AT5G66960"	NA	chr5	-	26738494	26738717	26738273	26738415	26738793	26738972
10	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
11	"AT5G66810"	NA	chr5	+	26673535	26673628	26672872	26673393	26673793	26673874
12	"AT5G66730"	NA	chr5	-	26643271	26643668	26642912	26643187	26643759	26644738
13	"AT5G66680"	NA	chr5	-	26618606	26618678	26618382	26618508	26618844	26618920
14	"AT5G66680"	NA	chr5	-	26619410	26619524	26619188	26619244	26619659	26619713
15	"AT5G66680"	NA	chr5	-	26619868	26619994	26619659	26619713	26620080	26620217
16	"AT5G66620"	NA	chr5	+	26590260	26590393	26589385	26590167	26590494	26590566
17	"AT5G66540"	NA	chr5	-	26557067	26557118	26556829	26556971	26557399	26557468
18	"AT5G66540"	NA	chr5	-	26557213	26557285	26557067	26557118	26557399	26557468
19	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535
20	"AT5G66410"	NA	chr5	+	26521011	26521073	26520860	26520933	26521171	26521269
21	"AT5G66360"	NA	chr5	+	26510991	26511206	26510147	26510751	26511290	26511822
22	"AT5G66240"	NA	chr5	+	26467723	26467808	26467478	26467616	26467906	26467956
23	"AT5G66240"	NA	chr5	+	26467906	26467956	26467723	26467808	26468057	26468484
24	"AT5G66240"	NA	chr5	+	26467912	26467956	26467723	26467808	26468057	26468324
25	"AT5G66190"	NA	chr5	-	26451357	26451592	26450963	26451270	26451675	26451738
26	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103
27	"AT5G66060"	NA	chr5	+	26420112	26420210	26419763	26419848	26420523	26420653
28	"AT5G66060"	NA	chr5	+	26420118	26420210	26419763	26419848	26420523	26420653
29	"AT5G66060"	NA	chr5	+	26420304	26420402	26420112	26420210	26420523	26420653
30	"AT5G66060"	NA	chr5	+	26421044	26421130	26420734	26420922	26421309	26421449
31	"AT5G66055"	NA	chr5	-	26417813	26417912	26417635	26417734	26417999	26418098
32	"AT5G66055"	NA	chr5	-	26417999	26418098	26417635	26417734	26418194	26418293
33	"AT5G66040"	NA	chr5	+	26410731	26410805	26410343	26410645	26410868	26410993
34	"AT5G66040"	NA	chr5	+	26410868	26410993	26410731	26410805	26411064	26411355
35	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388353	26388389
36	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669
37	"AT5G65970"	NA	chr5	-	26388353	26388389	26388014	26388075	26388495	26388669
38	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669
39	"AT5G65970"	NA	chr5	-	26388353	26388669	26388166	26388234	26388864	26388914
40	"AT5G65970"	NA	chr5	-	26388495	26388669	26388166	26388234	26388864	26388914
41	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
42	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388993	26389082
43	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082
44	"AT5G65970"	NA	chr5	-	26388864	26388914	26388740	26388781	26388993	26389082
45	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
46	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747
47	"AT5G65970"	NA	chr5	-	26390078	26390136	26389823	26390008	26390206	26390676
48	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243
49	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936
50	"AT5G65940"	NA	chr5	-	26378245	26378330	26378077	26378163	26378409	26378493
51	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
52	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056
53	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
54	"AT5G65930"	NA	chr5	-	26372239	26372366	26371956	26372159	26372490	26372685
55	"AT5G65930"	NA	chr5	-	26372770	26372908	26372490	26372685	26373007	26373112
56	"AT5G65930"	NA	chr5	-	26374434	26374537	26374161	26374314	26374649	26374765
57	"AT5G65930"	NA	chr5	-	26374649	26374765	26374434	26374537	26374842	26375024
58	"AT5G65810"	NA	chr5	-	26338111	26338167	26337664	26337985	26338256	26338631
59	"AT5G65810"	NA	chr5	-	26339030	26339175	26338907	26338947	26339598	26339865
60	"AT5G65460"	NA	chr5	-	26167163	26167295	26166889	26167068	26167726	26167833
61	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833
62	"AT5G65460"	NA	chr5	-	26167726	26167833	26167163	26167295	26167916	26168087
63	"AT5G65440"	NA	chr5	+	26151996	26152050	26151332	26151686	26152121	26152251
64	"AT5G65440"	NA	chr5	+	26153897	26154169	26153689	26153795	26154252	26154373
65	"AT5G65380"	NA	chr5	-	26123386	26123476	26122936	26123291	26123575	26123694
66	"AT5G65380"	NA	chr5	-	26123575	26123694	26122936	26123291	26123771	26124010
67	"AT5G65380"	NA	chr5	-	26123771	26124010	26123575	26123694	26124771	26124828
68	"AT5G65380"	NA	chr5	-	26124771	26124828	26123771	26124010	26125068	26125155
69	"AT5G65380"	NA	chr5	-	26125068	26125155	26124771	26124828	26125241	26125495
70	"AT5G65380"	NA	chr5	-	26125241	26125495	26124771	26124828	26125701	26125989
71	"AT5G65380"	NA	chr5	-	26125701	26125989	26125241	26125495	26126076	26126560
72	"AT5G65290"	NA	chr5	+	26091295	26091509	26090907	26091066	26091800	26091887
73	"AT5G65290"	NA	chr5	+	26092965	26093096	26092659	26092835	26093174	26093256
74	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
75	"AT5G65180"	NA	chr5	+	26047141	26047177	26046923	26047066	26047302	26048031
76	"AT5G65110"	NA	chr5	-	26011770	26011886	26010802	26011683	26012027	26012519
77	"AT5G65090"	NA	chr5	+	26004780	26004868	26004426	26004504	26004938	26005635
78	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
79	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25990613	25990655
80	"AT5G65060"	NA	chr5	+	25989941	25990003	25987308	25987711	25990083	25990183
81	"AT5G65060"	NA	chr5	+	25989941	25990003	25987308	25987711	25990613	25990655
82	"AT5G65060"	NA	chr5	+	25989941	25990003	25989670	25989728	25990613	25990655
83	"AT5G65060"	NA	chr5	+	25990083	25990183	25987308	25987711	25990613	25990655
84	"AT5G65060"	NA	chr5	+	25990083	25990183	25989941	25990003	25990613	25990655
85	"AT5G65060"	NA	chr5	+	25990116	25990183	25989941	25990003	25990613	25990655
86	"AT5G65060"	NA	chr5	+	25990283	25990325	25990083	25990183	25990613	25990655
87	"AT5G65060"	NA	chr5	+	25990613	25990655	25987308	25987711	25990963	25991312
88	"AT5G65060"	NA	chr5	+	25990613	25990655	25990283	25990325	25990963	25991312
89	"AT5G64930"	NA	chr5	-	25947176	25947212	25945682	25947099	25947317	25947374
90	"AT5G64670"	NA	chr5	-	25853102	25853186	25852914	25853004	25853475	25854067
91	"AT5G64630"	NA	chr5	+	25833650	25833762	25833164	25833411	25833856	25833883
92	"AT5G64630"	NA	chr5	+	25833650	25833772	25833259	25833411	25833856	25833883
93	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795
94	"AT5G64600"	NA	chr5	+	25826783	25826920	25826323	25826452	25827026	25827240
95	"AT5G64580"	NA	chr5	-	25819254	25819380	25819064	25819174	25819451	25819526
96	"AT5G64560"	NA	chr5	-	25807652	25807697	25807524	25807569	25807791	25808019
97	"AT5G64540"	NA	chr5	-	25800992	25801082	25800784	25800842	25801184	25801302
98	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
99	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753
100	"AT5G64370"	NA	chr5	+	25740041	25740269	25739758	25739947	25740347	25740572
101	"AT5G64300"	NA	chr5	+	25719954	25720084	25719541	25719864	25720176	25720473
102	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823
103	"AT5G64130"	NA	chr5	-	25664671	25664732	25664289	25664587	25664815	25664869
104	"AT5G64130"	NA	chr5	-	25664981	25665029	25664815	25664869	25665104	25665167
105	"AT5G63960"	NA	chr5	+	25601114	25601252	25600891	25601027	25601722	25601814
106	"AT5G63960"	NA	chr5	+	25601462	25601540	25601114	25601252	25601722	25601814
107	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339
108	"AT5G63940"	NA	chr5	+	25588520	25588603	25587997	25588434	25588716	25588948
109	"AT5G63940"	NA	chr5	+	25590743	25590893	25590463	25590611	25590995	25591482
110	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
111	"AT5G63800"	NA	chr5	+	25532384	25532480	25530054	25530505	25532786	25532946
112	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
113	"AT5G63800"	NA	chr5	+	25532786	25532946	25532384	25532480	25533074	25533218
114	"AT5G63800"	NA	chr5	+	25534924	25535032	25534730	25534840	25535116	25535230
115	"AT5G63760"	NA	chr5	-	25517023	25517547	25515877	25516918	25517693	25517891
116	"AT5G63700"	NA	chr5	-	25496348	25496536	25495047	25496023	25496707	25496787
117	"AT5G63670"	NA	chr5	+	25488205	25488297	25487926	25488101	25488635	25488691
118	"AT5G63670"	NA	chr5	+	25488635	25488691	25488205	25488297	25488992	25489054
119	"AT5G63640"	NA	chr5	+	25478005	25478659	25477555	25477919	25478924	25479035
120	"AT5G63640"	NA	chr5	+	25478598	25478659	25477540	25477919	25478924	25479035
