ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G66240"	NA	chr5	+	26467723	26467808	26467906	26467956	26467478	26467616	26468057	26468484
1	"AT5G66040"	NA	chr5	+	26410731	26410805	26410868	26410993	26410343	26410645	26411064	26411355
2	"AT5G65970"	NA	chr5	-	26388166	26388234	26388353	26388389	26388014	26388075	26388495	26388669
3	"AT5G65970"	NA	chr5	-	26388353	26388669	26388864	26388914	26388166	26388234	26388993	26389082
4	"AT5G65970"	NA	chr5	-	26388740	26388781	26388864	26388914	26388353	26388669	26388993	26389082
5	"AT5G65970"	NA	chr5	-	26389335	26389424	26389497	26389558	26389157	26389232	26389630	26389747
6	"AT5G65940"	NA	chr5	-	26378842	26378911	26378975	26379056	26378717	26378781	26379131	26379235
7	"AT5G65930"	NA	chr5	-	26374434	26374537	26374649	26374765	26374161	26374314	26374842	26375024
8	"AT5G65460"	NA	chr5	-	26167163	26167295	26167726	26167833	26166889	26167068	26167916	26168087
9	"AT5G65380"	NA	chr5	-	26123771	26124010	26124771	26124828	26123575	26123694	26125068	26125155
10	"AT5G65380"	NA	chr5	-	26124771	26124828	26125068	26125155	26123771	26124010	26125241	26125495
11	"AT5G65060"	NA	chr5	+	25990283	25990325	25990613	25990655	25990083	25990183	25990963	25991412
12	"AT5G63800"	NA	chr5	+	25532384	25532480	25532786	25532946	25530054	25530505	25533074	25533218
13	"AT5G63670"	NA	chr5	+	25488205	25488297	25488635	25488691	25487945	25488101	25488992	25489054
14	"AT5G63220"	NA	chr5	-	25353566	25353651	25353951	25353998	25353033	25353420	25354165	25354249
15	"AT5G63050"	NA	chr5	+	25293302	25293436	25293719	25294181	25292447	25292653	25294384	25295020
16	"AT5G63050"	NA	chr5	+	25293302	25293436	25293719	25294181	25293065	25293135	25294384	25294995
17	"AT5G62600"	NA	chr5	-	25129016	25129144	25129624	25129716	25128601	25128677	25129998	25130039
18	"AT5G62600"	NA	chr5	-	25129624	25129716	25129998	25130039	25129016	25129144	25130429	25130561
19	"AT5G62575"	NA	chr5	+	25117686	25117755	25118053	25118156	25117413	25117601	25118494	25118892
20	"AT5G62575"	NA	chr5	+	25117689	25117755	25118053	25118156	25117487	25117601	25118494	25118735
21	"AT5G62165"	NA	chr5	+	24965037	24965256	24966361	24966443	24964690	24964959	24967327	24967427
22	"AT5G62165"	NA	chr5	+	24965049	24965256	24966361	24966443	24964690	24964959	24967327	24967882
23	"AT5G61500"	NA	chr5	-	24734640	24734706	24735046	24735098	24734384	24734512	24735209	24735295
24	"AT5G61410"	NA	chr5	-	24684044	24684134	24684227	24684297	24683605	24683858	24684408	24684465
25	"AT5G61410"	NA	chr5	-	24684739	24684818	24684905	24685019	24684540	24684650	24685112	24685253
26	"AT5G60940"	NA	chr5	+	24524312	24524383	24524484	24524536	24524147	24524225	24524625	24524683
27	"AT5G66180"	NA	chr5	+	26450357	26450425	26450523	26450585	26450136	26450271	26450761	26451152
28	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427
29	"AT5G58100"	NA	chr5	+	23508063	23508187	23508271	23508334	23507539	23507896	23508426	23508528
30	"AT5G58000"	NA	chr5	+	23478298	23478401	23478489	23478564	23478139	23478199	23478651	23478799
31	"AT5G57940"	NA	chr5	+	23457015	23457144	23457323	23457906	23456564	23456666	23458067	23458280
32	"AT5G57940"	NA	chr5	+	23457323	23457906	23458067	23458280	23457015	23457144	23458671	23458982
33	"AT5G57940"	NA	chr5	+	23457344	23457906	23458067	23458280	23457115	23457144	23458671	23458982
34	"AT5G60410"	NA	chr5	+	24296463	24296594	24296901	24296970	24296136	24296299	24297213	24297301
35	"AT5G60410"	NA	chr5	+	24297380	24297456	24297667	24297741	24297213	24297301	24297870	24297978
36	"AT5G56870"	NA	chr5	+	23005146	23005213	23005320	23005413	23004928	23005041	23005531	23005675
37	"AT5G56870"	NA	chr5	+	23005320	23005413	23005531	23005675	23005146	23005213	23005997	23006086
38	"AT5G56870"	NA	chr5	+	23005531	23005675	23005997	23006086	23005320	23005413	23006212	23006318
39	"AT5G55130"	NA	chr5	-	22375029	22375094	22375415	22375427	22374845	22374920	22375775	22376086
40	"AT5G55130"	NA	chr5	-	22375029	22375094	22375415	22375508	22374845	22374920	22375775	22376138
41	"AT5G54750"	NA	chr5	+	22242063	22242136	22242403	22242501	22241477	22241585	22242750	22242850
42	"AT5G54750"	NA	chr5	+	22242063	22242136	22242403	22242540	22241480	22241585	22242750	22242850
43	"AT5G54440"	NA	chr5	+	22103234	22103296	22103527	22103618	22102783	22102945	22103859	22104023
44	"AT5G53900"	NA	chr5	-	21882328	21882434	21882590	21882734	21882190	21882232	21882856	21882907
45	"AT5G53530"	NA	chr5	-	21747642	21747715	21747805	21747880	21747500	21747545	21747978	21748053
46	"AT5G53140"	NA	chr5	+	21551408	21551500	21551632	21551707	21550927	21551014	21551793	21552559
47	"AT5G53050"	NA	chr5	-	21511912	21511966	21512347	21512443	21511395	21511818	21512643	21512744
48	"AT5G53010"	NA	chr5	-	21492832	21492916	21492998	21493041	21492596	21492734	21493275	21493331
49	"AT5G52070"	NA	chr5	+	21162074	21162208	21163726	21163968	21161222	21161353	21164079	21164196
50	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968
51	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163968	21161131	21161353	21164079	21164196
52	"AT5G52070"	NA	chr5	+	21162095	21162208	21163726	21163968	21161131	21161353	21164079	21164196
53	"AT5G62050"	NA	chr5	-	24924957	24925033	24925302	24925361	24924734	24924866	24925512	24925560
54	"AT5G53350"	NA	chr5	+	21645671	21645749	21645907	21645964	21645489	21645564	21646259	21646330
55	"AT5G53350"	NA	chr5	+	21645907	21645964	21646259	21646330	21645671	21645749	21646430	21646530
56	"AT5G50850"	NA	chr5	+	20690778	20690841	20690945	20691032	20690653	20690680	20691244	20691370
57	"AT5G49900"	NA	chr5	-	20300418	20300522	20300615	20300716	20300276	20300330	20300802	20300873
58	"AT5G49390"	NA	chr5	+	20027353	20027415	20027587	20027665	20026901	20026988	20027783	20027874
59	"AT5G49030"	NA	chr5	-	19879726	19879871	19880180	19880288	19879315	19879547	19880402	19880471
60	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493
61	"AT5G48545"	NA	chr5	+	19676967	19677034	19677544	19677600	19676741	19676799	19677693	19677747
62	"AT5G48030"	NA	chr5	-	19466497	19466564	19466771	19466820	19465787	19466394	19467134	19467191
63	"AT5G48030"	NA	chr5	-	19466771	19466820	19467134	19467191	19466497	19466564	19467346	19467418
64	"AT5G48010"	NA	chr5	+	19459873	19459972	19460377	19460434	19459530	19459785	19460511	19460558
65	"AT5G47760"	NA	chr5	-	19344439	19344511	19344591	19344687	19344281	19344353	19344756	19344824
66	"AT5G47540"	NA	chr5	-	19284478	19284553	19284658	19284777	19284280	19284374	19284865	19285027
67	"AT5G46400"	NA	chr5	+	18820228	18820332	18820459	18820689	18819932	18820110	18820943	18821111
68	"AT5G46030"	NA	chr5	+	18670336	18670643	18670717	18670788	18670116	18670239	18670875	18670897
69	"AT5G46030"	NA	chr5	+	18670519	18670643	18670717	18670788	18670050	18670239	18670875	18670897
70	"AT5G46030"	NA	chr5	+	18670717	18670788	18670875	18670897	18670336	18670643	18670981	18671373
71	"AT5G44750"	NA	chr5	+	18053044	18053189	18053375	18053491	18052606	18052835	18053567	18053644
72	"AT5G44600"	NA	chr5	+	17990267	17990323	17990477	17990537	17989792	17990176	17990612	17990690
73	"AT5G61880"	NA	chr5	+	24850547	24850600	24850909	24850997	24850315	24850431	24851134	24851262
74	"AT5G66290"	NA	chr5	-	26478206	26478318	26478692	26478781	26477660	26478116	26479048	26479133
75	"AT5G66290"	NA	chr5	-	26478206	26478318	26478692	26478781	26478082	26478102	26479048	26479133
76	"AT5G66290"	NA	chr5	-	26478692	26478781	26479048	26479133	26478206	26478318	26479225	26479312
77	"AT5G49360"	NA	chr5	-	20013900	20014070	20015383	20015665	20013717	20013815	20016239	20016857
78	"AT5G42770"	NA	chr5	+	17152529	17152604	17153216	17153297	17152360	17152432	17153562	17153632
80	"AT5G42080"	NA	chr5	-	16822837	16822902	16822997	16823088	16822445	16822640	16823261	16823323
81	"AT5G41960"	NA	chr5	+	16790288	16790368	16790469	16790545	16789972	16790194	16790637	16790748
82	"AT5G41960"	NA	chr5	+	16790288	16790368	16790492	16790545	16789972	16790194	16790637	16790748
83	"AT5G41240"	NA	chr5	-	16500407	16500468	16500585	16500659	16500263	16500317	16500746	16500865
84	"AT5G41220"	NA	chr5	-	16496445	16496499	16496573	16496634	16496277	16496357	16496749	16496823
85	"AT5G41220"	NA	chr5	-	16496445	16496499	16496573	16496823	16496277	16496357	16496904	16497163
86	"AT5G41220"	NA	chr5	-	16496445	16496499	16496749	16496823	16496277	16496357	16496904	16497163
87	"AT5G41220"	NA	chr5	-	16496445	16496634	16496749	16496823	16496277	16496357	16496904	16497107
88	"AT5G41220"	NA	chr5	-	16496573	16496634	16496749	16496823	16496445	16496499	16496904	16497163
89	"AT5G41210"	NA	chr5	-	16493132	16493212	16493280	16493334	16492847	16493053	16493422	16493483
90	"AT5G41210"	NA	chr5	-	16493280	16493334	16493422	16493483	16493132	16493212	16493643	16493717
91	"AT5G40870"	NA	chr5	+	16376108	16376205	16376398	16376478	16375839	16375958	16376790	16376985
