ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2387,3050	7,10	2353,1065	5,2	238	149	1	1.0	0.995,0.995	0.997,0.997	-0.002
1	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	1	52,30	0,0	35,16	1,0	215	149	1	1.0	1.0,1.0	0.96,1.0	0.02
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	218,315	1,1	324,138	5,0	346	149	1	1.0	0.989,0.993	0.965,1.0	0.009
3	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	3	113,123	6,0	136,39	1,0	190	149	1	1.0	0.937,1.0	0.991,1.0	-0.027
4	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	4	120,158	0,1	100,49	1,0	238	149	1	1.0	1.0,0.99	0.984,1.0	0.003
5	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747	5	105,144	0,0	86,47	2,0	210	149	1	1.0	1.0,1.0	0.968,1.0	0.016
6	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	6	612,707	1,0	648,272	1,1	229	149	1	1.0	0.997,1.0	0.998,0.994	0.002
7	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	7	570,710	0,0	675,304	0,1	230	149	1	1.0	1.0,1.0	1.0,0.995	0.002
8	"AT5G65460"	NA	chr5	-	26167163	26167295	26166889	26167068	26167726	26167833	8	89,117	0,1	78,32	0,0	281	149	1	1.0	1.0,0.984	1.0,1.0	-0.008
9	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	9	1,4	51,57	0,0	40,17	170	149	1	1.0	0.017,0.058	0.0,0.0	0.038
10	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	10	1218,1596	0,2	902,383	0,0	213	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	11	161,233	92,138	80,34	113,64	207	149	0.000811982948921	0.4854034068649738	0.557,0.549	0.338,0.277	0.246
13	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	13	869,1013	6,3	942,317	6,1	269	149	1	1.0	0.988,0.995	0.989,0.994	0.0
14	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753	14	612,787	0,1	530,254	0,0	228	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
15	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	15	7,8	4,2	18,10	11,3	279	149	1	1.0	0.483,0.681	0.466,0.64	0.029
16	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339	16	41,48	0,0	35,23	2,0	221	149	1	1.0	1.0,1.0	0.922,1.0	0.039
17	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	17	1720,2434	1,0	1343,816	0,0	3005	149	1	1.0	0.988,1.0	1.0,1.0	-0.006
18	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	18	336,510	4,2	403,178	1,1	262	149	1	1.0	0.979,0.993	0.996,0.99	-0.007
21	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039	21	246,339	0,1	254,117	0,2	297	149	1	1.0	1.0,0.994	1.0,0.967	0.013
22	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700	22	144,202	0,0	276,97	0,1	288	149	1	1.0	1.0,1.0	1.0,0.98	0.01
23	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973	23	2,0	5,6	0,0	15,0	279	149	1	1.0	0.176,0.0	0.0,NA	0.088
25	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436	25	183,288	8,2	259,94	2,1	219	149	1	1.0	0.94,0.99	0.989,0.985	-0.022
27	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735	27	315,452	0,6	316,150	2,0	252	149	1	1.0	1.0,0.978	0.989,1.0	-0.005
28	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603	28	54,88	0,1	66,21	0,2	202	149	1	1.0	1.0,0.985	1.0,0.886	0.049
29	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626	29	66,100	0,1	74,33	0,2	205	149	1	1.0	1.0,0.986	1.0,0.923	0.031
30	"AT5G62165"	NA	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427	30	15,17	3,3	2,2	0,0	211	149	0.517765988677	1.0	0.779,0.8	1.0,1.0	-0.21
31	"AT5G62165"	NA	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882	31	9,13	4,0	0,1	0,0	191	149	1	1.0	0.637,1.0	NA,1.0	-0.181
32	"AT5G61960"	NA	chr5	-	24883691	24883955	24883550	24883573	24884059	24884174	32	3,6	3,0	0,3	0,1	413	149	1	1.0	0.265,1.0	NA,0.52	0.113
33	"AT5G61960"	NA	chr5	-	24883907	24883955	24883550	24883573	24884059	24884174	33	5,8	3,0	4,4	0,1	197	149	1	1.0	0.558,1.0	1.0,0.752	-0.097
34	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564	34	6978,9558	0,0	7186,3007	3,0	223	149	1	1.0	1.0,1.0	0.999,1.0	0.0
35	"AT5G66180"	NA	chr5	+	26450357	26450425	26450136	26450271	26450523	26450585	35	207,300	0,0	262,123	1,0	217	149	1	1.0	1.0,1.0	0.994,1.0	0.003
36	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501	36	620,810	0,2	686,295	1,3	204	149	1	1.0	1.0,0.997	0.998,0.986	0.006
37	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223	37	596,714	0,2	665,281	0,0	195	149	1	1.0	1.0,0.996	1.0,1.0	-0.002
38	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178	38	221,317	0,0	317,132	1,1	196	149	1	1.0	1.0,1.0	0.996,0.99	0.007
39	"AT5G59770"	NA	chr5	-	24080110	24080178	24079962	24080009	24080373	24080427	39	242,332	1,1	338,136	1,0	217	149	1	1.0	0.994,0.996	0.996,1.0	-0.003
40	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388	40	125,146	1,0	92,67	2,0	236	149	1	1.0	0.987,1.0	0.967,1.0	0.01
41	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516	41	168,244	2,0	139,80	4,1	238	149	1	1.0	0.981,1.0	0.956,0.98	0.022
42	"AT5G59610"	NA	chr5	+	24014317	24014346	24013770	24013936	24014483	24014578	42	3,2	59,87	5,2	82,36	178	149	1	1.0	0.041,0.019	0.049,0.044	-0.017
43	"AT5G59610"	NA	chr5	+	24014317	24014350	24013770	24013936	24014483	24014578	43	5,9	59,87	14,8	82,36	182	149	1	1.0	0.065,0.078	0.123,0.154	-0.067
44	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273	44	383,550	0,4	269,143	2,1	217	149	1	1.0	1.0,0.99	0.989,0.99	0.005
45	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274	45	223,342	0,4	153,94	2,1	223	149	1	1.0	1.0,0.983	0.981,0.984	0.009
46	"AT5G58160"	NA	chr5	+	23538044	23538126	23537908	23537959	23538199	23538294	46	78,90	1,0	65,48	0,0	231	149	1	1.0	0.981,1.0	1.0,1.0	-0.01
47	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548	47	453,528	0,1	545,175	1,0	220	149	1	1.0	1.0,0.997	0.997,1.0	0.0
48	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799	48	114,120	0,0	128,38	0,1	224	149	1	1.0	1.0,1.0	1.0,0.962	0.019
49	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949	49	259,266	1,0	120,53	0,0	266	149	1	1.0	0.993,1.0	1.0,1.0	-0.004
50	"AT5G57390"	NA	chr5	-	23254579	23254653	23254427	23254478	23254743	23254832	50	13,14	1,0	10,3	0,0	223	149	1	1.0	0.897,1.0	1.0,1.0	-0.051
51	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693	51	748,931	0,1	926,292	1,0	167	149	1	1.0	1.0,0.999	0.999,1.0	0.0
52	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413	52	5852,9598	24,44	6512,2825	21,11	216	149	1	1.0	0.994,0.993	0.995,0.994	-0.001
53	"AT5G56260"	NA	chr5	-	22776457	22776603	22775208	22776068	22777035	22777355	53	14,12	405,415	7,0	518,113	295	149	1	1.0	0.017,0.014	0.007,0.0	0.012
54	"AT5G55470"	NA	chr5	-	22471683	22471730	22471407	22471602	22471828	22471888	54	14,14	1,0	7,3	0,0	196	149	1	1.0	0.914,1.0	1.0,1.0	-0.043
55	"AT5G54940"	NA	chr5	-	22309215	22309280	22308270	22308811	22309356	22309408	55	4,16	2128,3002	2,2	2027,835	214	149	1	1.0	0.001,0.004	0.001,0.002	0.001
56	"AT5G54750"	NA	chr5	+	22242403	22242501	22242063	22242136	22242750	22242850	56	556,549	0,1	536,208	0,0	247	149	1	1.0	1.0,0.997	1.0,1.0	-0.002
57	"AT5G54750"	NA	chr5	+	22242403	22242540	22242063	22242136	22242750	22242850	57	249,217	0,1	191,95	0,0	286	149	1	1.0	1.0,0.991	1.0,1.0	-0.004
58	"AT5G54290"	NA	chr5	+	22051513	22051645	22051036	22051169	22051836	22051895	58	985,1292	0,0	1469,613	4,0	281	149	1	1.0	1.0,1.0	0.995,1.0	0.002
59	"AT5G54290"	NA	chr5	+	22052585	22052617	22052391	22052477	22052845	22053007	59	624,860	0,0	828,396	2,0	181	149	1	1.0	1.0,1.0	0.997,1.0	0.002
60	"AT5G53530"	NA	chr5	-	21748153	21748192	21747978	21748053	21748463	21748719	60	165,196	2,0	134,88	0,0	188	149	1	1.0	0.985,1.0	1.0,1.0	-0.008
61	"AT5G53360"	NA	chr5	+	21648477	21648820	21647822	21648274	21648903	21649567	61	188,244	38,64	200,78	69,35	492	149	0.661882116897	1.0	0.6,0.536	0.467,0.403	0.133
62	"AT5G53180"	NA	chr5	-	21570833	21570891	21570165	21570228	21571043	21571253	62	47,56	133,186	46,33	153,66	207	149	1	1.0	0.203,0.178	0.178,0.265	-0.031
63	"AT5G53180"	NA	chr5	-	21570833	21570894	21570165	21570228	21571043	21571253	63	45,64	133,186	59,25	153,66	210	149	1	1.0	0.194,0.196	0.215,0.212	-0.018
64	"AT5G53140"	NA	chr5	+	21551632	21551707	21551408	21551500	21551793	21552559	64	1040,1108	0,1	1418,486	0,0	224	149	1	1.0	1.0,0.999	1.0,1.0	-0.0
65	"AT5G53050"	NA	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744	65	293,469	1,0	402,202	0,0	245	149	1	1.0	0.994,1.0	1.0,1.0	-0.003
66	"AT5G53045"	NA	chr5	-	21509007	21509080	21508849	21508905	21509482	21509609	66	172,243	0,2	258,78	0,0	222	149	1	1.0	1.0,0.988	1.0,1.0	-0.006
67	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499794	21500829	67	13,16	4,12	7,4	4,2	299	149	1	1.0	0.618,0.399	0.466,0.499	0.026
68	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829	68	12,10	0,1	7,2	0,0	299	149	1	1.0	1.0,0.833	1.0,1.0	-0.084
69	"AT5G53010"	NA	chr5	-	21490162	21490300	21489956	21490060	21490445	21490544	69	65,68	0,0	76,14	3,0	287	149	1	1.0	1.0,1.0	0.929,1.0	0.035
71	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410	71	65,75	3,1	40,37	1,0	219	149	1	1.0	0.936,0.981	0.965,1.0	-0.024
72	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880	72	2309,4305	0,1	3678,2023	0,0	258	149	1	1.0	1.0,1.0	1.0,1.0	0.0
73	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648	73	14,29	0,2	17,9	0,0	283	149	1	1.0	1.0,0.884	1.0,1.0	-0.058
74	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648	74	35,51	0,2	42,15	0,0	262	149	1	1.0	1.0,0.935	1.0,1.0	-0.032
75	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968	75	69,76	1,6	64,24	5,1	262	149	1	1.0	0.975,0.878	0.879,0.932	0.021
76	"AT5G52070"	NA	chr5	+	21163578	21163648	21161131	21161353	21163726	21163968	76	16,11	1,6	11,2	5,1	219	149	0.627049711195	1.0	0.916,0.555	0.599,0.576	0.148
77	"AT5G52070"	NA	chr5	+	21163578	21163648	21162074	21162208	21163726	21163968	77	38,48	60,67	37,14	49,23	219	149	1	1.0	0.301,0.328	0.339,0.293	-0.002
78	"AT5G52070"	NA	chr5	+	21163578	21163968	21162095	21162208	21164079	21164196	78	163,228	1,0	164,72	1,0	539	149	1	1.0	0.978,1.0	0.978,1.0	0.0
79	"AT5G52070"	NA	chr5	+	21163726	21163968	21162095	21162208	21164079	21164196	79	209,257	1,0	194,84	1,0	391	149	1	1.0	0.988,1.0	0.987,1.0	0.0
80	"AT5G53350"	NA	chr5	+	21645344	21645395	21645163	21645243	21645489	21645564	80	769,1088	2,0	800,325	0,0	200	149	1	1.0	0.997,1.0	1.0,1.0	-0.002
81	"AT5G51230"	NA	chr5	+	20827453	20827500	20826973	20827033	20827583	20827684	81	101,234	0,0	130,77	1,0	196	149	1	1.0	1.0,1.0	0.99,1.0	0.005
82	"AT5G50420"	NA	chr5	-	20530848	20531098	20530199	20530629	20531361	20532856	82	217,306	0,0	263,88	1,0	399	149	1	1.0	1.0,1.0	0.99,1.0	0.005
83	"AT5G50330"	NA	chr5	-	20487661	20487709	20487432	20487561	20487941	20488136	83	24,26	7,7	13,13	10,8	197	149	0.23721989368	1.0	0.722,0.737	0.496,0.551	0.206
84	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976	84	447,367	1,1	348,146	4,0	384	149	1	1.0	0.994,0.993	0.971,1.0	0.008
85	"AT5G49730"	NA	chr5	-	20203778	20203976	20202957	20203285	20204064	20204161	85	207,208	0,2	196,76	0,0	347	149	1	1.0	1.0,0.978	1.0,1.0	-0.011
86	"AT5G49390"	NA	chr5	+	20027353	20027415	20026901	20026988	20027587	20027665	86	7,12	0,1	7,5	0,1	211	149	1	1.0	1.0,0.894	1.0,0.779	0.058
88	"AT5G48790"	NA	chr5	-	19781139	19781179	19780933	19781034	19781262	19781310	88	481,434	1,0	953,352	0,0	189	149	1	1.0	0.997,1.0	1.0,1.0	-0.002
89	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493	89	95,175	0,0	115,48	1,1	189	149	1	1.0	1.0,1.0	0.989,0.974	0.018
90	"AT5G48620"	NA	chr5	+	19716989	19717075	19716103	19716609	19717341	19718282	90	4,13	5,0	10,1	1,0	235	149	0.541367276178	1.0	0.337,1.0	0.864,1.0	-0.263
91	"AT5G48620"	NA	chr5	+	19716996	19717075	19716142	19716609	19717341	19718282	91	6,9	5,0	6,0	1,0	228	149	1	1.0	0.44,1.0	0.797,NA	-0.077
92	"AT5G48610"	NA	chr5	+	19712080	19712244	19711540	19711696	19712335	19712691	92	93,148	3,0	102,47	0,0	313	149	1	1.0	0.937,1.0	1.0,1.0	-0.031
93	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747	93	235,295	12,3	314,108	28,9	205	149	1	1.0	0.934,0.986	0.891,0.897	0.066
94	"AT5G47690"	NA	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896	94	356,427	0,1	198,115	0,0	209	149	1	1.0	1.0,0.997	1.0,1.0	-0.002
96	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791	96	204,260	2,0	294,96	2,1	239	149	1	1.0	0.985,1.0	0.989,0.984	0.006
97	"AT5G47455"	NA	chr5	+	19251657	19251704	19251077	19251196	19251934	19251979	97	37,36	9,17	49,22	9,8	196	149	1	1.0	0.758,0.617	0.805,0.676	-0.053
98	"AT5G47455"	NA	chr5	+	19251657	19251704	19251077	19251196	19252203	19252383	98	40,43	12,14	58,26	36,4	196	149	1	1.0	0.717,0.7	0.551,0.832	0.017
99	"AT5G47455"	NA	chr5	+	19251934	19251979	19251077	19251196	19252203	19252364	99	13,22	12,14	25,13	36,4	194	149	1	1.0	0.454,0.547	0.348,0.714	-0.03
100	"AT5G47455"	NA	chr5	+	19251934	19251979	19251657	19251704	19252203	19252364	100	19,19	20,19	38,9	33,9	194	149	1	1.0	0.422,0.434	0.469,0.434	-0.024
101	"AT5G47080"	NA	chr5	-	19125769	19125979	19125515	19125625	19126159	19126611	101	273,370	0,2	281,132	0,0	359	149	1	1.0	1.0,0.987	1.0,1.0	-0.006
102	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125610	19126159	19126569	102	281,387	1,1	279,153	0,0	368	149	1	1.0	0.991,0.994	1.0,1.0	-0.008
103	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125625	19126159	19126569	103	363,533	0,2	397,194	0,0	368	149	1	1.0	1.0,0.991	1.0,1.0	-0.004
104	"AT5G46210"	NA	chr5	-	18735810	18735926	18735378	18735725	18736406	18736815	104	632,981	1,0	537,352	0,0	265	149	1	1.0	0.997,1.0	1.0,1.0	-0.002
107	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446	107	18164,28183	0,3	14650,7142	0,0	3718	149	1	1.0	1.0,0.997	1.0,1.0	-0.002
108	"AT5G45330"	NA	chr5	-	18366000	18366142	18365811	18365912	18366345	18366684	108	0,1	23,23	0,0	17,11	291	149	1	1.0	0.0,0.022	0.0,0.0	0.011
109	"AT5G45310"	NA	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820	109	94,127	2,5	151,75	8,1	329	149	1	1.0	0.955,0.92	0.895,0.971	0.004
110	"AT5G45000"	NA	chr5	+	18166038	18166145	18165335	18165908	18166244	18166746	110	9,22	0,1	19,6	0,1	256	149	1	1.0	1.0,0.928	1.0,0.777	0.075
111	"AT5G44750"	NA	chr5	+	18053375	18053491	18053044	18053189	18053567	18053644	111	268,278	2,0	151,117	0,0	265	149	1	1.0	0.987,1.0	1.0,1.0	-0.006
112	"AT5G44750"	NA	chr5	+	18057537	18057606	18057124	18057197	18057747	18057846	112	280,297	0,1	242,117	0,0	218	149	1	1.0	1.0,0.995	1.0,1.0	-0.002
113	"AT5G44740"	NA	chr5	-	18049726	18049850	18049419	18049533	18050050	18050170	113	35,45	0,0	22,6	0,2	273	149	1	1.0	1.0,1.0	1.0,0.621	0.19
114	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342	114	1543,1488	64,106	2243,1013	41,21	245	149	1	1.0	0.936,0.895	0.971,0.967	-0.053
