ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
402	AT4G33650		chr4	+	16164959	16165058	16164962	16165058	16164757	16164871	402	51,65	143,150	11,5	188,62	152	149	3.48917592918e-05	0.0110706567695839	0.259,0.298	0.054,0.073	0.215
640	AT5G01180		chr5	-	63131	63313	63131	63274	63780	63936	640	6,1	10,3	1,1	0,0	188	149	6.91302182165e-09	7.676910732942326e-06	0.322,0.209	1.0,1.0	-0.734
875	AT5G51460		chr5	+	20902656	20902800	20902659	20902800	20902156	20902559	875	15,27	17,36	62,30	8,7	152	149	1.60521601222e-06	0.0011883949210468	0.464,0.424	0.884,0.808	-0.402
940	AT1G26890		chr1	+	9318561	9318869	9318731	9318869	9317588	9318473	940	1,1	2,2	6,2	0,0	319	149	0.000144267874241	0.0400523685861576	0.189,0.189	1.0,1.0	-0.811
1654	AT1G06580		chr1	-	2014002	2015694	2014002	2015691	2015869	2016255	1654	0,1	1,3	1,4	0,1	152	149	6.58534290809e-06	0.0029252093197735	0.0,0.246	1.0,0.797	-0.776
1962	AT5G06265		chr5	+	1906563	1906766	1906566	1906766	1905778	1906172	1962	0,0	3,7	3,2	0,0	152	149	1.36969657838e-10	3.04209610058198e-07	0.0,0.0	1.0,1.0	-1.0
1976	AT5G14020		chr5	-	4525614	4525926	4525614	4525874	4526013	4526167	1976	1,7	1,9	6,3	0,0	201	149	2.49369787186e-06	0.0013846257433502	0.426,0.366	1.0,1.0	-0.604
2355	AT2G41880		chr2	+	17476683	17476899	17476808	17476899	17476473	17476609	2355	94,147	1,0	72,57	16,10	274	149	3.24183902605e-05	0.0110706567695839	0.981,1.0	0.71,0.756	0.257
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
83	AT5G37340		chr5	-	14789310	14789409	14789342	14789409	14789165	14789219	83	2,4	2,0	1,0	5,1	181	149	0.000678396903804	0.0178137669740257	0.452,1.0	0.141,0.0	0.655
141	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	141	81,92	29,31	39,12	81,20	214	149	2.93495141523e-08	1.596403930498318e-06	0.66,0.674	0.251,0.295	0.394
145	AT5G10940		chr5	-	3452075	3452190	3452084	3452190	3451435	3451575	145	22,51	105,122	1,1	179,110	158	149	1.53242905896e-05	0.0006141814359989	0.165,0.283	0.005,0.009	0.217
155	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	155	150,251	46,109	24,20	45,20	173	149	0.00120748224174	0.0282922377564618	0.737,0.665	0.315,0.463	0.312
159	AT5G06670		chr5	-	2055285	2055575	2055366	2055575	2054789	2055047	159	13,11	7,13	22,16	2,1	230	149	0.00045659717514	0.0136352450536905	0.546,0.354	0.877,0.912	-0.445
180	AT5G01660		chr5	-	248875	249207	248979	249207	248324	248443	180	0,0	2,2	9,8	3,0	253	149	1.43301548849e-07	7.274941963234233e-06	0.0,0.0	0.639,1.0	-0.82
196	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	196	9,4	34,31	30,11	6,2	163	149	2.44552156303e-11	2.1908996120557e-09	0.195,0.106	0.82,0.834	-0.676
213	AT4G35270		chr4	-	16781473	16782054	16781811	16782054	16779903	16780980	213	6,9	1,6	10,6	1,0	487	149	0.0014367962865	0.0326603096170074	0.647,0.315	0.754,1.0	-0.396
232	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	232	42,58	122,163	105,51	72,34	157	149	1.92883387928e-07	9.18004374419825e-06	0.246,0.252	0.581,0.587	-0.335
349	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	349	9,3	80,123	52,20	52,15	160	149	1.28119737042e-13	2.1680706612774e-11	0.095,0.022	0.482,0.554	-0.46
390	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	390	83,131	114,217	127,69	45,16	153	149	9.04567420967e-10	6.887675458546595e-08	0.415,0.37	0.733,0.808	-0.378
394	AT3G63480		chr3	-	23442677	23442771	23442689	23442771	23442559	23442601	394	0,0	7,9	4,5	5,0	161	149	0.000550840716971	0.01582887569711	0.0,0.0	0.425,1.0	-0.713
395	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	395	321,444	50,47	147,81	159,75	155	149	0.0	0.0	0.861,0.901	0.471,0.509	0.391
396	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	396	137,197	6,8	33,19	25,12	180	149	1.47129797234e-09	9.742551355973129e-08	0.95,0.953	0.522,0.567	0.407
438	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	438	218,213	80,101	476,352	577,481	152	149	3.0246484195e-07	1.3959210736056058e-05	0.728,0.674	0.447,0.418	0.269
477	AT5G43990		chr5	+	17699083	17699345	17699083	17699285	17699457	17700575	477	8,9	6,3	5,1	0,0	209	149	0.00199565639133	0.0440490533912404	0.487,0.681	1.0,1.0	-0.416
504	AT2G03810		chr2	+	1161669	1161729	1161669	1161724	1162632	1162712	504	5,8	12,16	23,10	3,2	154	149	3.65709669281e-06	0.0001591359503757	0.287,0.326	0.881,0.829	-0.548
514	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	514	4,6	176,225	58,45	60,34	153	149	0.0	0.0	0.022,0.025	0.485,0.563	-0.501
539	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	539	5,3	33,42	32,15	5,6	167	149	1.05704334175e-12	1.4635245540775002e-10	0.119,0.06	0.851,0.69	-0.681
544	AT1G78690		chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	544	2,8	36,41	17,4	16,4	174	149	0.000630884499153	0.0168567910914038	0.045,0.143	0.476,0.461	-0.375
576	AT1G70490		chr1	-	26565290	26565849	26565317	26565849	26565004	26565161	576	3,5	2,7	7,1	1,0	176	149	0.000599769562078	0.016426298127779	0.559,0.377	0.856,1.0	-0.46
577	AT1G70490		chr1	-	26565301	26565849	26565317	26565849	26565004	26565161	577	2,2	2,7	4,1	1,0	165	149	0.000406807077968	0.0126442281580666	0.475,0.205	0.783,1.0	-0.551
581	AT2G15530		chr2	+	6773916	6773992	6773916	6773964	6774083	6775826	581	13,14	22,20	2,0	22,11	177	149	0.000305199375962	0.0096837218664609	0.332,0.371	0.071,0.0	0.316
654	AT2G44280		chr2	-	18304070	18304627	18304129	18304627	18303751	18303985	654	5,6	0,1	2,0	1,3	208	149	0.00111225589683	0.0264682145448764	1.0,0.811	0.589,0.0	0.611
657	AT2G04690		chr2	+	1645913	1646066	1645913	1646031	1646154	1646443	657	316,550	220,438	638,316	197,99	184	149	0.000527717471766	0.0154560328749926	0.538,0.504	0.724,0.721	-0.201
668	AT1G73390		chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	668	42,60	13,40	10,6	24,17	153	149	0.000603987324462	0.016426298127779	0.759,0.594	0.289,0.256	0.404
696	AT1G20060		chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	696	3,3	0,0	0,0	8,7	152	149	1.6932899527e-11	1.7192537319747331e-09	1.0,1.0	0.0,0.0	1.0
718	AT1G49980		chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	718	11,12	46,69	28,16	20,8	180	149	2.54662871046e-06	0.0001140739860597	0.165,0.126	0.537,0.623	-0.435
719	AT1G49980		chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	719	4,4	46,69	15,7	20,8	185	149	0.000217410936547	0.0071981925295887	0.065,0.045	0.377,0.413	-0.34
737	AT1G67700		chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	737	899,1091	799,936	1869,773	389,181	163	149	8.881784196999999e-16	1.932422476004429e-13	0.507,0.516	0.815,0.796	-0.294
741	AT1G03310		chr1	+	813412	813604	813412	813581	813928	816812	741	28,25	16,26	50,35	0,0	172	149	1.01740837977e-12	1.4635245540775002e-10	0.603,0.454	1.0,1.0	-0.472
751	AT1G15490		chr1	-	5323152	5323895	5323157	5323895	5322652	5322960	751	10,17	9,25	32,5	1,0	154	149	1.95907168266e-09	1.243194238621325e-07	0.518,0.397	0.969,1.0	-0.527
771	AT2G23985		chr2	+	10204801	10205710	10204801	10205693	10206103	10206522	771	76,88	29,41	65,29	6,0	166	149	0.000288517725931	0.0093492020551683	0.702,0.658	0.907,1.0	-0.274
809	AT1G23230		chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	809	2,7	51,56	9,7	5,7	154	149	4.51037819887e-05	0.0017613605120202	0.037,0.108	0.635,0.492	-0.491
823	AT5G15070		chr5	+	4876827	4876984	4876827	4876966	4877138	4877198	823	0,1	8,10	6,3	3,0	167	149	1.17980734096e-05	0.000485634210887	0.0,0.082	0.641,1.0	-0.779
837	AT2G36792		chr2	+	15420064	15421504	15420064	15421484	15421583	15422088	837	6,15	1,8	1,2	17,4	169	149	0.000212467102322	0.007190831040809	0.841,0.623	0.049,0.306	0.554
841	AT3G19460		chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	841	29,68	59,122	5,0	111,50	154	149	4.34485891709e-10	3.676233405960039e-08	0.322,0.35	0.042,0.0	0.315
867	AT2G01420		chr2	-	182004	183764	182016	183764	181579	181847	867	170,271	163,198	346,141	47,11	161	149	2.22044604925e-16	5.6362322216795843e-14	0.491,0.559	0.872,0.922	-0.372
882	AT3G57050		chr3	-	21114161	21114330	21114206	21114330	21113943	21114059	882	564,921	38,75	430,177	116,65	194	149	6.0749678219e-05	0.0022566282909155	0.919,0.904	0.74,0.677	0.203
885	AT1G54310		chr1	+	20274312	20274561	20274312	20274535	20274641	20274828	885	42,62	48,63	53,20	14,4	175	149	0.000203851960636	0.0070560576374688	0.427,0.456	0.763,0.81	-0.345
932	AT3G07300		chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	932	53,74	129,175	156,42	71,28	155	149	2.6579886736e-08	1.4993024999602963e-06	0.283,0.289	0.679,0.59	-0.349
942	AT1G01020		chr1	-	8570	9130	8593	9130	8235	8464	942	151,181	53,46	96,24	133,41	172	149	6.71268374219e-10	5.380745968081774e-08	0.712,0.773	0.385,0.336	0.382
943	AT4G11970		chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	943	16,26	16,41	35,22	3,2	153	149	5.56527139928e-08	2.9227270141736e-06	0.493,0.382	0.919,0.915	-0.48
960	AT2G43490		chr2	-	18058044	18058198	18058056	18058198	18057838	18057937	960	80,86	20,25	24,17	58,17	161	149	6.57177672394e-05	0.0023830514168001	0.787,0.761	0.277,0.481	0.395
1057	AT2G39730		chr2	-	16571179	16571472	16571190	16571472	16570745	16571066	1057	12364,14657	13341,15166	33176,13933	11875,4846	160	149	1.93084437328e-11	1.8379224878159e-09	0.463,0.474	0.722,0.728	-0.256
1058	AT1G77890		chr1	+	29293206	29293278	29293206	29293272	29293400	29293478	1058	57,67	4,3	24,6	27,13	155	149	9.49712308795e-10	6.887675458546595e-08	0.932,0.955	0.461,0.307	0.559
1082	AT1G18950		chr1	+	6550477	6550681	6550477	6550669	6550762	6552108	1082	27,52	56,73	100,51	7,4	161	149	0.0	0.0	0.309,0.397	0.93,0.922	-0.573
1093	AT4G15090		chr4	+	8614059	8614344	8614059	8614273	8614692	8616929	1093	47,57	24,32	58,11	2,2	220	149	8.23828141795e-05	0.0029178843254739	0.57,0.547	0.952,0.788	-0.311
1113	AT1G16780		chr1	-	5744111	5744213	5744138	5744213	5743470	5743829	1113	49,46	0,0	18,16	18,5	176	149	5.64109566252e-05	0.0021478471735044	1.0,1.0	0.458,0.73	0.406
1129	AT1G16560		chr1	+	5668392	5668739	5668392	5668709	5668918	5669039	1129	17,21	0,4	3,3	6,3	179	149	0.00108144681609	0.0264682145448764	1.0,0.814	0.294,0.454	0.533
1173	AT1G05400		chr1	+	1584313	1584588	1584313	1584581	1584680	1585060	1173	13,18	0,2	12,0	10,4	156	149	0.000440401573158	0.0134146319183926	1.0,0.896	0.534,0.0	0.681
1212	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1212	33,53	28,115	102,31	10,6	161	149	1.74010162279e-07	8.54895087583603e-06	0.522,0.299	0.904,0.827	-0.455
1215	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1215	195,193	334,415	414,177	75,28	161	149	0.0	0.0	0.351,0.301	0.836,0.854	-0.519
