ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	3,1	10,15	0,0	23,6	225	149	1	1.0	0.166,0.042	0.0,0.0	0.104
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	112,106	222,332	72,34	307,162	252	149	1	1.0	0.23,0.159	0.122,0.11	0.079
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	29,36	304,473	61,14	354,195	251	149	1	1.0	0.054,0.043	0.093,0.041	-0.019
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	8,10	47,23	16,4	26,14	227	149	1	1.0	0.1,0.222	0.288,0.158	-0.062
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	30,53	166,174	26,9	161,85	273	149	1	1.0	0.09,0.143	0.081,0.055	0.048
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	29,20	120,181	14,12	106,46	246	149	1	1.0	0.128,0.063	0.074,0.136	-0.01
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	9,38	14,17	28,18	15,7	296	149	0.809431416866	1.0	0.244,0.529	0.484,0.564	-0.138
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	25,41	5,3	33,19	3,3	241	149	1	1.0	0.756,0.894	0.872,0.797	-0.01
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	475,469	98,115	462,163	98,58	238	149	1	1.0	0.752,0.719	0.747,0.638	0.043
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	9,2	0,0	9,3	0,2	242	149	1	1.0	1.0,1.0	1.0,0.48	0.26
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	155,237	460,640	151,113	558,284	228	149	1	1.0	0.18,0.195	0.15,0.206	0.01
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	190,245	3242,4599	347,187	5635,2518	212	149	1	1.0	0.04,0.036	0.041,0.05	-0.007
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	55,44	65,119	46,39	67,31	255	149	1	1.0	0.331,0.178	0.286,0.424	-0.1
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	102,94	326,433	84,28	425,164	225	149	1	1.0	0.172,0.126	0.116,0.102	0.04
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	0,6	58,67	3,1	44,20	232	149	1	1.0	0.0,0.054	0.042,0.031	-0.01
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	24,26	73,82	15,8	51,26	246	149	1	1.0	0.166,0.161	0.151,0.157	0.01
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	10,13	64,69	6,4	56,28	247	149	1	1.0	0.086,0.102	0.061,0.079	0.024
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	137,185	41,42	128,52	31,13	272	149	1	1.0	0.647,0.707	0.693,0.687	-0.013
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,1	58,123	0,1	63,43	251	149	1	1.0	0.0,0.005	0.0,0.014	-0.005
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	40,48	96,163	50,26	92,48	232	149	1	1.0	0.211,0.159	0.259,0.258	-0.074
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	12,15	65,76	11,7	88,29	335	149	1	1.0	0.076,0.081	0.053,0.097	0.004
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	3,1	30,37	1,2	31,12	225	149	1	1.0	0.062,0.018	0.021,0.099	-0.02
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	26,40	193,241	36,17	180,76	457	149	1	1.0	0.042,0.051	0.061,0.068	-0.018
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	8,0	9,11	5,2	6,4	244	149	0.972887822206	1.0	0.352,0.0	0.337,0.234	-0.11
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	8,10	11,13	3,1	11,3	215	149	0.302182137583	1.0	0.335,0.348	0.159,0.188	0.168
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	96,81	82,104	86,48	91,38	287	149	1	1.0	0.378,0.288	0.329,0.396	-0.03
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	5,9	384,545	5,2	515,193	231	149	1	1.0	0.008,0.011	0.006,0.007	0.003
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	14,18	0,0	33,12	4,1	241	149	0.615041379385	1.0	1.0,1.0	0.836,0.881	0.141
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	44,68	2398,3762	36,23	2887,1329	224	149	1	1.0	0.012,0.012	0.008,0.011	0.003
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	66,102	1989,3075	69,28	2270,1060	240	149	1	1.0	0.02,0.02	0.019,0.016	0.002
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	14,12	182,228	17,8	178,75	237	149	1	1.0	0.046,0.032	0.057,0.063	-0.021
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	84,131	0,5	132,122	6,4	259	149	1	1.0	1.0,0.938	0.927,0.946	0.032
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	132,173	0,1	181,161	0,2	294	149	1	1.0	1.0,0.989	1.0,0.976	0.006
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	9,12	30,22	59,67	13,5	319	149	2.85101608988e-10	1.41995411762262e-07	0.123,0.203	0.679,0.862	-0.607
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	49,68	421,564	98,56	499,230	230	149	1	1.0	0.07,0.072	0.113,0.136	-0.053
36	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	36	14,20	89,86	4,4	53,27	277	149	1	1.0	0.078,0.111	0.039,0.074	0.038
37	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	37	7,4	68,108	1,0	110,40	221	149	1	1.0	0.065,0.024	0.006,0.0	0.041
40	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	40	18,41	196,310	24,7	231,131	220	149	1	1.0	0.059,0.082	0.066,0.035	0.02
41	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	41	169,255	14,29	171,72	16,12	227	149	1	1.0	0.888,0.852	0.875,0.798	0.033
43	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	43	8,12	6,16	14,5	14,5	246	149	1	1.0	0.447,0.312	0.377,0.377	0.003
44	"AT5G62170"	NA	chr5	-	24975102	24975632	24975102	24975191	24975264	24975632	44	14,14	8,19	15,5	14,2	222	149	1	1.0	0.54,0.331	0.418,0.627	-0.087
45	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965037	24965256	45	3,1	5,3	0,0	0,2	227	149	1	1.0	0.283,0.18	NA,0.0	0.231
46	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965049	24965256	46	4,1	8,0	0,0	4,0	239	149	1	1.0	0.238,1.0	0.0,NA	0.619
47	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967694	24967736	47	14,7	8,13	2,2	0,1	416	149	0.00835004725372	0.3266538485655264	0.385,0.162	1.0,0.417	-0.435
48	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967427	24967840	24967882	48	16,7	4,0	2,2	0,0	562	149	0.392870768235	1.0	0.515,1.0	1.0,1.0	-0.242
49	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967736	24967840	24967882	49	8,2	7,11	1,0	0,1	253	149	0.0354001451203	0.8227289548314765	0.402,0.097	1.0,0.0	-0.251
50	"AT5G62000"	NA	chr5	+	24910357	24911012	24910357	24910610	24910712	24911012	50	82,113	515,715	46,16	468,218	251	149	1	1.0	0.086,0.086	0.055,0.042	0.037
51	"AT5G61960"	NA	chr5	-	24883405	24883573	24883405	24883459	24883550	24883573	51	277,272	1,5	220,107	3,5	240	149	1	1.0	0.994,0.971	0.979,0.93	0.028
52	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883691	24883955	52	8,6	0,2	5,4	0,0	267	149	1	1.0	1.0,0.626	1.0,1.0	-0.187
53	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883907	24883955	53	11,7	11,11	5,6	6,5	483	149	1	1.0	0.236,0.164	0.205,0.27	-0.037
54	"AT5G61960"	NA	chr5	-	24883691	24884174	24883691	24883955	24884059	24884174	54	1,2	1,3	1,1	0,1	253	149	0.0111705827257	0.39871641991732115	0.371,0.282	1.0,0.371	-0.359
56	"AT5G61910"	NA	chr5	-	24861062	24862336	24861062	24861815	24861911	24862336	56	132,148	1,1	109,88	0,0	245	149	1	1.0	0.988,0.989	1.0,1.0	-0.012
