ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	0	128,135	93,117	128,65	87,41	167	146	1	1.0	0.546,0.502	0.563,0.581	-0.048
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	1	106,134	20,16	100,34	10,7	198	169	1	1.0	0.819,0.877	0.895,0.806	-0.003
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	14,19	143,92	18,10	74,36	180	180	1	1.0	0.089,0.171	0.196,0.217	-0.077
3	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815	3	1,3	3,2	2,0	0,2	198	198	1	1.0	0.25,0.6	1.0,0.0	-0.075
5	"AT5G17020"	NA	chr5	+	5597308	5597353	5597493	5597601	5597152	5597215	5597734	5597833	5	97,133	213,287	78,29	163,71	144	198	1	1.0	0.385,0.389	0.397,0.36	0.009
6	"AT5G14710"	NA	chr5	+	4746725	4746773	4746862	4746909	4746263	4746524	4747247	4747314	6	90,72	70,67	68,37	55,26	147	146	1	1.0	0.561,0.516	0.551,0.586	-0.03
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	775,817	86,59	593,265	52,31	166	117	1	1.0	0.864,0.907	0.889,0.858	0.012
9	"AT4G30690"	NA	chr4	+	14961508	14961558	14961672	14961706	14961360	14961413	14961810	14961883	9	700,712	305,358	519,318	253,141	149	133	1	1.0	0.672,0.64	0.647,0.668	-0.001
10	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648138	14648600	14649234	14649315	10	96,102	136,95	47,40	83,47	180	180	1	1.0	0.414,0.518	0.362,0.46	0.055
11	"AT4G29940"	NA	chr4	-	14648992	14649073	14649234	14649315	14648754	14648835	14649467	14649548	11	94,103	125,135	43,24	84,44	180	180	1	1.0	0.429,0.433	0.339,0.353	0.085
12	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807612	13807033	13807109	13807742	13808003	12	5,7	201,224	8,6	198,77	198	182	1	1.0	0.022,0.028	0.036,0.067	-0.027
13	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807573	13807033	13807109	13807742	13808031	13	109,151	201,224	89,43	198,77	167	182	1	1.0	0.371,0.424	0.329,0.378	0.044
14	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	14	57,85	98,90	38,25	72,32	138	156	1	1.0	0.397,0.516	0.374,0.469	0.035
