ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,3	7,11	1,0	13,1	175	99	1	1.0	0.075,0.134	0.042,0.0	0.084
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	166,147	357,378	75,55	272,184	202	99	1	1.0	0.186,0.16	0.119,0.128	0.049
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	83,56	377,436	67,27	258,176	201	99	1	1.0	0.098,0.059	0.113,0.07	-0.013
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	16,14	28,20	19,4	16,7	177	99	1	1.0	0.242,0.281	0.399,0.242	-0.059
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	53,55	165,168	27,12	132,76	223	99	1	1.0	0.125,0.127	0.083,0.066	0.051
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	19,26	142,183	18,17	100,58	196	99	1	1.0	0.063,0.067	0.083,0.129	-0.041
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	47,52	16,22	50,18	12,9	246	99	1	1.0	0.542,0.487	0.626,0.446	-0.022
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	40,45	12,8	31,20	2,5	191	99	0.792857652241	1.0	0.633,0.745	0.889,0.675	-0.093
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	764,614	174,162	486,201	106,75	188	99	1	1.0	0.698,0.666	0.707,0.585	0.036
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	22,3	0,1	10,4	0,2	192	99	1	1.0	1.0,0.607	1.0,0.508	0.049
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	195,286	710,725	119,120	556,339	178	99	1	1.0	0.133,0.18	0.106,0.164	0.021
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	236,287	4344,4792	237,161	4158,2524	162	99	1	1.0	0.032,0.035	0.034,0.038	-0.003
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	66,57	110,135	32,31	69,33	205	99	1	1.0	0.225,0.169	0.183,0.312	-0.05
