ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	3358,3647	3,9	2435,1230	3,0	188	99	1	1.0	0.998,0.995	0.998,1.0	-0.003
2	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	2	38,33	0,2	26,14	0,0	165	99	1	1.0	1.0,0.908	1.0,1.0	-0.046
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	3	396,382	2,0	391,177	1,0	296	99	1	1.0	0.985,1.0	0.992,1.0	-0.004
4	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103	4	6547,7302	1,0	6399,3158	0,0	177	99	1	1.0	1.0,1.0	1.0,1.0	0.0
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	5	192,157	0,0	122,57	3,1	140	99	1	1.0	1.0,1.0	0.966,0.976	0.029
6	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082	6	49,34	0,0	25,17	1,0	149	99	1	1.0	1.0,1.0	0.943,1.0	0.028
7	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	7	149,231	0,2	105,63	0,0	188	99	1	1.0	1.0,0.984	1.0,1.0	-0.008
8	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936	8	945,881	1,0	752,385	0,0	160	99	1	1.0	0.998,1.0	1.0,1.0	-0.001
9	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	9	811,863	0,0	690,329	0,1	179	99	1	1.0	1.0,1.0	1.0,0.995	0.002
10	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	10	925,979	0,0	789,421	0,1	180	99	1	1.0	1.0,1.0	1.0,0.996	0.002
11	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	11	4,2	48,49	1,1	28,19	120	99	1	1.0	0.064,0.033	0.029,0.042	0.013
12	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	12	1433,1907	0,2	926,430	0,0	163	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
13	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	13	197,251	116,98	63,34	95,67	157	99	2.2868282385e-05	0.0354572718379425	0.517,0.618	0.295,0.242	0.299
15	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	15	1142,1110	12,0	784,347	6,3	219	99	1	1.0	0.977,1.0	0.983,0.981	0.006
16	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	16	13,12	6,0	29,10	3,12	229	99	0.562909914901	1.0	0.484,1.0	0.807,0.265	0.206
17	"AT5G63940"	NA	chr5	+	25588520	25588603	25587997	25588434	25588716	25588948	17	287,232	1,0	139,51	0,0	182	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
18	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	18	3001,3630	2,0	1933,1236	0,1	2955	99	1	1.0	0.98,1.0	1.0,0.976	0.002
19	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	19	607,564	1,6	418,205	0,1	212	99	1	1.0	0.996,0.978	1.0,0.99	-0.008
22	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039	22	524,463	0,0	303,180	0,2	247	99	1	1.0	1.0,1.0	1.0,0.973	0.014
23	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973	23	2,0	6,13	0,0	4,0	229	99	1	1.0	0.126,0.0	0.0,NA	0.063
25	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436	25	292,292	4,1	239,130	2,0	169	99	1	1.0	0.977,0.994	0.986,1.0	-0.007
26	"AT5G62820"	NA	chr5	-	25224107	25224243	25223726	25224022	25224335	25225052	26	55,62	0,0	36,15	2,0	235	99	1	1.0	1.0,1.0	0.883,1.0	0.058
28	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735	28	452,449	0,4	245,152	0,0	202	99	1	1.0	1.0,0.982	1.0,1.0	-0.009
29	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603	29	96,103	1,0	61,24	1,2	152	99	1	1.0	0.984,1.0	0.975,0.887	0.061
30	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626	30	109,126	1,0	89,35	1,2	155	99	1	1.0	0.986,1.0	0.983,0.918	0.042
31	"AT5G62165"	NA	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427	31	16,25	5,2	2,2	0,0	161	99	0.293743262313	1.0	0.663,0.885	1.0,1.0	-0.226
33	"AT5G61960"	NA	chr5	-	24883691	24883955	24883550	24883573	24884059	24884174	33	14,7	0,0	8,2	1,1	363	99	0.749204055841	1.0	1.0,1.0	0.686,0.353	0.48
34	"AT5G61960"	NA	chr5	-	24883907	24883955	24883550	24883573	24884059	24884174	34	10,4	0,0	7,3	1,1	147	99	1	1.0	1.0,1.0	0.825,0.669	0.253
35	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621	35	65,107	1,2	34,17	0,0	136	99	1	1.0	0.979,0.975	1.0,1.0	-0.023
36	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564	36	10252,11804	1,0	7667,3729	0,0	173	99	1	1.0	1.0,1.0	1.0,1.0	0.0
37	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501	37	845,938	0,0	697,330	0,3	154	99	1	1.0	1.0,1.0	1.0,0.986	0.007
38	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223	38	720,856	0,1	670,321	0,0	145	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
39	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178	39	278,367	0,0	229,158	1,1	146	99	1	1.0	1.0,1.0	0.994,0.991	0.008
40	"AT5G59770"	NA	chr5	-	24080110	24080178	24079962	24080009	24080373	24080427	40	312,381	0,1	270,184	0,0	167	99	1	1.0	1.0,0.996	1.0,1.0	-0.002
41	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388	41	156,170	0,2	83,66	0,0	186	99	1	1.0	1.0,0.978	1.0,1.0	-0.011
42	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516	42	299,304	1,1	184,103	0,1	188	99	1	1.0	0.994,0.994	1.0,0.982	0.003
43	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610	43	5159,5246	2,0	3392,1814	0,0	142	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
44	"AT5G59610"	NA	chr5	+	24014317	24014346	24013770	24013936	24014483	24014578	44	6,7	93,88	7,4	69,33	128	99	1	1.0	0.048,0.058	0.073,0.086	-0.026
45	"AT5G59610"	NA	chr5	+	24014317	24014350	24013770	24013936	24014483	24014578	45	14,14	93,88	13,10	69,33	132	99	1	1.0	0.101,0.107	0.124,0.185	-0.05
46	"AT5G59460"	NA	chr5	-	23977792	23977890	23977574	23977656	23978249	23978399	46	215,246	0,0	196,87	3,0	197	99	1	1.0	1.0,1.0	0.97,1.0	0.015
47	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273	47	744,848	1,6	462,275	0,1	167	99	1	1.0	0.998,0.988	1.0,0.994	-0.004
48	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274	48	412,431	1,6	216,159	0,1	173	99	1	1.0	0.996,0.976	1.0,0.989	-0.008
49	"AT5G58740"	NA	chr5	-	23727066	23727115	23726619	23726762	23727229	23727378	49	1189,1474	1,0	836,413	0,0	148	99	1	1.0	0.999,1.0	1.0,1.0	-0.0
50	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548	50	692,576	0,1	526,208	0,0	170	99	1	1.0	1.0,0.997	1.0,1.0	-0.002
51	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799	51	149,141	0,0	121,54	0,2	174	99	1	1.0	1.0,1.0	1.0,0.939	0.03
52	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949	52	391,303	1,0	102,60	0,0	216	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
53	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693	53	975,975	0,1	737,288	1,0	117	99	1	1.0	1.0,0.999	0.998,1.0	0.001
54	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413	54	8281,11472	22,36	6623,3339	28,15	166	99	1	1.0	0.996,0.995	0.993,0.993	0.003
