ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
4	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
6	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082
7	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
8	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936
9	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
10	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
12	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
13	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
15	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
17	"AT5G63940"	NA	chr5	+	25588520	25588603	25587997	25588434	25588716	25588948
18	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
19	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
22	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
26	"AT5G62820"	NA	chr5	-	25224107	25224243	25223726	25224022	25224335	25225052
28	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
29	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
30	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
35	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
36	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564
37	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
38	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
39	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178
40	"AT5G59770"	NA	chr5	-	24080110	24080178	24079962	24080009	24080373	24080427
41	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
42	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
43	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
46	"AT5G59460"	NA	chr5	-	23977792	23977890	23977574	23977656	23978249	23978399
47	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
48	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
49	"AT5G58740"	NA	chr5	-	23727066	23727115	23726619	23726762	23727229	23727378
50	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548
51	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
52	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
53	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
54	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
56	"AT5G55280"	NA	chr5	-	22422031	22422131	22421708	22421938	22422233	22422649
58	"AT5G54800"	NA	chr5	+	22263100	22263314	22262623	22262846	22263550	22263936
59	"AT5G54750"	NA	chr5	+	22242403	22242501	22242063	22242136	22242750	22242850
60	"AT5G54750"	NA	chr5	+	22242403	22242540	22242063	22242136	22242750	22242850
61	"AT5G54290"	NA	chr5	+	22051513	22051645	22051036	22051169	22051836	22051895
62	"AT5G53900"	NA	chr5	-	21882590	21882734	21882328	21882434	21882856	21882907
66	"AT5G53140"	NA	chr5	+	21551632	21551707	21551408	21551500	21551793	21552559
67	"AT5G53050"	NA	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744
68	"AT5G53045"	NA	chr5	-	21508849	21508905	21508340	21508708	21509482	21509609
69	"AT5G53045"	NA	chr5	-	21509007	21509080	21508849	21508905	21509482	21509609
71	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829
72	"AT5G53010"	NA	chr5	-	21490162	21490300	21489956	21490060	21490445	21490544
74	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410
75	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880
76	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648
77	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648
78	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
79	"AT5G52070"	NA	chr5	+	21163578	21163648	21161131	21161353	21163726	21163968
81	"AT5G53350"	NA	chr5	+	21645344	21645395	21645163	21645243	21645489	21645564
82	"AT5G51200"	NA	chr5	+	20811921	20812040	20811158	20811356	20812248	20812399
83	"AT5G51200"	NA	chr5	+	20811921	20812043	20811158	20811356	20812248	20812399
85	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976
86	"AT5G49390"	NA	chr5	+	20027353	20027415	20026901	20026988	20027587	20027665
88	"AT5G49030"	NA	chr5	-	19879726	19879871	19879315	19879547	19880180	19880288
89	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
90	"AT5G48620"	NA	chr5	+	19716989	19717075	19716103	19716609	19717341	19718282
91	"AT5G48620"	NA	chr5	+	19716996	19717075	19716142	19716609	19717341	19718282
92	"AT5G48610"	NA	chr5	+	19712080	19712244	19711540	19711696	19712335	19712691
93	"AT5G48600"	NA	chr5	+	19704270	19704401	19703931	19704076	19704655	19704808
94	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747
95	"AT5G47930"	NA	chr5	-	19407008	19407037	19406079	19406543	19407134	19407236
96	"AT5G47690"	NA	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896
98	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
103	"AT5G47080"	NA	chr5	-	19125769	19125979	19125515	19125625	19126159	19126611
104	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125610	19126159	19126569
105	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125625	19126159	19126569
108	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446
110	"AT5G45310"	NA	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820
111	"AT5G45040"	NA	chr5	-	18176105	18176203	18175986	18176018	18176565	18176701
112	"AT5G45000"	NA	chr5	+	18166038	18166145	18165335	18165908	18166244	18166746
113	"AT5G46030"	NA	chr5	+	18670875	18670897	18670717	18670788	18670981	18671373
114	"AT5G44750"	NA	chr5	+	18057537	18057606	18057124	18057197	18057747	18057846
115	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342
117	"AT5G44480"	NA	chr5	+	17921387	17921575	17920455	17920785	17921647	17921772
