IncLevel1	IncLevel2	IncLevelDifference
0.274,0.168	0.0,0.0	0.221
0.2,0.173	0.115,0.147	0.055
0.073,0.081	0.074,0.105	-0.012
0.116,0.113	0.411,0.113	-0.148
0.127,0.15	0.112,0.067	0.049
0.053,0.043	0.046,0.083	-0.017
0.518,0.472	0.509,0.363	0.059
0.879,0.617	0.912,0.861	-0.139
0.739,0.722	0.651,0.643	0.083
0.167,0.173	0.115,0.113	0.056
0.036,0.035	0.041,0.039	-0.004
0.298,0.222	0.221,0.223	0.038
0.128,0.11	0.12,0.104	0.007
0.05,0.093	0.083,0.037	0.012
0.218,0.161	0.248,0.27	-0.07
0.032,0.042	0.085,0.143	-0.077
0.922,0.757	0.71,0.804	0.083
0.0,0.0	0.0,0.016	-0.008
0.216,0.252	0.231,0.228	0.004
0.024,0.041	0.015,0.101	-0.026
0.09,0.106	0.139,0.029	0.014
0.046,0.032	0.03,0.03	0.009
0.191,0.254	0.068,0.145	0.116
0.194,0.351	0.324,0.329	-0.054
0.333,0.322	0.438,0.424	-0.103
0.023,0.011	0.03,0.034	-0.015
0.015,0.018	0.018,0.013	0.001
0.009,0.009	0.003,0.006	0.004
0.014,0.025	0.009,0.048	-0.009
0.896,1.0	0.974,1.0	-0.039
0.989,1.0	1.0,1.0	-0.006
0.069,0.211	0.595,0.563	-0.439
0.071,0.074	0.091,0.104	-0.025
0.119,0.093	0.161,0.046	0.002
0.06,0.05	0.027,0.008	0.037
0.05,0.083	0.048,0.046	0.02
0.872,0.858	0.872,0.856	0.001
0.375,0.233	0.092,0.461	0.027
0.365,0.277	0.253,0.311	0.039
0.528,0.219	0.0,1.0	-0.127
0.304,0.07	NA,0.259	-0.072
0.301,0.317	0.0,0.213	0.203
0.659,0.786	NA,1.0	-0.277
0.12,0.258	0.0,0.226	0.076
0.109,0.109	0.058,0.076	0.042
0.994,0.988	0.953,0.964	0.033
0.886,0.834	1.0,1.0	-0.14
0.433,0.348	0.354,0.342	0.042
0.631,0.379	0.328,0.494	0.094
0.267,0.196	0.374,0.39	-0.15
0.059,0.078	0.118,0.089	-0.035
0.104,0.09	0.161,0.201	-0.084
0.203,0.188	0.188,0.215	-0.006
0.249,0.156	0.072,0.192	0.071
0.086,0.105	0.462,0.515	-0.393
0.051,0.115	0.264,0.144	-0.121
0.688,0.27	0.146,0.247	0.282
0.227,0.165	0.042,0.094	0.128
0.446,0.263	0.321,0.366	0.011
0.23,0.305	0.222,0.405	-0.046
0.449,0.584	0.395,0.43	0.104
0.075,0.049	0.109,0.124	-0.054
0.892,1.0	1.0,1.0	-0.054
0.033,0.042	0.043,0.031	0.001
0.055,0.113	0.195,0.092	-0.06
0.1,0.079	0.136,0.096	-0.027
0.0,0.007	0.0,0.005	0.001
0.303,0.209	0.185,0.171	0.078
0.17,0.107	0.116,0.176	-0.007
0.126,0.094	0.179,0.206	-0.083
0.592,0.55	0.555,0.592	-0.003
0.029,0.053	0.076,0.058	-0.026
0.0,0.0	0.0,0.138	-0.069
0.072,0.073	0.101,0.13	-0.043
0.059,0.038	0.06,0.09	-0.026
0.167,0.083	0.119,0.037	0.047
0.682,0.774	1.0,0.774	-0.159
0.059,0.047	0.071,0.043	-0.004
0.178,NA	NA,0.0	0.178
0.325,0.279	0.29,0.265	0.025
0.019,0.007	0.115,0.316	-0.202
0.009,0.028	0.03,0.006	0.001
0.274,0.306	1.0,0.345	-0.382
0.038,0.033	0.041,0.035	-0.003
0.962,0.924	0.973,0.965	-0.026
0.101,0.116	0.142,0.137	-0.031
0.987,0.979	0.987,0.989	-0.005
0.697,0.705	0.697,0.688	0.009
0.08,0.064	0.088,0.073	-0.008
0.464,0.694	0.313,0.468	0.188
0.055,0.091	0.0,0.052	0.047
0.725,0.357	0.575,0.471	0.018
0.429,0.334	0.196,0.273	0.147
0.117,0.0	0.494,0.0	-0.189
0.236,0.266	0.126,0.186	0.095
0.091,0.043	0.057,0.111	-0.017
0.589,0.467	0.78,0.735	-0.23
0.132,0.067	0.145,0.055	-0.0
0.02,0.014	0.025,0.013	-0.002
0.052,0.087	0.122,0.069	-0.026
0.289,0.297	0.368,0.371	-0.077
0.275,0.278	0.416,0.19	-0.026
0.839,0.74	0.638,0.601	0.17
0.252,0.203	0.255,0.177	0.012
0.887,0.949	0.92,0.949	-0.017
0.736,0.696	0.812,0.825	-0.103
0.071,0.065	0.028,0.072	0.018
0.218,0.213	0.318,0.358	-0.122
0.308,0.327	0.323,0.263	0.024
0.106,0.156	0.23,0.235	-0.101
0.652,0.441	0.898,0.853	-0.329
0.092,0.119	0.119,0.131	-0.02
0.191,0.21	0.264,0.195	-0.029
0.226,0.277	0.19,0.202	0.055
0.062,0.082	0.103,0.145	-0.052
0.254,0.313	1.0,0.237	-0.335
0.762,0.626	1.0,0.85	-0.231
1.0,1.0	1.0,0.886	0.057
1.0,0.679	0.531,0.757	0.196
0.373,0.107	0.307,0.325	-0.076
0.683,0.564	0.44,0.342	0.232
0.204,0.202	0.139,0.26	0.004
0.171,0.108	0.118,0.129	0.016
0.301,0.229	0.561,0.309	-0.17
0.045,0.219	0.0,0.027	0.119
0.202,0.322	0.176,0.169	0.09
0.0,0.156	0.193,0.551	-0.294
0.023,0.084	0.132,0.041	-0.033
0.032,0.049	0.061,0.035	-0.007
0.108,0.039	0.0,0.263	-0.058
0.127,0.105	0.0,0.025	0.103
0.319,0.333	0.429,0.228	-0.003
0.153,0.184	0.162,0.182	-0.004
0.375,0.0	NA,0.375	-0.188
0.057,0.041	0.028,0.063	0.004
0.09,0.149	0.106,0.093	0.02
0.846,0.863	1.0,1.0	-0.145
0.754,0.672	1.0,0.814	-0.194
0.841,0.663	0.686,0.8	0.009
0.114,0.117	0.088,0.1	0.022
0.949,0.971	0.907,0.832	0.091
0.257,0.174	0.343,0.284	-0.098
1.0,0.905	0.882,0.967	0.028
0.161,0.166	0.303,0.232	-0.104
0.904,0.825	0.952,0.827	-0.025
0.98,0.984	0.97,0.984	0.005
0.973,0.958	0.975,0.963	-0.003
0.122,0.097	0.106,0.137	-0.012
0.545,0.353	0.441,0.353	0.052
0.197,0.14	0.247,0.207	-0.058
0.15,0.111	0.278,0.261	-0.139
0.073,0.096	0.261,0.227	-0.16
0.004,0.004	0.022,0.016	-0.015
0.282,0.0	0.0,0.259	0.011
0.101,0.098	0.112,0.032	0.027
0.111,0.193	0.155,0.159	-0.005
0.485,0.332	0.406,0.327	0.042
0.134,0.163	0.112,0.11	0.038
0.022,0.06	0.068,0.082	-0.034
0.027,0.079	0.071,0.0	0.018
0.086,0.049	0.025,0.037	0.037
1.0,1.0	1.0,0.742	0.129
0.067,0.078	0.1,0.101	-0.028
0.166,0.241	0.376,0.381	-0.175
0.26,0.26	0.309,0.493	-0.141
0.024,0.171	0.093,0.047	0.027
0.136,0.204	0.106,0.094	0.07
0.793,0.663	0.59,0.581	0.143
0.08,0.016	0.01,0.03	0.028
0.939,0.933	0.905,0.94	0.013
0.0,0.207	1.0,0.0	-0.397
0.23,0.264	0.428,0.428	-0.181
0.221,0.416	0.0,0.363	0.137
0.02,0.0	0.0,0.017	0.001
0.022,0.045	0.042,0.029	-0.002
0.047,0.0	0.058,0.087	-0.049
0.189,0.235	0.062,0.201	0.08
0.149,0.173	0.104,0.13	0.044
0.312,0.349	0.414,0.333	-0.043
0.298,0.502	0.298,0.483	0.01
0.05,0.021	0.036,0.031	0.002
0.013,0.006	0.016,0.021	-0.009
0.02,0.038	0.038,0.082	-0.031
0.681,0.7	0.615,0.619	0.074
1.0,1.0	0.921,1.0	0.039
0.026,0.016	0.028,0.025	-0.006
0.298,0.348	0.386,0.343	-0.042
0.053,0.048	0.052,0.043	0.003
0.01,0.008	0.007,0.011	0.0
0.891,0.811	0.775,0.501	0.213
0.296,0.244	0.212,0.229	0.05
0.032,0.031	0.022,0.029	0.006
0.06,0.039	0.035,0.021	0.021
0.183,0.077	0.105,0.036	0.06
0.084,0.09	0.08,0.084	0.005
0.407,0.233	0.22,0.217	0.102
0.692,1.0	0.676,0.884	0.066
0.957,0.987	0.979,0.962	0.002
0.734,0.739	0.765,0.886	-0.089
0.956,0.897	0.98,0.934	-0.031
0.045,0.037	0.051,0.039	-0.004
0.056,0.0	0.186,0.021	-0.075
0.331,0.433	0.652,0.882	-0.385
0.01,0.009	0.077,0.061	-0.06
0.164,0.136	0.136,0.078	0.043
0.161,0.185	0.456,0.434	-0.272
0.185,0.106	0.428,0.363	-0.25
0.057,0.096	0.117,0.071	-0.018
0.9,0.962	0.915,1.0	-0.026
0.043,0.061	0.024,0.057	0.011
0.016,0.019	0.026,0.019	-0.005
0.921,1.0	1.0,0.95	-0.014
0.166,0.138	0.0,0.071	0.117
0.265,0.265	0.231,0.231	0.034
0.047,0.132	0.093,0.288	-0.101
0.866,0.783	0.331,0.643	0.338
1.0,0.976	1.0,1.0	-0.012
0.134,0.187	0.135,0.212	-0.013
0.365,0.407	0.475,0.41	-0.056
1.0,1.0	NA,0.0	1.0
0.558,0.762	1.0,0.466	-0.073
0.137,0.073	0.042,0.269	-0.05
0.17,0.072	0.082,0.086	0.037
0.612,0.427	0.232,0.299	0.254
0.149,0.124	0.155,0.158	-0.02
0.434,0.472	0.367,0.4	0.069
0.566,0.571	0.385,0.562	0.095
0.798,0.788	0.731,0.779	0.038
0.012,0.038	0.039,0.011	0.0
0.037,0.018	0.014,0.007	0.017
0.022,0.044	0.0,0.0	0.033
0.146,0.063	0.091,0.058	0.03
0.007,0.095	0.057,0.051	-0.003
0.044,0.052	0.062,0.039	-0.003
0.112,0.164	0.316,0.32	-0.18
0.247,0.301	0.359,0.377	-0.094
0.094,0.067	0.098,0.111	-0.024
0.0,0.193	0.0,0.07	0.061
0.328,0.237	0.465,0.498	-0.199
0.934,0.703	0.716,0.875	0.023
0.56,0.746	0.864,0.894	-0.226
0.277,0.268	0.16,0.153	0.116
0.221,0.039	0.159,0.0	0.051
NA,0.0	1.0,NA	-1.0
0.013,0.01	0.005,0.007	0.005
0.23,0.208	0.173,0.188	0.039
0.547,0.599	0.845,0.87	-0.284
0.356,0.297	0.578,0.422	-0.173
0.2,0.16	0.29,0.305	-0.117
0.264,0.234	0.403,0.384	-0.145
0.43,0.232	0.791,1.0	-0.565
0.45,0.395	0.263,0.058	0.262
0.346,0.394	0.24,0.232	0.134
0.93,1.0	0.954,0.972	0.002
0.134,0.116	0.245,0.162	-0.079
0.139,0.171	0.074,0.143	0.047
0.04,0.006	0.014,0.0	0.016
0.035,0.024	0.049,0.053	-0.022
0.089,0.134	0.102,0.137	-0.008
0.087,0.0	0.072,0.104	-0.044
0.109,0.04	0.0,0.101	0.024
0.329,0.283	0.497,0.372	-0.129
0.061,0.044	0.012,0.055	0.019
0.101,0.033	0.021,0.0	0.057
0.85,0.802	0.695,0.442	0.258
1.0,0.897	1.0,0.931	-0.017
1.0,0.572	0.234,0.414	0.462
0.706,0.658	1.0,1.0	-0.318
0.22,0.225	0.222,0.271	-0.024
0.11,0.077	0.069,0.047	0.035
0.36,0.39	0.484,0.428	-0.081
0.885,0.912	0.952,0.984	-0.069
0.318,0.412	NA,0.237	0.128
0.028,0.0	0.032,0.0	-0.002
0.881,1.0	1.0,0.956	-0.037
1.0,1.0	0.963,1.0	0.018
1.0,0.668	NA,0.334	0.5
0.132,0.219	0.22,0.212	-0.041
0.036,0.054	0.124,0.015	-0.025
0.101,0.09	0.049,0.086	0.028
0.041,0.047	0.086,0.033	-0.015
0.038,0.025	0.041,0.02	0.001
0.0,0.156	0.0,0.084	0.036
0.331,0.404	0.253,0.277	0.103
0.115,0.142	0.055,0.141	0.031
0.066,0.088	0.075,0.101	-0.011
0.026,0.03	0.03,0.048	-0.011
0.899,0.828	0.884,0.514	0.164
0.879,0.79	0.852,0.78	0.018
0.0,0.0	0.0,0.007	-0.004
0.052,0.038	0.018,0.077	-0.003
1.0,0.0	1.0,0.0	0.0
0.253,0.102	0.102,0.213	0.02
0.949,0.958	0.885,0.98	0.021
0.087,0.055	0.268,0.055	-0.091
0.016,0.019	0.022,0.037	-0.012
0.026,0.039	0.022,0.015	0.014
0.078,0.07	0.087,0.053	0.004
0.028,0.029	0.032,0.025	0.0
0.058,0.07	0.069,0.08	-0.011
0.042,0.053	0.154,0.157	-0.108
0.811,0.807	0.6,0.802	0.108
0.127,0.083	0.058,0.069	0.042
0.081,0.115	0.118,0.16	-0.041
1.0,0.804	0.859,0.905	0.02
0.89,0.875	0.87,0.968	-0.036
0.204,0.068	0.119,0.142	0.006
0.009,0.001	0.006,0.014	-0.005
0.038,0.057	0.058,0.046	-0.005
0.048,0.02	0.069,0.059	-0.03
0.253,0.277	0.392,0.335	-0.099
0.82,1.0	1.0,0.562	0.129
0.0,0.08	0.0,0.032	0.024
0.707,1.0	1.0,1.0	-0.147
0.718,1.0	0.698,0.284	0.368
0.757,0.77	1.0,0.953	-0.213
0.192,0.116	0.097,0.084	0.064
0.759,0.568	0.697,0.624	0.003
0.566,0.79	0.077,0.422	0.428
0.038,0.036	0.042,0.04	-0.004
0.11,0.106	0.124,0.117	-0.012
0.051,0.04	0.063,0.068	-0.02
0.178,0.15	0.237,0.215	-0.062
0.019,0.032	0.017,0.018	0.008
0.07,0.063	0.078,0.036	0.01
0.017,0.02	0.009,0.008	0.01
0.435,0.45	0.539,0.429	-0.041
0.484,0.802	1.0,0.729	-0.222
0.056,0.0	0.0,0.0	0.028
1.0,1.0	1.0,0.791	0.105
0.837,1.0	1.0,0.698	0.07
0.347,0.713	1.0,0.347	-0.143
0.626,0.566	0.393,0.534	0.132
0.077,0.101	0.065,0.074	0.019
0.043,0.054	0.067,0.05	-0.01
0.0,0.069	0.081,0.058	-0.035
0.132,0.093	0.168,0.251	-0.097
0.057,0.025	0.017,0.081	-0.008
0.237,0.28	0.237,0.29	-0.005
0.715,0.76	0.7,0.725	0.025
0.079,0.154	0.134,0.112	-0.007
0.087,0.061	0.09,0.129	-0.036
0.0,0.088	0.0,0.027	0.03
0.07,0.03	0.011,0.024	0.033
0.527,0.341	0.32,0.29	0.129
0.069,0.113	0.082,0.016	0.042
0.067,0.064	0.014,0.094	0.012
0.277,0.16	0.0,0.317	0.06
0.12,0.129	0.115,0.114	0.01
0.217,0.231	0.139,0.257	0.026
0.984,1.0	1.0,1.0	-0.008
0.097,0.093	NA,0.258	-0.163
0.07,0.109	0.04,0.038	0.05
0.11,0.071	0.0,0.136	0.022
0.043,0.077	0.333,0.027	-0.12
0.082,0.085	0.109,0.096	-0.019
1.0,1.0	1.0,0.998	0.001
0.985,0.946	0.975,0.983	-0.013
0.147,0.149	0.303,0.168	-0.087
0.666,0.731	0.0,0.685	0.356
0.156,1.0	1.0,0.0	0.078
0.057,0.085	0.04,0.049	0.027
0.039,0.014	0.027,0.019	0.003
0.072,0.12	0.144,0.097	-0.024
0.521,0.714	0.283,0.352	0.3
0.088,0.166	0.087,0.074	0.047
0.035,0.08	0.101,0.021	-0.004
0.89,0.96	1.0,0.954	-0.052
0.444,0.47	0.49,0.523	-0.049
0.085,0.069	0.042,0.034	0.039
0.049,0.191	0.107,0.084	0.024
0.029,0.009	0.018,0.133	-0.056
0.09,0.063	0.112,0.039	0.001
0.072,0.076	0.063,0.045	0.02
0.291,0.179	0.355,0.192	-0.038
0.047,0.012	0.017,0.025	0.008
0.362,0.358	0.5,0.635	-0.208
0.08,0.046	0.053,0.071	0.001
0.282,0.272	0.259,0.304	-0.004
0.528,0.506	0.219,0.606	0.105
0.163,0.339	0.155,0.335	0.006
0.248,0.209	0.118,0.191	0.074
0.139,0.107	0.102,0.072	0.036
0.594,0.527	1.0,0.906	-0.393
0.097,0.064	0.158,0.118	-0.058
0.057,0.048	0.069,0.054	-0.009
0.069,0.026	0.049,0.042	0.002
0.033,0.006	0.028,0.02	-0.005
0.037,0.043	0.053,0.057	-0.015
0.239,0.386	0.065,0.239	0.161
0.096,0.145	0.44,0.203	-0.201
0.704,0.729	1.0,0.893	-0.23
0.845,0.739	0.826,0.88	-0.061
0.699,0.842	0.903,0.642	-0.002
0.142,0.13	0.126,0.145	0.001
0.046,0.041	0.043,0.049	-0.003
0.033,0.046	0.05,0.031	-0.001
0.152,0.0	0.0,1.0	-0.424
0.036,0.053	0.065,0.055	-0.015
0.101,0.093	0.107,0.101	-0.007
0.112,0.066	0.156,0.154	-0.066
0.232,0.055	0.058,0.135	0.047
0.105,0.071	0.145,0.067	-0.018
0.058,0.074	0.139,0.133	-0.07
0.108,0.05	0.149,0.24	-0.116
0.037,0.053	0.069,0.118	-0.049
0.092,0.047	0.109,0.133	-0.051
0.755,0.314	0.706,0.631	-0.134
0.431,0.587	0.191,0.165	0.331
0.435,0.19	0.495,0.197	-0.033
0.035,0.027	0.0,0.071	-0.004
0.015,0.007	0.0,0.004	0.009
0.593,0.61	0.511,0.521	0.085
0.009,0.01	0.008,0.008	0.001
0.508,0.493	0.444,0.532	0.012
0.438,0.4	0.612,0.577	-0.175
0.0,0.034	0.0,0.049	-0.007
0.0,0.329	0.0,0.109	0.11
0.031,0.051	0.196,0.101	-0.108
0.019,0.038	0.028,0.04	-0.006
0.144,0.099	0.123,0.159	-0.02
0.139,0.099	0.114,0.147	-0.011
0.08,0.046	0.0,0.0	0.063
NA,1.0	1.0,0.0	0.5
0.102,0.169	0.236,0.085	-0.025
0.345,0.29	0.4,0.181	0.027
0.935,0.964	0.839,0.887	0.087
1.0,1.0	0.919,0.868	0.107
0.793,0.922	1.0,0.832	-0.058
0.456,0.559	0.654,0.738	-0.188
0.712,0.737	0.699,0.75	0.0
0.777,0.802	0.692,0.753	0.067
0.762,0.724	0.867,0.756	-0.069
0.238,0.205	0.173,0.202	0.034
0.097,0.133	0.115,0.101	0.007
0.028,0.035	0.056,0.022	-0.007
0.103,0.301	0.087,0.119	0.099
0.095,0.1	0.278,0.277	-0.18
0.19,0.275	0.264,0.21	-0.004
0.109,0.21	0.118,0.105	0.048
0.413,0.402	0.528,0.401	-0.057
0.174,0.18	0.268,0.269	-0.092
1.0,0.7	1.0,1.0	-0.15
0.561,0.444	0.572,0.358	0.038
0.124,0.018	0.189,0.043	-0.045
0.06,0.034	0.023,0.12	-0.024
0.078,0.085	0.13,0.13	-0.049
0.041,0.042	0.029,0.033	0.011
0.018,0.069	0.048,0.04	-0.0
0.111,0.118	0.135,0.207	-0.056
0.966,0.91	0.913,0.879	0.042
0.334,0.546	0.143,0.426	0.156
1.0,1.0	1.0,0.846	0.077
1.0,0.757	1.0,1.0	-0.121
0.212,0.35	0.747,0.536	-0.36
0.387,0.382	0.663,0.55	-0.222
0.317,0.395	0.864,0.419	-0.285
0.671,0.638	0.904,0.888	-0.241
0.334,0.275	0.4,0.319	-0.055
1.0,0.927	1.0,1.0	-0.036
0.104,0.035	0.07,0.106	-0.018
0.855,0.872	0.863,0.865	-0.001
0.028,0.026	0.038,0.04	-0.012
0.117,0.108	0.122,0.115	-0.006
0.987,0.97	0.973,1.0	-0.008
0.137,0.138	0.146,0.132	-0.002
0.093,0.071	0.012,0.047	0.052
0.074,0.042	0.029,0.055	0.016
0.029,0.034	0.0,0.0	0.032
0.056,0.068	0.0,0.032	0.046
0.097,0.108	0.149,0.108	-0.026
0.095,0.076	0.136,0.05	-0.008
0.515,0.276	0.542,0.458	-0.104
0.032,0.027	0.03,0.029	0.0
0.081,0.182	0.076,0.08	0.054
0.548,0.459	0.524,0.511	-0.014
0.0,0.0	0.0,0.103	-0.051
0.089,0.073	0.056,0.092	0.007
0.432,0.43	0.47,0.367	0.013
0.01,0.008	0.033,0.024	-0.019
0.458,0.418	0.435,0.441	0.0
0.105,0.202	0.168,0.145	-0.003
0.048,0.096	0.121,0.067	-0.022
0.108,0.084	0.131,0.115	-0.027
0.59,0.559	0.195,0.271	0.342
0.337,0.316	0.125,0.278	0.125
0.77,0.874	0.879,0.874	-0.054
0.0,0.41	0.0,0.0	0.205
0.299,0.339	0.204,0.255	0.09
0.005,0.008	0.01,0.005	-0.001
0.041,0.0	0.0,0.0	0.021
0.021,0.019	0.012,0.02	0.004
0.117,0.077	0.052,0.111	0.015
0.133,0.147	0.328,0.351	-0.2
0.168,0.205	0.107,0.139	0.064
0.975,0.965	1.0,0.979	-0.02
0.134,0.066	0.0,0.084	0.058
0.102,0.042	0.066,0.08	-0.001
0.363,0.425	0.238,0.238	0.156
0.591,0.653	0.654,0.463	0.064
0.21,0.266	0.301,0.251	-0.038
0.082,0.055	0.066,0.075	-0.002
0.169,0.236	0.234,0.171	0.0
0.141,0.132	0.129,0.123	0.011
0.069,0.058	0.097,0.08	-0.025
0.141,0.111	0.111,0.158	-0.009
0.668,0.636	0.614,0.584	0.053
0.181,0.128	0.113,0.146	0.025
0.053,0.042	0.065,0.049	-0.01
0.113,0.071	0.087,0.068	0.014
1.0,0.135	0.0,0.0	0.568
1.0,1.0	1.0,0.914	0.043
0.781,0.623	0.639,0.734	0.015
1.0,0.883	0.877,0.96	0.023
0.923,0.898	0.809,0.864	0.074
0.181,0.238	0.296,0.249	-0.063
0.077,0.072	0.115,0.156	-0.061
0.075,0.076	0.067,0.086	-0.001
0.331,0.245	0.426,0.343	-0.096
0.372,0.36	0.531,0.477	-0.138
0.118,0.153	0.108,0.117	0.023
0.078,0.076	0.088,0.094	-0.014
0.08,0.076	0.063,0.075	0.009
0.015,0.028	0.052,0.008	-0.009
0.042,0.054	0.05,0.068	-0.011
0.145,0.201	0.258,0.166	-0.039
0.092,0.069	0.035,0.109	0.008
0.262,0.241	0.284,0.264	-0.023
0.64,0.521	0.708,0.526	-0.036
0.106,0.241	0.137,0.12	0.045
0.094,0.097	0.126,0.14	-0.038
0.15,0.133	0.18,0.151	-0.024
0.754,0.429	0.503,0.823	-0.072
0.689,0.685	0.795,0.486	0.046
0.096,0.065	0.077,0.087	-0.001
0.018,0.032	0.0,0.063	-0.006
0.063,0.059	0.172,0.087	-0.069
0.943,0.942	0.94,0.946	-0.001
0.055,0.035	0.014,0.019	0.028
0.196,0.0	1.0,0.216	-0.51
