ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
2	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
4	"AT5G66190"	NA	chr5	-	26451832	26451910	26451675	26451738	26452011	26452103
5	"AT5G66040"	NA	chr5	+	26410731	26410805	26410343	26410645	26410868	26410993
6	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
7	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
8	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243
9	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936
10	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
11	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
12	"AT5G65460"	NA	chr5	-	26167163	26167295	26166889	26167068	26167726	26167833
13	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833
14	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
15	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
16	"AT5G64540"	NA	chr5	-	25800992	25801082	25800784	25800842	25801184	25801302
17	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
18	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753
19	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823
20	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
21	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
22	"AT5G63540"	NA	chr5	-	25443082	25443181	25442760	25442915	25443295	25443441
23	"AT5G63260"	NA	chr5	+	25362609	25362657	25361746	25362298	25362725	25362791
24	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
25	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700
26	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973
27	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310678	25310973
28	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436
29	"AT5G62820"	NA	chr5	-	25224107	25224243	25223726	25224022	25224335	25225052
30	"AT5G62640"	NA	chr5	-	25151916	25151991	25151759	25151853	25152270	25152541
31	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
32	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
33	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
34	"AT5G62165"	NA	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427
35	"AT5G62165"	NA	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882
36	"AT5G61960"	NA	chr5	-	24883691	24883955	24883550	24883573	24884059	24884174
37	"AT5G61960"	NA	chr5	-	24883907	24883955	24883550	24883573	24884059	24884174
38	"AT5G61410"	NA	chr5	-	24684044	24684134	24683605	24683858	24684227	24684297
39	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564
40	"AT5G66180"	NA	chr5	+	26449139	26449284	26448937	26449064	26449367	26449458
41	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
42	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
43	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178
44	"AT5G59770"	NA	chr5	-	24080110	24080178	24079962	24080009	24080373	24080427
45	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
46	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
47	"AT5G59613"	NA	chr5	-	24016165	24016208	24015393	24015729	24016379	24016610
48	"AT5G59610"	NA	chr5	+	24014317	24014346	24013770	24013936	24014483	24014578
49	"AT5G59610"	NA	chr5	+	24014317	24014350	24013770	24013936	24014483	24014578
50	"AT5G59460"	NA	chr5	-	23977792	23977890	23977574	23977656	23978249	23978399
51	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
52	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
53	"AT5G58740"	NA	chr5	-	23727066	23727115	23726619	23726762	23727229	23727378
54	"AT5G58470"	NA	chr5	-	23639687	23640321	23639397	23639548	23640443	23640537
55	"AT5G58440"	NA	chr5	-	23625252	23625462	23624734	23624995	23625557	23626957
56	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548
57	"AT5G58100"	NA	chr5	+	23512420	23512524	23511949	23512108	23512722	23512898
58	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
59	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
60	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
61	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
62	"AT5G56260"	NA	chr5	-	22776457	22776603	22775208	22776068	22777035	22777355
63	"AT5G55280"	NA	chr5	-	22422031	22422131	22421708	22421938	22422233	22422649
64	"AT5G54940"	NA	chr5	-	22309215	22309280	22308270	22308811	22309356	22309408
65	"AT5G54800"	NA	chr5	+	22263100	22263314	22262623	22262846	22263550	22263936
66	"AT5G54750"	NA	chr5	+	22242403	22242501	22242063	22242136	22242750	22242850
67	"AT5G54750"	NA	chr5	+	22242403	22242540	22242063	22242136	22242750	22242850
68	"AT5G53900"	NA	chr5	-	21882590	21882734	21882328	21882434	21882856	21882907
69	"AT5G53360"	NA	chr5	+	21648477	21648820	21647822	21648274	21648903	21649567
70	"AT5G53180"	NA	chr5	-	21570833	21570891	21570165	21570228	21571043	21571253
71	"AT5G53180"	NA	chr5	-	21570833	21570894	21570165	21570228	21571043	21571253
72	"AT5G53140"	NA	chr5	+	21551632	21551707	21551408	21551500	21551793	21552559
73	"AT5G53050"	NA	chr5	-	21512347	21512443	21511912	21511966	21512643	21512744
74	"AT5G53045"	NA	chr5	-	21509007	21509080	21508849	21508905	21509482	21509609
75	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499794	21500829
76	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829
77	"AT5G53010"	NA	chr5	-	21492832	21492916	21492596	21492734	21492998	21493041
78	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410
79	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880
80	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648
81	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648
82	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
