ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	2,1	9,15	0,0	11,6	225	149	1	1.0	0.128,0.042	0.0,0.0	0.085
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	139,106	289,332	47,34	229,162	252	149	1	1.0	0.221,0.159	0.108,0.11	0.081
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	71,36	389,473	50,14	262,195	251	149	1	1.0	0.098,0.043	0.102,0.041	-0.001
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	7,10	26,23	16,4	12,14	227	149	0.86758817551	1.0	0.15,0.222	0.467,0.158	-0.127
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	42,53	168,174	27,9	121,85	273	149	1	1.0	0.12,0.143	0.109,0.055	0.05
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	20,20	135,181	14,12	94,46	246	149	1	1.0	0.082,0.063	0.083,0.136	-0.037
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	26,38	11,17	39,18	8,7	296	149	0.761997954047	1.0	0.543,0.529	0.71,0.564	-0.101
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	24,41	10,3	18,19	2,3	241	149	1	1.0	0.597,0.894	0.848,0.797	-0.077
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	558,469	133,115	330,163	67,58	238	149	1	1.0	0.724,0.719	0.755,0.638	0.025
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	17,2	0,0	7,3	1,2	242	149	0.489039200913	1.0	1.0,1.0	0.812,0.48	0.354
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	158,237	631,640	111,113	530,284	228	149	1	1.0	0.141,0.195	0.12,0.206	0.005
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	213,245	4334,4599	223,187	4047,2518	212	149	1	1.0	0.033,0.036	0.037,0.05	-0.009
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	53,44	100,119	31,39	72,31	255	149	1	1.0	0.236,0.178	0.201,0.424	-0.106
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	103,94	421,433	74,28	391,164	225	149	1	1.0	0.139,0.126	0.111,0.102	0.026
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	1,6	52,67	0,1	33,20	232	149	1	1.0	0.012,0.054	0.0,0.031	0.018
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	27,26	81,82	16,8	48,26	246	149	1	1.0	0.168,0.161	0.168,0.157	0.002
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	10,13	109,69	8,4	53,28	247	149	1	1.0	0.052,0.102	0.083,0.079	-0.004
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	173,185	40,42	103,52	27,13	272	149	1	1.0	0.703,0.707	0.676,0.687	0.023
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	2,1	102,123	1,1	50,43	251	149	1	1.0	0.012,0.005	0.012,0.014	-0.005
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	57,48	177,163	45,26	105,48	232	149	1	1.0	0.171,0.159	0.216,0.258	-0.072
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	10,14	86,76	8,7	54,29	298	149	1	1.0	0.055,0.084	0.069,0.108	-0.019
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	1,1	47,37	0,2	14,12	225	149	1	1.0	0.014,0.018	0.0,0.099	-0.034
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	25,31	269,241	8,13	162,76	298	149	1	1.0	0.044,0.06	0.024,0.079	0.0
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	4,0	19,11	2,2	5,4	244	149	0.463637685222	1.0	0.114,0.0	0.196,0.234	-0.158
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	5,10	30,13	1,1	3,3	215	149	1	1.0	0.104,0.348	0.188,0.188	0.038
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	90,80	97,104	74,48	83,38	287	149	1	1.0	0.325,0.285	0.316,0.396	-0.051
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	14,9	523,545	10,2	412,193	231	149	1	1.0	0.017,0.011	0.015,0.007	0.003
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	9,18	0,0	28,12	0,1	241	149	1	1.0	1.0,1.0	1.0,0.881	0.059
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	77,68	3152,3762	34,23	2370,1329	224	149	1	1.0	0.016,0.012	0.009,0.011	0.004
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	81,102	2518,3075	52,28	1905,1060	240	149	1	1.0	0.02,0.02	0.017,0.016	0.003
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	13,12	231,228	9,8	196,75	237	149	1	1.0	0.034,0.032	0.028,0.063	-0.012
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	119,128	4,5	128,119	4,4	259	149	1	1.0	0.945,0.936	0.948,0.945	-0.006
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	174,170	1,1	178,158	0,2	294	149	1	1.0	0.989,0.989	1.0,0.976	0.001
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	9,11	35,22	68,65	15,5	298	149	1.6654677637e-11	5.841033371262143e-09	0.114,0.2	0.694,0.867	-0.623
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	52,68	493,564	78,56	404,230	230	149	1	1.0	0.064,0.072	0.111,0.136	-0.055
36	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	36	16,18	98,86	6,4	61,27	277	149	1	1.0	0.081,0.101	0.05,0.074	0.029
37	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	37	6,4	101,108	2,0	110,40	221	149	1	1.0	0.039,0.024	0.012,0.0	0.026
39	"AT5G63130"	NA	chr5	+	25323438	25324739	25323438	25324275	25324364	25324739	39	1,0	0,0	2,2	2,0	238	149	1	1.0	1.0,NA	0.385,1.0	0.307
40	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	40	30,41	358,310	22,7	236,131	220	149	1	1.0	0.054,0.082	0.059,0.035	0.021
41	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	41	145,255	27,29	167,72	34,12	227	149	1	1.0	0.779,0.852	0.763,0.798	0.035
43	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	43	15,12	22,16	19,5	3,5	246	149	0.151485705455	1.0	0.292,0.312	0.793,0.377	-0.283
44	"AT5G62170"	NA	chr5	-	24975102	24975632	24975102	24975191	24975264	24975632	44	9,14	26,19	12,5	2,2	222	149	0.00240116704549	0.12955747465226264	0.189,0.331	0.801,0.627	-0.454
45	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965037	24965256	45	6,1	5,3	0,0	0,2	227	149	1	1.0	0.441,0.18	NA,0.0	0.31
47	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967694	24967736	47	4,5	14,13	0,0	0,1	298	149	1	1.0	0.125,0.161	NA,0.0	0.143
49	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967736	24967840	24967882	49	0,2	12,11	0,0	0,1	253	149	1	1.0	0.0,0.097	NA,0.0	0.049
50	"AT5G62000"	NA	chr5	+	24910357	24911012	24910357	24910610	24910712	24911012	50	69,113	666,715	18,16	449,218	251	149	1	1.0	0.058,0.086	0.023,0.042	0.039
51	"AT5G61960"	NA	chr5	-	24883405	24883573	24883405	24883459	24883550	24883573	51	236,271	0,5	244,107	6,5	240	149	1	1.0	1.0,0.971	0.962,0.93	0.04
52	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883691	24883955	52	4,6	0,2	11,4	0,0	267	149	1	1.0	1.0,0.626	1.0,1.0	-0.187
53	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883907	24883955	53	8,1	10,11	7,2	10,5	298	149	1	1.0	0.286,0.043	0.259,0.167	-0.049
54	"AT5G61960"	NA	chr5	-	24883691	24884174	24883691	24883955	24884059	24884174	54	1,2	2,3	6,1	0,1	253	149	0.00192915849555	0.1101414908505872	0.227,0.282	1.0,0.371	-0.431
56	"AT5G61910"	NA	chr5	-	24861062	24862336	24861062	24861815	24861911	24862336	56	167,148	1,1	143,88	0,0	245	149	1	1.0	0.99,0.989	1.0,1.0	-0.01
59	"AT5G61540"	NA	chr5	+	24745717	24746276	24745717	24745782	24745880	24746276	59	17,17	39,37	17,7	23,11	247	149	1	1.0	0.208,0.217	0.308,0.277	-0.08
60	"AT5G61500"	NA	chr5	-	24734384	24734706	24734384	24734512	24734640	24734706	60	81,69	449,536	50,47	337,172	277	149	1	1.0	0.088,0.065	0.074,0.128	-0.025
61	"AT5G61440"	NA	chr5	+	24708226	24709396	24708226	24708391	24708489	24709396	61	42,41	247,265	50,36	192,119	247	149	1	1.0	0.093,0.085	0.136,0.154	-0.056
62	"AT5G61310"	NA	chr5	-	24653260	24654918	24653260	24653752	24654795	24654918	62	25,8	50,41	17,12	31,14	298	149	1	1.0	0.2,0.089	0.215,0.3	-0.113
64	"AT5G61270"	NA	chr5	-	24639872	24640765	24639872	24640293	24640437	24640765	64	24,26	41,49	16,31	46,10	293	149	0.89954986302	1.0	0.229,0.212	0.15,0.612	-0.161
65	"AT5G60940"	NA	chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	65	22,21	98,76	63,31	45,20	241	149	3.81361226487e-07	7.489934488204679e-05	0.122,0.146	0.464,0.489	-0.343
66	"AT5G60930"	NA	chr5	-	24515280	24516738	24515280	24515955	24516060	24516738	66	12,9	71,39	3,5	37,16	254	149	1	1.0	0.09,0.119	0.045,0.155	0.004
67	"AT5G60590"	NA	chr5	+	24357702	24358248	24357702	24357878	24357944	24358248	67	10,2	18,13	3,2	5,2	215	149	0.690738473132	1.0	0.278,0.096	0.294,0.409	-0.164
68	"AT5G60590"	NA	chr5	+	24357702	24358248	24357702	24357878	24357956	24358248	68	19,8	95,72	11,5	57,24	227	149	1	1.0	0.116,0.068	0.112,0.12	-0.024
69	"AT5G60580"	NA	chr5	+	24353561	24354369	24353561	24354185	24354295	24354369	69	40,64	78,114	42,19	38,26	259	149	0.829804878072	1.0	0.228,0.244	0.389,0.296	-0.107
70	"AT5G60210"	NA	chr5	-	24245365	24245982	24245365	24245540	24245869	24245982	70	33,45	41,32	25,11	26,9	298	149	1	1.0	0.287,0.413	0.325,0.379	-0.002
74	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210074	24210295	24210409	74	39,55	28,34	35,16	27,13	298	149	1	1.0	0.411,0.447	0.393,0.381	0.042
75	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210095	24210295	24210409	75	24,33	171,249	23,8	167,85	298	149	1	1.0	0.066,0.062	0.064,0.045	0.01
