ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	0	82,98	71,81	97,41	85,34	217	196	1	1.0	0.511,0.522	0.508,0.521	0.002
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	1	79,76	14,11	66,24	5,2	262	219	1	1.0	0.825,0.852	0.917,0.909	-0.075
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	14,12	131,69	12,4	51,30	230	230	1	1.0	0.097,0.148	0.19,0.118	-0.032
3	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815	3	0,3	8,6	2,0	0,2	263	342	0.667228847893	1.0	0.0,0.394	1.0,0.0	-0.303
5	"AT5G17020"	NA	chr5	+	5597308	5597353	5597493	5597601	5597152	5597215	5597734	5597833	5	54,72	141,200	61,18	119,58	194	257	1	1.0	0.337,0.323	0.404,0.291	-0.018
6	"AT5G14710"	NA	chr5	+	4746725	4746773	4746862	4746909	4746263	4746524	4747247	4747314	6	42,32	66,52	32,14	42,29	197	196	1	1.0	0.388,0.38	0.431,0.324	0.007
8	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	8	626,667	54,19	476,216	31,21	216	167	1	1.0	0.9,0.964	0.922,0.888	0.027
9	"AT4G37930"	NA	chr4	-	17832506	17832584	17832666	17832732	17832314	17832426	17832813	17832918	9	3777,3983	4675,5229	4286,2014	4977,2551	215	227	1	1.0	0.46,0.446	0.476,0.455	-0.013
10	"AT4G30690"	NA	chr4	+	14961508	14961558	14961672	14961706	14961360	14961413	14961810	14961883	10	344,424	156,199	255,159	150,80	199	183	1	1.0	0.67,0.662	0.61,0.646	0.038
11	"AT4G24740"	NA	chr4	-	12755931	12756046	12756144	12756193	12755690	12755782	12756302	12756456	11	126,120	265,266	96,49	178,100	198	264	1	1.0	0.388,0.376	0.418,0.395	-0.024
12	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807612	13807033	13807109	13807742	13808003	12	3,13	137,167	7,5	126,52	256	232	1	1.0	0.019,0.066	0.048,0.08	-0.021
13	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807573	13807033	13807109	13807742	13808031	13	110,116	137,167	75,62	126,52	217	232	1	1.0	0.462,0.426	0.389,0.56	-0.031
14	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	14	35,41	66,60	19,16	61,25	188	206	1	1.0	0.368,0.428	0.254,0.412	0.065
15	"AT4G23660"	NA	chr4	-	12330119	12330255	12330916	12331378	12329530	12329652	12331637	12331679	15	160,223	51,82	146,94	58,39	611	285	1	1.0	0.594,0.559	0.54,0.529	0.042
16	"AT4G21534"	NA	chr4	+	11456850	11456951	11457224	11457297	11456635	11456758	11457422	11457509	16	160,180	86,139	170,71	81,63	250	222	1	1.0	0.623,0.535	0.651,0.5	0.003
17	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638	17	47,53	111,127	53,25	110,46	201	271	1	1.0	0.363,0.36	0.394,0.423	-0.047
18	"AT4G02760"	NA	chr4	-	1226580	1226691	1226885	1226987	1226311	1226412	1227080	1227256	18	47,62	22,50	66,32	5,10	251	260	0.0134129162491	0.48957144309215	0.689,0.562	0.932,0.768	-0.225
19	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	19	70,92	83,67	60,43	91,56	197	218	0.896631094634	1.0	0.483,0.603	0.422,0.459	0.102
20	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	20	43,31	103,91	44,9	108,61	169	202	1	1.0	0.333,0.289	0.327,0.15	0.073
21	"AT3G59660"	NA	chr3	-	22037585	22037661	22037891	22037989	22037186	22037315	22038072	22038123	21	169,174	139,134	96,68	114,56	247	225	1	1.0	0.526,0.542	0.434,0.525	0.054
22	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161	22	95,114	226,241	94,43	269,106	220	290	1	1.0	0.357,0.384	0.315,0.348	0.039
24	"AT1G33790"	NA	chr1	+	12257974	12258400	12259068	12259494	12256963	12257202	12259579	12260032	24	1172,1365	1552,1697	1632,838	2381,1346	575	575	1	1.0	0.43,0.446	0.407,0.384	0.043
25	"AT1G75670"	NA	chr1	-	28416069	28416221	28416395	28416519	28415847	28415957	28416744	28416867	25	97,84	101,93	47,33	73,45	273	301	1	1.0	0.514,0.499	0.415,0.447	0.075
26	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570	26	30,48	81,84	41,9	64,21	193	266	1	1.0	0.338,0.441	0.469,0.371	-0.03
27	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976	27	866,877	156,153	759,430	144,81	230	193	1	1.0	0.823,0.828	0.816,0.817	0.009
28	"AT1G70310"	NA	chr1	-	26486787	26486910	26486997	26487074	26486399	26486504	26487171	26487595	28	880,806	1110,1085	923,378	1008,560	226	272	1	1.0	0.488,0.472	0.524,0.448	-0.006
29	"AT1G60640"	NA	chr1	-	22337857	22337917	22338173	22338233	22337700	22337766	22338617	22338683	29	0,0	61,58	1,0	55,28	209	209	1	1.0	0.0,0.0	0.018,0.0	-0.009
30	"AT1G60640"	NA	chr1	-	22337857	22337917	22338466	22338526	22337700	22337766	22338617	22338683	30	55,42	61,58	41,19	55,28	209	209	1	1.0	0.474,0.42	0.427,0.404	0.031
31	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22337700	22337766	22338617	22338683	31	55,42	0,0	41,19	1,0	209	209	1	1.0	1.0,1.0	0.976,1.0	0.012
32	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22338008	22338074	22338617	22338683	32	56,42	64,48	41,19	55,30	209	209	1	1.0	0.467,0.467	0.427,0.388	0.06
33	"AT2G41100"	NA	chr2	+	17138306	17138573	17138673	17138943	17138064	17138206	17139044	17139617	33	3310,4353	3380,4521	2741,1396	3396,1772	416	419	1	1.0	0.497,0.492	0.448,0.442	0.049
34	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055	34	461,457	7,14	598,291	10,12	354	299	1	1.0	0.982,0.965	0.981,0.953	0.007
35	"AT1G20060"	NA	chr1	-	6952478	6952571	6952652	6952745	6952308	6952398	6952826	6953012	35	7,3	13,12	4,2	6,4	242	242	0.962060085994	1.0	0.35,0.2	0.4,0.333	-0.092
36	"AT3G12520"	NA	chr3	-	3969770	3969831	3969970	3970036	3969502	3969630	3970241	3970349	36	15,21	17,20	7,1	14,2	215	210	0.484049900711	1.0	0.463,0.506	0.328,0.328	0.157
37	"AT1G55690"	NA	chr1	-	20811824	20811922	20812172	20812296	20811439	20811743	20812616	20813061	37	59,58	55,39	32,15	30,18	273	247	1	1.0	0.493,0.574	0.491,0.43	0.073
38	"AT5G48335"	NA	chr5	+	19588227	19588259	19588608	19588740	19587871	19588159	19589126	19589177	38	86,120	460,508	87,41	373,185	181	281	1	1.0	0.225,0.268	0.266,0.256	-0.015
39	"AT3G01150"	NA	chr3	+	52644	52746	52888	52951	52154	52364	53042	53212	39	34,29	234,261	38,14	184,92	251	212	1	1.0	0.109,0.086	0.149,0.114	-0.034
40	"AT1G10600"	NA	chr1	+	3504358	3504392	3504425	3504488	3504023	3504113	3504568	3504643	40	25,32	339,417	62,48	311,161	183	212	0.145599100905	1.0	0.079,0.082	0.188,0.257	-0.142
