ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
180	AT5G22690		chr5	+	7544536	7544694	7544558	7544694	7543638	7544325	180	20,9	0,1	4,0	6,2	171	149	6.94738199892e-05	0.0220331257680034	1.0,0.887	0.367,0.0	0.76
277	AT5G07380		chr5	+	2333016	2333143	2333019	2333143	2332825	2332936	277	0,1	2,4	1,4	0,0	152	149	3.35760993231e-07	0.0007453894049728	0.0,0.197	1.0,1.0	-0.901
310	AT5G16280		chr5	-	5326466	5326524	5326466	5326521	5326620	5326731	310	51,50	103,135	61,35	41,26	152	149	0.000251557695642	0.047562754609043	0.327,0.266	0.593,0.569	-0.284
1242	AT1G09185		chr1	-	12382610	12382677	12382610	12382649	12382761	12383257	1242	8,1	1,1	0,0	5,6	177	149	3.88240568983e-05	0.014364901052371	0.871,0.457	0.0,0.0	0.664
1361	AT4G09300		chr4	+	5899813	5899920	5899816	5899920	5899078	5899238	1361	1,3	5,5	3,4	0,0	152	149	1.0494458631e-06	0.001164884908041	0.164,0.37	1.0,1.0	-0.733
1429	AT3G04630		chr3	+	1259566	1259661	1259569	1259661	1259226	1259461	1429	102,100	138,127	107,67	38,30	152	149	2.99700518765e-05	0.013306703033166	0.42,0.436	0.734,0.686	-0.282
1579	AT1G15280		chr1	+	5253545	5253751	5253548	5253751	5253287	5253387	1579	344,283	326,287	298,143	67,64	152	149	0.000165295845851	0.0421943352987466	0.508,0.492	0.813,0.687	-0.25
1686	AT2G01830		chr2	-	366886	367436	366886	367431	367954	368357	1686	8,11	6,11	10,3	0,1	154	149	0.000268309491552	0.047562754609043	0.563,0.492	1.0,0.744	-0.345
1716	AT1G13880		chr1	+	4749834	4751212	4749837	4751212	4749591	4749747	1716	17,31	94,156	67,30	70,42	152	149	1.3241054355e-05	0.007348785167025	0.151,0.163	0.484,0.412	-0.291
1749	AT4G03110		chr4	-	1377076	1377410	1377076	1377407	1377507	1377687	1749	245,281	147,130	308,168	37,27	152	149	5.62719553177e-06	0.0041641246935098	0.62,0.679	0.891,0.859	-0.226
1805	AT1G06833		chr1	-	12922837	12923746	12922837	12923488	12924916	12925030	1805	5,1	2,3	1,3	0,0	407	149	0.000278520635098	0.047562754609043	0.478,0.109	1.0,1.0	-0.707
1883	AT5G11380		chr5	+	3632732	3633022	3632737	3633022	3632374	3632653	1883	14,7	32,29	17,7	6,3	154	149	0.000171058116076	0.0421943352987466	0.297,0.189	0.733,0.693	-0.47
1983	AT5G14020		chr5	-	4525614	4525926	4525614	4525874	4526013	4526167	1983	5,7	3,9	9,3	1,0	201	149	0.000205554758014	0.045633156279108	0.553,0.366	0.87,1.0	-0.476
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
142	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	142	129,92	30,31	29,12	65,20	214	149	2.05848560419e-10	1.8453718004620946e-08	0.75,0.674	0.237,0.295	0.446
156	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	156	140,251	44,109	32,20	61,20	173	149	0.000691180262345	0.0188099771395317	0.733,0.665	0.311,0.463	0.312
160	AT5G06670		chr5	-	2055285	2055575	2055366	2055575	2054789	2055047	160	35,11	17,13	33,16	3,1	230	149	0.000718432231672	0.019092465990097	0.572,0.354	0.877,0.912	-0.432
180	AT5G01660		chr5	-	248875	249207	248979	249207	248324	248443	180	2,0	1,2	6,8	0,0	253	149	0.00203110135265	0.0455205656093911	0.541,0.0	1.0,1.0	-0.73
189	AT4G39390		chr4	+	18315544	18315860	18315544	18315838	18316262	18316422	189	138,133	35,26	89,56	1,2	171	149	0.000739144024551	0.019092465990097	0.775,0.817	0.987,0.961	-0.178
196	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	196	13,4	34,31	13,11	3,2	163	149	3.59614875434e-07	2.0298261857830224e-05	0.259,0.106	0.798,0.834	-0.634
