ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	2807,3647	0,9	2725,1230	4,0	188	99	1	1.0	1.0,0.995	0.997,1.0	-0.001
1	1887,2473	0,0	1936,850	2,0	229	99	1	1.0	1.0,1.0	0.998,1.0	0.001
3	52,33	0,2	48,14	1,0	165	99	1	1.0	1.0,0.908	0.966,1.0	-0.029
4	286,382	1,0	438,177	2,0	296	99	1	1.0	0.99,1.0	0.987,1.0	0.001
5	132,157	3,0	140,57	1,1	140	99	1	1.0	0.969,1.0	0.99,0.976	0.001
6	164,231	0,2	133,63	1,0	188	99	1	1.0	1.0,0.984	0.986,1.0	-0.001
7	133,201	0,0	119,57	1,0	160	99	1	1.0	1.0,1.0	0.987,1.0	0.006
8	139,118	1,0	124,40	0,0	157	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
9	698,863	1,0	754,329	3,1	179	99	1	1.0	0.997,1.0	0.993,0.995	0.004
10	604,728	1,0	729,328	0,0	168	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
11	779,979	0,0	929,421	0,1	180	99	1	1.0	1.0,1.0	1.0,0.996	0.002
12	1,2	40,49	0,1	40,19	120	99	1	1.0	0.02,0.033	0.0,0.042	0.006
13	1459,1907	0,2	1054,430	0,0	163	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
14	196,251	85,98	91,34	89,67	157	99	0.000855828638332	0.862675267438656	0.593,0.618	0.392,0.242	0.288
15	233,296	1,0	221,108	0,0	141	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
17	997,1110	4,0	1098,347	9,3	219	99	1	1.0	0.991,1.0	0.982,0.981	0.014
18	5,12	3,0	22,10	14,12	229	99	0.0922647312666	1.0	0.419,1.0	0.405,0.265	0.374
19	53,65	0,0	49,22	1,0	171	99	1	1.0	1.0,1.0	0.966,1.0	0.017
20	2683,3630	2,0	2071,1236	0,1	2955	99	1	1.0	0.978,1.0	1.0,0.976	0.001
21	444,564	4,6	518,205	1,1	212	99	1	1.0	0.981,0.978	0.996,0.99	-0.013
22	0,0	6,2	2,0	4,2	198	99	1	1.0	0.0,0.0	0.2,0.0	-0.1
24	322,463	0,0	367,180	0,2	247	99	1	1.0	1.0,1.0	1.0,0.973	0.014
25	2,0	9,13	0,0	10,0	229	99	1	1.0	0.088,0.0	0.0,NA	0.044
26	1,0	9,13	0,0	10,0	158	99	1	1.0	0.065,0.0	0.0,NA	0.033
27	210,292	10,1	258,130	1,0	169	99	1	1.0	0.925,0.994	0.993,1.0	-0.037
29	310,449	0,4	311,152	2,0	202	99	1	1.0	1.0,0.982	0.987,1.0	-0.003
30	52,103	0,0	70,24	0,2	152	99	1	1.0	1.0,1.0	1.0,0.887	0.056
31	65,126	0,0	86,35	0,2	155	99	1	1.0	1.0,1.0	1.0,0.918	0.041
32	18,25	3,2	1,2	0,0	161	99	0.74388194362	1.0	0.787,0.885	1.0,1.0	-0.164
33	9,14	3,0	2,1	0,0	141	99	1	1.0	0.678,1.0	1.0,1.0	-0.161
34	7,7	3,0	6,2	0,1	363	99	0.472899102337	1.0	0.389,1.0	1.0,0.353	0.018
35	9,4	3,0	6,3	0,1	147	99	1	1.0	0.669,1.0	1.0,0.669	0.0
36	70,107	0,2	62,17	0,0	136	99	1	1.0	1.0,0.975	1.0,1.0	-0.012
37	8737,11804	0,0	9035,3729	3,0	173	99	1	1.0	1.0,1.0	0.999,1.0	0.0
38	274,348	0,0	292,161	1,0	167	99	1	1.0	1.0,1.0	0.994,1.0	0.003
39	706,938	0,0	775,330	2,3	154	99	1	1.0	1.0,1.0	0.996,0.986	0.009
40	647,856	0,1	825,321	0,0	145	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
