1	6952305	6952398	AT1G20060	0	-	0.731	0.731
2	16186904	16187273	AT2G38710	1.16951832833608E-10	-	0.7	0.7
3	4638722	4638938	AT3G14010	0	+	0.693	0.693
3	8420277	8420595	AT3G23480	3.01487858247003E-11	+	-0.673	0.673
1	29791575	29792228	AT1G79190	0	+	-0.652	0.652
1	26565301	26565849	AT1G70490	5.57366652831122E-13	-	-0.65	0.65
4	17974276	17974799	AT4G38380	0	-	-0.613	0.613
2	1053007	1053574	AT2G03480	2.25060850478996E-06	+	0.606	0.606
1	6952652	6952745	AT1G20060	1.3880583349374E-09	-	0.604	0.604
2	1679804	1680176	AT2G04790	4.4391840630775E-14	+	-0.593	0.593
2	18062530	18062599	AT2G43500	0	+	0.592	0.592
1	3502762	3503049	AT1G10590	2.12179906145265E-08	-	-0.576	0.576
1	29293206	29293278	AT1G77890	0	+	0.57	0.57
1	23419293	23421321	AT1G63150	1.94293668654E-08	+	0.561	0.561
5	25494356	25494637	AT5G63700	0	-	-0.55	0.55
1	26565290	26565849	AT1G70490	1.7991533263221E-10	-	-0.539	0.539
4	642942	643176	AT4G01510	0	+	-0.539	0.539
1	6550477	6550681	AT1G18950	0	+	-0.533	0.533
1	6550477	6550681	AT1G18950	3.8203762153788E-09	+	-0.528	0.528
1	2056632	2057043	AT1G06710	1.61396863146884E-08	-	0.526	0.526
2	10980121	10980688	AT2G25740	0	+	-0.517	0.517
5	25775305	25775354	AT5G64460	4.11337630623563E-12	-	-0.517	0.517
1	8182205	8183650	AT1G23080	0	-	-0.516	0.516
5	14789310	14789409	AT5G37340	0.0042079985605714	-	0.511	0.511
4	17974504	17974799	AT4G38380	6.05089662583737E-11	-	-0.508	0.508
5	4876827	4876984	AT5G15070	1.50398648769305E-06	+	-0.507	0.507
4	9785983	9786364	AT4G17570	0	-	-0.507	0.507
1	5668392	5668739	AT1G16560	2.4160673461896E-12	+	0.504	0.504
2	6481185	6481989	AT2G15000	0.0010208454942933	-	-0.501	0.501
5	11612001	11612351	AT5G30490	2.4966732173772E-10	+	-0.499	0.499
2	18865922	18867160	AT2G45830	0	+	-0.498	0.498
3	9910872	9910944	AT3G26890	4.798939023957E-12	-	-0.496	0.496
3	23442677	23442771	AT3G63480	2.41642705844925E-09	-	-0.494	0.494
2	520976	521205	AT2G02080	0	-	-0.484	0.484
5	248875	249207	AT5G01660	0.0090435549564738	-	-0.482	0.482
2	949989	950717	AT2G03140	1.31018421465192E-08	+	-0.48	0.48
1	29959363	29960052	AT1G79620	4.6677280559205E-10	-	-0.478	0.478
1	5322652	5323895	AT1G15490	1.41107845624098E-05	-	-0.478	0.478
3	4692539	4693133	AT3G14150	6.79284191706728E-06	-	-0.471	0.471
2	7818817	7819583	AT2G17970	0	-	-0.467	0.467
2	14929242	14929477	AT2G35550	7.16229879557548E-05	+	-0.466	0.466
1	813412	813604	AT1G03310	0	+	-0.464	0.464
1	5668572	5669039	AT1G16560	9.83185813464768E-10	+	-0.463	0.463
1	18511848	18512512	AT1G49980	0	+	-0.457	0.457
2	18772378	18772459	AT2G45540	3.50258250974143E-09	-	-0.452	0.452
3	23392347	23392402	AT3G63340	0	-	0.448	0.448
5	3571064	3572276	AT5G11210	0.0088488325075825	-	-0.442	0.442
1	8246060	8246303	AT1G23230	0	+	-0.441	0.441
1	29958525	29958981	AT1G79620	3.32790831928493E-12	-	-0.44	0.44
2	549139	549322	AT2G02148	0.0030065704706354	-	-0.431	0.431
1	29958215	29958745	AT1G79620	1.56032219687464E-08	-	-0.426	0.426
3	23434943	23434986	AT3G63460	0	-	0.423	0.423
3	6748758	6749322	AT3G19460	1.3316072461211E-09	+	-0.422	0.422
2	18058044	18058198	AT2G43490	0	-	0.415	0.415
5	3740758	3740942	AT5G11630	0	+	0.411	0.411
3	7006705	7006941	AT3G20070	2.41642705844925E-09	-	0.409	0.409
1	11430256	11431443	AT1G31850	0.0003593442428924	+	-0.409	0.409
4	18561988	18562084	AT4G40050	0	-	-0.405	0.405
1	29815505	29816515	AT1G79270	8.39728498275692E-09	+	-0.403	0.403
1	1584313	1584588	AT1G05400	8.83043047081588E-06	+	0.403	0.403
3	21381477	21381768	AT3G57680	0.003609922021131	+	-0.403	0.403
4	1527056	1527628	AT4G03440	7.78542225654221E-08	-	-0.401	0.401
3	2681948	2682856	AT3G08840	0	-	-0.4	0.4
1	5323152	5323895	AT1G15490	4.15556118928588E-09	-	-0.394	0.394
2	18108629	18109138	AT2G43680	5.67419118227099E-11	+	-0.394	0.394
2	14207913	14209192	AT2G33540	0	-	-0.393	0.393
5	17699083	17699345	AT5G43990	6.821781040053E-08	+	-0.391	0.391
4	6249104	6249224	AT4G09980	0	-	-0.388	0.388
1	30357999	30359555	AT1G80780	0	+	-0.388	0.388
2	15420064	15421504	AT2G36792	0.0012741601691665	+	0.386	0.386
3	18126932	18128237	AT3G48880	7.8704558187046E-05	+	-0.386	0.386
1	1513824	1513920	AT1G05230	6.54930655160727E-13	-	0.385	0.385
2	13036995	13037284	AT2G30600	0.0005994731307554	+	-0.382	0.382
4	11718830	11719807	AT4G22120	9.01006276912918E-07	-	-0.38	0.38
1	27594494	27594551	AT1G73390	1.9735879597245E-11	-	0.377	0.377
1	5164277	5165139	AT1G14970	0.0003910378318749	-	-0.376	0.376
3	1539581	1539763	AT3G05380	4.22977699377523E-10	+	0.374	0.374
2	15369245	15369495	AT2G36680	0	-	-0.373	0.373
1	29665165	29665602	AT1G78910	1.55681918969342E-13	+	-0.369	0.369
4	17939038	17939176	AT4G38270	3.210603607386E-05	+	-0.366	0.366
2	949989	950231	AT2G03140	3.74700270811275E-14	+	-0.366	0.366
