ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968
3	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815
5	"AT5G22010"	NA	chr5	-	7282034	7282159	7282447	7282487	7281729	7281802	7282807	7282977
6	"AT5G11840"	NA	chr5	-	3813953	3814010	3814108	3814137	3813301	3813834	3814318	3814906
8	"AT4G38120"	NA	chr4	-	17893768	17893849	17894099	17894151	17893582	17893670	17894232	17894312
9	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312
10	"AT5G20380"	NA	chr5	-	6888843	6888939	6889055	6889092	6888488	6888630	6889425	6889541
11	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648138	14648600	14649234	14649315
12	"AT4G29940"	NA	chr4	-	14648992	14649073	14649234	14649315	14648754	14648835	14649467	14649548
13	"AT5G20165"	NA	chr5	-	6806216	6806251	6806531	6806638	6805549	6805870	6806727	6806780
14	"AT4G24770"	NA	chr4	-	12766994	12767096	12767412	12768142	12766385	12766667	12769403	12769419
15	"AT4G24010"	NA	chr4	+	12467721	12467871	12468020	12468149	12466116	12466975	12468233	12468677
16	"AT4G10770"	NA	chr4	-	6631550	6631648	6631722	6631877	6630595	6630865	6632013	6632412
17	"AT4G01883"	NA	chr4	+	813992	814088	814278	814331	813799	813899	814417	814466
18	"AT4G01290"	NA	chr4	-	539944	540029	540446	540863	538540	539878	541483	541764
19	"AT3G62750"	NA	chr3	+	23215853	23216083	23216168	23216194	23215673	23215789	23216267	23216355
20	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994
21	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708
22	"AT5G10290"	NA	chr5	-	3236705	3236846	3236945	3237016	3235866	3236603	3237095	3237161
23	"AT3G56160"	NA	chr3	-	20839374	20839488	20839733	20839802	20839033	20839055	20839888	20839947
25	"AT3G55800"	NA	chr3	+	20710508	20710730	20710805	20710906	20710336	20710418	20710985	20711057
26	"AT3G53570"	NA	chr3	-	19862862	19862977	19863089	19863138	19862552	19862644	19863221	19863375
27	"AT3G48190"	NA	chr3	+	17807320	17807392	17807815	17807953	17807140	17807189	17808051	17808138
28	"AT3G54750"	NA	chr3	-	20266153	20266275	20266633	20266732	20265838	20265940	20266821	20267036
29	"AT1G20220"	NA	chr1	-	7005614	7005671	7005778	7005835	7005261	7005495	7005952	7006027
30	"AT5G49570"	NA	chr5	-	20115642	20115798	20115879	20115933	20115456	20115555	20116047	20116269
32	"AT1G70760"	NA	chr1	+	26687493	26687583	26687664	26687772	26687201	26687395	26687867	26687962
33	"AT5G35180"	NA	chr5	+	13431119	13431221	13431484	13431532	13430625	13430801	13431892	13432036
34	"AT3G23255"	NA	chr3	+	8312156	8312200	8312274	8312391	8311965	8312086	8312486	8312570
35	"AT2G04900"	NA	chr2	+	1722824	1722905	1722989	1723033	1722669	1722740	1723506	1723976
36	"AT1G75210"	NA	chr1	+	28227653	28227730	28227978	28228049	28227335	28227393	28228170	28228231
37	"AT1G68872"	NA	chr1	-	25889800	25889857	25890032	25890141	25889294	25889411	25890247	25891345
38	"AT5G43850"	NA	chr5	-	17628486	17628581	17628797	17628885	17627627	17627867	17629110	17629363
39	"AT5G04740"	NA	chr5	-	1370318	1370441	1370688	1370752	1370074	1370169	1371206	1371550
40	"AT1G63855"	NA	chr1	-	23700014	23700108	23700280	23700331	23699834	23699919	23700427	23700514
41	"AT1G60640"	NA	chr1	-	22338173	22338233	22338466	22338526	22337700	22337766	22338617	22338683
43	"AT1G73390"	NA	chr1	-	27591781	27591871	27592399	27592498	27591301	27591644	27592689	27592756
44	"AT1G56340"	NA	chr1	-	21090368	21090398	21090490	21090538	21090162	21090282	21090618	21090714
45	"AT1G58602"	NA	chr1	+	21753883	21754088	21758508	21758658	21746353	21746499	21760158	21761055
46	"AT1G51690"	NA	chr1	+	19164660	19166329	19166629	19166733	19163842	19164232	19166822	19166918
47	"AT1G62560"	NA	chr1	+	23161092	23161248	23161369	23161452	23160547	23160618	23161543	23161679
49	"AT5G42210"	NA	chr5	+	16869172	16869205	16869375	16869429	16868899	16868980	16869562	16869604
50	"AT3G54350"	NA	chr3	-	20126379	20126468	20126555	20126623	20125962	20126114	20126763	20126981
51	"AT1G52410"	NA	chr1	+	19523438	19523501	19523718	19523787	19523303	19523357	19523870	19523918
52	"AT5G16480"	NA	chr5	-	5381828	5381886	5382113	5382207	5381700	5381744	5382469	5382939
53	"AT5G63310"	NA	chr5	-	25372828	25372909	25373129	25373216	25372621	25372734	25373361	25373418
54	"AT1G53390"	NA	chr1	+	19918746	19918998	19919321	19919398	19917993	19918225	19919636	19919909
55	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275685	26275722
56	"AT5G65685"	NA	chr5	-	26275107	26275236	26275480	26275514	26274791	26274996	26275748	26275857
57	"AT5G65685"	NA	chr5	-	26275328	26275407	26275748	26275857	26275107	26275236	26277561	26278112
58	"AT1G07470"	NA	chr1	+	2292658	2292717	2292895	2293006	2292539	2292585	2293335	2293479
59	"AT1G17280"	NA	chr1	-	5918847	5918902	5919105	5919188	5918395	5918434	5919978	5920040
60	"AT1G17280"	NA	chr1	-	5918847	5918902	5919105	5919590	5918395	5918434	5919978	5920089
61	"AT1G17280"	NA	chr1	-	5918847	5918902	5919105	5919197	5918395	5918434	5919978	5920093
62	"AT1G17280"	NA	chr1	-	5918847	5918902	5919105	5919745	5918395	5918434	5919978	5920317
