ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	0	62,84,90	32,32,43	108,100,105	56,45,56	217	196	1	1.0	0.636,0.703,0.654	0.635,0.667,0.629	0.021
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	1	27,28,22	11,7,8	7,13,15	2,2,8	262	219	1	1.0	0.672,0.77,0.697	0.745,0.845,0.61	-0.02
2	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	2	30,30,55	109,207,187	61,51,28	151,196,196	230	230	1	1.0	0.216,0.127,0.227	0.288,0.206,0.125	-0.016
3	"AT5G40210"	NA	chr5	-	16074470	16074663	16075445	16075559	16074202	16074364	16075749	16075815	3	8,4,7	5,10,13	26,26,16	27,11,14	263	298	0.518001897239	1.0	0.644,0.312,0.379	0.522,0.728,0.564	-0.16
5	"AT5G22010"	NA	chr5	-	7282034	7282159	7282447	7282487	7281729	7281802	7282807	7282977	5	16,14,18	57,72,71	19,19,14	69,73,55	189	274	1	1.0	0.289,0.22,0.269	0.285,0.274,0.27	-0.017
6	"AT5G11840"	NA	chr5	-	3813953	3814010	3814108	3814137	3813301	3813834	3814318	3814906	6	15,34,25	97,133,126	16,17,15	99,129,82	178	206	1	1.0	0.152,0.228,0.187	0.158,0.132,0.175	0.034
8	"AT4G38120"	NA	chr4	-	17893768	17893849	17894099	17894151	17893582	17893670	17894232	17894312	8	5,12,12	21,34,38	16,20,15	51,45,46	201	230	1	1.0	0.214,0.288,0.265	0.264,0.337,0.272	-0.035
9	"AT4G38120"	NA	chr4	-	17893768	17893922	17894099	17894151	17893582	17893670	17894232	17894312	9	5,12,12	25,40,38	16,20,15	54,58,53	201	298	1	1.0	0.229,0.308,0.319	0.305,0.338,0.296	-0.028
10	"AT5G20380"	NA	chr5	-	6888843	6888939	6889055	6889092	6888488	6888630	6889425	6889541	10	15,21,27	94,167,131	28,49,26	174,152,164	186	245	1	1.0	0.174,0.142,0.214	0.175,0.298,0.173	-0.039
11	"AT4G29940"	NA	chr4	-	14648754	14648835	14648992	14649073	14648138	14648600	14649234	14649315	11	52,98,99	60,72,90	82,89,80	65,72,52	230	230	1	1.0	0.464,0.576,0.524	0.558,0.553,0.606	-0.051
