ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
12	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665258	25665372
17	"AT5G63620"	NA	chr5	-	25466127	25466571	25466127	25466564	25466693	25467087
37	"AT5G59390"	NA	chr5	+	23954926	23955303	23954933	23955303	23954325	23954452
50	"AT5G55580"	NA	chr5	+	22515957	22516231	22516103	22516231	22515439	22515879
57	"AT5G53020"	NA	chr5	+	21499290	21500829	21499888	21500829	21498423	21498605
59	"AT5G53020"	NA	chr5	+	21499888	21500829	21499966	21500829	21499416	21499440
65	"AT5G52070"	NA	chr5	+	21163578	21163968	21163726	21163968	21161131	21161353
77	"AT5G50240"	NA	chr5	+	20451631	20451902	20451640	20451902	20451532	20451544
79	"AT5G50130"	NA	chr5	+	20392587	20393255	20392843	20393255	20392386	20392474
83	"AT5G48640"	NA	chr5	-	19724984	19725236	19724984	19725029	19725386	19725493
86	"AT5G48545"	NA	chr5	+	19677544	19677747	19677693	19677747	19676967	19677034
97	"AT5G46250"	NA	chr5	+	18757246	18757315	18757250	18757315	18757110	18757158
98	"AT5G45510"	NA	chr5	+	18448937	18449446	18449020	18449446	18444606	18444846
110	"AT5G41700"	NA	chr5	+	16676482	16676619	16676491	16676619	16676053	16676141
111	"AT5G41700"	NA	chr5	+	16676781	16677509	16677079	16677509	16676491	16676619
112	"AT5G41220"	NA	chr5	-	16496445	16496634	16496445	16496499	16496749	16496823
115	"AT5G40910"	NA	chr5	+	16395536	16397169	16396097	16397169	16395210	16395275
121	"AT5G40280"	NA	chr5	+	16102637	16102870	16102816	16102870	16102244	16102280
123	"AT5G39790"	NA	chr5	-	15933291	15933581	15933291	15933380	15933808	15933865
136	"AT5G37340"	NA	chr5	-	14789165	14789236	14789165	14789219	14789342	14789409
141	"AT5G36002"	NA	chr5	-	14141794	14142755	14141794	14142709	14142871	14143254
168	"AT5G24520"	NA	chr5	-	8370705	8371006	8370705	8371000	8371131	8371180
170	"AT5G24350"	NA	chr5	+	8304631	8305566	8304644	8305566	8303289	8304256
183	"AT5G23080"	NA	chr5	-	7746183	7746258	7746183	7746255	7746432	7746519
195	"AT5G57300"	NA	chr5	-	23210517	23210660	23210517	23210654	23210874	23211002
209	"AT5G28020"	NA	chr5	-	10028127	10028179	10028127	10028172	10028485	10028525
210	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028172	10028485	10028525
211	"AT5G28020"	NA	chr5	-	10028127	10028185	10028127	10028179	10028485	10028525
