ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
7	"AT5G64130"	NA	chr5	-	25665104	25665372	25665258	25665372	25664981	25665029
9	"AT5G63760"	NA	chr5	-	25516184	25516918	25516219	25516918	25515745	25516081
23	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388
28	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259
45	"AT5G53020"	NA	chr5	+	21498423	21499440	21498423	21498605	21499888	21500829
51	"AT5G48640"	NA	chr5	-	19725196	19725493	19725386	19725493	19724984	19725029
53	"AT5G48545"	NA	chr5	+	19676967	19677600	19676967	19677034	19677693	19677747
60	"AT5G46250"	NA	chr5	+	18757110	18757162	18757110	18757158	18757250	18757315
67	"AT5G41700"	NA	chr5	+	16676053	16676141	16676053	16676135	16676482	16676619
68	"AT5G41690"	NA	chr5	-	16674167	16674493	16674361	16674493	16674001	16674075
69	"AT5G41220"	NA	chr5	-	16496573	16496823	16496749	16496823	16496445	16496499
70	"AT5G40910"	NA	chr5	+	16395210	16395973	16395210	16395275	16396097	16397169
71	"AT5G40910"	NA	chr5	+	16395210	16396001	16395210	16395275	16396097	16397169
77	"AT5G37380"	NA	chr5	-	14819034	14819105	14819062	14819105	14816760	14818457
78	"AT5G37370"	NA	chr5	-	14815697	14816046	14815937	14816046	14814767	14814848
79	"AT5G37340"	NA	chr5	-	14789310	14789409	14789342	14789409	14789165	14789219
90	"AT5G26980"	NA	chr5	-	9488445	9488831	9488704	9488831	9488132	9488361
96	"AT5G25520"	NA	chr5	+	8887835	8888590	8887835	8887956	8888698	8889904
100	"AT5G23480"	NA	chr5	+	7917674	7917725	7917674	7917713	7918060	7918537
102	"AT5G22760"	NA	chr5	+	7575478	7576070	7575478	7575948	7576174	7576657
111	"AT5G20240"	NA	chr5	+	6830636	6830838	6830636	6830736	6830926	6830971
119	"AT5G17300"	NA	chr5	-	5691550	5691810	5691698	5691810	5691073	5691388
123	"AT5G15540"	NA	chr5	-	5056536	5056646	5056550	5056646	5055961	5056209
127	"AT5G13660"	NA	chr5	+	4405093	4406515	4405093	4406365	4406614	4406813
129	"AT5G13590"	NA	chr5	-	4378629	4379356	4379191	4379356	4376578	4378550
136	"AT5G11910"	NA	chr5	-	3837082	3837247	3837142	3837247	3836899	3836993
157	"AT5G05310"	NA	chr5	+	1572080	1572149	1572080	1572144	1572220	1572322
166	"AT5G04090"	NA	chr5	-	1106878	1107660	1107581	1107660	1106164	1106593
170	"AT5G02810"	NA	chr5	-	640621	641050	640888	641050	640285	640450
173	"AT5G01470"	NA	chr5	+	192128	192227	192128	192215	192301	192769
193	"AT5G14780"	NA	chr5	+	4776732	4777646	4776732	4777129	4777733	4777933
194	"AT5G14780"	NA	chr5	+	4776732	4777646	4776732	4777129	4777758	4777933
216	"AT4G34090"	NA	chr4	-	16328564	16328663	16328568	16328663	16328397	16328479
217	"AT4G34090"	NA	chr4	-	16328564	16328663	16328568	16328663	16328397	16328493
218	"AT4G33520"	NA	chr4	+	16125440	16125525	16125440	16125521	16125625	16126150
223	"AT4G32850"	NA	chr4	+	15853669	15853960	15853669	15853753	15854043	15854241
224	"AT4G32850"	NA	chr4	+	15854164	15854245	15854164	15854241	15854317	15855194
232	"AT4G32360"	NA	chr4	+	15621970	15622256	15621970	15622084	15622854	15622928
233	"AT4G32360"	NA	chr4	+	15622202	15622256	15622202	15622251	15622854	15622928
244	"AT5G56180"	NA	chr5	-	22740073	22740326	22740255	22740326	22739912	22739974
250	"AT5G64460"	NA	chr5	-	25775305	25775568	25775482	25775568	25775044	25775106
258	"AT4G27370"	NA	chr4	-	13700150	13700268	13700157	13700268	13699936	13700067
260	"AT4G26190"	NA	chr4	-	13263656	13267002	13266897	13267002	13263299	13263363
275	"AT4G30820"	NA	chr4	+	15006493	15006702	15006493	15006557	15007106	15007211
284	"AT5G07390"	NA	chr5	-	2338618	2338736	2338622	2338736	2338420	2338528
286	"AT4G21760"	NA	chr4	+	11562967	11563227	11562967	11563223	11563298	11563401
287	"AT4G21760"	NA	chr4	+	11562967	11563227	11562967	11563223	11563332	11563401
294	"AT4G20010"	NA	chr4	+	10842918	10843031	10842918	10843027	10843223	10843329
305	"AT4G19420"	NA	chr4	-	10588210	10588431	10588377	10588431	10587985	10588091
312	"AT5G11410"	NA	chr5	-	3639251	3639722	3639495	3639722	3639031	3639168
317	"AT5G42690"	NA	chr5	-	17119402	17119892	17119597	17119892	17119030	17119114
319	"AT4G16710"	NA	chr4	+	9398402	9398991	9398402	9398722	9399361	9399876
329	"AT4G14713"	NA	chr4	-	8427682	8428205	8428108	8428205	8427174	8427491
332	"AT4G14385"	NA	chr4	-	8287516	8288148	8288078	8288148	8287347	8287430
343	"AT4G10843"	NA	chr4	+	6663380	6663722	6663380	6663444	6664264	6664348
344	"AT4G10770"	NA	chr4	-	6631550	6631877	6631722	6631877	6630595	6630865
345	"AT4G10430"	NA	chr4	-	6455374	6455883	6455796	6455883	6454812	6455241
359	"AT4G05590"	NA	chr4	+	2907631	2907897	2907631	2907730	2908016	2908090
363	"AT4G04620"	NA	chr4	-	2329889	2330590	2330059	2330590	2329401	2329457
369	"AT4G03200"	NA	chr4	+	1408158	1408858	1408158	1408589	1409307	1409386
374	"AT4G02885"	NA	chr4	+	6665857	6666145	6665857	6666001	6666372	6666456
376	"AT4G02570"	NA	chr4	+	1128557	1128858	1128557	1128663	1129282	1129445
379	"AT4G02430"	NA	chr4	+	1070656	1071674	1070656	1070886	1071842	1071928
394	"AT4G38160"	NA	chr4	+	17902401	17903564	17902401	17903395	17903753	17904240
399	"AT3G62750"	NA	chr3	+	23214746	23214944	23214746	23214796	23215039	23215111
400	"AT3G62620"	NA	chr3	+	23159747	23160320	23159747	23160075	23160409	23160543
416	"AT4G14300"	NA	chr4	+	8231771	8233159	8231771	8232877	8233308	8234281
423	"AT3G57410"	NA	chr3	-	21250819	21251121	21250981	21251121	21249753	21249858
430	"AT3G55880"	NA	chr3	+	20737315	20738445	20737315	20737584	20738625	20738967
431	"AT3G55850"	NA	chr3	-	20724352	20725024	20724922	20725024	20724153	20724277
432	"AT3G55850"	NA	chr3	-	20724648	20725024	20724922	20725024	20724352	20724459
441	"AT3G53780"	NA	chr3	-	19926286	19927026	19926397	19927026	19925871	19926035
442	"AT3G53610"	NA	chr3	-	19878191	19878792	19878389	19878792	19877690	19877763
444	"AT3G53500"	NA	chr3	-	19835872	19836514	19836400	19836514	19835659	19835755
458	"AT3G51640"	NA	chr3	+	19153733	19155769	19153733	19153944	19155975	19156934
463	"AT3G49645"	NA	chr3	-	18404365	18404987	18404702	18404987	18404201	18404269
464	"AT3G49500"	NA	chr3	-	18350490	18353673	18353466	18353673	18348980	18350068
468	"AT3G48900"	NA	chr3	+	18132381	18132672	18132381	18132443	18132812	18132864
475	"AT3G47010"	NA	chr3	-	17317588	17317776	17317593	17317776	17317316	17317518
487	"AT2G05520"	NA	chr2	+	2026523	2026628	2026523	2026610	2026649	2027283
