ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67590"	NA	chr5	+	26958962	26958992	26958651	26958781	26959299	26959557
2	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989
3	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
4	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535
5	"AT5G66360"	NA	chr5	+	26510991	26511206	26510147	26510751	26511290	26511822
6	"AT5G66060"	NA	chr5	+	26421044	26421130	26420734	26420922	26421309	26421449
7	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
8	"AT5G65900"	NA	chr5	+	26359983	26360286	26359820	26359889	26360365	26360404
9	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833
10	"AT5G65110"	NA	chr5	-	26011770	26011886	26010802	26011683	26012027	26012519
11	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
12	"AT5G64580"	NA	chr5	-	25819254	25819380	25819064	25819174	25819451	25819526
13	"AT5G64540"	NA	chr5	-	25800992	25801082	25800784	25800842	25801184	25801302
14	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
15	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753
16	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823
17	"AT5G64130"	NA	chr5	-	25665104	25665167	25664981	25665029	25665258	25665372
18	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339
19	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
20	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
21	"AT5G63800"	NA	chr5	+	25534924	25535032	25534730	25534840	25535116	25535230
22	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893
23	"AT5G63550"	NA	chr5	+	25447590	25447621	25447397	25447495	25447713	25448172
24	"AT5G63540"	NA	chr5	-	25443082	25443181	25442760	25442915	25443295	25443441
25	"AT5G63260"	NA	chr5	+	25362609	25362657	25361746	25362298	25362725	25362791
26	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700
27	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973
28	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310674	25311019
29	"AT5G63090"	NA	chr5	-	25309870	25309929	25308571	25309302	25310678	25310973
30	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436
31	"AT5G62730"	NA	chr5	+	25198037	25198255	25197613	25197820	25198683	25200286
32	"AT5G62640"	NA	chr5	-	25151916	25151991	25151759	25151853	25152270	25152541
33	"AT5G62600"	NA	chr5	-	25124828	25124903	25124685	25124740	25124983	25125063
34	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
35	"AT5G62165"	NA	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427
36	"AT5G62165"	NA	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882
37	"AT5G61960"	NA	chr5	-	24883691	24883955	24883550	24883573	24884059	24884174
38	"AT5G61960"	NA	chr5	-	24883907	24883955	24883550	24883573	24884059	24884174
39	"AT5G61500"	NA	chr5	-	24735819	24735936	24735575	24735739	24736022	24736093
40	"AT5G61410"	NA	chr5	-	24684739	24684818	24684540	24684650	24684905	24685019
41	"AT5G60910"	NA	chr5	-	24504186	24504286	24504005	24504047	24504706	24504771
42	"AT5G66180"	NA	chr5	+	26449548	26449734	26449367	26449458	26449829	26450059
43	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
44	"AT5G59840"	NA	chr5	-	24107642	24107735	24107214	24107533	24107840	24107903
45	"AT5G59840"	NA	chr5	-	24108197	24108263	24108011	24108109	24108499	24108600
46	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178
47	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080373	24080427
48	"AT5G59770"	NA	chr5	-	24080110	24080178	24079796	24079894	24080373	24080427
