ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1	"AT5G66620"	NA	chr5	+	26591323	26591442	26591323	26591389	26591519	26591578	1	42,32,45	0,1,0	65,72,48	1,2,0	202	149	1	1.0	1.0,0.959,1.0	0.98,0.964,1.0	0.005
2	"AT5G66060"	NA	chr5	+	26420734	26420922	26420734	26420836	26421044	26421130	2	361,527,527	0,0,0	504,472,391	2,1,0	235	149	1	1.0	1.0,1.0,1.0	0.994,0.997,1.0	0.003
3	"AT5G65770"	NA	chr5	+	26312838	26313190	26312838	26313109	26313231	26313315	3	0,0,1	70,86,109	0,1,0	114,111,98	230	149	1	1.0	0.0,0.0,0.006	0.0,0.006,0.0	0.0
4	"AT5G65440"	NA	chr5	+	26151421	26151806	26151421	26151747	26151996	26152050	4	15,16,15	4,4,4	23,11,14	2,7,2	208	149	1	1.0	0.729,0.741,0.729	0.892,0.53,0.834	-0.019
7	"AT5G64130"	NA	chr5	-	25665104	25665372	25665258	25665372	25664981	25665029	7	1070,1730,1711	0,0,4	1779,1615,1606	0,0,0	298	149	1	1.0	1.0,1.0,0.995	1.0,1.0,1.0	-0.002
8	"AT5G63960"	NA	chr5	+	25601114	25601303	25601114	25601252	25601462	25601540	8	0,1,0	18,20,20	0,0,0	16,29,18	200	149	1	1.0	0.0,0.036,0.0	0.0,0.0,0.0	0.012
10	"AT5G63680"	NA	chr5	+	25490064	25490375	25490064	25490165	25490474	25490764	10	3,2,0	54,99,104	7,6,3	110,104,62	298	149	1	1.0	0.027,0.01,0.0	0.031,0.028,0.024	-0.015
11	"AT5G63090"	NA	chr5	-	25309799	25309929	25309870	25309929	25308571	25309302	11	0,0,1	1,0,2	2,2,3	0,3,0	220	149	1	1.0	0.0,NA,0.253	1.0,0.311,1.0	-0.644
13	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967840	24967882	13	5,5,3	2,3,3	18,21,20	4,3,6	298	149	0.223356933561	1.0	0.556,0.455,0.333	0.692,0.778,0.625	-0.25
14	"AT5G61960"	NA	chr5	-	24884059	24884174	24884152	24884174	24883405	24883955	14	2,5,7	2,2,0	4,1,9	7,3,5	242	149	0.0847661177451	0.8703762808990333	0.381,0.606,1.0	0.26,0.17,0.526	0.344
15	"AT5G61960"	NA	chr5	-	24883691	24883955	24883907	24883955	24883550	24883573	15	0,1,1	4,3,3	1,0,0	4,4,11	298	149	1	1.0	0.0,0.143,0.143	0.111,0.0,0.0	0.058
17	"AT5G61960"	NA	chr5	-	24883872	24884174	24883907	24884174	24883550	24883573	17	0,1,0	4,3,3	1,0,0	4,4,11	184	149	1	1.0	0.0,0.213,0.0	0.168,0.0,0.0	0.015
18	"AT5G61540"	NA	chr5	+	24745459	24745631	24745459	24745625	24745717	24746276	18	26,45,34	2,0,1	32,42,33	1,0,0	155	149	1	1.0	0.926,1.0,0.97	0.969,1.0,1.0	-0.024
19	"AT5G61330"	NA	chr5	-	24660319	24661241	24660904	24661241	24660022	24660120	19	7,7,13	116,162,172	11,9,2	192,249,211	298	149	1	1.0	0.029,0.021,0.036	0.028,0.018,0.005	0.012
20	"AT5G60120"	NA	chr5	+	24209970	24210095	24209970	24210074	24210295	24210409	20	47,70,52	3,4,6	35,19,13	11,6,5	170	149	0.0819232366561	0.8637678173606248	0.932,0.939,0.884	0.736,0.735,0.695	0.196
21	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210074	24210295	24210409	21	8,8,4	3,4,6	8,5,5	11,6,5	236	149	0.701177287319	1.0	0.627,0.558,0.296	0.315,0.345,0.387	0.145
22	"AT5G60120"	NA	chr5	+	24209970	24210161	24209970	24210095	24210295	24210409	22	3,3,2	41,65,50	4,4,1	31,18,9	215	149	1	1.0	0.048,0.031,0.027	0.082,0.133,0.071	-0.06
23	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058279	24058388	23	61,87,97	1,2,0	99,93,91	0,0,0	298	149	1	1.0	0.968,0.956,1.0	1.0,1.0,1.0	-0.025
24	"AT5G59610"	NA	chr5	+	24014317	24014350	24014317	24014346	24014483	24014578	24	19,23,25	1,6,1	14,13,16	1,4,1	153	149	1	1.0	0.949,0.789,0.961	0.932,0.76,0.94	0.022
25	"AT5G59480"	NA	chr5	-	23980392	23980480	23980395	23980480	23980020	23980299	25	339,448,423	0,1,0	708,691,575	0,1,0	152	149	1	1.0	1.0,0.998,1.0	1.0,0.999,1.0	-0.0
26	"AT5G59480"	NA	chr5	-	23981278	23981590	23981422	23981590	23981095	23981174	26	1,1,11	66,72,92	10,2,4	140,150,113	293	149	1	1.0	0.008,0.007,0.057	0.035,0.007,0.018	0.004
28	"AT5G57960"	NA	chr5	-	23465534	23465949	23465806	23465949	23465144	23465259	28	112,193,247	0,2,1	126,93,114	1,0,0	298	149	1	1.0	1.0,0.98,0.992	0.984,1.0,1.0	-0.004
29	"AT5G57870"	NA	chr5	+	23440763	23440871	23440763	23440859	23440961	23441171	29	196,316,310	8,0,2	336,349,314	1,0,1	161	149	1	1.0	0.958,1.0,0.993	0.997,1.0,0.997	-0.014
30	"AT5G57270"	NA	chr5	-	23203317	23203375	23203347	23203375	23202745	23203152	30	8,4,13	27,40,43	3,5,4	58,49,45	179	149	1	1.0	0.198,0.077,0.201	0.041,0.078,0.069	0.096
31	"AT5G57060"	NA	chr5	+	23090077	23090496	23090077	23090286	23090626	23090675	31	0,12,5	88,121,128	0,1,0	104,125,87	298	149	1	1.0	0.0,0.047,0.019	0.0,0.004,0.0	0.021
32	"AT5G57060"	NA	chr5	+	23090626	23090714	23090626	23090675	23091000	23091108	32	5,8,9	65,97,108	15,15,15	65,95,61	188	149	1	1.0	0.057,0.061,0.062	0.155,0.111,0.163	-0.083
33	"AT5G56240"	NA	chr5	-	22764253	22764587	22764412	22764587	22763414	22763649	33	2,13,10	111,114,121	8,8,10	95,105,97	298	149	1	1.0	0.009,0.054,0.04	0.04,0.037,0.049	-0.008
34	"AT5G55910"	NA	chr5	-	22641862	22642414	22642108	22642414	22640999	22641745	34	3,6,7	107,193,196	8,0,2	177,178,142	298	149	1	1.0	0.014,0.015,0.018	0.022,0.0,0.007	0.006
35	"AT5G55520"	NA	chr5	-	22489451	22489505	22489463	22489505	22488593	22489364	35	3,5,2	40,58,35	2,7,5	58,55,65	161	149	1	1.0	0.065,0.074,0.05	0.031,0.105,0.066	-0.004
36	"AT5G55100"	NA	chr5	-	22363849	22364235	22364074	22364235	22362891	22363626	36	76,101,120	13,11,18	72,88,80	3,8,5	298	149	0.791311467287	1.0	0.745,0.821,0.769	0.923,0.846,0.889	-0.108
37	"AT5G54750"	NA	chr5	+	22242403	22242540	22242403	22242501	22242750	22242850	37	16,16,25	125,261,257	34,20,21	265,278,214	188	149	1	1.0	0.092,0.046,0.072	0.092,0.054,0.072	-0.003
38	"AT5G54670"	NA	chr5	+	22209402	22209691	22209402	22209572	22209852	22210106	38	44,70,75	2,8,16	111,92,78	6,3,2	268	149	0.605593217324	1.0	0.924,0.829,0.723	0.911,0.945,0.956	-0.112
39	"AT5G54440"	NA	chr5	+	22106311	22106498	22106311	22106486	22106910	22107212	39	167,246,242	4,9,18	180,246,213	14,4,11	161	149	1	1.0	0.975,0.962,0.926	0.922,0.983,0.947	0.004
40	"AT5G54130"	NA	chr5	+	21963295	21963401	21963295	21963395	21963492	21963704	40	124,193,239	1,1,0	339,352,355	0,0,0	155	149	1	1.0	0.992,0.995,1.0	1.0,1.0,1.0	-0.004
41	"AT5G53550"	NA	chr5	+	21755250	21755725	21755250	21755558	21755823	21755903	41	0,7,2	29,37,61	2,1,4	31,19,23	298	149	1	1.0	0.0,0.086,0.016	0.031,0.026,0.08	-0.012
42	"AT5G53180"	NA	chr5	-	21569970	21570072	21569998	21570072	21569515	21569611	42	1,3,4	67,102,104	3,2,4	110,77,110	177	149	1	1.0	0.012,0.024,0.031	0.022,0.021,0.03	-0.002
43	"AT5G53180"	NA	chr5	-	21570833	21571253	21571043	21571253	21570165	21570228	43	8,17,41	59,80,73	29,23,18	66,92,73	298	149	1	1.0	0.063,0.096,0.219	0.18,0.111,0.11	-0.008
44	"AT5G53050"	NA	chr5	-	21511417	21511543	21511425	21511543	21510837	21510925	44	4,5,8	219,358,363	12,10,14	339,248,249	157	149	1	1.0	0.017,0.013,0.02	0.033,0.037,0.051	-0.024
45	"AT5G53020"	NA	chr5	+	21498423	21499440	21498423	21498605	21499888	21500829	45	14,7,8	0,2,1	6,11,22	4,4,0	298	149	0.203900483481	1.0	1.0,0.636,0.8	0.429,0.579,1.0	0.143
47	"AT5G51200"	NA	chr5	+	20808646	20808790	20808646	20808772	20809043	20809160	47	51,56,63	0,0,0	110,62,74	0,0,2	167	149	1	1.0	1.0,1.0,1.0	1.0,1.0,0.971	0.01
50	"AT5G50020"	NA	chr5	+	20352841	20353141	20352841	20353120	20353329	20353563	50	79,72,75	0,0,0	69,90,54	0,4,1	170	149	1	1.0	1.0,1.0,1.0	1.0,0.952,0.979	0.023
51	"AT5G48640"	NA	chr5	-	19725196	19725493	19725386	19725493	19724984	19725029	51	99,173,178	1,1,0	200,201,171	2,0,2	298	149	1	1.0	0.98,0.989,1.0	0.98,1.0,0.977	0.004
52	"AT5G48610"	NA	chr5	+	19713874	19714879	19713874	19714760	19715052	19716059	52	14,10,11	26,42,35	22,11,15	54,49,29	268	149	1	1.0	0.23,0.117,0.149	0.185,0.111,0.223	-0.008
53	"AT5G48545"	NA	chr5	+	19676967	19677600	19676967	19677034	19677693	19677747	53	136,248,275	10,11,17	217,208,214	29,15,23	298	149	1	1.0	0.872,0.919,0.89	0.789,0.874,0.823	0.065
54	"AT5G47690"	NA	chr5	+	19317667	19318153	19317667	19317991	19318653	19318857	54	4,2,5	115,178,211	4,0,1	202,193,154	298	149	1	1.0	0.017,0.006,0.012	0.01,0.0,0.003	0.007
55	"AT5G47620"	NA	chr5	-	19304056	19304280	19304064	19304280	19302658	19303718	55	88,120,126	0,0,0	153,137,143	2,0,0	157	149	1	1.0	1.0,1.0,1.0	0.986,1.0,1.0	0.005
56	"AT5G47620"	NA	chr5	-	19304365	19304453	19304367	19304453	19304056	19304280	56	0,3,0	44,89,142	0,0,3	124,122,101	151	149	1	1.0	0.0,0.032,0.0	0.0,0.0,0.028	0.001
57	"AT5G47455"	NA	chr5	+	19251077	19251251	19251077	19251196	19251657	19252491	57	7,8,2	20,17,25	4,8,6	60,53,40	204	149	1	1.0	0.204,0.256,0.055	0.046,0.099,0.099	0.09
58	"AT5G46800"	NA	chr5	-	18990270	18990867	18990494	18990867	18989418	18989812	58	5,11,12	554,726,937	6,14,7	828,820,765	298	149	1	1.0	0.004,0.008,0.006	0.004,0.008,0.005	0.0
59	"AT5G46740"	NA	chr5	-	18967802	18967923	18967822	18967923	18967606	18967717	59	11,13,15	0,1,1	21,9,7	12,3,6	169	149	2.45627582954e-05	0.0008770021200471226	1.0,0.92,0.93	0.607,0.726,0.507	0.337
60	"AT5G46250"	NA	chr5	+	18757110	18757162	18757110	18757158	18757250	18757315	60	5,13,3	0,0,0	3,5,6	0,2,0	153	149	1	1.0	1.0,1.0,1.0	1.0,0.709,1.0	0.097
61	"AT5G44750"	NA	chr5	+	18056513	18056585	18056513	18056573	18056667	18056754	61	7,6,2	1,7,2	2,7,2	8,8,10	161	149	0.0887553156239	0.888118476720681	0.866,0.442,0.481	0.188,0.447,0.156	0.333
62	"AT5G44740"	NA	chr5	-	18051099	18051211	18051140	18051211	18050834	18051005	62	17,34,34	2,4,0	49,59,51	0,1,0	190	149	1	1.0	0.87,0.87,1.0	1.0,0.979,1.0	-0.08
63	"AT5G44290"	NA	chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	63	36,34,52	65,108,128	6,7,7	98,107,87	167	149	4.70467556853e-05	0.0015083765955429857	0.331,0.219,0.266	0.052,0.055,0.067	0.214
64	"AT5G44250"	NA	chr5	-	17825290	17825356	17825298	17825356	17825135	17825216	64	0,0,1	14,31,30	0,0,0	52,30,32	157	149	1	1.0	0.0,0.0,0.031	0.0,0.0,0.0	0.01
65	"AT5G43880"	NA	chr5	-	17643072	17643980	17643448	17643980	17642721	17642859	65	8,24,18	35,45,39	24,15,13	18,26,25	298	149	0.964176313322	1.0	0.103,0.211,0.188	0.4,0.224,0.206	-0.109
66	"AT5G43270"	NA	chr5	-	17362817	17363678	17362901	17363678	17361499	17362163	66	12,4,16	6,18,16	21,17,18	33,41,32	233	149	1	1.0	0.561,0.124,0.39	0.289,0.21,0.265	0.104
68	"AT5G41690"	NA	chr5	-	16674167	16674493	16674361	16674493	16674001	16674075	68	13,16,3	1,6,7	5,3,14	5,2,4	298	149	1	1.0	0.867,0.571,0.176	0.333,0.429,0.636	0.072
69	"AT5G41220"	NA	chr5	-	16496573	16496823	16496749	16496823	16496445	16496499	69	46,85,81	0,0,0	57,56,52	2,0,0	298	149	1	1.0	1.0,1.0,1.0	0.934,1.0,1.0	0.022
70	"AT5G40910"	NA	chr5	+	16395210	16395973	16395210	16395275	16396097	16397169	70	14,9,11	0,0,1	14,16,26	1,3,0	298	149	1	1.0	1.0,1.0,0.846	0.875,0.727,1.0	0.081
71	"AT5G40910"	NA	chr5	+	16395210	16396001	16395210	16395275	16396097	16397169	71	29,21,28	0,0,1	30,50,38	1,3,0	298	149	1	1.0	1.0,1.0,0.933	0.938,0.893,1.0	0.034
73	"AT5G38590"	NA	chr5	-	15452627	15453505	15453020	15453505	15452410	15452551	73	32,26,36	5,4,5	28,32,38	6,7,4	298	149	1	1.0	0.762,0.765,0.783	0.7,0.696,0.826	0.029
74	"AT5G38470"	NA	chr5	+	15406994	15407105	15406994	15407101	15407194	15407273	74	17,17,10	575,815,885	25,17,18	727,670,656	153	149	1	1.0	0.028,0.02,0.011	0.032,0.024,0.026	-0.008
75	"AT5G37380"	NA	chr5	-	14819034	14819105	14819062	14819105	14816744	14818453	75	1,2,3	18,33,34	8,14,1	22,33,22	177	149	0.394625795951	1.0	0.045,0.049,0.069	0.234,0.263,0.037	-0.124
76	"AT5G37380"	NA	chr5	-	14819062	14819346	14819191	14819346	14816744	14818453	76	19,37,34	13,13,12	24,36,26	13,12,6	278	149	1	1.0	0.439,0.604,0.603	0.497,0.617,0.699	-0.056
