ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
1	78,70,82	186,258,261	74,82,58	304,314,259	252	149
2	20,32,51	255,369,374	72,31,36	414,397,358	251	149
3	3,7,9	4,15,12	21,27,15	48,55,39	227	149
4	6,9,23	42,48,67	12,12,5	53,48,49	273	149
5	0,7,1	40,77,60	6,4,0	59,69,39	246	149
6	28,27,32	9,7,12	16,25,21	8,12,6	296	149
7	133,122,139	0,1,0	180,174,134	7,7,2	241	149
8	184,195,267	38,44,57	146,192,170	54,25,33	238	149
10	59,70,63	271,474,444	63,85,72	423,470,352	228	149
11	40,58,77	765,1103,1283	82,54,56	993,1061,839	212	149
12	3,13,6	3,15,5	11,6,4	19,8,14	255	149
13	53,69,80	379,472,586	58,80,58	631,596,488	225	149
15	22,32,37	119,218,221	33,29,20	221,202,182	246	149
16	7,14,19	53,98,82	11,13,6	86,75,73	247	149
17	30,45,55	26,29,45	68,68,48	34,35,22	272	149
18	1,0,1	36,45,52	0,1,0	35,52,48	251	149
19	36,36,54	45,81,94	47,77,40	107,109,69	232	149
20	6,4,11	27,39,56	5,17,12	27,32,37	298	149
21	2,3,0	24,40,42	2,8,1	53,49,65	225	149
22	1,6,7	50,96,97	3,4,2	77,51,62	298	149
23	0,1,3	6,4,8	0,4,3	18,14,21	244	149
24	17,32,18	46,55,72	47,25,19	63,85,46	215	149
26	24,14,29	9,6,16	38,32,23	11,7,6	287	149
27	0,2,3	91,130,148	3,3,3	110,73,91	231	149
28	122,182,266	0,0,0	227,202,175	2,2,1	241	149
29	17,11,59	1068,1727,1700	36,34,42	1773,1610,1600	224	149
30	16,16,34	871,1320,1363	22,18,24	1495,1391,1339	240	149
31	12,20,27	155,203,197	16,25,24	230,285,261	237	149
32	14,19,25	0,2,0	23,28,26	0,0,0	259	149
33	12,17,41	69,144,135	126,161,119	61,43,35	298	149
34	7,7,10	62,95,110	11,7,14	47,57,51	230	149
35	0,4,6	20,43,40	2,1,1	27,49,35	277	149
36	2,7,14	66,100,78	17,16,8	113,120,96	221	149
