ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2388,3493,2892,2387,3281,2993	4,5,4,4,3,9	2365,1575,2100,2944,3170,1082	9,6,6,1,8,0	238	149	1	1.0	0.997,0.998,0.998,0.997,0.999,0.995	0.994,0.994,0.995,0.999,0.996,1.0	0.001
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992	1	1166,1808,1536,1198,1766,1546	0,0,0,0,0,0	1166,818,996,1602,1708,502	2,0,0,0,0,0	279	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.997,1.0,1.0,1.0,1.0,1.0	0.001
2	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597	2	0,0,1,0,0,0	0,0,0,0,0,0	0,0,0,0,0,0	1,0,0,0,0,0	241	149	1	1.0	NA,NA,1.0,NA,NA,NA	0.0,NA,NA,NA,NA,NA	1.0
3	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	3	44,49,30,39,29,27	0,0,0,0,0,2	32,13,18,75,56,9	0,0,0,2,0,0	215	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.903	1.0,1.0,1.0,0.963,1.0,1.0	-0.01
4	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	4	164,256,203,181,312,244	1,0,1,1,5,1	284,165,212,277,274,91	5,2,1,1,4,0	298	149	1	1.0	0.988,1.0,0.99,0.989,0.969,0.992	0.966,0.976,0.991,0.993,0.972,1.0	0.005
5	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	5	295,415,352,266,442,324	0,0,0,0,1,0	327,280,280,497,406,121	0,0,0,0,0,0	237	149	1	1.0	1.0,1.0,1.0,1.0,0.996,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
6	"AT5G65970"	NA	chr5	-	26388166	26388234	26388014	26388075	26388495	26388669	6	41,54,62,41,78,73	0,0,0,0,0,0	48,35,42,71,76,10	1,0,0,0,0,0	217	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.971,1.0,1.0,1.0,1.0,1.0	0.005
7	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	7	98,112,141,72,134,175	0,0,0,2,0,0	106,77,75,132,143,38	0,0,0,0,2,0	185	149	1	1.0	1.0,1.0,1.0,0.967,1.0,1.0	1.0,1.0,1.0,1.0,0.983,1.0	-0.003
8	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	8	108,200,156,117,163,124	4,1,0,0,1,0	148,82,104,153,125,38	2,1,3,1,0,1	190	149	1	1.0	0.955,0.994,1.0,1.0,0.992,1.0	0.983,0.985,0.965,0.992,1.0,0.968	0.008
9	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082	9	25,37,38,21,25,29	0,0,0,0,0,0	22,19,26,24,34,14	0,0,0,0,1,0	199	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.962,1.0	0.006
10	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	10	129,162,125,90,144,167	0,1,0,1,2,1	101,71,90,97,129,43	1,2,0,0,0,0	238	149	1	1.0	1.0,0.99,1.0,0.983,0.978,0.991	0.984,0.957,1.0,1.0,1.0,1.0	0.0
11	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747	11	102,157,122,83,143,146	0,0,0,0,0,0	97,85,88,128,157,50	2,0,0,0,0,0	210	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	0.972,1.0,1.0,1.0,1.0,1.0	0.005
12	"AT5G65970"	NA	chr5	-	26390078	26390136	26389823	26390008	26390206	26390676	12	125,154,102,99,120,111	1,0,0,0,0,0	118,80,68,107,126,34	0,0,0,0,0,0	207	149	1	1.0	0.989,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.002
13	"AT5G65960"	NA	chr5	+	26385688	26385824	26385546	26385607	26385915	26386243	13	762,1164,963,834,1122,1035	0,0,1,0,0,0	960,801,830,1172,1327,421	0,0,0,0,0,0	285	149	1	1.0	1.0,1.0,0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
14	"AT5G65940"	NA	chr5	-	26377519	26377580	26377323	26377422	26377814	26377936	14	559,763,639,510,759,650	0,0,1,0,0,0	637,416,561,784,866,300	0,0,0,0,0,0	210	149	1	1.0	1.0,1.0,0.998,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
15	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	15	585,814,699,639,860,702	1,2,4,0,1,0	615,485,553,790,892,275	1,1,0,4,5,2	229	149	1	1.0	0.997,0.996,0.991,1.0,0.998,1.0	0.998,0.997,1.0,0.992,0.991,0.989	0.003
16	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056	16	685,946,790,713,1043,880	1,0,0,0,0,0	775,553,656,896,1012,333	0,0,0,1,0,0	218	149	1	1.0	0.998,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.998,1.0,1.0	0.0
17	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	17	559,787,661,573,825,742	0,3,0,0,1,0	678,424,558,720,817,296	0,0,0,0,0,0	230	149	1	1.0	1.0,0.994,1.0,1.0,0.998,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.001
18	"AT5G65460"	NA	chr5	-	26167163	26167295	26166889	26167068	26167726	26167833	18	87,120,107,79,121,113	0,0,0,0,0,1	68,54,58,101,55,41	0,0,0,0,0,0	281	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.984	1.0,1.0,1.0,1.0,1.0,1.0	-0.003
19	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	19	1,3,4,1,8,4	45,63,57,42,57,53	0,0,0,0,0,1	39,32,21,53,31,24	170	149	1	1.0	0.019,0.04,0.058,0.02,0.11,0.062	0.0,0.0,0.0,0.0,0.0,0.035	0.046
20	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	20	1225,1645,1212,980,1630,1578	0,0,0,1,0,1	896,556,778,923,1321,366	0,0,0,0,0,0	213	149	1	1.0	1.0,1.0,1.0,0.999,1.0,0.999	1.0,1.0,1.0,1.0,1.0,1.0	-0.0
21	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	21	162,224,188,127,227,220	96,153,140,87,135,121	77,65,59,86,117,27	112,93,118,167,155,51	207	149	8.41357111758e-08	0.000150322470634096	0.548,0.513,0.492,0.512,0.548,0.567	0.331,0.335,0.265,0.27,0.352,0.276	0.225
22	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795	22	61,121,94,62,104,92	0,2,0,0,0,0	71,71,50,107,103,47	0,0,0,0,0,0	243	149	1	1.0	1.0,0.974,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0,1.0	-0.004
23	"AT5G64600"	NA	chr5	+	25826783	25826920	25826323	25826452	25827026	25827240	23	86,149,116,107,156,127	0,0,0,0,0,0	108,83,91,153,151,60	0,0,0,2,0,0	286	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.976,1.0,1.0	0.004
25	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	25	889,1413,977,911,1498,1071	4,3,7,7,3,3	976,669,694,895,1021,302	6,6,2,5,8,1	269	149	1	1.0	0.992,0.996,0.987,0.986,0.996,0.995	0.989,0.984,0.995,0.99,0.986,0.994	0.002
26	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753	26	634,939,659,591,1021,798	0,0,0,0,0,0	546,418,459,634,822,259	0,0,0,1,0,0	228	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.998,1.0,1.0	0.0
27	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	27	5,22,13,6,9,6	3,7,6,6,10,0	22,13,26,14,27,9	11,8,3,9,8,8	279	149	1	1.0	0.471,0.627,0.536,0.348,0.325,1.0	0.516,0.465,0.822,0.454,0.643,0.375	0.005
28	"AT5G64130"	NA	chr5	-	25664671	25664732	25664289	25664587	25664815	25664869	28	2910,4693,3819,3356,5007,4132	0,0,0,0,0,0	3663,2565,2961,3760,4867,1620	0,2,0,0,0,0	210	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,0.999,1.0,1.0,1.0,1.0	0.0
29	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	29	98,141,106,101,124,143	2,0,0,0,0,0	73,81,102,133,118,66	0,2,0,0,0,2	298	149	1	1.0	0.961,1.0,1.0,1.0,1.0,1.0	1.0,0.953,1.0,1.0,1.0,0.943	0.011
30	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	30	338,546,486,362,543,482	4,4,1,3,2,2	438,246,338,457,453,157	2,4,0,3,6,1	262	149	1	1.0	0.98,0.987,0.996,0.986,0.994,0.993	0.992,0.972,1.0,0.989,0.977,0.989	0.003
31	"AT5G63640"	NA	chr5	+	25480099	25480175	25479856	25480017	25480294	25480380	31	322,427,386,348,481,480	0,0,0,0,0,0	389,266,279,437,505,180	0,0,0,0,2,0	225	149	1	1.0	1.0,1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.994,1.0	0.001
