ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,4,1,0,9,3	11,24,10,19,23,17	0,0,0,1,1,0	25,6,10,8,14,2	225	149	1	1.0	0.057,0.099,0.062,0.0,0.206,0.105	0.0,0.0,0.0,0.076,0.045,0.0	0.068
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	97,128,136,71,125,127	215,344,297,208,318,326	64,62,56,139,134,36	310,293,219,397,406,181	252	149	1	1.0	0.211,0.18,0.213,0.168,0.189,0.187	0.109,0.111,0.131,0.172,0.163,0.105	0.06
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	26,60,56,47,53,41	304,464,432,270,475,464	55,33,56,60,87,15	358,327,275,420,513,206	251	149	1	1.0	0.048,0.071,0.071,0.094,0.062,0.05	0.084,0.057,0.108,0.078,0.091,0.041	-0.01
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	11,6,11,11,6,13	39,51,26,37,24,22	12,11,17,17,5,4	23,13,17,66,36,8	227	149	1	1.0	0.156,0.072,0.217,0.163,0.141,0.279	0.255,0.357,0.396,0.145,0.084,0.247	-0.076
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	29,68,47,32,46,41	162,199,173,141,191,161	23,32,21,50,33,11	164,103,118,169,207,67	273	149	1	1.0	0.089,0.157,0.129,0.11,0.116,0.122	0.071,0.145,0.089,0.139,0.08,0.082	0.02
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	30,29,13,10,19,15	128,217,146,143,167,194	13,9,20,18,24,13	115,118,106,177,157,52	246	149	1	1.0	0.124,0.075,0.051,0.041,0.064,0.045	0.064,0.044,0.103,0.058,0.085,0.132	-0.014
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	12,21,31,24,26,33	10,7,15,14,15,24	24,18,38,51,21,17	15,7,12,16,17,6	296	149	1	1.0	0.377,0.602,0.51,0.463,0.466,0.409	0.446,0.564,0.614,0.616,0.383,0.588	-0.064
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	32,43,31,29,28,39	7,5,5,0,9,6	27,19,17,35,29,19	3,0,1,10,8,4	241	149	1	1.0	0.739,0.842,0.793,1.0,0.658,0.801	0.848,1.0,0.913,0.684,0.691,0.746	-0.008
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	479,699,565,472,701,447	96,133,127,113,145,119	449,329,366,442,498,150	89,93,78,81,125,57	238	149	1	1.0	0.758,0.767,0.736,0.723,0.752,0.702	0.76,0.689,0.746,0.774,0.714,0.622	0.022
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	6,20,17,7,11,1	0,0,0,0,0,1	15,18,5,20,14,4	1,3,1,2,1,1	242	149	1	1.0	1.0,1.0,1.0,1.0,1.0,0.381	0.902,0.787,0.755,0.86,0.896,0.711	0.078
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	145,196,162,154,264,225	467,637,622,506,773,651	157,106,115,170,185,120	554,466,480,657,702,281	228	149	1	1.0	0.169,0.167,0.145,0.166,0.182,0.184	0.156,0.129,0.135,0.145,0.147,0.218	0.014
