ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	3,3	3,11	3,0	9,1	175	99	0.962229277472	1.0	0.361,0.134	0.159,0.0	0.168
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	153,147	282,378	72,55	343,184	202	99	1	1.0	0.21,0.16	0.093,0.128	0.074
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	38,56	266,436	67,27	326,176	201	99	1	1.0	0.066,0.059	0.092,0.07	-0.019
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	12,14	32,20	17,4	29,7	177	99	1	1.0	0.173,0.281	0.247,0.242	-0.017
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	46,55	165,168	34,12	145,76	223	99	1	1.0	0.11,0.127	0.094,0.066	0.038
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	36,26	126,183	15,17	112,58	196	99	1	1.0	0.126,0.067	0.063,0.129	0.001
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	20,52	17,22	42,18	12,9	246	99	0.847428611847	1.0	0.321,0.487	0.585,0.446	-0.111
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	39,45	9,8	38,20	2,5	191	99	0.850592917675	1.0	0.692,0.745	0.908,0.675	-0.073
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	663,614	133,162	605,201	128,75	188	99	1	1.0	0.724,0.666	0.713,0.585	0.046
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	9,3	0,1	20,4	0,2	192	99	1	1.0	1.0,0.607	1.0,0.508	0.049
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	184,286	520,725	168,120	638,339	178	99	1	1.0	0.164,0.18	0.128,0.164	0.026
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	208,287	3222,4792	348,161	5731,2524	162	99	1	1.0	0.038,0.035	0.036,0.038	-0.0
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	55,57	73,135	45,31	67,33	205	99	1	1.0	0.267,0.169	0.245,0.312	-0.06
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	102,100	427,546	103,33	517,222	175	99	1	1.0	0.119,0.094	0.101,0.078	0.017
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	1,5	57,80	3,1	49,17	182	99	1	1.0	0.009,0.033	0.032,0.031	-0.01
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	36,37	73,87	14,15	48,23	196	99	1	1.0	0.199,0.177	0.128,0.248	0.0
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	16,19	70,75	6,6	63,26	197	99	1	1.0	0.103,0.113	0.046,0.104	0.033
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	156,229	30,29	129,65	21,10	222	99	1	1.0	0.699,0.779	0.733,0.744	0.001
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	1,3	75,127	0,1	71,37	201	99	1	1.0	0.007,0.012	0.0,0.013	0.003
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	52,54	91,156	51,28	98,43	182	99	1	1.0	0.237,0.158	0.221,0.262	-0.044
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	19,15	63,83	13,10	94,39	285	99	1	1.0	0.095,0.059	0.046,0.082	0.013
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	5,0	29,31	2,3	32,15	175	99	1	1.0	0.089,0.0	0.034,0.102	-0.024
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	41,39	168,219	35,18	156,79	407	99	1	1.0	0.056,0.042	0.052,0.053	-0.003
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	7,0	7,15	5,3	7,5	194	99	0.789320718269	1.0	0.338,0.0	0.267,0.234	-0.081
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	11,10	9,14	4,1	12,2	165	99	0.333806317141	1.0	0.423,0.3	0.167,0.231	0.162
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	103,117	94,118	125,64	98,50	237	99	1	1.0	0.314,0.293	0.348,0.348	-0.044
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	11,16	293,444	11,7	385,154	181	99	1	1.0	0.02,0.019	0.015,0.024	0.0
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	18,22	0,0	31,15	5,1	191	99	0.47690276248	1.0	1.0,1.0	0.763,0.886	0.175
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	61,78	2176,3295	40,25	2651,1189	174	99	1	1.0	0.016,0.013	0.009,0.012	0.004
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	34,41	2246,3448	34,15	2578,1185	190	99	1	1.0	0.008,0.006	0.007,0.007	0.0
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	8,21	208,205	15,8	201,92	187	99	1	1.0	0.02,0.051	0.038,0.044	-0.005
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	127,160	0,5	173,118	3,5	209	99	1	1.0	1.0,0.938	0.965,0.918	0.027
33	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	33	10,13	33,26	69,75	14,7	269	99	6.18616269321e-12	3.3797068847237297e-09	0.1,0.155	0.645,0.798	-0.594
34	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	34	75,96	489,655	117,69	550,250	180	99	1	1.0	0.078,0.075	0.105,0.132	-0.042
35	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	35	15,22	81,75	6,1	62,26	227	99	1	1.0	0.075,0.113	0.04,0.016	0.066
36	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	36	6,3	71,123	3,1	103,40	171	99	1	1.0	0.047,0.014	0.017,0.014	0.015
39	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	39	38,54	204,332	28,9	292,138	170	99	1	1.0	0.098,0.087	0.053,0.037	0.048
40	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	40	223,315	19,33	210,88	16,12	177	99	1	1.0	0.868,0.842	0.88,0.804	0.013
42	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	42	13,11	3,18	14,10	18,8	196	99	1	1.0	0.686,0.236	0.282,0.387	0.127
43	"AT5G62170"	NA	chr5	-	24975102	24975632	24975102	24975191	24975264	24975632	43	16,15	9,13	13,7	13,5	172	99	1	1.0	0.506,0.399	0.365,0.446	0.047
44	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965037	24965256	44	3,2	5,5	0,0	0,2	177	99	1	1.0	0.251,0.183	NA,0.0	0.217
45	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965049	24965256	45	5,3	11,1	0,0	6,0	189	99	1	1.0	0.192,0.611	0.0,NA	0.401
46	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967694	24967736	46	15,7	5,9	2,4	1,1	366	99	0.867742732776	1.0	0.448,0.174	0.351,0.52	-0.124
47	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967427	24967840	24967882	47	15,9	3,0	2,4	0,0	512	99	0.608780067843	1.0	0.492,1.0	1.0,1.0	-0.254
48	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967736	24967840	24967882	48	8,2	12,9	1,0	1,1	203	99	0.401609535213	1.0	0.245,0.098	0.328,0.0	0.007
49	"AT5G62000"	NA	chr5	+	24910357	24911012	24910357	24910610	24910712	24911012	49	97,110	453,665	59,19	414,212	201	99	1	1.0	0.095,0.075	0.066,0.042	0.031
50	"AT5G61960"	NA	chr5	-	24883405	24883573	24883405	24883459	24883550	24883573	50	366,382	3,6	345,149	3,4	190	99	1	1.0	0.985,0.971	0.984,0.951	0.01
51	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883691	24883955	51	12,9	0,3	10,5	0,0	217	99	1	1.0	1.0,0.578	1.0,1.0	-0.211
