ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2807,3646	0,9	2723,1228	4,0	188	99	1	1.0	1.0,0.995	0.997,1.0	-0.001
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992	1	1269,1737	0,0	1305,562	2,0	198	99	1	1.0	1.0,1.0	0.997,1.0	0.002
3	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	3	52,33	0,2	48,14	1,0	165	99	1	1.0	1.0,0.908	0.966,1.0	-0.029
4	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	4	194,241	1,0	305,127	2,0	198	99	1	1.0	0.99,1.0	0.987,1.0	0.001
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	5	132,157	3,0	140,57	1,1	140	99	1	1.0	0.969,1.0	0.99,0.976	0.001
6	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	6	164,231	0,2	133,63	1,0	188	99	1	1.0	1.0,0.984	0.986,1.0	-0.001
7	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747	7	133,201	0,0	119,57	1,0	160	99	1	1.0	1.0,1.0	0.987,1.0	0.006
8	"AT5G65970"	NA	chr5	-	26390078	26390136	26389823	26390008	26390206	26390676	8	139,118	1,0	124,40	0,0	157	99	1	1.0	0.989,1.0	1.0,1.0	-0.006
9	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	9	697,863	1,0	753,328	3,1	179	99	1	1.0	0.997,1.0	0.993,0.995	0.004
10	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056	10	604,728	1,0	729,328	0,0	168	99	1	1.0	0.997,1.0	1.0,1.0	-0.002
11	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	11	779,979	0,0	929,421	0,1	180	99	1	1.0	1.0,1.0	1.0,0.996	0.002
12	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	12	1,2	40,49	0,1	40,19	120	99	1	1.0	0.02,0.033	0.0,0.042	0.006
13	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	13	1458,1907	0,2	1054,429	0,0	163	99	1	1.0	1.0,0.998	1.0,1.0	-0.001
14	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	14	196,251	85,98	91,34	89,67	157	99	0.000855828638332	0.5122990229055352	0.593,0.618	0.392,0.242	0.288
15	"AT5G65060"	NA	chr5	+	25990613	25990655	25990283	25990325	25990963	25991312	15	233,296	1,0	221,108	0,0	141	99	1	1.0	0.994,1.0	1.0,1.0	-0.003
17	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	17	893,985	4,0	975,300	9,3	198	99	1	1.0	0.991,1.0	0.982,0.98	0.015
18	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	18	5,10	3,0	20,6	14,12	198	99	0.0609341724508	1.0	0.455,1.0	0.417,0.2	0.419
19	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339	19	53,65	0,0	49,22	1,0	171	99	1	1.0	1.0,1.0	0.966,1.0	0.017
20	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	20	97,122	2,0	82,64	0,1	198	99	1	1.0	0.96,1.0	1.0,0.97	-0.005
21	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	21	385,483	4,6	449,162	1,1	198	99	1	1.0	0.98,0.976	0.996,0.988	-0.014
