ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
430	AT4G26190		chr4	-	13263656	13266812	13263656	13266462	13266897	13267002	430	31,71	5,19	25,19	0,0	449	99	3.22932791619e-11	3.60392995446804e-08	0.578,0.452	1.0,1.0	-0.485
640	AT5G01180		chr5	-	63131	63313	63131	63274	63780	63936	640	5,2	13,6	3,2	0,0	138	99	2.22044604925e-15	4.956035581926e-12	0.216,0.193	1.0,1.0	-0.795
797	AT3G46210		chr3	-	16978383	16978502	16978383	16978499	16978851	16978892	797	2,3	0,0	1,0	2,3	102	99	3.85671161951e-06	0.0028693934449154	1.0,1.0	0.327,0.0	0.837
1606	AT1G52430		chr1	-	19533386	19533436	19533386	19533433	19533605	19533719	1606	0,1	5,1	4,1	0,0	102	99	6.26238383727e-06	0.0034944101811966	0.0,0.493	1.0,1.0	-0.754
2365	AT2G43500		chr2	+	18062690	18063659	18062693	18063659	18062530	18062595	2365	4,1	1,0	2,0	7,4	102	99	1.39255886697e-05	0.006216382782154	0.795,1.0	0.217,0.0	0.789
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
139	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	139	91,123	23,38	54,21	71,22	164	99	3.46098967063e-06	0.0001678579990255	0.705,0.661	0.315,0.366	0.343
157	AT5G06670		chr5	-	2055285	2055575	2055366	2055575	2054789	2055047	157	19,11	11,15	29,24	4,2	180	99	0.000673275755826	0.020608734258879	0.487,0.287	0.799,0.868	-0.447
193	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	193	9,7	33,30	26,11	4,1	113	99	2.74490430385e-11	2.6625571747345e-09	0.193,0.17	0.851,0.906	-0.697
209	AT4G35270		chr4	-	16781473	16782054	16781811	16782054	16779903	16780980	209	13,13	1,10	13,10	0,0	437	99	0.00169233490111	0.0430574387954544	0.747,0.228	1.0,1.0	-0.512
212	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	212	190,304	281,443	85,39	488,222	132	99	2.53782495685e-07	1.5581681889137845e-05	0.336,0.34	0.116,0.116	0.222
218	AT4G34265		chr4	+	16402616	16402780	16402616	16402735	16402957	16403022	218	51,69	155,221	6,3	198,70	144	99	0.00128016866797	0.033674945299821	0.184,0.177	0.02,0.029	0.156
228	AT4G32900		chr4	-	15879537	15879623	15879545	15879623	15879345	15879418	228	40,60	128,185	116,52	93,33	107	99	1.1181908155e-07	7.230967273566667e-06	0.224,0.231	0.536,0.593	-0.337
238	AT4G32330		chr4	+	15608904	15609117	15608904	15609106	15609789	15610001	238	10,25	164,281	60,36	167,66	110	99	0.000287401107224	0.0094903514555669	0.052,0.074	0.244,0.329	-0.223
346	AT4G09980		chr4	-	6249104	6249224	6249115	6249224	6248510	6248662	346	10,3	79,133	45,29	63,15	110	99	4.616296293e-07	2.55874708812e-05	0.102,0.02	0.391,0.635	-0.452
387	AT4G40050		chr4	-	18561988	18562084	18561992	18562084	18561698	18561884	387	77,137	104,223	153,67	43,18	103	99	1.19275700428e-11	1.3222563361732571e-09	0.416,0.371	0.774,0.782	-0.385
392	AT3G63460		chr3	-	23434943	23434986	23434949	23434986	23434703	23434825	392	351,418	43,49	155,90	150,77	105	99	0.0	0.0	0.885,0.889	0.493,0.524	0.379
393	AT3G63340		chr3	-	23392347	23392402	23392378	23392402	23392165	23392246	393	188,256	9,7	46,22	25,11	130	99	3.5137272314e-08	2.371002027449044e-06	0.941,0.965	0.584,0.604	0.359
434	AT3G54500		chr3	-	20178157	20178491	20178160	20178491	20177934	20178064	434	225,256	96,115	503,356	678,535	102	99	1.21171924716e-08	9.89783300838063e-07	0.695,0.684	0.419,0.392	0.284
489	AT4G24230		chr4	-	12567237	12567362	12567250	12567362	12566943	12567132	489	94,109	118,142	100,28	294,154	112	99	0.00167422408761	0.0430574387954544	0.413,0.404	0.231,0.138	0.224
491	AT5G35330		chr5	-	13525620	13525834	13525641	13525834	13524824	13525279	491	66,110	73,105	46,25	176,86	120	99	2.5220249395e-05	0.0010872729739177	0.427,0.464	0.177,0.193	0.261
499	AT2G03810		chr2	+	1161669	1161729	1161669	1161724	1162632	1162712	499	5,8	9,15	19,12	5,3	104	99	0.000826134482537	0.0233120130344986	0.346,0.337	0.783,0.792	-0.446
509	AT2G02080		chr2	-	520976	521205	520980	521205	520263	520660	509	4,10	177,269	73,48	61,39	103	99	0.0	0.0	0.021,0.034	0.535,0.542	-0.511
534	AT1G79190		chr1	+	29791575	29792228	29791575	29792210	29792308	29792467	534	1,6	41,37	32,15	4,4	117	99	3.33066907388e-16	7.384569146659659e-14	0.02,0.121	0.871,0.76	-0.745
539	AT1G78690		chr1	+	29596982	29597235	29596982	29597210	29597315	29597446	539	3,8	39,45	16,6	14,8	124	99	0.00125160204636	0.0334911444129434	0.058,0.124	0.477,0.375	-0.335
544	AT2G04790		chr2	+	1679306	1679909	1679306	1679886	1680014	1680176	544	20,36	33,23	5,4	60,50	122	99	3.40363481816e-05	0.0014276868210227	0.33,0.559	0.063,0.061	0.383
577	AT2G15530		chr2	+	6773916	6773992	6773916	6773964	6774083	6775826	577	17,17	24,23	2,1	24,8	127	99	0.00116410443626	0.0316963172820266	0.356,0.366	0.061,0.089	0.286
581	AT1G68140		chr1	-	25540793	25541741	25541435	25541741	25538944	25540430	581	32,70	5,8	32,27	0,1	741	99	0.000577393720212	0.0182880623218168	0.461,0.539	1.0,0.783	-0.391
651	AT2G44280		chr2	-	18304070	18304627	18304129	18304627	18303751	18303985	651	7,8	0,1	2,1	4,2	158	99	1.24082440633e-05	0.0005502169938926	1.0,0.834	0.239,0.239	0.678
665	AT1G73390		chr1	-	27594494	27594551	27594498	27594551	27593901	27594166	665	43,55	12,34	10,6	28,11	103	99	0.000677220004641	0.020608734258879	0.775,0.609	0.256,0.344	0.392
692	AT1G20060		chr1	-	6952652	6952745	6952655	6952745	6952478	6952571	692	6,7	6,2	0,0	5,5	102	99	4.76490108348e-06	0.0002240947418654	0.493,0.773	0.0,0.0	0.633
713	AT1G49980		chr1	+	18511848	18511993	18511848	18511962	18512089	18512512	713	20,23	44,82	36,18	24,8	130	99	0.000198329269446	0.0068401561373376	0.257,0.176	0.533,0.631	-0.366
714	AT1G49980		chr1	+	18511848	18511998	18511848	18511962	18512089	18512512	714	14,9	44,82	24,11	24,8	135	99	0.000706476074097	0.0210855935961258	0.189,0.074	0.423,0.502	-0.331
733	AT1G67700		chr1	+	25375569	25375726	25375569	25375712	25375803	25376050	733	807,969	664,751	1710,666	325,159	113	99	8.53761505937e-14	1.4722642857935823e-11	0.516,0.531	0.822,0.786	-0.28
737	AT1G03310		chr1	+	813412	813604	813412	813581	813928	816812	737	30,29	18,27	74,31	0,0	122	99	6.66133814775e-16	1.2922996006635e-13	0.575,0.466	1.0,1.0	-0.48
748	AT1G15490		chr1	-	5323152	5323895	5323157	5323895	5322652	5322960	748	9,16	12,25	33,8	0,1	104	99	2.65832245105e-10	2.292064691127556e-08	0.417,0.379	1.0,0.884	-0.544
805	AT1G23230		chr1	+	8246060	8246303	8246060	8246298	8246562	8246780	805	3,5	43,54	15,9	9,8	104	99	5.65901454808e-07	2.927596859540053e-05	0.062,0.081	0.613,0.517	-0.493
837	AT3G19460		chr3	+	6748758	6748909	6748758	6748904	6748990	6749307	837	33,65	57,97	8,5	105,49	104	99	5.21000758091e-07	2.788252332955972e-05	0.355,0.389	0.068,0.089	0.293
862	AT2G01420		chr2	-	182004	183764	182016	183764	181579	181847	862	207,312	181,217	397,176	56,14	111	99	2.22044604925e-16	5.743553780726668e-14	0.505,0.562	0.863,0.918	-0.357
931	AT3G07300		chr3	-	2326718	2327012	2326724	2327012	2326090	2326220	931	55,74	138,188	168,47	76,36	105	99	7.93123503984e-07	3.9707344457521545e-05	0.273,0.271	0.676,0.552	-0.342
941	AT1G01020		chr1	-	8570	9130	8593	9130	8235	8464	941	184,230	62,62	103,38	172,45	122	99	1.8653834033e-10	1.7029853187774116e-08	0.707,0.751	0.327,0.407	0.362
942	AT4G11970		chr4	+	7182945	7183006	7182945	7183002	7183224	7183277	942	20,24	15,34	23,21	3,2	103	99	5.45452866028e-05	0.0021706226873729	0.562,0.404	0.881,0.91	-0.412
948	AT1G05950		chr1	-	1804951	1805106	1804962	1805106	1804815	1804882	948	20,19	2,5	11,3	16,8	110	99	0.00015820216306	0.0055802217515709	0.9,0.774	0.382,0.252	0.52
