ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781
1	"AT5G67590"	NA	chr5	+	26958651	26958781	26957914	26958231	26958962	26958992
2	"AT5G67260"	NA	chr5	+	26838296	26838388	26837395	26837630	26839494	26839597
4	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914
6	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558
7	"AT5G65970"	NA	chr5	-	26389497	26389558	26389335	26389424	26389630	26389747
8	"AT5G65970"	NA	chr5	-	26390078	26390136	26389823	26390008	26390206	26390676
9	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781
10	"AT5G65940"	NA	chr5	-	26378842	26378911	26378717	26378781	26378975	26379056
11	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235
13	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206
14	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003
15	"AT5G65060"	NA	chr5	+	25990613	25990655	25990283	25990325	25990963	25991312
17	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052
19	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339
20	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630
21	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946
24	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039
29	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735
30	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603
31	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626
36	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621
37	"AT5G60360"	NA	chr5	+	24281115	24281189	24280861	24280977	24281299	24281564
38	"AT5G66180"	NA	chr5	+	26450357	26450425	26450136	26450271	26450523	26450585
39	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501
40	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223
41	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178
42	"AT5G59770"	NA	chr5	-	24080110	24080178	24079962	24080009	24080373	24080427
43	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388
44	"AT5G59710"	NA	chr5	+	24060244	24060333	24059857	24059956	24060435	24060516
47	"AT5G58800"	NA	chr5	-	23746869	23746937	23746340	23746700	23747187	23747273
48	"AT5G58800"	NA	chr5	-	23746869	23746943	23746340	23746700	23747187	23747274
49	"AT5G58470"	NA	chr5	-	23639687	23640321	23639397	23639548	23640443	23640537
50	"AT5G58160"	NA	chr5	+	23538044	23538126	23537908	23537959	23538199	23538294
51	"AT5G58100"	NA	chr5	+	23510794	23510865	23510556	23510675	23511442	23511548
52	"AT5G58000"	NA	chr5	+	23478489	23478564	23478298	23478401	23478651	23478799
53	"AT5G57960"	NA	chr5	-	23465534	23465651	23465144	23465259	23465806	23465949
54	"AT5G56950"	NA	chr5	+	23034843	23034861	23034545	23034747	23035230	23035693
55	"AT5G56870"	NA	chr5	+	23005146	23005213	23004928	23005041	23005320	23005413
58	"AT5G54750"	NA	chr5	+	22242403	22242501	22242063	22242136	22242750	22242850
59	"AT5G54750"	NA	chr5	+	22242403	22242540	22242063	22242136	22242750	22242850
60	"AT5G54290"	NA	chr5	+	22051513	22051645	22051036	22051169	22051836	22051895
61	"AT5G54290"	NA	chr5	+	22052585	22052617	22052391	22052477	22052845	22053007
62	"AT5G53530"	NA	chr5	-	21748153	21748192	21747978	21748053	21748463	21748719
66	"AT5G53140"	NA	chr5	+	21551632	21551707	21551408	21551500	21551793	21552559
67	"AT5G53080"	NA	chr5	+	21521515	21521666	21521169	21521428	21521755	21521978
68	"AT5G53045"	NA	chr5	-	21508849	21508905	21508340	21508708	21509482	21509609
69	"AT5G53045"	NA	chr5	-	21509007	21509080	21508849	21508905	21509482	21509609
71	"AT5G53020"	NA	chr5	+	21499290	21499440	21498422	21498605	21499888	21500829
72	"AT5G53010"	NA	chr5	-	21490162	21490300	21489956	21490060	21490445	21490544
74	"AT5G53010"	NA	chr5	-	21494982	21495052	21494804	21494875	21495320	21495410
75	"AT5G52920"	NA	chr5	+	21466324	21466433	21466099	21466248	21466504	21466880
76	"AT5G52070"	NA	chr5	+	21162074	21162208	21161222	21161353	21163578	21163648
77	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163578	21163648
78	"AT5G52070"	NA	chr5	+	21162095	21162208	21161131	21161353	21163726	21163968
79	"AT5G52070"	NA	chr5	+	21163578	21163648	21161131	21161353	21163726	21163968
81	"AT5G52070"	NA	chr5	+	21163578	21163968	21162095	21162208	21164079	21164196
82	"AT5G52070"	NA	chr5	+	21163726	21163968	21162095	21162208	21164079	21164196
83	"AT5G53350"	NA	chr5	+	21645344	21645395	21645163	21645243	21645489	21645564
84	"AT5G50420"	NA	chr5	-	20530848	20531098	20530199	20530629	20531361	20532856
86	"AT5G49730"	NA	chr5	-	20203457	20203692	20202957	20203285	20203778	20203976
87	"AT5G49390"	NA	chr5	+	20027353	20027415	20026901	20026988	20027587	20027665
89	"AT5G48640"	NA	chr5	-	19725196	19725236	19724984	19725029	19725386	19725493
90	"AT5G48545"	NA	chr5	+	19677544	19677600	19676967	19677034	19677693	19677747
91	"AT5G47690"	NA	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896
93	"AT5G47520"	NA	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
98	"AT5G47080"	NA	chr5	-	19125769	19125979	19125515	19125625	19126159	19126611
99	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125610	19126159	19126569
100	"AT5G47080"	NA	chr5	-	19125769	19125988	19125515	19125625	19126159	19126569
101	"AT5G46210"	NA	chr5	-	18735810	18735926	18735378	18735725	18736406	18736815
104	"AT5G45510"	NA	chr5	+	18445186	18448755	18444606	18444846	18449020	18449446
106	"AT5G45310"	NA	chr5	-	18360060	18360240	18359274	18359987	18360532	18360820
107	"AT5G45000"	NA	chr5	+	18166038	18166145	18165335	18165908	18166244	18166746
108	"AT5G46030"	NA	chr5	+	18670875	18670897	18670717	18670788	18670981	18671373
109	"AT5G44750"	NA	chr5	+	18053375	18053491	18053044	18053189	18053567	18053644
110	"AT5G44750"	NA	chr5	+	18057537	18057606	18057124	18057197	18057747	18057846
111	"AT5G44572"	NA	chr5	+	17969010	17969106	17968091	17968300	17969271	17970342
113	"AT5G44480"	NA	chr5	+	17921387	17921575	17920455	17920785	17921647	17921772
114	"AT5G44480"	NA	chr5	+	17921468	17921575	17920455	17920785	17921647	17921772
115	"AT5G44450"	NA	chr5	-	17915118	17915229	17914922	17915024	17915319	17915378
119	"AT5G62650"	NA	chr5	-	25154916	25154958	25154709	25154837	25155045	25155125
120	"AT5G66290"	NA	chr5	-	26478206	26478318	26478082	26478102	26478692	26478781
121	"AT5G66290"	NA	chr5	-	26479048	26479133	26478692	26478781	26479225	26479312
122	"AT5G49360"	NA	chr5	-	20015383	20015665	20013900	20014070	20016239	20016857
123	"AT5G42820"	NA	chr5	-	17170409	17171302	17169282	17169759	17171579	17171704
127	"AT5G42470"	NA	chr5	+	16983630	16983761	16983441	16983543	16983849	16983898
128	"AT5G42250"	NA	chr5	+	16895212	16895259	16894243	16894380	16895884	16896213
129	"AT5G41960"	NA	chr5	+	16790288	16790368	16789972	16790194	16790492	16790545
130	"AT5G41850"	NA	chr5	-	16757322	16757458	16757159	16757235	16757538	16757600
131	"AT5G41700"	NA	chr5	+	16676053	16676141	16675722	16675890	16676491	16676619
132	"AT5G41690"	NA	chr5	-	16674167	16674230	16674001	16674075	16674361	16674493
133	"AT5G41220"	NA	chr5	-	16496445	16496499	16496277	16496357	16496573	16496634
134	"AT5G41220"	NA	chr5	-	16496573	16496634	16496445	16496499	16496749	16496823
135	"AT5G41120"	NA	chr5	-	16458481	16458537	16458244	16458403	16458685	16458737
137	"AT5G40870"	NA	chr5	+	16376398	16376478	16376108	16376205	16376790	16376985
139	"AT5G40440"	NA	chr5	+	16183234	16183402	16182998	16183136	16183479	16183593
140	"AT5G40280"	NA	chr5	+	16102637	16102720	16102244	16102280	16102816	16102870
141	"AT5G40210"	NA	chr5	-	16074470	16074663	16074202	16074364	16075445	16075559
143	"AT5G53170"	NA	chr5	-	21563281	21563335	21562717	21563172	21563430	21563520
144	"AT5G38720"	NA	chr5	-	15509192	15509321	15508969	15509067	15509630	15509741
145	"AT5G38470"	NA	chr5	+	15406026	15406080	15405868	15405915	15406169	15406347
146	"AT5G38290"	NA	chr5	+	15303594	15303812	15303322	15303494	15303906	15303991
147	"AT5G38290"	NA	chr5	+	15303906	15303991	15303322	15303494	15304082	15304150
148	"AT5G38290"	NA	chr5	+	15304895	15304954	15304415	15304489	15305037	15305114
149	"AT5G38220"	NA	chr5	+	15270377	15270425	15270063	15270300	15270747	15271166
152	"AT5G37710"	NA	chr5	+	14980378	14980437	14978565	14979860	14980522	14980651
153	"AT5G37480"	NA	chr5	-	14885496	14885551	14885143	14885378	14885806	14885969
155	"AT5G37380"	NA	chr5	-	14819034	14819105	14816760	14818457	14819191	14819346
158	"AT5G36890"	NA	chr5	-	14542763	14542866	14542477	14542586	14542983	14543018
159	"AT5G36180"	NA	chr5	+	14239820	14239943	14239434	14239731	14240035	14240138
162	"AT5G35400"	NA	chr5	-	13601342	13601488	13601016	13601108	13601608	13601793
163	"AT5G35400"	NA	chr5	-	13601894	13602000	13601608	13601793	13602172	13602269
164	"AT5G35210"	NA	chr5	-	13474727	13474796	13474195	13474642	13475045	13475115
165	"AT5G35210"	NA	chr5	-	13474727	13474965	13474591	13474642	13475045	13475115
166	"AT5G54200"	NA	chr5	-	21994742	21994794	21994572	21994655	21994885	21995043
167	"AT5G54200"	NA	chr5	-	21995308	21995399	21994885	21995043	21995636	21997326
169	"AT5G43750"	NA	chr5	-	17580477	17580536	17579866	17580330	17580615	17580678
171	"AT5G65430"	NA	chr5	-	26149375	26149498	26148381	26148803	26149769	26150342
172	"AT5G28830"	NA	chr5	+	10857243	10857438	10856660	10857092	10857818	10858000
173	"AT5G28050"	NA	chr5	-	10045047	10045104	10044680	10044871	10045739	10046031
