Geneid	Chr	Start	End	Strand	Length	logFC	abs	exon.F	P.Value	FDR
AT4G34840+AT4G34850	4	16609293	16609720	+	428	6.66416442764936	6.66416442764936	198.43216139545	6.47514582347507E-24	3.54997171794594E-20
AT1G78960	1	29696708	29696925	+	218	5.71320190493434	5.71320190493434	152.047557989539	4.03340328195061E-22	1.56091520716406E-18
AT5G26730	5	9301490	9302158	+	669	5.41841663049527	5.41841663049527	122.52301356812	1.45829638331486E-13	1.54742886951762E-10
AT4G34840+AT4G34850	4	16609721	16609829	+	109	4.99203954524575	4.99203954524575	44.6274378835544	2.36445938250138E-09	1.18745496599294E-06
AT1G36180	1	13546976	13547182	+	207	4.74103141990923	4.74103141990923	45.8747970559207	2.47544664172049E-10	1.4872912953011E-07
AT1G78960	1	29696514	29696707	+	194	4.48922056904187	4.48922056904187	46.4625164366509	6.13904185885963E-10	3.45200422541407E-07
AT1G78960	1	29696470	29696502	+	33	4.46961157994548	4.46961157994548	45.6969402646457	8.05226645980019E-10	4.4146215354752E-07
AT2G21070	2	9040863	9041166	+	304	-3.94188913926143	3.94188913926143	23.95025930704	6.00655576753678E-06	0.00127473645376891
AT1G78960	1	29696503	29696513	+	11	3.38120605241971	3.38120605241971	17.0468346552892	7.34582565564697E-05	0.0106591485671348
AT4G34840+AT4G34850	4	16608637	16609203	+	567	3.29083552599439	3.29083552599439	97.9609635166099	8.52678147176979E-16	1.27919144715221E-12
AT5G22800	5	7620114	7620278	-	165	3.28098100672883	3.28098100672883	49.2415894738707	1.646695045425E-09	8.46369091335843E-07
AT1G04850	1	1368075	1368461	-	387	3.24793050301964	3.24793050301964	26.7731560626907	1.63441326476017E-06	0.000415163055914823
AT3G03350	3	791273	791509	+	237	3.07194461359967	3.07194461359967	38.4653376905648	3.63311337525867E-08	1.35039950509367E-05
AT1G36180	1	13545972	13546311	+	340	2.91635561714487	2.91635561714487	24.2850323903317	2.11677526905844E-06	0.000522557548081502
AT4G26630	4	13435596	13435651	-	56	-2.79014221091657	2.79014221091657	113.148937808466	2.80508398530617E-17	5.27271636718002E-14
AT1G36180	1	13547680	13547775	+	96	2.64768664486751	2.64768664486751	27.9915913311695	4.0990788991586E-07	0.000122209498366916
AT1G49980	1	18511749	18511848	+	100	-2.61646731809607	2.61646731809607	29.0971028682204	4.29620227724116E-07	0.000126746636645093
AT4G34840+AT4G34850	4	16608313	16608532	+	220	2.56691381115299	2.56691381115299	46.9010565903599	1.11315019313263E-09	5.93863555011495E-07
AT4G38780+AT4G38781	4	18107527	18107841	-	315	2.53433206694782	2.53433206694782	17.8495994424259	5.58561002559254E-05	0.0085162106785335
AT1G19000+AT1G18990	1	6559058	6560490	-	1433	-2.5240145970885	2.5240145970885	51.3279009998513	2.51533316688061E-09	1.2536553892613E-06
AT4G32590	4	15721808	15722015	+	208	2.51777952538887	2.51777952538887	723.460022101159	1.92794540891101E-35	5.07354257918203E-31
AT2G41640+AT2G41650	2	17362891	17363788	+	898	-2.51762390110897	2.51762390110897	1429.86543002668	7.43688152458988E-46	9.78537434124012E-41
AT1G36180	1	13547263	13547424	+	162	2.51216494195975	2.51216494195975	47.4005932988621	1.36105352925501E-10	8.56871111606915E-08
AT1G15125+AT1G15120	1	5205491	5205564	+	74	-2.46932707975739	2.46932707975739	64.0830400221356	1.40740283887776E-11	1.05819804649541E-08
AT2G02080	2	520977	520980	-	4	2.41730739441602	2.41730739441602	113.660009835033	3.616358505173E-15	4.95663370575164E-12
AT1G47410	1	17395647	17395673	+	27	2.411576629496	2.411576629496	28.0849341386894	2.78311654046994E-06	0.000661010273065873
AT2G41640+AT2G41650	2	17362645	17362890	+	246	-2.40115451190066	2.40115451190066	564.536510990478	1.11207690622322E-33	2.10503473765547E-29
AT1G15125+AT1G15120	1	5204495	5204675	+	181	-2.37302683613255	2.37302683613255	128.687929159708	9.44796332734792E-18	1.91254394869094E-14
AT4G37010+AT4G37000	4	17445136	17445238	+	103	-2.35448349565164	2.35448349565164	42.6244659184577	3.64403167678614E-08	1.35064237746435E-05
AT1G15125+AT1G15120	1	5205565	5205960	+	396	-2.34518185082093	2.34518185082093	742.896806477507	6.46027255091605E-40	4.25018100988491E-35
AT1G15125+AT1G15120	1	5205126	5205490	+	365	-2.34079354074709	2.34079354074709	442.632373718467	1.18596784563066E-32	1.95060578950295E-28
AT1G36180	1	13547502	13547594	+	93	2.29119359838969	2.29119359838969	29.9547563609082	1.74616537619338E-07	5.75836325900122E-05
AT4G09980	4	6249105	6249115	-	11	2.28985162461587	2.28985162461587	41.3816509817643	2.83373068807167E-08	1.08894209028689E-05
AT2G20510+AT2G20500	2	8837322	8837750	-	429	2.23041926323926	2.23041926323926	22.5596908598033	1.83122846004336E-05	0.00334190304499369
AT1G36180	1	13546515	13546897	+	383	2.21756023765447	2.21756023765447	37.7813284691863	6.43808472464065E-09	2.90108476021744E-06
AT1G49600	1	18357545	18357642	-	98	-2.21488513069197	2.21488513069197	53.7593428478744	6.35768413834351E-10	3.52969502632532E-07
AT3G48630+AT3G00850	3	18018536	18018594	-	59	-2.20380654709524	2.20380654709524	15.6001341029585	0.000340782350738923	0.0362488285593184
AT1G08900	1	2852604	2852715	+	112	2.20278860239068	2.20278860239068	149.27015779604	7.67081716106314E-23	3.60470875441259E-19
AT1G15125+AT1G15120	1	5204758	5205049	+	292	-2.15129015055719	2.15129015055719	477.106037009556	1.1198780324815E-33	2.10503473765547E-29
AT1G22970+AT1G22980	1	8134091	8134388	-	298	2.14612215582506	2.14612215582506	16.4598728445441	0.0001440664630258	0.0186209441438818
AT5G15270	5	4960734	4960847	+	114	2.1457955207892	2.1457955207892	40.856189866559	1.67230684535799E-08	6.87626445016746E-06
AT1G10590	1	3503370	3503373	-	4	-2.13571422209979	2.13571422209979	69.0656763235712	2.17102574973935E-11	1.56956811607118E-08
AT1G55490	1	20718707	20718830	-	124	2.11562927495209	2.11562927495209	29.827236438107	3.01556641810163E-07	9.31312901481055E-05
AT3G05160	3	1456699	1456883	-	185	2.10886184818441	2.10886184818441	46.6974904998373	5.65023671369349E-10	3.20453662306498E-07
AT5G64980	5	25963011	25963189	-	179	2.07917960169211	2.07917960169211	54.0940887359231	2.31768810233644E-10	1.41184760563577E-07
AT1G10840	1	3610174	3610289	-	116	2.07886592062	2.07886592062	77.6783331057993	1.31798629714938E-13	1.43321751233569E-10
AT1G79650	1	29973974	29974045	-	72	2.06620766272449	2.06620766272449	26.8047542700667	2.28418626982409E-06	0.000558644879548668
AT2G20950	2	9003654	9003730	+	77	2.02886852148677	2.02886852148677	23.2349812813534	7.09056141493597E-06	0.00148090314351724
AT3G49320	3	18288771	18288902	-	132	1.98650384939039	1.98650384939039	24.3112151188463	1.03713039301399E-05	0.00206451709504368
AT3G14010	3	4638933	4638938	+	6	-1.97935622142973	1.97935622142973	104.384528743661	3.06788070485603E-17	5.52970788033221E-14
AT1G53800	1	20082696	20082705	+	10	-1.97089799058963	1.97089799058963	96.8791823433038	2.98711052902811E-15	4.18128740743606E-12
AT4G37010+AT4G37000	4	17444878	17445030	+	153	-1.92960081484976	1.92960081484976	47.7535467466713	9.36778407876402E-09	4.02811654019507E-06
AT4G19520	4	10639269	10639651	-	383	1.92477614749203	1.92477614749203	13.7368687890983	0.000421551986312344	0.0432634828058892
AT4G14240	4	8206942	8206963	-	22	1.91282531495048	1.91282531495048	21.7057165982465	1.11097262586123E-05	0.0021949049119849
AT4G36140	4	17103826	17103901	-	76	1.90587544668911	1.90587544668911	21.48547468408	1.93830515217959E-05	0.00352265543672152
AT2G16930	2	7341211	7341247	+	37	1.9053408246049	1.9053408246049	100.531951314622	3.58813234708789E-14	4.25335915403133E-11
AT4G01960	4	852720	852974	-	255	1.89305996432241	1.89305996432241	77.2346467018664	1.27788538401235E-11	9.66338396223911E-09
AT5G13890+AT5G13900	5	4479154	4479172	-	19	-1.85115934730246	1.85115934730246	19.2048691589505	6.2323432743636E-05	0.00933386098073321
AT3G13120	3	4220273	4220288	-	16	-1.84327349828956	1.84327349828956	44.5195635229377	1.55076338922124E-08	6.45376299769562E-06
AT5G63510	5	25424966	25425046	+	81	1.83154034031497	1.83154034031497	155.846090203567	1.65281929542213E-15	2.36387293556901E-12
AT1G49950	1	18497084	18497128	-	45	-1.8298944693572	1.8298944693572	52.2165908237851	5.26357229066452E-10	3.02434750407575E-07
AT3G23480+AT3G23470	3	8420427	8420495	+	69	1.82092838616856	1.82092838616856	40.8732470247753	4.16849684193598E-09	1.9449881062592E-06
AT4G00700+AT4G00690+AT4G00695	4	289078	289575	+	498	-1.81821824766872	1.81821824766872	36.9847234589173	2.70589904822918E-08	1.04717497313808E-05
AT4G12020	4	7201856	7202002	+	147	1.81145339294654	1.81145339294654	36.603825942665	1.79368945819441E-08	7.19548369572444E-06
AT1G27770	1	9675233	9675308	-	76	1.78168837990516	1.78168837990516	54.3071156159829	1.31465602916276E-10	8.3164002721734E-08
AT2G02370	2	621375	621820	+	446	1.75042281375939	1.75042281375939	26.6213505464166	3.28413226023051E-06	0.000762121408587072
AT1G75060	1	28181728	28181824	-	97	1.73356595137225	1.73356595137225	13.5167586810762	0.000502615454973642	0.0497245405638924
AT3G21175	3	7423762	7424132	+	371	1.73200936128266	1.73200936128266	59.4313110536477	5.04833750675992E-11	3.44173679172002E-08
AT5G26730	5	9300416	9300478	+	63	-1.7305528709202	1.7305528709202	30.6954255281543	2.2955888413405E-06	0.00056039199286594
AT5G20920	5	7096871	7097011	-	141	1.72684037078952	1.72684037078952	17.2440384077787	8.10350099273005E-05	0.0115770961685388
AT1G10780	1	3594315	3594452	-	138	1.69150352261937	1.69150352261937	15.3814063916634	0.000274757071344343	0.0308203415945586
AT2G02790	2	790798	790895	+	98	1.68456647868126	1.68456647868126	33.7276612263929	1.5494629476423E-07	5.14840366635923E-05
AT2G28620	2	12264928	12265076	-	149	1.68083110181394	1.68083110181394	16.5714530529049	8.12654609863149E-05	0.011597427430714
AT2G30800	2	13123747	13124234	-	488	1.67520844470116	1.67520844470116	28.5519565989654	6.98694228648638E-07	0.000197599367724278
AT3G01340	3	128880	128891	-	12	-1.64129505186166	1.64129505186166	31.9941818453401	1.35807832161038E-06	0.000358105385729804
AT2G09640+AT2G45540	2	18772379	18772421	-	43	1.63980662873034	1.63980662873034	23.1737327255964	3.11497106428904E-06	0.000728001381293229
AT5G41350	5	16543386	16543856	-	471	1.63373196025675	1.63373196025675	22.6859914740226	1.53255849187052E-05	0.00287254293165001
AT2G42590	2	17731830	17731854	-	25	1.63158198499456	1.63158198499456	28.1406215605047	1.00784525201648E-05	0.00201231062845336
AT3G51370	3	19070367	19070444	+	78	1.62555890806672	1.62555890806672	20.5121072384594	2.60707216603631E-05	0.00453751254675783
AT5G08710	5	2835338	2835431	-	94	-1.6250005218139	1.6250005218139	17.9628810235024	5.49952006035883E-05	0.00841420174444134
AT2G41110	2	17141394	17141431	+	38	1.60432479962087	1.60432479962087	21.6848588518192	2.88589443276422E-05	0.00493788171090615
AT4G35560	4	16884321	16884323	+	3	1.59684609232435	1.59684609232435	17.088601143163	6.74680951351523E-05	0.00994191553523017
AT1G09420	1	3039514	3039549	-	36	1.59584930166346	1.59584930166346	19.5859273532812	2.72586844168536E-05	0.00471930320642787
AT2G33240	2	14096445	14096567	-	123	-1.5928452546378	1.5928452546378	19.0610559759713	2.17554852488984E-05	0.00389995230730899
AT1G69523+AT1G69520	1	26128288	26128402	+	115	-1.585409918758	1.585409918758	24.7281803937436	3.64773381239738E-06	0.000827526150519714
AT3G54050	3	20018792	20018822	+	31	-1.58515676604949	1.58515676604949	19.0408516316032	5.46908412482696E-05	0.00837737625216072
AT5G40810	5	16340260	16340588	+	329	1.57517353862496	1.57517353862496	44.0127628980207	7.76320021661375E-09	3.40410818738756E-06
AT5G26730	5	9300553	9300801	+	249	-1.56500365504359	1.56500365504359	50.0722737175386	1.74667583673026E-08	7.0729204010895E-06
AT4G00700+AT4G00690+AT4G00695	4	281885	281978	+	94	1.54606758429238	1.54606758429238	17.8261920428967	5.69203658151403E-05	0.00866323093742968
AT5G63190	5	25345803	25345811	+	9	-1.54085605033567	1.54085605033567	20.168420554107	4.35404607777132E-05	0.00693584780710741
AT5G56100+AT5G56090	5	22716998	22717849	+	852	-1.53949087950665	1.53949087950665	366.155472688796	2.09624316927006E-27	1.83881053312924E-23
