IncLevel1	IncLevel2	IncLevelDifference
0.361,0.134	0.159,0.0	0.168
0.21,0.16	0.093,0.128	0.074
0.066,0.059	0.092,0.07	-0.019
0.173,0.281	0.247,0.242	-0.017
0.11,0.127	0.094,0.066	0.038
0.126,0.067	0.063,0.129	0.001
0.321,0.487	0.585,0.446	-0.111
0.692,0.745	0.908,0.675	-0.073
0.724,0.666	0.713,0.585	0.046
1.0,0.607	1.0,0.508	0.049
0.164,0.18	0.128,0.164	0.026
0.038,0.035	0.036,0.038	-0.0
0.267,0.169	0.245,0.312	-0.06
0.119,0.094	0.101,0.078	0.017
0.009,0.033	0.032,0.031	-0.01
0.199,0.177	0.128,0.248	0.0
0.103,0.113	0.046,0.104	0.033
0.699,0.779	0.733,0.744	0.001
0.007,0.012	0.0,0.013	0.003
0.237,0.158	0.221,0.262	-0.044
0.095,0.059	0.046,0.082	0.013
0.089,0.0	0.034,0.102	-0.024
0.056,0.042	0.052,0.053	-0.003
0.338,0.0	0.267,0.234	-0.081
0.423,0.3	0.167,0.231	0.162
0.314,0.293	0.348,0.348	-0.044
0.02,0.019	0.015,0.024	0.0
1.0,1.0	0.763,0.886	0.175
0.016,0.013	0.009,0.012	0.004
0.008,0.006	0.007,0.007	0.0
0.02,0.051	0.038,0.044	-0.005
1.0,0.938	0.965,0.918	0.027
0.1,0.155	0.645,0.798	-0.594
0.078,0.075	0.105,0.132	-0.042
0.075,0.113	0.04,0.016	0.066
0.047,0.014	0.017,0.014	0.015
0.098,0.087	0.053,0.037	0.048
0.868,0.842	0.88,0.804	0.013
0.686,0.236	0.282,0.387	0.127
0.506,0.399	0.365,0.446	0.047
0.251,0.183	NA,0.0	0.217
0.192,0.611	0.0,NA	0.401
0.448,0.174	0.351,0.52	-0.124
0.492,1.0	1.0,1.0	-0.254
0.245,0.098	0.328,0.0	0.007
0.095,0.075	0.066,0.042	0.031
0.985,0.971	0.984,0.951	0.01
1.0,0.578	1.0,1.0	-0.211
0.215,0.199	0.25,0.242	-0.039
0.328,1.0	1.0,1.0	-0.336
0.965,0.99	1.0,1.0	-0.022
0.246,0.256	0.237,0.167	0.049
0.067,0.055	0.097,0.114	-0.045
0.085,0.093	0.15,0.171	-0.072
0.237,0.15	0.187,0.596	-0.198
0.089,0.0	0.0,0.0	0.044
0.289,0.211	0.225,0.379	-0.052
0.152,0.091	0.433,0.603	-0.397
0.04,0.11	0.12,0.146	-0.058
0.474,0.138	0.375,0.194	0.022
0.154,0.094	0.063,0.085	0.05
0.317,0.319	0.288,0.29	0.029
0.207,0.235	0.324,0.294	-0.088
0.59,1.0	0.519,1.0	0.035
0.455,0.446	0.388,0.422	0.045
0.074,0.061	0.071,0.053	0.006
0.895,1.0	1.0,1.0	-0.052
0.036,0.03	0.036,0.041	-0.005
0.073,0.037	0.172,0.153	-0.107
0.136,0.126	0.123,0.098	0.021
0.0,0.003	0.0,0.0	0.002
0.259,0.232	0.245,0.31	-0.032
0.094,0.152	0.14,0.107	-0.001
1.0,0.938	1.0,1.0	-0.031
0.098,0.093	0.178,0.173	-0.08
0.555,0.615	0.567,0.582	0.01
0.054,0.044	0.041,0.129	-0.036
0.222,0.176	0.0,0.0	0.199
0.091,0.094	0.089,0.145	-0.024
0.069,0.045	0.078,0.115	-0.04
0.139,0.148	0.084,0.106	0.049
0.759,0.816	0.495,1.0	0.04
0.069,0.027	0.046,0.046	0.002
1.0,1.0	1.0,0.636	0.182
0.346,0.231	0.301,0.221	0.027
0.018,0.034	0.112,0.021	-0.041
0.03,0.024	0.006,0.005	0.021
0.23,0.297	0.355,0.423	-0.126
0.035,0.026	0.031,0.037	-0.004
0.961,0.963	0.962,0.976	-0.007
0.119,0.142	0.171,0.161	-0.036
0.983,0.989	0.991,0.989	-0.004
