ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue
0	34,55,31,27,42,32	32,43,38,34,51,56	31,15,18,26,35,6	36,32,30,55,48,20	232	149	1
1	33,39,32,27,23,35	0,0,0,0,0,1	32,15,30,53,40,9	1,0,0,3,0,0	293	149	1
2	3,13,15,9,16,16	111,197,138,134,184,167	6,3,6,12,19,1	136,119,96,162,191,49	178	149	1
3	395,600,495,471,576,477	35,54,38,44,51,32	528,320,398,507,537,186	38,23,19,35,40,13	158	149	1
4	421,716,566,546,740,579	17,26,13,27,37,33	458,342,402,530,658,238	37,23,26,37,34,7	155	149	1
5	3212,4719,3563,3180,4094,4222	1,0,0,0,0,0	3662,2624,3392,4847,5467,1809	0,0,0,0,0,0	154	149	1
6	166,280,246,185,247,232	0,0,0,0,0,2	153,141,138,216,230,80	0,0,0,0,0,0	155	149	1
7	92,127,96,112,107,118	0,0,0,1,1,2	67,54,54,141,64,35	1,0,0,0,1,0	152	149	1
8	149,209,186,134,184,240	0,2,0,2,0,0	104,81,134,253,178,63	0,1,1,3,0,0	159	149	1
9	49,64,65,54,72,68	0,1,0,0,0,0	40,41,53,71,74,24	0,0,0,0,0,0	158	149	1
10	21,37,21,19,49,38	25,60,26,24,30,30	32,11,31,19,27,14	2,5,4,3,18,2	298	149	0.000140907181204
11	961,1366,953,750,1262,1327	4,0,0,0,1,1	724,475,609,745,1040,314	1,3,2,1,5,0	153	149	1
12	23,51,44,25,56,45	14,7,8,10,6,14	23,22,14,22,43,8	4,5,4,6,17,0	182	149	1
13	50,68,76,56,79,88	0,4,0,0,0,2	38,26,48,56,63,25	0,0,0,0,0,0	200	149	1
14	19,26,34,9,23,20	172,241,230,200,257,253	16,13,16,37,33,12	241,137,180,216,280,77	160	149	1
15	4,3,4,6,13,1	150,274,236,211,284,311	4,5,7,12,11,5	188,98,125,220,193,82	298	149	1
16	309,513,456,385,481,455	1,5,4,2,5,1	378,348,376,486,582,183	0,0,4,2,2,2	154	149	1
18	577,992,737,615,1066,777	5,8,5,4,18,10	857,652,635,767,1066,370	7,1,6,6,13,2	156	149	1
19	4,20,23,9,23,8	64,70,89,68,87,70	10,3,7,12,6,1	45,42,45,110,73,22	152	149	1
20	73,84,119,93,93,91	18,34,19,13,22,14	65,41,55,88,65,24	19,12,12,13,23,7	157	149	1
22	212,332,305,295,302,313	6,5,11,4,8,9	229,122,185,279,307,115	12,3,13,6,6,1	167	149	1
23	163,208,189,156,242,217	0,0,1,0,2,1	196,148,134,222,226,79	0,2,2,1,0,1	152	149	1
24	4,3,6,2,3,3	9,7,5,1,7,0	1,1,2,0,1,1	4,0,0,0,3,0	161	149	1
25	11,35,12,5,27,10	4,3,1,0,1,0	0,3,0,2,4,1	0,0,0,0,0,0	295	149	1
26	519,662,563,528,711,654	0,0,0,0,0,0	476,318,394,540,644,215	0,0,0,1,0,0	298	149	1
27	2679,4451,3314,3254,4903,4068	399,666,453,474,684,644	4042,3210,3614,5135,5820,1850	855,680,867,1237,1205,454	155	149	1
28	7,18,14,8,14,0	14,11,10,8,20,20	2,8,8,12,10,1	8,8,3,12,14,0	158	149	0.971394989411
29	10,24,28,27,31,22	56,92,85,68,91,62	8,13,15,10,18,6	65,59,64,93,84,35	161	149	1
30	17,27,17,8,29,9	93,129,92,100,127,131	36,13,23,17,41,21	77,53,63,98,120,38	170	149	0.794421336244
31	35,54,33,31,91,43	17,14,32,12,28,21	32,32,36,52,62,36	48,37,35,73,56,21	298	149	0.0252178858263
32	38,64,34,33,92,46	118,189,200,127,208,179	37,35,38,58,69,36	94,82,100,166,176,55	298	149	1
33	20,25,33,14,32,24	118,189,200,127,208,179	53,43,39,81,64,22	94,82,100,166,176,55	161	149	8.12882421256e-05
34	1,0,0,0,0,0	2,7,0,11,3,1	2,0,0,0,0,0	0,0,0,2,4,2	152	149	1
35	12,9,8,4,4,7	153,201,191,145,194,187	3,3,3,5,6,3	176,122,117,287,240,83	298	149	1
36	40,71,45,38,83,46	44,55,40,39,67,57	30,16,24,30,29,11	33,36,30,46,56,15	156	149	0.556869700125
37	126,201,192,120,229,196	0,3,0,0,0,0	166,143,124,218,181,79	0,1,0,0,0,0	298	149	1
38	192,284,216,193,384,258	0,0,0,0,0,0	229,179,211,262,326,111	1,0,0,0,0,0	298	149	1
40	111,173,133,102,185,186	6,13,9,8,7,6	89,85,99,105,140,67	15,6,10,6,19,5	152	149	1
41	5,27,16,15,26,24	75,119,78,90,150,106	26,16,19,27,32,4	185,121,126,122,173,62	186	149	1
42	152,240,202,136,244,268	7,9,7,15,9,8	163,97,150,216,220,75	4,2,2,5,4,0	152	149	1
43	19,28,24,19,27,25	15,24,21,19,20,18	21,13,17,8,18,3	20,4,7,17,12,10	169	149	1
