ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	1,7	20,30	1,0	8,7	225	149	1	1.0	0.032,0.134	0.076,0.0	0.045
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	72,134	208,313	132,139	391,415	252	149	1	1.0	0.17,0.202	0.166,0.165	0.02
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	38,42	272,484	65,97	415,520	251	149	1	1.0	0.077,0.049	0.085,0.1	-0.029
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	10,6	50,26	18,6	58,40	227	149	1	1.0	0.116,0.132	0.169,0.09	-0.006
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	33,42	141,166	53,36	159,221	273	149	1	1.0	0.113,0.121	0.154,0.082	-0.001
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	9,14	131,179	19,31	162,145	246	149	1	1.0	0.04,0.045	0.066,0.115	-0.048
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	29,21	13,14	50,19	17,19	296	149	1	1.0	0.529,0.43	0.597,0.335	0.014
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	32,21	3,8	32,36	9,8	241	149	1	1.0	0.868,0.619	0.687,0.736	0.032
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	452,666	116,138	481,490	100,132	238	149	1	1.0	0.709,0.751	0.751,0.699	0.005
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	4,12	0,0	12,16	1,2	242	149	0.540857956136	1.0	1.0,1.0	0.881,0.831	0.144
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	130,253	510,754	161,174	649,717	228	149	1	1.0	0.143,0.18	0.14,0.137	0.023
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	204,358	3953,5982	242,361	3750,6533	212	149	1	1.0	0.035,0.04	0.043,0.037	-0.002
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	37,52	48,109	84,58	87,118	255	149	1	1.0	0.311,0.218	0.361,0.223	-0.027
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	85,120	357,513	127,137	461,612	225	149	1	1.0	0.136,0.134	0.154,0.129	-0.007
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	5,9	45,42	6,10	53,64	232	149	1	1.0	0.067,0.121	0.068,0.091	0.014
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	15,26	77,78	31,41	54,78	246	149	0.752913773363	1.0	0.106,0.168	0.258,0.241	-0.112
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	8,10	64,75	15,13	89,92	247	149	1	1.0	0.07,0.074	0.092,0.079	-0.013
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	171,234	43,48	216,208	60,44	272	149	1	1.0	0.685,0.728	0.664,0.721	0.014
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	0,0	81,107	8,1	94,87	251	149	1	1.0	0.0,0.0	0.048,0.007	-0.028
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	55,83	143,167	93,76	139,139	232	149	1	1.0	0.198,0.242	0.301,0.26	-0.06
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	4,7	69,95	10,27	85,109	298	149	1	1.0	0.028,0.036	0.056,0.11	-0.051
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	1,2	27,31	1,1	33,28	225	149	1	1.0	0.024,0.041	0.02,0.023	0.011
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	13,26	183,233	29,25	177,275	298	149	1	1.0	0.034,0.053	0.076,0.043	-0.016
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	1,8	14,16	2,0	14,5	244	149	1	1.0	0.042,0.234	0.08,0.0	0.098
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	14,11	16,12	19,10	37,19	215	149	0.79536703708	1.0	0.377,0.388	0.262,0.267	0.118
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	108,132	84,110	97,150	93,110	287	149	1	1.0	0.4,0.384	0.351,0.415	0.009
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	7,1	430,581	8,13	578,623	231	149	1	1.0	0.01,0.001	0.009,0.013	-0.005
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	19,17	0,0	37,32	0,4	241	149	1	1.0	1.0,1.0	1.0,0.832	0.084
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	28,88	2821,4309	39,71	3209,4138	224	149	1	1.0	0.007,0.013	0.008,0.011	0.001
