ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67540"	NA	chr5	-	26945172	26945782	26945172	26945699	26946015	26946377	0	17,46	33,45	38,40	56,47	232	149	1	1.0	0.249,0.396	0.304,0.353	-0.006
1	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785917	26785989	1	29,25	0,0	60,31	2,0	293	149	1	1.0	1.0,1.0	0.938,1.0	0.031
2	"AT5G66850"	NA	chr5	-	26695567	26696171	26695567	26696142	26696300	26696380	2	10,8	139,196	6,13	170,176	178	149	1	1.0	0.057,0.033	0.029,0.058	0.001
3	"AT5G66720"	NA	chr5	-	26639669	26639979	26639669	26639970	26640048	26640545	3	448,593	53,49	484,540	32,37	158	149	1	1.0	0.889,0.919	0.934,0.932	-0.029
4	"AT5G66240"	NA	chr5	+	26467906	26467956	26467912	26467956	26467723	26467808	4	531,755	24,44	559,645	24,32	155	149	1	1.0	0.955,0.943	0.957,0.951	-0.005
5	"AT5G66190"	NA	chr5	-	26452349	26452483	26452349	26452478	26452571	26452800	5	3170,4021	0,0	4932,5374	1,0	154	149	1	1.0	1.0,1.0	1.0,1.0	0.0
6	"AT5G66060"	NA	chr5	+	26420112	26420210	26420118	26420210	26419763	26419848	6	183,267	0,0	202,247	0,1	155	149	1	1.0	1.0,1.0	1.0,0.996	0.002
7	"AT5G65930"	NA	chr5	-	26375107	26375207	26375107	26375204	26375292	26375859	7	92,109	2,1	143,83	0,0	152	149	1	1.0	0.978,0.991	1.0,1.0	-0.016
8	"AT5G65640"	NA	chr5	+	26238553	26238721	26238563	26238721	26238239	26238422	8	124,180	2,0	230,182	4,0	159	149	1	1.0	0.983,1.0	0.982,1.0	0.001
10	"AT5G65210"	NA	chr5	+	26059313	26059394	26059317	26059394	26059019	26059201	10	758,1195	0,0	730,1014	1,5	153	149	1	1.0	1.0,1.0	0.999,0.995	0.003
11	"AT5G65060"	NA	chr5	+	25990083	25990183	25990116	25990183	25989941	25990003	11	29,62	8,7	26,44	8,18	182	149	0.489090468604	1.0	0.748,0.879	0.727,0.667	0.116
