ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	2401,3245	4,3	3015,3249	3,7	238	149	1	1.0	0.997,0.999	0.998,0.997	0.0
1	"AT5G67110"	NA	chr5	-	26785761	26785827	26785617	26785683	26785917	26785989	1	51,31	0,0	65,45	2,0	215	149	1	1.0	1.0,1.0	0.957,1.0	0.022
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	190,324	4,3	287,288	1,2	298	149	1	1.0	0.96,0.982	0.993,0.986	-0.019
3	"AT5G66540"	NA	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535	3	263,422	0,1	513,397	0,0	237	149	1	1.0	1.0,0.996	1.0,1.0	-0.002
4	"AT5G65970"	NA	chr5	-	26388353	26388389	26388166	26388234	26388495	26388669	4	73,142	2,0	127,147	0,2	185	149	1	1.0	0.967,1.0	1.0,0.983	-0.008
5	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	5	110,175	0,1	161,115	2,0	190	149	1	1.0	1.0,0.993	0.984,1.0	0.004
6	"AT5G65970"	NA	chr5	-	26388864	26388914	26388353	26388669	26388993	26389082	6	15,29	0,0	26,27	0,1	199	149	1	1.0	1.0,1.0	1.0,0.953	0.024
7	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	7	100,164	1,3	96,126	0,0	238	149	1	1.0	0.984,0.972	1.0,1.0	-0.022
8	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	8	631,851	1,1	805,940	3,0	229	149	1	1.0	0.998,0.998	0.994,1.0	0.001
9	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	9	555,826	0,1	738,823	0,0	230	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
10	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	10	5,13	45,49	0,0	58,28	170	149	0.511125331195	1.0	0.089,0.189	0.0,0.0	0.139
11	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	11	973,1514	2,0	954,1347	0,0	213	149	1	1.0	0.997,1.0	1.0,1.0	-0.002
12	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	12	149,221	81,143	93,128	149,155	207	149	0.00640425796046	1.0	0.57,0.527	0.31,0.373	0.207
13	"AT5G64600"	NA	chr5	+	25826783	25826920	25826323	25826452	25827026	25827240	13	124,152	0,0	144,156	2,0	286	149	1	1.0	1.0,1.0	0.974,1.0	0.013
15	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	15	905,1478	9,5	885,1009	10,8	269	149	1	1.0	0.982,0.994	0.98,0.986	0.005
16	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	16	9,10	8,6	17,27	14,7	279	149	0.90344697117	1.0	0.375,0.471	0.393,0.673	-0.11
17	"AT5G63960"	NA	chr5	+	25602104	25602176	25601946	25602013	25602252	25602339	17	44,60	0,0	58,59	0,1	221	149	1	1.0	1.0,1.0	1.0,0.975	0.012
18	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	18	102,116	0,0	128,112	1,0	298	149	1	1.0	1.0,1.0	0.985,1.0	0.008
19	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	19	359,531	3,1	445,459	1,4	262	149	1	1.0	0.986,0.997	0.996,0.985	0.001
22	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039	22	262,374	0,1	320,361	0,0	297	149	1	1.0	1.0,0.995	1.0,1.0	-0.002
23	"AT5G63090"	NA	chr5	-	25309799	25309929	25308571	25309302	25310678	25310973	23	0,0	7,17	0,1	3,12	279	149	1	1.0	0.0,0.0	0.0,0.043	-0.021
25	"AT5G63050"	NA	chr5	+	25293065	25293135	25292403	25292653	25293302	25293436	25	222,330	3,11	371,285	2,2	219	149	1	1.0	0.981,0.953	0.992,0.99	-0.024
27	"AT5G62600"	NA	chr5	-	25124828	25124903	25124685	25124740	25124983	25125063	27	143,166	0,0	186,194	1,0	224	149	1	1.0	1.0,1.0	0.992,1.0	0.004
28	"AT5G62575"	NA	chr5	+	25118053	25118156	25117686	25117755	25118494	25118735	28	359,549	0,0	385,488	2,0	252	149	1	1.0	1.0,1.0	0.991,1.0	0.004
29	"AT5G62480"	NA	chr5	-	25089239	25089292	25088568	25089170	25089373	25089603	29	71,99	0,2	48,100	0,5	202	149	1	1.0	1.0,0.973	1.0,0.937	0.018
30	"AT5G62480"	NA	chr5	-	25089239	25089295	25088526	25089170	25089373	25089626	30	71,103	0,2	55,104	0,5	205	149	1	1.0	1.0,0.974	1.0,0.938	0.018
31	"AT5G62165"	NA	chr5	+	24966361	24966443	24964645	24965256	24967327	24967427	31	4,12	0,3	0,3	0,0	231	149	1	1.0	1.0,0.721	NA,1.0	-0.139
32	"AT5G62165"	NA	chr5	+	24966817	24966879	24966361	24966443	24967327	24967427	32	11,21	0,3	0,3	0,0	211	149	1	1.0	1.0,0.832	NA,1.0	-0.084
33	"AT5G62165"	NA	chr5	+	24967694	24967736	24967327	24967427	24967840	24967882	33	6,25	0,1	1,4	0,1	191	149	1	1.0	1.0,0.951	1.0,0.757	0.097
34	"AT5G61960"	NA	chr5	-	24883691	24883955	24883550	24883573	24884059	24884174	34	3,2	2,0	4,2	0,0	298	149	1	1.0	0.429,1.0	1.0,1.0	-0.285
35	"AT5G61960"	NA	chr5	-	24883907	24883955	24883550	24883573	24884059	24884174	35	16,12	2,0	19,21	0,0	197	149	1	1.0	0.858,1.0	1.0,1.0	-0.071
36	"AT5G61910"	NA	chr5	-	24857563	24857625	24857378	24857472	24857734	24857869	36	220,362	1,0	240,270	0,0	211	149	1	1.0	0.994,1.0	1.0,1.0	-0.003
37	"AT5G61250"	NA	chr5	-	24634243	24634280	24633981	24634165	24634381	24634621	37	51,82	2,4	45,66	0,0	186	149	1	1.0	0.953,0.943	1.0,1.0	-0.052
38	"AT5G66180"	NA	chr5	+	26449139	26449284	26448937	26449064	26449367	26449458	38	393,526	1,0	411,602	0,0	294	149	1	1.0	0.995,1.0	1.0,1.0	-0.002
39	"AT5G66180"	NA	chr5	+	26450523	26450585	26450357	26450425	26450761	26451152	39	313,434	1,0	292,403	0,0	211	149	1	1.0	0.995,1.0	1.0,1.0	-0.002
40	"AT5G59960"	NA	chr5	-	24143313	24143368	24143138	24143239	24143444	24143501	40	610,999	0,0	837,952	0,2	204	149	1	1.0	1.0,1.0	1.0,0.997	0.002
41	"AT5G59960"	NA	chr5	-	24143837	24143883	24143444	24143501	24144140	24144223	41	549,962	2,1	710,976	0,0	195	149	1	1.0	0.995,0.999	1.0,1.0	-0.003
42	"AT5G59770"	NA	chr5	-	24079962	24080009	24079796	24079894	24080110	24080178	42	254,307	0,1	306,404	4,1	196	149	1	1.0	1.0,0.996	0.983,0.997	0.008
43	"AT5G59770"	NA	chr5	-	24080110	24080178	24079796	24079894	24080373	24080427	43	86,101	0,0	122,125	1,0	217	149	1	1.0	1.0,1.0	0.988,1.0	0.006
44	"AT5G59710"	NA	chr5	+	24058084	24058171	24057377	24057584	24058279	24058388	44	160,160	6,4	165,163	2,2	236	149	1	1.0	0.944,0.962	0.981,0.981	-0.028
