ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
10	AT5G65210		chr5	+	26058594	26059201	26059019	26059201	26057817	26058028	10	129,107	52,32	70,47	2,3	574	149	7.40867847948e-06	0.0027189850019691	0.392,0.465	0.901,0.803	-0.424
1202	AT1G10590		chr1	-	3502762	3503049	3502762	3503004	3503369	3503437	1202	12,7	57,56	9,5	1,1	194	149	1.59809100064e-07	0.0001172998794469	0.139,0.088	0.874,0.793	-0.72
1234	AT1G09185		chr1	-	12382610	12382677	12382610	12382649	12382761	12383257	1234	7,1	0,1	1,0	1,6	177	149	4.95003970336e-06	0.0021799974853597	1.0,0.457	0.457,0.0	0.5
1330	AT1G27720		chr1	-	9646645	9646878	9646645	9646833	9647148	9647215	1330	0,2	4,2	1,1	0,0	194	149	1.93033333871e-05	0.0060722771597706	0.0,0.434	1.0,1.0	-0.783
1350	AT4G09300		chr4	+	5899813	5899920	5899816	5899920	5899078	5899238	1350	5,3	5,5	6,4	0,0	152	149	3.43552593689e-05	0.0084055867922575	0.495,0.37	1.0,1.0	-0.568
1556	AT1G22960		chr1	-	8127441	8127878	8127441	8127861	8127955	8130456	1556	29,12	26,12	2,2	19,14	166	149	0.000107417762305	0.0215030829632372	0.5,0.473	0.086,0.114	0.386
1653	AT1G67850		chr1	+	25438865	25439223	25439053	25439223	25437913	25438272	1653	7,8	6,3	1,2	0,0	337	149	2.99957547126e-05	0.0082563314846431	0.34,0.541	1.0,1.0	-0.559
1856	AT3G27260		chr3	+	10070618	10070726	10070645	10070726	10070299	10070372	1856	53,31	185,192	61,52	55,30	176	149	3.26944655793e-08	3.59966066028093e-05	0.195,0.12	0.484,0.595	-0.382
1966	AT5G14020		chr5	-	4525614	4525926	4525614	4525874	4526013	4526167	1966	2,7	2,9	3,3	0,0	201	149	5.21333201497e-07	0.000286993927424	0.426,0.366	1.0,1.0	-0.604
2158	AT2G36900		chr2	-	15490559	15491274	15490559	15491101	15491667	15491776	2158	3,1	8,5	5,1	0,0	322	149	2.8088642523000002e-14	6.185119083564599e-11	0.148,0.085	1.0,1.0	-0.883
2211	AT1G51840		chr1	-	19250077	19250211	19250077	19250199	19250604	19250863	2211	40,28	0,1	3,4	3,6	161	149	5.1302940185e-05	0.011296907428737	1.0,0.963	0.481,0.382	0.55
ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID.1	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
69	AT5G44290		chr5	-	17843414	17843806	17843432	17843806	17842764	17843307	69	84,61	289,260	6,6	195,138	167	149	0.00132976216404	0.0313210134330036	0.206,0.173	0.027,0.037	0.158
81	AT5G38590		chr5	-	15452627	15453505	15453020	15453505	15452410	15452551	81	108,105	3,6	36,20	11,5	542	149	0.000994959436137	0.0241790935988213	0.908,0.828	0.474,0.524	0.369
146	AT5G11630		chr5	+	3740758	3740942	3740758	3740877	3741503	3741827	146	129,92	36,31	21,12	49,20	214	149	4.87974893826e-09	2.766998379435578e-07	0.714,0.674	0.23,0.295	0.431
150	AT5G10940		chr5	-	3452075	3452190	3452084	3452190	3451435	3451575	150	49,51	146,122	2,1	169,110	158	149	5.346467713e-11	4.0927210343015e-09	0.24,0.283	0.011,0.009	0.251
160	AT5G37690		chr5	-	14975877	14976229	14975901	14976229	14975446	14975574	160	210,251	67,109	22,20	38,20	173	149	0.00156392334319	0.035736815498864	0.73,0.665	0.333,0.463	0.299
199	AT4G38380		chr4	-	17974504	17974799	17974518	17974799	17974276	17974419	199	18,4	33,31	11,11	1,2	163	149	7.78425286785e-07	3.505203276670103e-05	0.333,0.106	0.91,0.834	-0.652
218	AT5G37850		chr5	+	15065299	15065512	15065299	15065479	15065604	15065701	218	212,153	345,341	34,25	235,179	182	149	9.2942569513e-05	0.002903981100498	0.335,0.269	0.106,0.103	0.198
219	AT4G35110		chr4	-	16714134	16714791	16714202	16714791	16713863	16714009	219	3,3	1,0	2,1	2,1	217	149	0.0014870759857	0.0344956565773742	0.673,1.0	0.407,0.407	0.43
