ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G59770"	NA	chr5	-	24079962	24080009	24080110	24080178	24079796	24079894	24080373	24080427	0	112,98	73,81	77,41	53,34	217	196	1	1.0	0.581,0.522	0.568,0.521	0.007
1	"AT5G52070"	NA	chr5	+	21162095	21162208	21163578	21163648	21161131	21161353	21163726	21163968	1	63,76	16,11	41,24	2,2	262	219	0.41438090697	1.0	0.767,0.852	0.945,0.909	-0.118
2	"AT5G48640"	NA	chr5	-	19724984	19725029	19725196	19725236	19724671	19724790	19725386	19725493	2	41,63	49,52	16,16	28,26	189	194	0.56820533689	1.0	0.462,0.554	0.37,0.387	0.13
3	"AT5G42770"	NA	chr5	+	17152681	17152762	17153216	17153297	17152529	17152604	17153562	17153632	3	17,12	121,69	11,4	64,30	230	230	1	1.0	0.123,0.148	0.147,0.118	0.003
5	"AT5G36180"	NA	chr5	+	14239654	14239731	14239820	14239943	14239403	14239580	14240035	14240138	5	198,176	262,262	75,42	88,86	226	272	1	1.0	0.476,0.447	0.506,0.37	0.024
6	"AT5G18420"	NA	chr5	-	6107904	6107958	6108271	6108358	6107600	6107746	6108701	6108803	6	172,130	85,64	77,49	44,32	236	203	1	1.0	0.635,0.636	0.601,0.568	0.051
8	"AT5G10278"	NA	chr5	+	3227508	3227619	3228763	3228867	3226320	3226525	3229579	3229669	8	7,4	8,7	2,0	7,8	260	253	0.0130215440919	0.3342196316921	0.46,0.357	0.218,0.0	0.299
9	"AT5G06690"	NA	chr5	-	2060871	2060889	2060980	2061047	2060442	2060749	2061135	2061210	9	821,667	35,19	384,216	11,21	216	167	1	1.0	0.948,0.964	0.964,0.888	0.03
10	"AT4G32730"	NA	chr4	+	15792143	15792272	15792433	15794207	15791943	15792047	15794531	15794779	10	93,82	1015,958	59,25	790,474	278	1923	1	1.0	0.388,0.372	0.341,0.267	0.076
12	"AT4G24740"	NA	chr4	-	12755931	12756046	12756144	12756193	12755690	12755782	12756302	12756456	12	168,120	249,266	108,49	175,100	198	264	1	1.0	0.474,0.376	0.451,0.395	0.002
13	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807612	13807033	13807109	13807742	13808003	13	10,13	230,167	3,5	81,52	256	232	1	1.0	0.038,0.066	0.032,0.08	-0.004
14	"AT4G27650"	NA	chr4	-	13807327	13807410	13807505	13807573	13807033	13807109	13807742	13808031	14	137,116	230,167	40,62	81,52	217	232	1	1.0	0.389,0.426	0.346,0.56	-0.046
15	"AT4G24100"	NA	chr4	+	12518255	12518294	12518375	12518432	12518092	12518184	12518509	12518617	15	52,41	66,60	27,16	40,25	188	206	1	1.0	0.463,0.428	0.425,0.412	0.027
16	"AT4G21534"	NA	chr4	+	11456850	11456951	11457224	11457297	11456635	11456758	11457422	11457509	16	272,180	136,139	157,71	74,63	250	222	1	1.0	0.64,0.535	0.653,0.5	0.011
17	"AT4G21534"	NA	chr4	+	11457604	11457682	11457806	11457877	11457422	11457509	11458004	11458268	17	127,112	247,207	71,48	132,59	227	220	1	1.0	0.333,0.344	0.343,0.441	-0.053
18	"AT4G19410"	NA	chr4	-	10583012	10583066	10583160	10583221	10582835	10582913	10583390	10583515	18	1439,1305	1455,1254	848,464	744,439	210	203	1	1.0	0.489,0.501	0.524,0.505	-0.019
19	"AT4G16765"	NA	chr4	-	9431001	9431123	9431428	9431480	9430743	9430844	9431557	9431638	19	54,53	111,127	42,25	69,46	201	271	1	1.0	0.396,0.36	0.451,0.423	-0.059
20	"AT3G61420"	NA	chr3	-	22727470	22727539	22727736	22727784	22726707	22727300	22727916	22727994	20	77,92	134,67	74,43	67,56	197	218	1	1.0	0.389,0.603	0.55,0.459	-0.009
21	"AT3G60910"	NA	chr3	+	22502405	22502425	22502511	22502564	22502241	22502310	22502677	22502708	21	48,31	126,91	32,9	94,61	169	202	1	1.0	0.313,0.289	0.289,0.15	0.082
22	"AT3G60340"	NA	chr3	+	22304387	22304482	22304674	22304759	22304158	22304258	22304845	22304897	22	54,68	601,571	28,27	341,176	244	234	1	1.0	0.079,0.103	0.073,0.128	-0.01
