ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67430"	NA	chr5	+	26910204	26910830	26910204	26910593	26910669	26910830	0	3,1	20,15	1,0	10,6	225	149	1	1.0	0.09,0.042	0.062,0.0	0.035
1	"AT5G67385"	NA	chr5	+	26884202	26884982	26884202	26884809	26884912	26884982	1	151,106	349,332	57,34	285,162	252	149	1	1.0	0.204,0.159	0.106,0.11	0.073
2	"AT5G67385"	NA	chr5	+	26884912	26885699	26884912	26884982	26885084	26885699	2	58,36	481,473	37,14	316,195	251	149	1	1.0	0.067,0.043	0.065,0.041	0.002
3	"AT5G67110"	NA	chr5	-	26785617	26785827	26785617	26785683	26785761	26785827	3	7,10	65,23	7,4	20,14	227	149	1	1.0	0.066,0.222	0.187,0.158	-0.028
4	"AT5G66810"	NA	chr5	+	26674949	26675816	26674949	26675494	26675618	26675816	4	53,53	209,174	24,9	114,85	273	149	1	1.0	0.122,0.143	0.103,0.055	0.054
5	"AT5G66810"	NA	chr5	+	26675618	26676255	26675618	26675816	26675913	26676255	5	27,20	228,181	7,12	104,46	246	149	1	1.0	0.067,0.063	0.039,0.136	-0.023
6	"AT5G66558"	NA	chr5	-	26563997	26566847	26563997	26564383	26564530	26566847	6	18,38	10,17	16,18	5,7	296	149	1	1.0	0.475,0.529	0.617,0.564	-0.089
7	"AT5G66450"	NA	chr5	+	26534615	26535133	26534615	26534688	26534780	26535133	7	37,41	2,3	21,19	1,3	241	149	1	1.0	0.92,0.894	0.928,0.797	0.044
8	"AT5G66240"	NA	chr5	+	26466173	26466443	26466173	26466274	26466363	26466443	8	690,469	132,115	316,163	87,58	238	149	1	1.0	0.766,0.719	0.695,0.638	0.076
9	"AT5G66110"	NA	chr5	+	26430391	26431351	26430391	26430815	26430908	26431351	9	18,2	0,0	14,3	0,2	242	149	1	1.0	1.0,1.0	1.0,0.48	0.26
10	"AT5G66055"	NA	chr5	-	26417635	26417912	26417635	26417734	26417813	26417912	10	240,237	647,640	86,113	458,284	228	149	1	1.0	0.195,0.195	0.109,0.206	0.038
11	"AT5G66040"	NA	chr5	+	26410731	26410993	26410731	26410805	26410868	26410993	11	274,245	5326,4599	240,187	4020,2518	212	149	1	1.0	0.035,0.036	0.04,0.05	-0.009
12	"AT5G65970"	NA	chr5	-	26388353	26388669	26388353	26388389	26388495	26388669	12	62,44	97,119	39,39	56,31	255	149	0.654218827931	1.0	0.272,0.178	0.289,0.424	-0.131
13	"AT5G65940"	NA	chr5	-	26377037	26377257	26377037	26377079	26377155	26377257	13	154,94	525,433	78,28	338,164	225	149	1	1.0	0.163,0.126	0.133,0.102	0.027
14	"AT5G65690"	NA	chr5	+	26268827	26269249	26268827	26268997	26269080	26269249	14	7,6	72,67	5,1	39,20	232	149	1	1.0	0.059,0.054	0.076,0.031	0.003
15	"AT5G65460"	NA	chr5	-	26161623	26162539	26161623	26162283	26162380	26162539	15	31,26	64,82	10,8	31,26	246	149	1	1.0	0.227,0.161	0.163,0.157	0.034
16	"AT5G65460"	NA	chr5	-	26162380	26162778	26162380	26162539	26162637	26162778	16	5,13	96,69	7,4	48,28	247	149	1	1.0	0.03,0.102	0.081,0.079	-0.014
17	"AT5G65440"	NA	chr5	+	26152121	26152463	26152121	26152251	26152374	26152463	17	235,185	29,42	101,52	28,13	272	149	1	1.0	0.816,0.707	0.664,0.687	0.086
18	"AT5G65440"	NA	chr5	+	26153689	26154169	26153689	26153795	26153897	26154169	18	1,1	97,123	0,1	55,43	251	149	1	1.0	0.006,0.005	0.0,0.014	-0.002
19	"AT5G65440"	NA	chr5	+	26156305	26156655	26156305	26156500	26156583	26156655	19	61,48	123,163	39,26	77,48	232	149	1	1.0	0.242,0.159	0.245,0.258	-0.051
20	"AT5G65180"	NA	chr5	+	26045326	26046134	26045326	26045700	26045886	26046134	20	2,14	85,76	4,7	56,29	298	149	1	1.0	0.012,0.084	0.034,0.108	-0.023
21	"AT5G65120"	NA	chr5	+	26014001	26014313	26014001	26014055	26014131	26014313	21	1,1	50,37	1,2	14,12	225	149	1	1.0	0.013,0.018	0.045,0.099	-0.057
22	"AT5G65060"	NA	chr5	+	25990613	25991412	25990613	25990655	25990963	25991412	22	28,31	323,241	7,13	150,76	298	149	1	1.0	0.042,0.06	0.023,0.079	0.0
23	"AT5G64700"	NA	chr5	-	25865418	25865824	25865418	25865570	25865665	25865824	23	7,0	25,11	3,2	6,4	244	149	0.635922404414	1.0	0.146,0.0	0.234,0.234	-0.161
24	"AT5G64630"	NA	chr5	+	25835674	25836400	25835674	25835775	25835841	25836400	24	5,10	15,13	5,1	9,3	215	149	1	1.0	0.188,0.348	0.278,0.188	0.035
26	"AT5G64360"	NA	chr5	-	25736244	25736890	25736244	25736550	25736688	25736890	26	117,80	121,104	69,48	53,38	287	149	1	1.0	0.334,0.285	0.403,0.396	-0.09
27	"AT5G64330"	NA	chr5	+	25727802	25728563	25727802	25727872	25727954	25728563	27	6,9	576,545	13,2	372,193	231	149	1	1.0	0.007,0.011	0.022,0.007	-0.005
28	"AT5G64170"	NA	chr5	-	25672465	25673005	25672465	25672718	25672810	25673005	28	13,18	0,0	25,12	0,1	241	149	1	1.0	1.0,1.0	1.0,0.881	0.059
29	"AT5G64130"	NA	chr5	-	25664981	25665167	25664981	25665029	25665104	25665167	29	72,68	3993,3762	36,23	1973,1329	224	149	1	1.0	0.012,0.012	0.012,0.011	0.001
30	"AT5G64130"	NA	chr5	-	25665104	25665372	25665104	25665167	25665258	25665372	30	98,102	3175,3075	49,28	1581,1060	240	149	1	1.0	0.019,0.02	0.019,0.016	0.002
31	"AT5G63870"	NA	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434	31	9,12	268,228	4,8	174,75	237	149	1	1.0	0.021,0.032	0.014,0.063	-0.012
32	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516184	25516918	32	183,128	8,5	92,119	2,4	259	149	1	1.0	0.929,0.936	0.964,0.945	-0.022
33	"AT5G63760"	NA	chr5	-	25515877	25516918	25515877	25516074	25516219	25516918	33	249,170	1,1	151,158	0,2	294	149	1	1.0	0.992,0.989	1.0,0.976	0.002
34	"AT5G63700"	NA	chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	6,11	43,22	40,65	20,5	298	149	1.52843749709e-05	0.0017773544609018	0.065,0.2	0.5,0.867	-0.551
35	"AT5G63620"	NA	chr5	-	25466693	25467087	25466693	25466864	25466945	25467087	35	81,68	629,564	61,56	382,230	230	149	1	1.0	0.077,0.072	0.094,0.136	-0.041
36	"AT5G63440"	NA	chr5	+	25407649	25407935	25407649	25407738	25407866	25407935	36	13,18	100,86	11,4	42,27	277	149	1	1.0	0.065,0.101	0.123,0.074	-0.015
37	"AT5G63220"	NA	chr5	-	25353033	25353420	25353033	25353267	25353339	25353420	37	7,4	117,108	1,0	56,40	221	149	1	1.0	0.039,0.024	0.012,0.0	0.026
40	"AT5G62880"	NA	chr5	+	25238562	25238812	25238562	25238628	25238699	25238812	40	35,41	364,310	15,7	218,131	220	149	1	1.0	0.061,0.082	0.045,0.035	0.032
41	"AT5G62480"	NA	chr5	-	25089239	25089626	25089239	25089295	25089373	25089626	41	270,255	21,29	109,72	6,12	227	149	1	1.0	0.894,0.852	0.923,0.798	0.012
43	"AT5G62170"	NA	chr5	-	24973955	24975191	24973955	24975005	24975102	24975191	43	12,12	14,16	8,5	10,5	246	149	1	1.0	0.342,0.312	0.326,0.377	-0.025
44	"AT5G62170"	NA	chr5	-	24975102	24975632	24975102	24975191	24975264	24975632	44	14,14	19,19	13,5	26,2	222	149	1	1.0	0.331,0.331	0.251,0.627	-0.108
45	"AT5G62165"	NA	chr5	+	24964645	24965256	24964645	24964959	24965037	24965256	45	8,1	5,3	0,0	1,2	227	149	0.0339112653199	0.6732626822048439	0.512,0.18	0.0,0.0	0.346
47	"AT5G62165"	NA	chr5	+	24967327	24967736	24967327	24967427	24967694	24967736	47	14,5	24,13	0,0	5,1	298	149	0.0476700988194	0.8528233063514638	0.226,0.161	0.0,0.0	0.194
48	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967427	24967840	24967882	48	16,3	6,0	0,0	1,0	298	149	1	1.0	0.571,1.0	0.0,NA	0.785
49	"AT5G62165"	NA	chr5	+	24967327	24967882	24967327	24967736	24967840	24967882	49	10,2	23,11	0,0	5,1	253	149	0.401085185978	1.0	0.204,0.097	0.0,0.0	0.15
50	"AT5G62000"	NA	chr5	+	24910357	24911012	24910357	24910610	24910712	24911012	50	132,113	761,715	32,16	398,218	251	149	1	1.0	0.093,0.086	0.046,0.042	0.045
51	"AT5G61960"	NA	chr5	-	24883405	24883573	24883405	24883459	24883550	24883573	51	348,271	3,5	230,107	4,5	240	149	1	1.0	0.986,0.971	0.973,0.93	0.027
52	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883691	24883955	52	17,6	0,2	8,4	0,0	267	149	1	1.0	1.0,0.626	1.0,1.0	-0.187
53	"AT5G61960"	NA	chr5	-	24883550	24883955	24883550	24883573	24883907	24883955	53	16,1	11,11	7,2	6,5	298	149	1	1.0	0.421,0.043	0.368,0.167	-0.036
54	"AT5G61960"	NA	chr5	-	24883691	24884174	24883691	24883955	24884059	24884174	54	9,2	1,3	2,1	2,1	253	149	0.518261130739	1.0	0.841,0.282	0.371,0.371	0.191
56	"AT5G61910"	NA	chr5	-	24861062	24862336	24861062	24861815	24861911	24862336	56	177,148	1,1	96,88	0,0	245	149	1	1.0	0.991,0.989	1.0,1.0	-0.01
59	"AT5G61540"	NA	chr5	+	24745717	24746276	24745717	24745782	24745880	24746276	59	35,17	41,37	18,7	22,11	247	149	1	1.0	0.34,0.217	0.33,0.277	-0.025
60	"AT5G61500"	NA	chr5	-	24734384	24734706	24734384	24734512	24734640	24734706	60	76,69	571,536	79,47	258,172	277	149	1	1.0	0.067,0.065	0.141,0.128	-0.069
61	"AT5G61440"	NA	chr5	+	24708226	24709396	24708226	24708391	24708489	24709396	61	57,41	358,265	49,36	130,119	247	149	1	1.0	0.088,0.085	0.185,0.154	-0.083
62	"AT5G61310"	NA	chr5	-	24653260	24654918	24653260	24653752	24654795	24654918	62	29,8	43,41	14,12	47,14	298	149	1	1.0	0.252,0.089	0.13,0.3	-0.045
64	"AT5G61270"	NA	chr5	-	24639872	24640765	24639872	24640293	24640437	24640765	64	45,26	57,49	15,31	45,10	293	149	1	1.0	0.286,0.212	0.145,0.612	-0.13
65	"AT5G60940"	NA	chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	65	25,21	106,76	44,31	49,20	241	149	0.0012558669242	0.06815171175325332	0.127,0.146	0.357,0.489	-0.286
66	"AT5G60930"	NA	chr5	-	24515280	24516738	24515280	24515955	24516060	24516738	66	11,9	71,39	17,5	35,16	254	149	1	1.0	0.083,0.119	0.222,0.155	-0.087
67	"AT5G60590"	NA	chr5	+	24357702	24358248	24357702	24357878	24357944	24358248	67	15,2	24,13	2,2	7,2	215	149	1	1.0	0.302,0.096	0.165,0.409	-0.088
68	"AT5G60590"	NA	chr5	+	24357702	24358248	24357702	24357878	24357956	24358248	68	23,8	105,72	5,5	62,24	227	149	1	1.0	0.126,0.068	0.05,0.12	0.012
69	"AT5G60580"	NA	chr5	+	24353561	24354369	24353561	24354185	24354295	24354369	69	62,64	68,114	28,19	27,26	259	149	1	1.0	0.344,0.244	0.374,0.296	-0.041
70	"AT5G60210"	NA	chr5	-	24245365	24245982	24245365	24245540	24245869	24245982	70	43,45	44,32	28,11	20,9	298	149	1	1.0	0.328,0.413	0.412,0.379	-0.025
71	"AT5G60210"	NA	chr5	-	24245869	24247591	24245869	24245982	24246250	24247591	71	1,5	1,0	2,1	0,0	298	149	1	1.0	0.333,1.0	1.0,1.0	-0.334
74	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210074	24210295	24210409	74	60,55	32,34	47,16	31,13	298	149	1	1.0	0.484,0.447	0.431,0.381	0.059
75	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210095	24210295	24210409	75	37,33	217,249	38,8	130,85	298	149	1	1.0	0.079,0.062	0.128,0.045	-0.016
76	"AT5G60120"	NA	chr5	+	24209970	24210409	24209970	24210161	24210295	24210409	76	38,34	1,0	37,9	0,0	283	149	1	1.0	0.952,1.0	1.0,1.0	-0.024
77	"AT5G60120"	NA	chr5	+	24210761	24211743	24210761	24211094	24211461	24211743	77	10,12	174,180	5,4	119,62	298	149	1	1.0	0.028,0.032	0.021,0.031	0.004
78	"AT5G66550"	NA	chr5	-	26559974	26560192	26559974	26560055	26560150	26560192	78	19,9	212,120	26,13	67,41	244	149	0.345235875918	1.0	0.052,0.044	0.192,0.162	-0.129
79	"AT5G60100"	NA	chr5	-	24198482	24198778	24198482	24198668	24198747	24198778	79	34,40	157,168	9,6	64,50	228	149	1	1.0	0.124,0.135	0.084,0.073	0.051
80	"AT5G60100"	NA	chr5	-	24199499	24199888	24199499	24199673	24199754	24199888	80	0,1	220,175	0,0	49,39	230	149	1	1.0	0.0,0.004	0.0,0.0	0.002
81	"AT5G60100"	NA	chr5	-	24200234	24201415	24200234	24200655	24201128	24201415	81	48,30	53,58	20,10	24,15	298	149	1	1.0	0.312,0.205	0.294,0.25	-0.014
82	"AT5G66180"	NA	chr5	+	26450357	26450585	26450357	26450425	26450523	26450585	82	72,55	232,206	30,27	154,99	247	149	1	1.0	0.158,0.139	0.105,0.141	0.026
83	"AT5G59970"	NA	chr5	-	24145830	24146729	24145830	24146098	24146288	24146729	83	169,67	0,2	56,15	0,0	298	149	1	1.0	1.0,0.944	1.0,1.0	-0.028
84	"AT5G59960"	NA	chr5	-	24144352	24144720	24144352	24144549	24144635	24144720	84	67,55	335,347	39,46	139,134	235	149	1	1.0	0.113,0.091	0.151,0.179	-0.063
85	"AT5G59780"	NA	chr5	-	24082988	24083528	24082988	24083118	24083197	24083528	85	643,606	238,254	344,219	180,91	228	149	1	1.0	0.638,0.609	0.555,0.611	0.04
86	"AT5G59710"	NA	chr5	+	24057377	24058171	24057377	24057584	24058084	24058171	86	18,12	110,72	13,5	31,44	298	149	1	1.0	0.076,0.077	0.173,0.054	-0.037
89	"AT5G59220"	NA	chr5	-	23894403	23895265	23894403	23895027	23895159	23895265	89	0,2	5,16	0,0	2,1	281	149	1	1.0	0.0,0.062	0.0,0.0	0.031
90	"AT5G62100"	NA	chr5	+	24940760	24941259	24940760	24941017	24941112	24941259	90	15,9	82,64	10,15	80,34	244	149	1	1.0	0.1,0.079	0.071,0.212	-0.052
91	"AT5G62100"	NA	chr5	+	24940760	24941974	24940760	24941259	24941502	24941974	91	17,17	123,98	11,9	119,53	298	149	1	1.0	0.065,0.08	0.044,0.078	0.012
92	"AT5G58970"	NA	chr5	-	23808961	23809643	23808961	23809036	23809538	23809643	92	24,22	99,68	12,4	42,25	298	149	1	1.0	0.108,0.139	0.125,0.074	0.024
93	"AT5G58690"	NA	chr5	-	23711703	23712558	23711703	23711986	23712060	23712558	93	24,30	7,1	16,2	0,0	223	149	0.572281353635	1.0	0.696,0.952	1.0,1.0	-0.176
94	"AT5G58660"	NA	chr5	+	23703150	23704122	23703150	23703484	23703562	23704122	94	18,8	270,282	21,4	192,129	227	149	1	1.0	0.042,0.018	0.067,0.02	-0.014
95	"AT5G58610"	NA	chr5	-	23686885	23687350	23686885	23687012	23687142	23687350	95	0,0	0,3	0,1	3,0	279	149	1	1.0	NA,0.0	0.0,1.0	-0.5
96	"AT5G58610"	NA	chr5	-	23691093	23691394	23691093	23691185	23691313	23691394	96	0,1	0,0	4,4	2,0	277	149	1	1.0	NA,1.0	0.518,1.0	0.241
97	"AT5G58470"	NA	chr5	-	23637414	23638689	23637414	23638295	23638447	23638689	97	180,85	316,260	104,42	183,97	298	149	1	1.0	0.222,0.14	0.221,0.178	-0.019
98	"AT5G57960"	NA	chr5	-	23465534	23465949	23465534	23465651	23465806	23465949	98	10,9	183,146	11,2	39,23	298	149	1	1.0	0.027,0.03	0.124,0.042	-0.055
99	"AT5G57860"	NA	chr5	+	23438273	23438645	23438273	23438459	23438605	23438645	99	9,18	306,217	10,1	106,62	295	149	1	1.0	0.015,0.04	0.045,0.008	0.001
