ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
0	"AT5G67590"	NA	chr5	+	26958378	26958467	26957914	26958231	26958651	26958781	0	3527,3049	5,10	1616,1064	6,2	238	149	1	1.0	0.998,0.995	0.994,0.997	0.001
2	"AT5G66900"	NA	chr5	-	26715879	26716076	26714722	26715763	26716158	26716511	2	277,250	0,1	170,116	2,0	298	149	1	1.0	1.0,0.992	0.977,1.0	0.008
3	"AT5G65970"	NA	chr5	-	26388740	26388781	26388353	26388669	26388864	26388914	3	207,123	1,0	86,39	1,0	190	149	1	1.0	0.994,1.0	0.985,1.0	0.005
4	"AT5G65970"	NA	chr5	-	26389335	26389424	26389157	26389232	26389497	26389558	4	169,158	0,1	65,49	2,0	238	149	1	1.0	1.0,0.99	0.953,1.0	0.019
5	"AT5G65940"	NA	chr5	-	26378562	26378642	26378409	26378493	26378717	26378781	5	817,707	2,0	500,271	2,1	229	149	1	1.0	0.996,1.0	0.994,0.994	0.004
6	"AT5G65940"	NA	chr5	-	26378975	26379056	26378842	26378911	26379131	26379235	6	781,710	2,0	444,304	0,1	230	149	1	1.0	0.996,1.0	1.0,0.995	0.0
7	"AT5G65460"	NA	chr5	-	26167163	26167295	26166889	26167068	26167726	26167833	7	120,117	0,1	45,32	0,0	281	149	1	1.0	1.0,0.984	1.0,1.0	-0.008
8	"AT5G65460"	NA	chr5	-	26167402	26167423	26167163	26167295	26167726	26167833	8	3,4	66,57	0,0	25,17	170	149	1	1.0	0.038,0.058	0.0,0.0	0.048
9	"AT5G65210"	NA	chr5	+	26059788	26059852	26059622	26059700	26059934	26060206	9	1666,1596	0,2	564,382	0,0	213	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
10	"AT5G65060"	NA	chr5	+	25989670	25989728	25987308	25987711	25989941	25990003	10	230,233	148,138	60,34	102,64	207	149	0.000244907703762	0.069053209779132	0.528,0.549	0.297,0.277	0.251
11	"AT5G64600"	NA	chr5	+	25825529	25825623	25824996	25825420	25825727	25825795	11	116,89	2,0	72,45	0,0	243	149	1	1.0	0.973,1.0	1.0,1.0	-0.014
13	"AT5G64500"	NA	chr5	+	25782727	25782847	25782486	25782600	25782923	25783052	13	1372,1013	6,3	684,317	7,1	269	149	1	1.0	0.992,0.995	0.982,0.994	0.006
14	"AT5G64500"	NA	chr5	+	25783204	25783283	25782923	25783052	25783376	25783753	14	916,787	0,1	411,253	0,0	228	149	1	1.0	1.0,0.998	1.0,1.0	-0.001
15	"AT5G64170"	NA	chr5	-	25675910	25676040	25675038	25675571	25676551	25676823	15	29,8	8,2	9,10	8,3	279	149	0.51833807201	1.0	0.659,0.681	0.375,0.64	0.162
16	"AT5G63930"	NA	chr5	+	25583081	25585937	25581838	25582015	25586015	25586630	16	124,146	0,0	85,49	2,0	298	149	1	1.0	1.0,1.0	0.955,1.0	0.022
17	"AT5G63800"	NA	chr5	+	25532590	25532703	25532384	25532480	25532786	25532946	17	586,510	5,2	266,175	2,1	262	149	1	1.0	0.985,0.993	0.987,0.99	0.001
18	"AT5G63550"	NA	chr5	+	25445272	25445306	25444574	25445191	25445813	25445893	18	217,158	0,0	85,30	1,0	183	149	1	1.0	1.0,1.0	0.986,1.0	0.007
21	"AT5G63200"	NA	chr5	+	25352245	25352393	25351735	25352020	25352519	25353039	21	383,338	0,1	152,117	1,2	297	149	1	1.0	1.0,0.994	0.987,0.967	0.02
22	"AT5G63180"	NA	chr5	-	25341451	25341590	25340913	25341333	25341953	25342700	22	259,201	0,0	190,97	1,1	288	149	1	1.0	1.0,1.0	0.99,0.98	0.015
